"Status","Year","Organisation","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","London","Inner London - West","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","London","Inner London - West","15","15","39430","36350"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","100","90","28160","24410"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East of England","East Anglia","35","35","34490","34380"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","Inner London - West","95","95","40730","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North East (England)","Northumberland, and Tyne and Wear","130","120","29210","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Greater Manchester","125","115","29970","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Scotland","West Central Scotland","85","75","30940","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","Hampshire and Isle of Wight","20","20","33750","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","Kent","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","40","35","31890","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","East Wales","75","70","30290","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","West Midlands","70","65","30670","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Yorkshire and The Humber","West Yorkshire","65","60","31760","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","South East (England)","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","15","15","31770","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","15","15","28930","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","15","15","28420","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Lincolnshire","20","20","31850","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East of England","Bedfordshire and Hertfordshire","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East of England","East Anglia","70","65","28810","27950"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East of England","Essex","45","40","29800","28480"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","London","Inner London - West","15","10","37860","29680"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","London","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","London","Outer London - West and North West","75","75","32730","31690"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North East (England)","Northumberland, and Tyne and Wear","30","30","30500","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North West (England)","Cheshire","25","25","31120","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North West (England)","Cumbria","130","120","23560","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North West (England)","Greater Manchester","15","15","27730","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North West (England)","Lancashire","90","80","26880","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Scotland","Eastern Scotland","30","30","29370","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Scotland","Highlands and Islands","15","15","25210","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Scotland","Southern Scotland","40","40","25600","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South East (England)","Hampshire and Isle of Wight","35","35","28010","25190"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South East (England)","Kent","45","45","28350","28140"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South East (England)","Surrey, East and West Sussex","175","165","32240","28410"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South West (England)","Cornwall and Isles of Scilly","40","40","26760","25320"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South West (England)","Devon","165","155","25160","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South West (England)","Dorset and Somerset","20","20","30100","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","105","100","25970","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","Unknown","20","20","25480","25130"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Wales","East Wales","100","95","27160","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Wales","West Wales and The Valleys","170","155","25790","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","110","100","27250","25360"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Shropshire and Staffordshire","95","90","26120","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","20","20","27360","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","North Yorkshire","165","160","27580","25310"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","South East (England)","Surrey, East and West Sussex","15","15","38600","38750"
"In post","2022","Animal and Plant Health Agency","Other","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","25","25","34020","30730"
"In post","2022","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","Derbyshire and Nottinghamshire","15","15","29020","24920"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East of England","East Anglia","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North East (England)","Northumberland, and Tyne and Wear","20","15","28170","25060"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North West (England)","Cumbria","15","15","24690","24920"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South East (England)","Surrey, East and West Sussex","450","430","32700","28550"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South West (England)","Devon","15","15","31480","26450"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Wales","West Wales and The Valleys","10","10","24320","21300"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","31960","29180"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","North Yorkshire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East of England","East Anglia","10","10","44570","47550"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","London","Inner London - West","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","London","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North West (England)","Cumbria","15","10","43440","48740"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North West (England)","Lancashire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Scotland","Eastern Scotland","15","15","47370","47550"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Scotland","Highlands and Islands","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Scotland","Southern Scotland","15","15","42380","37490"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","47340","49120"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South East (England)","Surrey, East and West Sussex","20","20","48960","52290"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South West (England)","Cornwall and Isles of Scilly","15","15","43560","38330"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South West (England)","Devon","25","25","43780","41480"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South West (England)","Dorset and Somerset","20","20","40390","36780"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","35170","36210"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Wales","East Wales","10","10","45850","47550"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Wales","West Wales and The Valleys","30","30","41400","37690"
"In post","2022","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","44040","46480"
"In post","2022","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","Shropshire and Staffordshire","20","15","44620","41130"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","North Yorkshire","25","25","36610","36970"
"In post","2022","Attorney General's Office","Communications","London","Inner London - West","10","10","45010","38590"
"In post","2022","Attorney General's Office","Legal","London","Inner London - West","15","15","69960","65180"
"In post","2022","Attorney General's Office","Other","London","Inner London - West","10","10","35120","30950"
"In post","2022","Attorney General's Office","Policy","London","Inner London - West","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","London","Inner London - West","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","North West (England)","Greater Manchester","10","10","37300","37300"
"In post","2022","Cabinet Office (excl. agencies)","Other","London","Inner London - West","15","15","47280","47650"
"In post","2022","Cabinet Office (excl. agencies)","Other","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","London","Inner London - East","10","10","59920","57880"
"In post","2022","Cabinet Office (excl. agencies)","Policy","London","Inner London - West","15","15","50490","40620"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","35","35","52570","38870"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","East of England","East Anglia","90","85","51620","49700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","London","Inner London - East","1015","1000","52370","54700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","London","Inner London - West","5335","5270","49630","40930"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","London","Outer London - South","20","20","62640","65320"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","North East (England)","Northumberland, and Tyne and Wear","465","435","29540","25550"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","North East (England)","Tees Valley and Durham","15","15","63410","64010"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","North West (England)","Cumbria","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","North West (England)","Greater Manchester","375","370","45250","38890"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","North West (England)","Lancashire","40","40","54750","49700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","North West (England)","Merseyside","95","95","51700","49700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Northern Ireland","Northern Ireland","10","10","31770","32000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Scotland","Eastern Scotland","30","30","35080","32000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Scotland","Southern Scotland","10","10","71650","68000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Scotland","West Central Scotland","255","250","42550","33410"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","135","130","37200","33130"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","South East (England)","Hampshire and Isle of Wight","90","85","54630","52510"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","South West (England)","Devon","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","South West (England)","Dorset and Somerset","10","10","35240","33470"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","225","220","55310","49700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","Unknown","475","475","37420","32000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Wales","East Wales","80","80","41770","37300"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","West Midlands (England)","Shropshire and Staffordshire","25","25","68760","65000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","West Midlands (England)","West Midlands","125","125","56690","49700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Yorkshire and The Humber","North Yorkshire","560","535","32910","32000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Yorkshire and The Humber","South Yorkshire","85","80","50450","49700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Yorkshire and The Humber","West Yorkshire","225","215","47420","40250"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","East of England","East Anglia","15","15","42290","42410"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","East of England","East Anglia","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
