"Status","Year","Parent_department","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Cambridgeshire CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Camden and City of London","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Camden and City of London","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","AA/AO","50","45","21930","22200"
"In post","2022","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","EO","45","40","27100","27070"
"In post","2022","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","G6/G7","100","95","54730","54300"
"In post","2022","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","SEO/HEO","30","30","35640","36130"
"In post","2022","Attorney General's Departments","Central Hampshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire East","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Conwy and Denbighshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","G6/G7","15","10","53230","54480"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Croydon","London","AA/AO","10","10","24360","24590"
"In post","2022","Attorney General's Departments","Croydon","London","EO","15","10","27680","27350"
"In post","2022","Attorney General's Departments","Croydon","London","G6/G7","10","10","58330","57550"
"In post","2022","Attorney General's Departments","Croydon","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Croydon","London","SEO/HEO","25","20","34850","34730"
"In post","2022","Attorney General's Departments","Derby","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derby","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derby","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon CC","Outside London","AA/AO","15","15","22190","22200"
"In post","2022","Attorney General's Departments","Devon CC","Outside London","EO","25","25","26710","26090"
"In post","2022","Attorney General's Departments","Devon CC","Outside London","G6/G7","45","45","54680","55610"
"In post","2022","Attorney General's Departments","Devon CC","Outside London","SEO/HEO","20","20","34700","34050"
"In post","2022","Attorney General's Departments","Dorset","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Durham","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Durham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Durham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Ealing","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Cumbria","Outside London","AA/AO","10","10","22070","22200"
"In post","2022","Attorney General's Departments","East Cumbria","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Cumbria","Outside London","G6/G7","15","15","55060","54910"
"In post","2022","Attorney General's Departments","East Cumbria","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Derbyshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Derbyshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Kent","Outside London","AA/AO","35","35","23670","23770"
"In post","2022","Attorney General's Departments","East Kent","Outside London","EO","30","30","28650","29170"
"In post","2022","Attorney General's Departments","East Kent","Outside London","G6/G7","45","45","58520","56770"
"In post","2022","Attorney General's Departments","East Kent","Outside London","SEO/HEO","15","15","38660","39750"
"In post","2022","Attorney General's Departments","East Lothian and Midlothian","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Merseyside","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Merseyside","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Surrey","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex Haven Gateway","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex Thames Gateway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Flintshire and Wrexham","Outside London","AA/AO","10","10","21900","22200"
"In post","2022","Attorney General's Departments","Flintshire and Wrexham","Outside London","EO","15","15","26910","26160"
"In post","2022","Attorney General's Departments","Flintshire and Wrexham","Outside London","G6/G7","40","35","53320","55610"
"In post","2022","Attorney General's Departments","Flintshire and Wrexham","Outside London","SEO/HEO","15","15","36340","37780"
"In post","2022","Attorney General's Departments","Gloucestershire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester North East","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester North West","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester South East","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester South West","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester South West","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gwent Valleys","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Haringey and Islington","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Haringey and Islington","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Haringey and Islington","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Harrow and Hillingdon","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Harrow and Hillingdon","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Harrow and Hillingdon","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Harrow and Hillingdon","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hartlepool and Stockton-on-Tees","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hartlepool and Stockton-on-Tees","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Heart of Essex","Outside London","AA/AO","40","35","23300","23770"
"In post","2022","Attorney General's Departments","Heart of Essex","Outside London","EO","45","45","28680","29390"
"In post","2022","Attorney General's Departments","Heart of Essex","Outside London","G6/G7","80","75","59210","56040"
"In post","2022","Attorney General's Departments","Heart of Essex","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Heart of Essex","Outside London","SEO/HEO","30","30","38120","40000"
"In post","2022","Attorney General's Departments","Herefordshire, County of","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hertfordshire CC","Outside London","AA/AO","40","40","23460","23770"
"In post","2022","Attorney General's Departments","Hertfordshire CC","Outside London","EO","35","30","28590","27760"
"In post","2022","Attorney General's Departments","Hertfordshire CC","Outside London","G6/G7","80","75","59700","62120"
"In post","2022","Attorney General's Departments","Hertfordshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hertfordshire CC","Outside London","SEO/HEO","20","15","38170","40000"
"In post","2022","Attorney General's Departments","Hounslow and Richmond upon Thames","London","AA/AO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Hounslow and Richmond upon Thames","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent Thames Gateway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kingston upon Hull, City of","Outside London","AA/AO","20","20","22180","22200"
"In post","2022","Attorney General's Departments","Kingston upon Hull, City of","Outside London","EO","15","15","27700","28430"
"In post","2022","Attorney General's Departments","Kingston upon Hull, City of","Outside London","G6/G7","35","35","54750","55610"
"In post","2022","Attorney General's Departments","Kingston upon Hull, City of","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancaster and Wyre","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leeds","Outside London","AA/AO","70","65","22160","22200"
"In post","2022","Attorney General's Departments","Leeds","Outside London","EO","85","80","27150","26880"
"In post","2022","Attorney General's Departments","Leeds","Outside London","G6/G7","230","210","54630","54770"
"In post","2022","Attorney General's Departments","Leeds","Outside London","SCS level","10","10","88720","88210"
"In post","2022","Attorney General's Departments","Leeds","Outside London","SEO/HEO","65","65","36280","37730"
"In post","2022","Attorney General's Departments","Leicester","Outside London","AA/AO","30","30","21780","22200"
"In post","2022","Attorney General's Departments","Leicester","Outside London","EO","25","20","27500","28430"
"In post","2022","Attorney General's Departments","Leicester","Outside London","G6/G7","65","60","52930","51470"
"In post","2022","Attorney General's Departments","Leicester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicester","Outside London","SEO/HEO","15","15","34670","34480"
"In post","2022","Attorney General's Departments","Leicestershire CC and Rutland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lewisham and Southwark","London","AA/AO","10","10","24260","24590"
"In post","2022","Attorney General's Departments","Lewisham and Southwark","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lewisham and Southwark","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lewisham and Southwark","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire CC","Outside London","G6/G7","15","10","54630","55610"
"In post","2022","Attorney General's Departments","Lincolnshire CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Liverpool","Outside London","AA/AO","90","85","21950","22200"
"In post","2022","Attorney General's Departments","Liverpool","Outside London","EO","90","85","26900","26220"
"In post","2022","Attorney General's Departments","Liverpool","Outside London","G6/G7","140","130","54260","54200"
"In post","2022","Attorney General's Departments","Liverpool","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Liverpool","Outside London","SEO/HEO","60","60","34310","34480"
"In post","2022","Attorney General's Departments","Luton","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Manchester","Outside London","AA/AO","75","70","22080","22200"
"In post","2022","Attorney General's Departments","Manchester","Outside London","EO","85","75","27640","28430"
"In post","2022","Attorney General's Departments","Manchester","Outside London","G6/G7","165","155","55840","55610"
"In post","2022","Attorney General's Departments","Manchester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Manchester","Outside London","SEO/HEO","45","45","35080","34480"
"In post","2022","Attorney General's Departments","Medway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Kent","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Kent","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Lancashire","Outside London","AA/AO","35","30","22410","22200"
"In post","2022","Attorney General's Departments","Mid Lancashire","Outside London","EO","40","40","27600","28430"
"In post","2022","Attorney General's Departments","Mid Lancashire","Outside London","G6/G7","80","75","54420","55610"
"In post","2022","Attorney General's Departments","Mid Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Lancashire","Outside London","SEO/HEO","25","25","34930","34480"
"In post","2022","Attorney General's Departments","Monmouthshire and Newport","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North and North East Lincolnshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Hampshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Northamptonshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Norwich and East Norfolk","Outside London","AA/AO","30","25","22020","22200"
"In post","2022","Attorney General's Departments","Norwich and East Norfolk","Outside London","EO","20","15","26860","26090"
"In post","2022","Attorney General's Departments","Norwich and East Norfolk","Outside London","G6/G7","20","20","57080","59800"
"In post","2022","Attorney General's Departments","Norwich and East Norfolk","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Norwich and East Norfolk","Outside London","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Nottingham","Outside London","AA/AO","70","65","21910","22200"
"In post","2022","Attorney General's Departments","Nottingham","Outside London","EO","70","65","26490","25650"
"In post","2022","Attorney General's Departments","Nottingham","Outside London","G6/G7","115","110","53580","51470"
"In post","2022","Attorney General's Departments","Nottingham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Nottingham","Outside London","SEO/HEO","45","40","35070","34480"
"In post","2022","Attorney General's Departments","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Oxfordshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Peterborough","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Portsmouth","Outside London","AA/AO","30","30","23630","23770"
"In post","2022","Attorney General's Departments","Portsmouth","Outside London","EO","20","20","28350","27600"
"In post","2022","Attorney General's Departments","Portsmouth","Outside London","G6/G7","50","50","60170","62030"
"In post","2022","Attorney General's Departments","Portsmouth","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Redbridge and Waltham Forest","London","AA/AO","10","10","23380","24590"
"In post","2022","Attorney General's Departments","Redbridge and Waltham Forest","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sefton","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sefton","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sheffield","Outside London","AA/AO","45","40","22050","22200"
"In post","2022","Attorney General's Departments","Sheffield","Outside London","EO","35","30","27240","28430"
"In post","2022","Attorney General's Departments","Sheffield","Outside London","G6/G7","45","40","54950","55610"
"In post","2022","Attorney General's Departments","Sheffield","Outside London","SEO/HEO","10","10","33820","33900"
"In post","2022","Attorney General's Departments","Shropshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Somerset CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South and West Derbyshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Hampshire","Outside London","AA/AO","25","20","23120","23770"
"In post","2022","Attorney General's Departments","South Hampshire","Outside London","EO","35","35","28020","26970"
"In post","2022","Attorney General's Departments","South Hampshire","Outside London","G6/G7","70","65","59430","54770"
"In post","2022","Attorney General's Departments","South Hampshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Hampshire","Outside London","SEO/HEO","25","25","36730","36240"
"In post","2022","Attorney General's Departments","South Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Teesside","Outside London","AA/AO","20","15","22680","22200"
"In post","2022","Attorney General's Departments","South Teesside","Outside London","EO","20","15","27440","28430"
"In post","2022","Attorney General's Departments","South Teesside","Outside London","G6/G7","35","35","54160","55610"
"In post","2022","Attorney General's Departments","South Teesside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Teesside","Outside London","SEO/HEO","10","10","34170","33500"
"In post","2022","Attorney General's Departments","South West Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Staffordshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Staffordshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Stoke-on-Trent","Outside London","AA/AO","15","15","22500","22200"
"In post","2022","Attorney General's Departments","Stoke-on-Trent","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Stoke-on-Trent","Outside London","G6/G7","30","30","56370","55610"
"In post","2022","Attorney General's Departments","Stoke-on-Trent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Stoke-on-Trent","Outside London","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Suffolk CC","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Suffolk CC","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Suffolk CC","Outside London","G6/G7","15","10","56620","55610"
"In post","2022","Attorney General's Departments","Suffolk CC","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Swansea","Outside London","AA/AO","10","10","22180","22200"
"In post","2022","Attorney General's Departments","Swansea","Outside London","EO","10","10","26540","25650"
"In post","2022","Attorney General's Departments","Swansea","Outside London","G6/G7","40","35","54030","54200"
"In post","2022","Attorney General's Departments","Swansea","Outside London","SEO/HEO","20","20","34550","33900"
"In post","2022","Attorney General's Departments","Swindon","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Swindon","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Swindon","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Swindon","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Telford and Wrekin","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Thurrock","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Tyneside","Outside London","AA/AO","60","55","22170","22200"
"In post","2022","Attorney General's Departments","Tyneside","Outside London","EO","45","40","27100","27570"
"In post","2022","Attorney General's Departments","Tyneside","Outside London","G6/G7","105","100","54620","54200"
"In post","2022","Attorney General's Departments","Tyneside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Tyneside","Outside London","SEO/HEO","40","40","34900","34480"
"In post","2022","Attorney General's Departments","Wakefield","Outside London","AA/AO","15","10","21950","22200"
"In post","2022","Attorney General's Departments","Wakefield","Outside London","EO","20","20","26250","25920"
"In post","2022","Attorney General's Departments","Wakefield","Outside London","G6/G7","15","15","63860","62090"
"In post","2022","Attorney General's Departments","Wakefield","Outside London","SEO/HEO","25","25","34840","32680"
"In post","2022","Attorney General's Departments","Walsall","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Warrington","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Warrington","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Warrington","Outside London","G6/G7","10","10","64840","59160"
"In post","2022","Attorney General's Departments","Warrington","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Warrington","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Warwickshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Warwickshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Cumbria","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Northamptonshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Northamptonshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Northamptonshire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","West Northamptonshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Surrey","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","West Surrey","Outside London","EO","15","15","28600","29170"
"In post","2022","Attorney General's Departments","West Surrey","Outside London","G6/G7","30","30","59720","62140"
"In post","2022","Attorney General's Departments","West Surrey","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Surrey","Outside London","SEO/HEO","10","10","38600","40000"
"In post","2022","Attorney General's Departments","West Sussex (North East)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Sussex (South West)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Westminster","London","AA/AO","365","340","23380","23770"
"In post","2022","Attorney General's Departments","Westminster","London","EO","760","725","28500","27710"
"In post","2022","Attorney General's Departments","Westminster","London","G6/G7","2615","2430","60110","60980"
"In post","2022","Attorney General's Departments","Westminster","London","SCS level","255","245","86720","80930"
"In post","2022","Attorney General's Departments","Westminster","London","SEO/HEO","660","640","37310","37730"
"In post","2022","Attorney General's Departments","Wiltshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wirral","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wolverhampton","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Worcestershire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Worcestershire CC","Outside London","G6/G7","5","5","[c]","[c]"
