"Status","Year","Ethnicity","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Crown Commercial Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","Outside London","Female","35","35","37530","35840"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","London","Female","245","220","40750","32460"
"In post","2022","Asian","Crown Prosecution Service","London","Male","95","95","41370","31560"
"In post","2022","Asian","Crown Prosecution Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Outside London","Female","255","230","38560","35630"
"In post","2022","Asian","Crown Prosecution Service","Outside London","Male","105","105","42030","48080"
"In post","2022","Asian","Crown Prosecution Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","London","Female","10","10","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","London","Male","40","35","21680","20250"
"In post","2022","Asian","Defence Equipment and Support","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Outside London","Female","110","105","33110","30420"
"In post","2022","Asian","Defence Equipment and Support","Outside London","Male","180","180","37260","34800"
"In post","2022","Asian","Defence Equipment and Support","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","Outside London","Male","45","40","44250","47010"
"In post","2022","Asian","Defence Science and Technology Laboratory","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","310","305","44570","40050"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","245","245","44670","40050"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","30","30","39400","36740"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","35","35","36410","31860"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","London","Female","85","85","44670","42890"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","London","Male","60","60","44850","38280"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education (excl. agencies)","London","Female","160","155","43800","40230"
"In post","2022","Asian","Department for Education (excl. agencies)","London","Male","65","65","45900","40940"
"In post","2022","Asian","Department for Education (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education (excl. agencies)","Outside London","Female","180","175","38370","36500"
"In post","2022","Asian","Department for Education (excl. agencies)","Outside London","Male","165","165","37600","36500"
"In post","2022","Asian","Department for Education (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","120","115","40020","35860"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","100","100","40430","34520"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","65","65","36150","31480"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","50","45","40100","36780"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","London","Female","125","125","42760","38160"
"In post","2022","Asian","Department for International Trade","London","Male","130","125","45010","40490"
"In post","2022","Asian","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Overseas","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Female","125","125","43870","39600"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Male","85","85","44790","39600"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Female","50","50","34420","33860"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Male","35","35","35630","31950"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","London","Female","150","150","45260","42470"
"In post","2022","Asian","Department for Transport (excl. agencies)","London","Male","145","145","46910","42470"
"In post","2022","Asian","Department for Transport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","London","Female","1640","1430","31170","31060"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","London","Male","905","885","31750","31060"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Outside London","Female","3065","2620","26030","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Outside London","Male","2400","2330","27110","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Unknown","Female","100","85","28410","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Unknown","Male","35","30","29870","30330"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","London","Female","130","125","45220","40650"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","London","Male","65","65","41270","40650"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Outside London","Female","45","45","40390","36820"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Outside London","Female","40","35","28440","21840"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Outside London","Male","50","50","26550","21840"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","London","Female","10","10","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","London","Male","25","25","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Outside London","Female","35","35","27410","26780"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Outside London","Male","80","75","28500","26780"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","London","Female","25","25","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","London","Male","25","25","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Outside London","Female","105","100","35400","32300"
"In post","2022","Asian","Education and Skills Funding Agency","Outside London","Male","75","75","41190","37100"
"In post","2022","Asian","Education and Skills Funding Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","London","Female","5","5","[c]","[c]"
"In post","2022","Asian","FCDO Services","London","Male","5","5","[c]","[c]"
"In post","2022","Asian","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Asian","FCDO Services","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Asian","FCDO Services","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","London","Male","10","10","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Outside London","Male","40","40","34270","28800"
"In post","2022","Asian","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","195","185","42610","38070"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","120","120","45540","38680"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","40","40","44570","34770"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","45","45","49170","52400"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Forestry and Land Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Forestry and Land Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Forestry and Land Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","London","Female","20","20","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","London","Male","15","15","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","London","Female","20","20","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","London","Male","25","25","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Legal Department","London","Female","200","185","49910","51030"
"In post","2022","Asian","Government Legal Department","London","Male","90","90","46160","50500"
"In post","2022","Asian","Government Legal Department","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Legal Department","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Asian","Government Legal Department","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Asian","Government Legal Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Property Agency","London","Female","5","5","[c]","[c]"
"In post","2022","Asian","Government Property Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Property Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Property Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Asian","Government Property Agency","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Asian","Government Property Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","London","Female","10","10","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","Outside London","Male","40","40","56100","52520"
"In post","2022","Asian","Health and Safety Executive","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Courts and Tribunals Service","London","Female","465","420","29670","24310"
"In post","2022","Asian","HM Courts and Tribunals Service","London","Male","240","235","30450","24310"
"In post","2022","Asian","HM Courts and Tribunals Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Courts and Tribunals Service","Outside London","Female","570","485","24440","20970"
"In post","2022","Asian","HM Courts and Tribunals Service","Outside London","Male","280","270","25140","20970"
"In post","2022","Asian","HM Courts and Tribunals Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","London","Female","30","25","[c]","[c]"
"In post","2022","Asian","HM Land Registry","London","Male","20","20","[c]","[c]"
"In post","2022","Asian","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","Outside London","Female","100","90","28140","27130"
"In post","2022","Asian","HM Land Registry","Outside London","Male","75","75","29940","27130"
"In post","2022","Asian","HM Land Registry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Prison and Probation Service","London","Female","300","285","33170","30520"
"In post","2022","Asian","HM Prison and Probation Service","London","Male","265","260","34360","33490"
"In post","2022","Asian","HM Prison and Probation Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Prison and Probation Service","Outside London","Female","630","585","28680","26310"
"In post","2022","Asian","HM Prison and Probation Service","Outside London","Male","650","595","30880","28370"
"In post","2022","Asian","HM Prison and Probation Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Prison and Probation Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Prison and Probation Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","London","Female","790","735","40250","37930"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","London","Male","710","690","42080","37930"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","Outside London","Female","1810","1650","29180","26820"
