"Status","Year","Age","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Security","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Security","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Unknown","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","AO","30","30","21890","21680"
"In post","2022","16-19","Unknown","Operational Delivery","EO","15","15","25770","24880"
"In post","2022","16-19","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","AO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Other","Unknown","35","35","18130","16720"
"In post","2022","16-19","Unknown","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","AA","45","45","21320","21050"
"In post","2022","16-19","Unknown","Unknown","AO","10","10","22430","21260"
"In post","2022","16-19","Unknown","Unknown","EO","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Digital, Data and Technology","EO","10","10","26750","25000"
"In post","2022","20-29","Analysis","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Digital, Data and Technology","G7","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Digital, Data and Technology","HEO","15","15","34160","33190"
"In post","2022","20-29","Analysis","Digital, Data and Technology","SEO","10","10","43920","45250"
"In post","2022","20-29","Analysis","Economics","AO","45","45","20810","19860"
"In post","2022","20-29","Analysis","Economics","EO","85","85","27290","27680"
"In post","2022","20-29","Analysis","Economics","G6","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Economics","G7","170","170","54730","54110"
"In post","2022","20-29","Analysis","Economics","HEO","445","445","34010","33710"
"In post","2022","20-29","Analysis","Economics","SEO","55","55","41620","41060"
"In post","2022","20-29","Analysis","Finance","EO","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Finance","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Geography","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Geography","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Human Resources","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Intelligence Analysis","HEO","15","15","27340","26520"
"In post","2022","20-29","Analysis","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Medicine","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Medicine","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Medicine","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Operational Delivery","AO","10","10","20600","19860"
"In post","2022","20-29","Analysis","Operational Delivery","EO","60","60","25770","24920"
"In post","2022","20-29","Analysis","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Operational Delivery","G7","10","10","52880","53150"
"In post","2022","20-29","Analysis","Operational Delivery","HEO","65","65","31740","30710"
"In post","2022","20-29","Analysis","Operational Delivery","SEO","35","35","38790","38200"
"In post","2022","20-29","Analysis","Operational Research","AO","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Operational Research","EO","20","20","27100","26190"
"In post","2022","20-29","Analysis","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Operational Research","G7","15","15","57610","58450"
"In post","2022","20-29","Analysis","Operational Research","HEO","120","120","33000","33080"
"In post","2022","20-29","Analysis","Operational Research","SEO","35","30","39800","38250"
"In post","2022","20-29","Analysis","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Other","EO","40","40","28230","28230"
"In post","2022","20-29","Analysis","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Other","G7","15","15","57030","57250"
"In post","2022","20-29","Analysis","Other","HEO","35","35","35450","35060"
"In post","2022","20-29","Analysis","Other","SEO","15","15","42440","41860"
"In post","2022","20-29","Analysis","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Policy","EO","25","25","27780","27570"
"In post","2022","20-29","Analysis","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Policy","G7","60","60","54060","53360"
"In post","2022","20-29","Analysis","Policy","HEO","70","70","34470","34260"
"In post","2022","20-29","Analysis","Policy","SEO","35","35","39890","40310"
"In post","2022","20-29","Analysis","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Science and Engineering","AO","20","20","21300","21510"
"In post","2022","20-29","Analysis","Science and Engineering","EO","30","30","25280","25010"
"In post","2022","20-29","Analysis","Science and Engineering","HEO","70","70","29530","29250"
"In post","2022","20-29","Analysis","Science and Engineering","SEO","15","15","38750","38070"
"In post","2022","20-29","Analysis","Social Research","AO","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Social Research","EO","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Social Research","G7","30","30","52520","51710"
"In post","2022","20-29","Analysis","Social Research","HEO","300","295","32420","30710"
"In post","2022","20-29","Analysis","Social Research","SEO","125","125","39710","38340"
"In post","2022","20-29","Analysis","Statistics","AO","20","20","22590","22030"
"In post","2022","20-29","Analysis","Statistics","EO","105","105","27460","27850"
"In post","2022","20-29","Analysis","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Statistics","G7","75","75","54270","53360"
"In post","2022","20-29","Analysis","Statistics","HEO","325","325","33520","33210"
"In post","2022","20-29","Analysis","Statistics","SEO","180","180","40300","40180"
"In post","2022","20-29","Analysis","Tax","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Unknown","AO","40","40","22610","21260"
"In post","2022","20-29","Analysis","Unknown","EO","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Unknown","G7","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Unknown","HEO","20","20","34990","34550"
"In post","2022","20-29","Analysis","Unknown","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Commercial","AA","10","5","[c]","[c]"
"In post","2022","20-29","Commercial","Commercial","AO","55","50","21910","21840"
"In post","2022","20-29","Commercial","Commercial","EO","225","225","26120","26350"
"In post","2022","20-29","Commercial","Commercial","G6","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Commercial","G7","55","55","52830","53360"
"In post","2022","20-29","Commercial","Commercial","HEO","240","240","32280","32790"
"In post","2022","20-29","Commercial","Commercial","SEO","175","175","39690","40140"
"In post","2022","20-29","Commercial","Commercial","Unknown","30","30","27520","27000"
"In post","2022","20-29","Commercial","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Finance","EO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Finance","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Operational Delivery","AO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Operational Delivery","EO","25","25","27370","26910"
"In post","2022","20-29","Commercial","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Operational Delivery","HEO","25","25","33120","33000"
"In post","2022","20-29","Commercial","Operational Delivery","SEO","20","20","41160","41000"
"In post","2022","20-29","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Policy","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Project Delivery","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Science and Engineering","HEO","15","15","31680","31950"
"In post","2022","20-29","Commercial","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Tax","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","EO","25","25","26540","27500"
"In post","2022","20-29","Commercial","Unknown","G6","15","15","68980","64500"
"In post","2022","20-29","Commercial","Unknown","G7","70","70","58280","54700"
"In post","2022","20-29","Commercial","Unknown","HEO","25","25","33310","33370"
"In post","2022","20-29","Commercial","Unknown","SEO","15","15","39670","40600"
"In post","2022","20-29","Communications","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Communications","AA","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Communications","AO","55","50","22450","21750"
"In post","2022","20-29","Communications","Communications","EO","180","180","27330","27270"
"In post","2022","20-29","Communications","Communications","G6","10","10","65610","66230"
"In post","2022","20-29","Communications","Communications","G7","65","65","54090","53360"
"In post","2022","20-29","Communications","Communications","HEO","290","290","34100","33210"
"In post","2022","20-29","Communications","Communications","SEO","130","130","41660","41340"
"In post","2022","20-29","Communications","Communications","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Operational Delivery","AO","50","50","21300","21250"
"In post","2022","20-29","Communications","Operational Delivery","EO","285","280","26710","26590"
"In post","2022","20-29","Communications","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Operational Delivery","HEO","100","100","33080","33370"
"In post","2022","20-29","Communications","Operational Delivery","SEO","20","15","39770","40520"
"In post","2022","20-29","Communications","Other","EO","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Tax","EO","660","655","26740","26820"
"In post","2022","20-29","Communications","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Tax","HEO","140","140","33160","33370"
"In post","2022","20-29","Communications","Tax","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","AO","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","EO","55","55","26850","26590"
"In post","2022","20-29","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","G7","15","15","55960","54700"
"In post","2022","20-29","Communications","Unknown","HEO","45","45","34450","34550"
"In post","2022","20-29","Communications","Unknown","SEO","45","45","41050","40600"
"In post","2022","20-29","Counter Fraud","Counter Fraud","AO","190","185","22880","21260"
"In post","2022","20-29","Counter Fraud","Counter Fraud","EO","350","345","27910","27570"
"In post","2022","20-29","Counter Fraud","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Counter Fraud","HEO","70","70","32790","31990"
"In post","2022","20-29","Counter Fraud","Counter Fraud","SEO","20","20","38480","39960"
"In post","2022","20-29","Counter Fraud","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Intelligence Analysis","EO","20","20","28900","30750"
"In post","2022","20-29","Counter Fraud","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Intelligence Analysis","HEO","30","30","35710","37610"
"In post","2022","20-29","Counter Fraud","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Legal","AO","15","15","21490","21250"
"In post","2022","20-29","Counter Fraud","Legal","EO","300","295","28100","26820"
"In post","2022","20-29","Counter Fraud","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Legal","HEO","100","100","34560","33370"
"In post","2022","20-29","Counter Fraud","Legal","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Operational Delivery","AO","145","145","21580","21260"
"In post","2022","20-29","Counter Fraud","Operational Delivery","EO","165","165","27120","26820"
"In post","2022","20-29","Counter Fraud","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Operational Delivery","HEO","70","70","33100","33080"
"In post","2022","20-29","Counter Fraud","Operational Delivery","SEO","20","20","40880","40180"
"In post","2022","20-29","Counter Fraud","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Other","G7","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Tax","EO","75","75","27470","26820"
"In post","2022","20-29","Counter Fraud","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Tax","G7","35","35","56480","55210"
"In post","2022","20-29","Counter Fraud","Tax","HEO","45","45","33790","33370"
"In post","2022","20-29","Counter Fraud","Tax","SEO","15","15","40860","40180"
"In post","2022","20-29","Counter Fraud","Unknown","AO","20","20","21250","21250"
"In post","2022","20-29","Counter Fraud","Unknown","EO","210","210","27750","26590"
"In post","2022","20-29","Counter Fraud","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Unknown","G7","10","10","54690","54700"
"In post","2022","20-29","Counter Fraud","Unknown","HEO","50","50","34580","33370"
"In post","2022","20-29","Counter Fraud","Unknown","SEO","15","15","40680","40350"
"In post","2022","20-29","Debt","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Operational Delivery","AO","480","460","21430","21250"
"In post","2022","20-29","Debt","Operational Delivery","EO","90","90","26740","26820"
"In post","2022","20-29","Debt","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Operational Delivery","HEO","15","15","32320","33370"
"In post","2022","20-29","Debt","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Other","AO","280","265","21350","21260"
"In post","2022","20-29","Debt","Other","EO","20","20","27570","27570"
