"Status","Year","Ethnicity","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","G6/G7","G6","Female","185","175","68520","66610"
"In post","2022","Mixed","G6/G7","G6","Male","175","170","68210","66410"
"In post","2022","Mixed","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","G6/G7","G7","Female","625","595","55130","54400"
"In post","2022","Mixed","G6/G7","G7","Male","490","485","55530","54700"
"In post","2022","Mixed","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS level","SCS level","Female","75","75","82740","78530"
"In post","2022","Mixed","SCS level","SCS level","Male","75","75","87110","79620"
"In post","2022","Mixed","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SEO/HEO","HEO","Female","945","910","33830","33370"
"In post","2022","Mixed","SEO/HEO","HEO","Male","685","680","34530","33930"
"In post","2022","Mixed","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SEO/HEO","SEO","Female","540","525","41880","41020"
"In post","2022","Mixed","SEO/HEO","SEO","Male","480","470","42160","41000"
"In post","2022","Mixed","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Female","420","395","30650","28690"
"In post","2022","Mixed","Unknown","Unknown","Male","140","135","31430","28200"
"In post","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","AA","Female","20","20","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","AA","Male","35","35","21860","21560"
"In post","2022","Other ethnicity","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","AO","Female","265","235","23230","22080"
"In post","2022","Other ethnicity","AA/AO","AO","Male","240","230","25440","23780"
"In post","2022","Other ethnicity","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","EO","EO","Female","430","400","28780","28310"
"In post","2022","Other ethnicity","EO","EO","Male","295","285","28490","27570"
"In post","2022","Other ethnicity","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","G6","Female","60","55","67910","66920"
"In post","2022","Other ethnicity","G6/G7","G6","Male","55","55","72440","68580"
"In post","2022","Other ethnicity","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","G7","Female","150","145","55770","54700"
"In post","2022","Other ethnicity","G6/G7","G7","Male","175","170","55820","54700"
"In post","2022","Other ethnicity","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS level","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Other ethnicity","SCS level","SCS level","Male","30","30","[c]","[c]"
"In post","2022","Other ethnicity","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","HEO","Female","230","220","34110","33720"
"In post","2022","Other ethnicity","SEO/HEO","HEO","Male","200","195","34730","34390"
"In post","2022","Other ethnicity","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","SEO","Female","175","170","42480","41070"
"In post","2022","Other ethnicity","SEO/HEO","SEO","Male","165","165","43180","41430"
"In post","2022","Other ethnicity","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","Female","70","65","30930","28690"
"In post","2022","Other ethnicity","Unknown","Unknown","Male","35","35","31460","31120"
"In post","2022","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","AA/AO","AA","Female","145","120","20600","20890"
"In post","2022","Undeclared","AA/AO","AA","Male","255","240","20240","19810"
"In post","2022","Undeclared","AA/AO","AO","Female","2065","1720","22300","21380"
"In post","2022","Undeclared","AA/AO","AO","Male","2175","2060","24160","21840"
"In post","2022","Undeclared","EO","EO","Female","2575","2275","28320","27570"
"In post","2022","Undeclared","EO","EO","Male","3035","2885","28780","27570"
"In post","2022","Undeclared","G6/G7","G6","Female","250","235","68930","67910"
"In post","2022","Undeclared","G6/G7","G6","Male","515","500","69720","68700"
"In post","2022","Undeclared","G6/G7","G7","Female","675","645","55380","54700"
"In post","2022","Undeclared","G6/G7","G7","Male","1460","1425","55870","55210"
"In post","2022","Undeclared","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS level","SCS level","Female","75","70","86020","80000"
"In post","2022","Undeclared","SCS level","SCS level","Male","130","130","88340","80870"
"In post","2022","Undeclared","SEO/HEO","HEO","Female","1280","1190","34130","33370"
"In post","2022","Undeclared","SEO/HEO","HEO","Male","2225","2160","34640","33630"
"In post","2022","Undeclared","SEO/HEO","SEO","Female","940","890","41660","40600"
"In post","2022","Undeclared","SEO/HEO","SEO","Male","1800","1745","42640","41480"
"In post","2022","Undeclared","Unknown","Unknown","Female","290","265","31630","31420"
"In post","2022","Undeclared","Unknown","Unknown","Male","310","295","36860","35930"
"In post","2022","Unknown","AA/AO","AA","Female","1785","1570","20900","20950"
"In post","2022","Unknown","AA/AO","AA","Male","1675","1605","20990","20890"
"In post","2022","Unknown","AA/AO","AO","Female","10295","9220","22560","21300"
"In post","2022","Unknown","AA/AO","AO","Male","9040","8750","23830","21780"
"In post","2022","Unknown","EO","EO","Female","8030","7515","27770","27270"
"In post","2022","Unknown","EO","EO","Male","7910","7690","28260","27230"
"In post","2022","Unknown","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","G6","Female","1195","1140","68950","66320"
"In post","2022","Unknown","G6/G7","G6","Male","1295","1275","70060","67910"
"In post","2022","Unknown","G6/G7","G7","Female","3215","3090","55320","54280"
"In post","2022","Unknown","G6/G7","G7","Male","3395","3360","56260","54900"
"In post","2022","Unknown","SCS level","SCS level","Female","445","430","92250","83230"
"In post","2022","Unknown","SCS level","SCS level","Male","495","480","99380","93000"
"In post","2022","Unknown","SEO/HEO","HEO","Female","5865","5675","33120","33080"
"In post","2022","Unknown","SEO/HEO","HEO","Male","5925","5830","33580","33300"
"In post","2022","Unknown","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","SEO","Female","2985","2865","41200","40600"
"In post","2022","Unknown","SEO/HEO","SEO","Male","3360","3295","41770","40600"
"In post","2022","Unknown","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Female","2810","2545","28340","26310"
"In post","2022","Unknown","Unknown","Unknown","Male","2770","2665","34570","32550"
"In post","2022","White","AA/AO","AA","Female","6440","5510","20390","20560"
"In post","2022","White","AA/AO","AA","Male","6960","6585","20570","20480"
"In post","2022","White","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","AA/AO","AO","Female","48005","41020","22370","21260"
"In post","2022","White","AA/AO","AO","Male","33095","31640","24580","22010"
"In post","2022","White","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","EO","EO","Female","52485","46925","27540","27570"
"In post","2022","White","EO","EO","Male","37705","36260","28180","27570"
"In post","2022","White","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","G6/G7","G6","Female","6825","6440","68420","67030"
"In post","2022","White","G6/G7","G6","Male","7455","7290","69330","67910"
"In post","2022","White","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","G6/G7","G7","Female","17760","16800","54780","54160"
"In post","2022","White","G6/G7","G7","Male","18170","17810","55570","54840"
"In post","2022","White","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","SCS level","SCS level","Female","2560","2435","87550","80000"
"In post","2022","White","SCS level","SCS level","Male","2895","2845","92310","83800"
"In post","2022","White","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","SEO/HEO","HEO","Female","30395","28570","33390","33190"
"In post","2022","White","SEO/HEO","HEO","Male","26740","26105","34200","33370"
"In post","2022","White","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","SEO/HEO","SEO","Female","21800","20610","41480","40520"
"In post","2022","White","SEO/HEO","SEO","Male","20965","20495","42410","40800"
"In post","2022","White","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Unknown","Female","10440","9640","30500","28200"
"In post","2022","White","Unknown","Unknown","Male","4125","3990","34770","31950"
"In post","2022","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","AA/AO","AA","Female","50","[c]","[c]","[c]"
"Leaver CS","2022","Asian","AA/AO","AA","Male","50","[c]","20410","20220"
"Leaver CS","2022","Asian","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","AA/AO","AO","Female","415","[c]","22140","21430"
"Leaver CS","2022","Asian","AA/AO","AO","Male","335","[c]","22330","21260"
"Leaver CS","2022","Asian","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","EO","EO","Female","410","[c]","28200","27570"
"Leaver CS","2022","Asian","EO","EO","Male","310","[c]","28220","27570"
"Leaver CS","2022","Asian","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G6/G7","G6","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G6/G7","G6","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G6/G7","G7","Female","80","[c]","55940","54550"
"Leaver CS","2022","Asian","G6/G7","G7","Male","90","[c]","56530","53910"
"Leaver CS","2022","Asian","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SCS level","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SEO/HEO","HEO","Female","160","[c]","33450","33100"
"Leaver CS","2022","Asian","SEO/HEO","HEO","Male","140","[c]","34010","33740"
"Leaver CS","2022","Asian","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SEO/HEO","SEO","Female","110","[c]","41430","41010"
"Leaver CS","2022","Asian","SEO/HEO","SEO","Male","110","[c]","40500","40450"
"Leaver CS","2022","Asian","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA/AO","AA","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA/AO","AA","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA/AO","AO","Female","230","[c]","22790","22920"
"Leaver CS","2022","Black","AA/AO","AO","Male","145","[c]","22790","22740"
"Leaver CS","2022","Black","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","EO","EO","Female","340","[c]","29220","29520"
"Leaver CS","2022","Black","EO","EO","Male","165","[c]","28880","28670"
"Leaver CS","2022","Black","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6/G7","G7","Female","40","[c]","55590","54220"
"Leaver CS","2022","Black","G6/G7","G7","Male","45","[c]","55570","53860"
"Leaver CS","2022","Black","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SEO/HEO","HEO","Female","110","[c]","33810","33380"
"Leaver CS","2022","Black","SEO/HEO","HEO","Male","65","[c]","33250","32650"
"Leaver CS","2022","Black","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SEO/HEO","SEO","Female","85","[c]","42560","40820"
"Leaver CS","2022","Black","SEO/HEO","SEO","Male","55","[c]","42720","40450"
"Leaver CS","2022","Black","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Female","80","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA/AO","AA","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA/AO","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA/AO","AO","Female","145","[c]","21810","21260"
"Leaver CS","2022","Mixed","AA/AO","AO","Male","115","[c]","21880","21260"
"Leaver CS","2022","Mixed","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","EO","EO","Female","165","[c]","27790","27570"
"Leaver CS","2022","Mixed","EO","EO","Male","105","[c]","28300","27570"
"Leaver CS","2022","Mixed","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6/G7","G7","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6/G7","G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO/HEO","HEO","Female","65","[c]","33910","33890"
"Leaver CS","2022","Mixed","SEO/HEO","HEO","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO/HEO","SEO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO/HEO","SEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Unknown","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA/AO","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA/AO","AO","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA/AO","AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","EO","EO","Female","45","[c]","29260","29290"
"Leaver CS","2022","Other ethnicity","EO","EO","Male","35","[c]","28370","27570"
"Leaver CS","2022","Other ethnicity","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","G6/G7","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SEO/HEO","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SEO/HEO","HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","AA/AO","AA","Female","40","[c]","19810","19610"
"Leaver CS","2022","Undeclared","AA/AO","AA","Male","40","[c]","19690","19130"
"Leaver CS","2022","Undeclared","AA/AO","AO","Female","225","[c]","21370","21260"
"Leaver CS","2022","Undeclared","AA/AO","AO","Male","265","[c]","23360","21260"
"Leaver CS","2022","Undeclared","EO","EO","Female","205","[c]","27800","27570"
"Leaver CS","2022","Undeclared","EO","EO","Male","245","[c]","28640","27570"
"Leaver CS","2022","Undeclared","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6/G7","G6","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6/G7","G7","Female","50","[c]","54650","54540"
"Leaver CS","2022","Undeclared","G6/G7","G7","Male","105","[c]","55840","56070"
"Leaver CS","2022","Undeclared","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO/HEO","HEO","Female","100","[c]","33820","33300"
"Leaver CS","2022","Undeclared","SEO/HEO","HEO","Male","170","[c]","34660","33900"
"Leaver CS","2022","Undeclared","SEO/HEO","SEO","Female","65","[c]","41070","40850"
"Leaver CS","2022","Undeclared","SEO/HEO","SEO","Male","135","[c]","42730","41380"
"Leaver CS","2022","Undeclared","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","AA","Female","355","[c]","19750","19200"
"Leaver CS","2022","Unknown","AA/AO","AA","Male","380","[c]","20340","19680"
"Leaver CS","2022","Unknown","AA/AO","AO","Female","1750","[c]","21680","21260"
"Leaver CS","2022","Unknown","AA/AO","AO","Male","1605","[c]","22610","21260"
"Leaver CS","2022","Unknown","EO","EO","Female","895","[c]","27290","27570"
"Leaver CS","2022","Unknown","EO","EO","Male","900","[c]","27290","27570"
"Leaver CS","2022","Unknown","G6/G7","G6","Female","110","[c]","69670","66970"
"Leaver CS","2022","Unknown","G6/G7","G6","Male","120","[c]","72750","69790"
"Leaver CS","2022","Unknown","G6/G7","G7","Female","225","[c]","56140","54270"
"Leaver CS","2022","Unknown","G6/G7","G7","Male","320","[c]","56080","54700"
"Leaver CS","2022","Unknown","SCS level","SCS level","Female","60","[c]","108360","95140"
"Leaver CS","2022","Unknown","SCS level","SCS level","Male","65","[c]","104950","95360"
"Leaver CS","2022","Unknown","SEO/HEO","HEO","Female","460","[c]","33250","32990"
"Leaver CS","2022","Unknown","SEO/HEO","HEO","Male","515","[c]","33880","33300"
"Leaver CS","2022","Unknown","SEO/HEO","SEO","Female","260","[c]","41250","40650"
"Leaver CS","2022","Unknown","SEO/HEO","SEO","Male","325","[c]","42370","41750"
"Leaver CS","2022","Unknown","Unknown","Unknown","Female","525","[c]","36110","32700"
"Leaver CS","2022","Unknown","Unknown","Unknown","Male","410","[c]","36510","33570"
"Leaver CS","2022","White","AA/AO","AA","Female","860","[c]","19310","19170"
"Leaver CS","2022","White","AA/AO","AA","Male","905","[c]","19680","19200"
"Leaver CS","2022","White","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","AA/AO","AO","Female","5180","[c]","21580","21260"
"Leaver CS","2022","White","AA/AO","AO","Male","4155","[c]","22870","21260"
"Leaver CS","2022","White","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","EO","EO","Female","3855","[c]","27390","27570"
"Leaver CS","2022","White","EO","EO","Male","2915","[c]","27960","27570"
"Leaver CS","2022","White","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","G6","Female","395","[c]","70260","68440"
"Leaver CS","2022","White","G6/G7","G6","Male","480","[c]","70830","68740"
"Leaver CS","2022","White","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","G7","Female","990","[c]","54980","53860"
"Leaver CS","2022","White","G6/G7","G7","Male","990","[c]","56780","55400"
"Leaver CS","2022","White","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS level","SCS level","Female","220","[c]","95300","92500"
"Leaver CS","2022","White","SCS level","SCS level","Male","275","[c]","98680","94050"
"Leaver CS","2022","White","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
