"Status","Year","Age","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","50-59","Government Legal Department","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Legal Department","Attorney General's Departments","G7","10","[c]","50720","50500"
"New entrant CS","2022","50-59","Government Legal Department","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Legal Department","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Property Agency","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Property Agency","Cabinet Office","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Health and Safety Executive","Department for Work and Pensions","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Health and Safety Executive","Department for Work and Pensions","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Health and Safety Executive","Department for Work and Pensions","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Health and Safety Executive","Department for Work and Pensions","HEO","10","[c]","32420","31660"
"New entrant CS","2022","50-59","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Health and Safety Executive","Department for Work and Pensions","SEO","10","[c]","48900","39340"
"New entrant CS","2022","50-59","HM Courts and Tribunals Service","Ministry of Justice","AA","65","[c]","19480","19200"
"New entrant CS","2022","50-59","HM Courts and Tribunals Service","Ministry of Justice","AO","140","[c]","21510","20970"
"New entrant CS","2022","50-59","HM Courts and Tribunals Service","Ministry of Justice","EO","20","[c]","26460","25120"
"New entrant CS","2022","50-59","HM Courts and Tribunals Service","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Courts and Tribunals Service","Ministry of Justice","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Courts and Tribunals Service","Ministry of Justice","HEO","10","[c]","31590","30450"
"New entrant CS","2022","50-59","HM Courts and Tribunals Service","Ministry of Justice","SEO","10","[c]","39520","41750"
"New entrant CS","2022","50-59","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Land Registry","HM Land Registry","AO","40","[c]","22600","22600"
"New entrant CS","2022","50-59","HM Land Registry","HM Land Registry","EO","25","[c]","27410","27130"
"New entrant CS","2022","50-59","HM Land Registry","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Land Registry","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Land Registry","HM Land Registry","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Land Registry","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Prison and Probation Service","Ministry of Justice","AA","185","[c]","21440","20890"
"New entrant CS","2022","50-59","HM Prison and Probation Service","Ministry of Justice","AO","235","[c]","24020","23140"
"New entrant CS","2022","50-59","HM Prison and Probation Service","Ministry of Justice","EO","35","[c]","25790","24620"
"New entrant CS","2022","50-59","HM Prison and Probation Service","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Prison and Probation Service","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Prison and Probation Service","Ministry of Justice","HEO","25","[c]","32170","32410"
"New entrant CS","2022","50-59","HM Prison and Probation Service","Ministry of Justice","SEO","25","[c]","42890","42630"
"New entrant CS","2022","50-59","HM Prison and Probation Service","Ministry of Justice","Unknown","2075","[c]","30680","28200"
"New entrant CS","2022","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","330","[c]","21290","21250"
"New entrant CS","2022","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","160","[c]","27210","26590"
"New entrant CS","2022","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6","15","[c]","66170","64050"
"New entrant CS","2022","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G7","20","[c]","54620","52080"
"New entrant CS","2022","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","HEO","110","[c]","34090","33080"
"New entrant CS","2022","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","30","[c]","40460","40180"
"New entrant CS","2022","50-59","HM Treasury (excl. agencies)","HM Treasury","EO","10","[c]","26230","26130"
"New entrant CS","2022","50-59","HM Treasury (excl. agencies)","HM Treasury","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Treasury (excl. agencies)","HM Treasury","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Treasury (excl. agencies)","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Treasury (excl. agencies)","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Home Office","Home Office","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Home Office","Home Office","AO","35","[c]","21910","21680"
"New entrant CS","2022","50-59","Home Office","Home Office","EO","290","[c]","29580","28650"
"New entrant CS","2022","50-59","Home Office","Home Office","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Home Office","Home Office","G7","30","[c]","58230","57430"
"New entrant CS","2022","50-59","Home Office","Home Office","HEO","20","[c]","33360","35050"
"New entrant CS","2022","50-59","Home Office","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Home Office","Home Office","SEO","25","[c]","40500","41570"
"New entrant CS","2022","50-59","Home Office","Home Office","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Institute for Apprenticeships and Technical Education","Department for Education","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Institute for Apprenticeships and Technical Education","Department for Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal Aid Agency","Ministry of Justice","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal Aid Agency","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal Aid Agency","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Maritime and Coastguard Agency","Department for Transport","AO","15","[c]","25390","26840"
"New entrant CS","2022","50-59","Maritime and Coastguard Agency","Department for Transport","EO","10","[c]","28030","26130"
"New entrant CS","2022","50-59","Maritime and Coastguard Agency","Department for Transport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Maritime and Coastguard Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Maritime and Coastguard Agency","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Maritime and Coastguard Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Maritime and Coastguard Agency","Department for Transport","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Met Office","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Met Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Met Office","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Met Office","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Met Office","Department for Business, Energy and Industrial Strategy","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Met Office","Department for Business, Energy and Industrial Strategy","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","AA","105","[c]","21540","19810"
"New entrant CS","2022","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","AO","125","[c]","23750","21170"
"New entrant CS","2022","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","105","[c]","29140","26350"
"New entrant CS","2022","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","G6","10","[c]","72740","66000"
"New entrant CS","2022","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","G7","30","[c]","55740","53500"
"New entrant CS","2022","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","105","[c]","34380","33000"
"New entrant CS","2022","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","60","[c]","41670","40000"
"New entrant CS","2022","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","10","[c]","26570","25120"
"New entrant CS","2022","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","G7","25","[c]","54590","54270"
"New entrant CS","2022","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","HEO","20","[c]","32540","31980"
"New entrant CS","2022","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO","20","[c]","41930","41750"
"New entrant CS","2022","50-59","National Crime Agency","National Crime Agency","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Crime Agency","National Crime Agency","EO","75","[c]","34760","34140"
"New entrant CS","2022","50-59","National Crime Agency","National Crime Agency","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Crime Agency","National Crime Agency","HEO","30","[c]","40810","40210"
"New entrant CS","2022","50-59","National Crime Agency","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Crime Agency","National Crime Agency","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","Scottish Government","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Savings and Investments","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland Office","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Budget Responsibility","HM Treasury","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G7","25","[c]","72910","70500"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO","30","[c]","46830","46360"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","10","[c]","25230","23450"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","10","[c]","61340","55000"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Public Guardian","Ministry of Justice","AO","10","[c]","20970","20970"
"New entrant CS","2022","50-59","Office of the Public Guardian","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Public Guardian","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Scottish Charity Regulator","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Scottish Charity Regulator","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Scottish Charity Regulator","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Scottish Charity Regulator","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","Department of Health and Social Care","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","Department of Health and Social Care","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","Department of Health and Social Care","SEO","15","[c]","40570","40070"
"New entrant CS","2022","50-59","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Registers of Scotland","Scottish Government","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Revenue Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Revenue Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Revenue Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Royal Fleet Auxiliary","Ministry of Defence","Unknown","15","[c]","31800","33270"
"New entrant CS","2022","50-59","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","70","[c]","21300","21300"
"New entrant CS","2022","50-59","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","Scottish Government","AA","30","[c]","20950","20950"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","Scottish Government","AO","15","[c]","22000","22000"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","Scottish Government","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","Scottish Government","AO","10","[c]","25870","24400"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","Scottish Government","EO","15","[c]","27880","27230"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","Scottish Government","G6","10","[c]","70580","70500"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","Scottish Government","G7","35","[c]","52850","49860"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","Scottish Government","HEO","25","[c]","31970","31540"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","Scottish Government","SEO","45","[c]","41990","39660"
"New entrant CS","2022","50-59","Scottish Housing Regulator","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Housing Regulator","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Housing Regulator","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","Scottish Government","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","Scottish Government","AO","15","[c]","22090","21640"
"New entrant CS","2022","50-59","Scottish Prison Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Public Pensions Agency","Scottish Government","AO","10","[c]","24400","24400"
"New entrant CS","2022","50-59","Scottish Public Pensions Agency","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Public Pensions Agency","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Serious Fraud Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Serious Fraud Office","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Serious Fraud Office","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Social Security Scotland","Scottish Government","AA","75","[c]","21370","21050"
"New entrant CS","2022","50-59","Social Security Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Social Security Scotland","Scottish Government","EO","85","[c]","27440","27230"
"New entrant CS","2022","50-59","Social Security Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Social Security Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Social Security Scotland","Scottish Government","HEO","35","[c]","32350","31540"
"New entrant CS","2022","50-59","Social Security Scotland","Scottish Government","SEO","15","[c]","40380","39660"
"New entrant CS","2022","50-59","Standards and Testing Agency","Department for Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Student Awards Agency for Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Student Awards Agency for Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Submarine Delivery Agency","Ministry of Defence","Unknown","35","[c]","45620","42130"
"New entrant CS","2022","50-59","Teaching Regulation Agency","Department for Education","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","The National Archives","The National Archives","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","The National Archives","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","The National Archives","The National Archives","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","The National Archives","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","The National Archives","The National Archives","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Transport Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Transport Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Transport Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Transport Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Debt Management Office","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Debt Management Office","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Export Finance","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Export Finance","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Export Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Export Finance","UK Export Finance","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Health Security Agency","Department of Health and Social Care","AO","15","[c]","21740","21820"
"New entrant CS","2022","50-59","UK Health Security Agency","Department of Health and Social Care","EO","45","[c]","26090","26880"
"New entrant CS","2022","50-59","UK Health Security Agency","Department of Health and Social Care","G6","25","[c]","64750","64950"
"New entrant CS","2022","50-59","UK Health Security Agency","Department of Health and Social Care","G7","50","[c]","51500","50000"
"New entrant CS","2022","50-59","UK Health Security Agency","Department of Health and Social Care","HEO","60","[c]","30670","30290"
"New entrant CS","2022","50-59","UK Health Security Agency","Department of Health and Social Care","SCS level","20","[c]","98440","92800"
"New entrant CS","2022","50-59","UK Health Security Agency","Department of Health and Social Care","SEO","70","[c]","39700","40060"
"New entrant CS","2022","50-59","UK Health Security Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Hydrographic Office","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Hydrographic Office","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Hydrographic Office","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Hydrographic Office","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Hydrographic Office","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Hydrographic Office","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Space Agency","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Statistics Authority","UK Statistics Authority","AA","25","[c]","19190","18830"
