"Status","Year","Ethnicity","Parent_department","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","West Midlands (England)","EO","10","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","West Midlands (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Yorkshire and The Humber","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","London","EO","10","10","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","London","G6/G7","20","20","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","London","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","London","EO","15","15","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","London","G6/G7","40","40","65830","65390"
"In post","2022","Asian","Competition and Markets Authority","London","SCS level","5","5","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","London","SEO/HEO","40","40","37830","35840"
"In post","2022","Asian","Competition and Markets Authority","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","London","AA/AO","25","25","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","London","EO","75","70","28400","27690"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","London","G6/G7","195","195","57800","55250"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","London","SCS level","15","15","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","340","340","38140","40050"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","EO","10","10","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","EO","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Wales","AA/AO","20","15","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Wales","EO","15","15","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Wales","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","AA/AO","40","35","20900","21130"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","EO","20","20","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","SEO/HEO","50","50","34600","31000"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","London","EO","15","15","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","London","G6/G7","60","60","55780","53360"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","London","SCS level","5","5","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","London","SEO/HEO","60","60","35800","34060"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","North West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","East Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","East Midlands (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Asian","Department for Education","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Asian","Department for Education","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","London","EO","40","40","29200","29500"
"In post","2022","Asian","Department for Education","London","G6/G7","95","90","57660","54160"
"In post","2022","Asian","Department for Education","London","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","London","SEO/HEO","145","145","38550","40230"
"In post","2022","Asian","Department for Education","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","Asian","Department for Education","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","North East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Asian","Department for Education","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","North West (England)","EO","25","25","[c]","[c]"
"In post","2022","Asian","Department for Education","North West (England)","G6/G7","25","25","[c]","[c]"
"In post","2022","Asian","Department for Education","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","North West (England)","SEO/HEO","65","65","32910","30320"
"In post","2022","Asian","Department for Education","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Scotland","EO","[c]","[c]","[c]","[c]"
