"Status","Year","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","West Midlands (England)","Coventry","Outside London","185","[c]","37930","33000"
"Leaver CS","2022","West Midlands (England)","Dudley","Outside London","90","[c]","24400","21260"
"Leaver CS","2022","West Midlands (England)","Herefordshire, County of","Outside London","60","[c]","30330","27570"
"Leaver CS","2022","West Midlands (England)","Sandwell","Outside London","30","[c]","25820","26850"
"Leaver CS","2022","West Midlands (England)","Shropshire","Outside London","110","[c]","30290","27570"
"Leaver CS","2022","West Midlands (England)","Solihull","Outside London","55","[c]","28550","27570"
"Leaver CS","2022","West Midlands (England)","Staffordshire CC","Outside London","390","[c]","31350","27570"
"Leaver CS","2022","West Midlands (England)","Stoke-on-Trent","Outside London","140","[c]","23360","20970"
"Leaver CS","2022","West Midlands (England)","Telford and Wrekin","Outside London","140","[c]","29920","27570"
"Leaver CS","2022","West Midlands (England)","Walsall","Outside London","40","[c]","23830","21260"
"Leaver CS","2022","West Midlands (England)","Warwickshire CC","Outside London","155","[c]","24690","23280"
"Leaver CS","2022","West Midlands (England)","Wolverhampton","Outside London","55","[c]","25260","21260"
"Leaver CS","2022","West Midlands (England)","Worcestershire CC","Outside London","250","[c]","27520","26420"
"Leaver CS","2022","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","305","[c]","25920","21350"
"Leaver CS","2022","Yorkshire and The Humber","Bradford","Outside London","290","[c]","25020","27160"
"Leaver CS","2022","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","150","[c]","26440","27000"
"Leaver CS","2022","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","205","[c]","29140","26930"
"Leaver CS","2022","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","155","[c]","26350","25870"
"Leaver CS","2022","Yorkshire and The Humber","Leeds","Outside London","1305","[c]","32230","27570"
"Leaver CS","2022","Yorkshire and The Humber","North and North East Lincolnshire","Outside London","60","[c]","26830","26760"
"Leaver CS","2022","Yorkshire and The Humber","North Yorkshire CC","Outside London","205","[c]","30830","27570"
"Leaver CS","2022","Yorkshire and The Humber","Sheffield","Outside London","435","[c]","31850","27570"
"Leaver CS","2022","Yorkshire and The Humber","Wakefield","Outside London","170","[c]","29720","27570"
"Leaver CS","2022","Yorkshire and The Humber","York","Outside London","210","[c]","32870","26670"
"Leaver Dept.","2022","East Midlands (England)","Derby","Outside London","20","[c]","31260","27570"
"Leaver Dept.","2022","East Midlands (England)","East Derbyshire","Outside London","15","[c]","39240","27570"
"Leaver Dept.","2022","East Midlands (England)","Leicester","Outside London","55","[c]","24640","21260"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire CC and Rutland","Outside London","35","[c]","29980","26010"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire CC","Outside London","35","[c]","30210","28590"
"Leaver Dept.","2022","East Midlands (England)","North Northamptonshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","North Nottinghamshire","Outside London","25","[c]","33030","27570"
"Leaver Dept.","2022","East Midlands (England)","Nottingham","Outside London","395","[c]","33750","28590"
"Leaver Dept.","2022","East Midlands (England)","South and West Derbyshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","South Nottinghamshire","Outside London","25","[c]","27520","26130"
"Leaver Dept.","2022","East Midlands (England)","West Northamptonshire","Outside London","15","[c]","24850","20970"
"Leaver Dept.","2022","East of England","Bedford","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Breckland and South Norfolk","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Cambridgeshire CC","Outside London","285","[c]","39710","32880"
"Leaver Dept.","2022","East of England","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Essex Haven Gateway","Outside London","10","[c]","29470","27390"
"Leaver Dept.","2022","East of England","Essex Thames Gateway","Outside London","15","[c]","30290","29290"
"Leaver Dept.","2022","East of England","Heart of Essex","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Hertfordshire CC","Outside London","70","[c]","36710","31060"
"Leaver Dept.","2022","East of England","Luton","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","North and West Norfolk","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Norwich and East Norfolk","Outside London","45","[c]","30490","27570"
"Leaver Dept.","2022","East of England","Peterborough","Outside London","25","[c]","25690","24890"
"Leaver Dept.","2022","East of England","Southend-on-Sea","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Suffolk CC","Outside London","80","[c]","40390","34340"
"Leaver Dept.","2022","East of England","Thurrock","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","West Essex","Outside London","70","[c]","43740","32320"
"Leaver Dept.","2022","London","Barking & Dagenham and Havering","London","25","[c]","32210","31060"
"Leaver Dept.","2022","London","Barnet","London","1145","[c]","41930","35420"
"Leaver Dept.","2022","London","Bexley and Greenwich","London","25","[c]","31670","31060"
"Leaver Dept.","2022","London","Brent","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Bromley","London","20","[c]","33120","31060"
"Leaver Dept.","2022","London","Camden and City of London","London","80","[c]","33050","28670"
"Leaver Dept.","2022","London","Croydon","London","300","[c]","38590","33650"
"Leaver Dept.","2022","London","Ealing","London","20","[c]","33210","31060"
"Leaver Dept.","2022","London","Enfield","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Hackney and Newham","London","145","[c]","33220","31060"
"Leaver Dept.","2022","London","Haringey and Islington","London","45","[c]","28190","31060"
"Leaver Dept.","2022","London","Harrow and Hillingdon","London","90","[c]","40320","31060"
"Leaver Dept.","2022","London","Hounslow and Richmond upon Thames","London","55","[c]","29650","28810"
"Leaver Dept.","2022","London","Kensington & Chelsea and Hammersmith & Fulham","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Lambeth","London","1650","[c]","47070","40070"
"Leaver Dept.","2022","London","Lewisham and Southwark","London","235","[c]","47620","41310"
"Leaver Dept.","2022","London","Merton, Kingston upon Thames and Sutton","London","30","[c]","33500","31060"
"Leaver Dept.","2022","London","Redbridge and Waltham Forest","London","45","[c]","29520","31060"
"Leaver Dept.","2022","London","Tower Hamlets","London","370","[c]","41070","34800"
"Leaver Dept.","2022","London","Wandsworth","London","25","[c]","29050","31060"
"Leaver Dept.","2022","London","Westminster","London","5940","[c]","44920","40050"
"Leaver Dept.","2022","North East (England)","Darlington","Outside London","40","[c]","39360","36640"
"Leaver Dept.","2022","North East (England)","Durham","Outside London","125","[c]","27110","22040"
"Leaver Dept.","2022","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","35","[c]","29140","27570"
"Leaver Dept.","2022","North East (England)","Northumberland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","South Teesside","Outside London","15","[c]","27470","29010"
"Leaver Dept.","2022","North East (England)","Sunderland","Outside London","115","[c]","28390","27570"
"Leaver Dept.","2022","North East (England)","Tyneside","Outside London","655","[c]","32620","27570"
"Leaver Dept.","2022","North West (England)","Blackburn with Darwen","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Blackpool","Outside London","90","[c]","34080","31990"
"Leaver Dept.","2022","North West (England)","Cheshire East","Outside London","35","[c]","27900","21920"
"Leaver Dept.","2022","North West (England)","Cheshire West and Chester","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Chorley and West Lancashire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","East Cumbria","Outside London","20","[c]","32590","25880"
"Leaver Dept.","2022","North West (England)","East Lancashire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","East Merseyside","Outside London","20","[c]","27600","27570"
"Leaver Dept.","2022","North West (England)","Greater Manchester North East","Outside London","40","[c]","28590","27570"
"Leaver Dept.","2022","North West (England)","Greater Manchester North West","Outside London","35","[c]","26240","27570"
"Leaver Dept.","2022","North West (England)","Greater Manchester South East","Outside London","25","[c]","26860","27570"
"Leaver Dept.","2022","North West (England)","Greater Manchester South West","Outside London","195","[c]","30120","27570"
"Leaver Dept.","2022","North West (England)","Lancaster and Wyre","Outside London","20","[c]","33580","27570"
"Leaver Dept.","2022","North West (England)","Liverpool","Outside London","440","[c]","31100","25940"
"Leaver Dept.","2022","North West (England)","Manchester","Outside London","695","[c]","34180","28000"
"Leaver Dept.","2022","North West (England)","Mid Lancashire","Outside London","125","[c]","34560","28590"
"Leaver Dept.","2022","North West (England)","Sefton","Outside London","165","[c]","30330","27570"
"Leaver Dept.","2022","North West (England)","Warrington","Outside London","50","[c]","34840","28840"
"Leaver Dept.","2022","North West (England)","West Cumbria","Outside London","20","[c]","30580","27570"
"Leaver Dept.","2022","North West (England)","Wirral","Outside London","55","[c]","28370","27570"
"Leaver Dept.","2022","Northern Ireland","Ards and North Down","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Belfast","Outside London","40","[c]","33440","25890"
"Leaver Dept.","2022","Northern Ireland","Lisburn and Castlereagh","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","Overseas","55","[c]","45190","52430"
"Leaver Dept.","2022","Scotland","Aberdeen City and Aberdeenshire","Outside London","15","[c]","29490","27570"
"Leaver Dept.","2022","Scotland","Angus and Dundee City","Outside London","170","[c]","24800","26700"
"Leaver Dept.","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","City of Edinburgh","Outside London","205","[c]","35400","27570"
"Leaver Dept.","2022","Scotland","Clackmannanshire and Fife","Outside London","30","[c]","26880","27570"
"Leaver Dept.","2022","Scotland","Dumfries and Galloway","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","15","[c]","26440","27570"
"Leaver Dept.","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","30","[c]","28120","27570"
"Leaver Dept.","2022","Scotland","East Lothian and Midlothian","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Falkirk","Outside London","45","[c]","24040","21260"
"Leaver Dept.","2022","Scotland","Glasgow City","Outside London","440","[c]","29350","27570"
"Leaver Dept.","2022","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","15","[c]","29870","27570"
"Leaver Dept.","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","10","[c]","32090","27570"
"Leaver Dept.","2022","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","North Lanarkshire","Outside London","90","[c]","25020","27570"
"Leaver Dept.","2022","Scotland","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Perth and Kinross, and Stirling","Outside London","10","[c]","26580","27570"
"Leaver Dept.","2022","Scotland","Scottish Borders","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","South Lanarkshire","Outside London","130","[c]","38370","34290"
"Leaver Dept.","2022","Scotland","West Lothian","Outside London","15","[c]","27180","27570"
"Leaver Dept.","2022","South East (England)","Berkshire","Outside London","55","[c]","40410","29530"
"Leaver Dept.","2022","South East (England)","Brighton and Hove","Outside London","15","[c]","33980","30460"
"Leaver Dept.","2022","South East (England)","Buckinghamshire","Outside London","25","[c]","41480","40100"
"Leaver Dept.","2022","South East (England)","Central Hampshire","Outside London","70","[c]","36920","35180"
"Leaver Dept.","2022","South East (England)","East Kent","Outside London","70","[c]","29610","27980"
"Leaver Dept.","2022","South East (England)","East Surrey","Outside London","20","[c]","30890","29290"
"Leaver Dept.","2022","South East (England)","East Sussex CC","Outside London","35","[c]","33580","27570"
"Leaver Dept.","2022","South East (England)","Isle of Wight","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Kent Thames Gateway","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Medway","Outside London","25","[c]","30450","30460"
"Leaver Dept.","2022","South East (England)","Mid Kent","Outside London","60","[c]","51760","47540"
"Leaver Dept.","2022","South East (England)","Milton Keynes","Outside London","30","[c]","27500","27570"
"Leaver Dept.","2022","South East (England)","North Hampshire","Outside London","15","[c]","36970","29610"
"Leaver Dept.","2022","South East (England)","Oxfordshire CC","Outside London","335","[c]","43580","40030"
"Leaver Dept.","2022","South East (England)","Portsmouth","Outside London","40","[c]","33070","30250"
"Leaver Dept.","2022","South East (England)","South Hampshire","Outside London","120","[c]","36310","29540"
"Leaver Dept.","2022","South East (England)","Southampton","Outside London","30","[c]","35480","31040"
"Leaver Dept.","2022","South East (England)","West Kent","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","West Surrey","Outside London","35","[c]","38480","32560"
"Leaver Dept.","2022","South East (England)","West Sussex (North East)","Outside London","45","[c]","45140","38580"
"Leaver Dept.","2022","South East (England)","West Sussex (South West)","Outside London","15","[c]","29070","27570"
"Leaver Dept.","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","475","[c]","35500","33060"
"Leaver Dept.","2022","South West (England)","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Bristol, City of","Outside London","515","[c]","37590","30730"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","Outside London","35","[c]","37790","33470"
"Leaver Dept.","2022","South West (England)","Devon CC","Outside London","100","[c]","35700","29280"
"Leaver Dept.","2022","South West (England)","Dorset","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Gloucestershire CC","Outside London","40","[c]","42470","35430"
"Leaver Dept.","2022","South West (England)","Plymouth","Outside London","50","[c]","29990","26670"
"Leaver Dept.","2022","South West (England)","Somerset CC","Outside London","30","[c]","34090","32580"
"Leaver Dept.","2022","South West (England)","Swindon","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Torbay","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Wiltshire","Outside London","860","[c]","37430","34530"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","745","[c]","37380","32000"
"Leaver Dept.","2022","Wales","Bridgend and Neath Port Talbot","Outside London","10","[c]","29940","28610"
"Leaver Dept.","2022","Wales","Cardiff and Vale of Glamorgan","Outside London","360","[c]","33530","27730"
"Leaver Dept.","2022","Wales","Central Valleys","Outside London","45","[c]","30970","27570"
"Leaver Dept.","2022","Wales","Conwy and Denbighshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Flintshire and Wrexham","Outside London","20","[c]","30420","27570"
"Leaver Dept.","2022","Wales","Gwent Valleys","Outside London","30","[c]","27380","27570"
"Leaver Dept.","2022","Wales","Gwynedd","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Isle of Anglesey","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Monmouthshire and Newport","Outside London","190","[c]","35040","30450"
"Leaver Dept.","2022","Wales","Powys","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","South West Wales","Outside London","20","[c]","42930","35980"
"Leaver Dept.","2022","Wales","Swansea","Outside London","45","[c]","29990","27570"
"Leaver Dept.","2022","West Midlands (England)","Birmingham","Outside London","805","[c]","34160","27570"
"Leaver Dept.","2022","West Midlands (England)","Coventry","Outside London","110","[c]","34300","30090"
"Leaver Dept.","2022","West Midlands (England)","Dudley","Outside London","30","[c]","26560","27570"
"Leaver Dept.","2022","West Midlands (England)","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Sandwell","Outside London","25","[c]","27370","27570"
"Leaver Dept.","2022","West Midlands (England)","Shropshire","Outside London","15","[c]","36930","27570"
"Leaver Dept.","2022","West Midlands (England)","Solihull","Outside London","50","[c]","28250","25310"
"Leaver Dept.","2022","West Midlands (England)","Staffordshire CC","Outside London","85","[c]","38320","30280"
"Leaver Dept.","2022","West Midlands (England)","Stoke-on-Trent","Outside London","30","[c]","23820","23290"
"Leaver Dept.","2022","West Midlands (England)","Telford and Wrekin","Outside London","30","[c]","26960","27570"
"Leaver Dept.","2022","West Midlands (England)","Walsall","Outside London","15","[c]","25970","27570"
"Leaver Dept.","2022","West Midlands (England)","Warwickshire CC","Outside London","30","[c]","31610","27570"
"Leaver Dept.","2022","West Midlands (England)","Wolverhampton","Outside London","30","[c]","26850","27570"
"Leaver Dept.","2022","West Midlands (England)","Worcestershire CC","Outside London","65","[c]","35570","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","30","[c]","28630","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","Bradford","Outside London","70","[c]","26850","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","40","[c]","32970","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","20","[c]","43930","44460"
"Leaver Dept.","2022","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","20","[c]","29200","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","Leeds","Outside London","1005","[c]","36690","31990"
"Leaver Dept.","2022","Yorkshire and The Humber","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","North Yorkshire CC","Outside London","45","[c]","36520","27900"
"Leaver Dept.","2022","Yorkshire and The Humber","Sheffield","Outside London","255","[c]","37860","35310"
"Leaver Dept.","2022","Yorkshire and The Humber","Wakefield","Outside London","15","[c]","34140","33060"
"Leaver Dept.","2022","Yorkshire and The Humber","York","Outside London","170","[c]","39220","36330"
"New entrant CS","2022","East Midlands (England)","Derby","Outside London","210","[c]","25130","23170"
"New entrant CS","2022","East Midlands (England)","East Derbyshire","Outside London","70","[c]","27100","26310"
"New entrant CS","2022","East Midlands (England)","Leicester","Outside London","435","[c]","24490","21260"
"New entrant CS","2022","East Midlands (England)","Leicestershire CC and Rutland","Outside London","305","[c]","25340","23140"
"New entrant CS","2022","East Midlands (England)","Lincolnshire CC","Outside London","450","[c]","27030","25480"
"New entrant CS","2022","East Midlands (England)","North Northamptonshire","Outside London","130","[c]","23860","21260"
"New entrant CS","2022","East Midlands (England)","North Nottinghamshire","Outside London","185","[c]","25540","24800"
"New entrant CS","2022","East Midlands (England)","Nottingham","Outside London","1370","[c]","27380","26590"
"New entrant CS","2022","East Midlands (England)","South and West Derbyshire","Outside London","125","[c]","27090","23180"
"New entrant CS","2022","East Midlands (England)","South Nottinghamshire","Outside London","165","[c]","29420","25020"
"New entrant CS","2022","East Midlands (England)","West Northamptonshire","Outside London","180","[c]","26970","24800"
"New entrant CS","2022","East of England","Bedford","Outside London","185","[c]","27570","27570"
"New entrant CS","2022","East of England","Breckland and South Norfolk","Outside London","85","[c]","26430","23140"
"New entrant CS","2022","East of England","Cambridgeshire CC","Outside London","435","[c]","28480","26140"
"New entrant CS","2022","East of England","Central Bedfordshire","Outside London","35","[c]","28280","26130"
"New entrant CS","2022","East of England","Essex Haven Gateway","Outside London","130","[c]","31240","27880"
"New entrant CS","2022","East of England","Essex Thames Gateway","Outside London","145","[c]","25240","24250"
"New entrant CS","2022","East of England","Heart of Essex","Outside London","275","[c]","27540","25120"
"New entrant CS","2022","East of England","Hertfordshire CC","Outside London","425","[c]","29870","29290"
"New entrant CS","2022","East of England","Luton","Outside London","100","[c]","28500","27570"
"New entrant CS","2022","East of England","North and West Norfolk","Outside London","100","[c]","24150","23140"
"New entrant CS","2022","East of England","Norwich and East Norfolk","Outside London","430","[c]","25200","23140"
"New entrant CS","2022","East of England","Peterborough","Outside London","145","[c]","29090","27350"
"New entrant CS","2022","East of England","Southend-on-Sea","Outside London","120","[c]","28570","26590"
"New entrant CS","2022","East of England","Suffolk CC","Outside London","570","[c]","26840","24800"
"New entrant CS","2022","East of England","Thurrock","Outside London","25","[c]","24170","21680"
"New entrant CS","2022","East of England","West Essex","Outside London","70","[c]","29730","29290"
"New entrant CS","2022","London","Barking & Dagenham and Havering","London","120","[c]","31970","31060"
"New entrant CS","2022","London","Barnet","London","395","[c]","31360","27980"
"New entrant CS","2022","London","Bexley and Greenwich","London","270","[c]","28860","29020"
"New entrant CS","2022","London","Brent","London","115","[c]","31110","31060"
"New entrant CS","2022","London","Bromley","London","130","[c]","32550","31060"
"New entrant CS","2022","London","Camden and City of London","London","235","[c]","37450","31060"
"New entrant CS","2022","London","Croydon","London","895","[c]","34430","30750"
"New entrant CS","2022","London","Ealing","London","90","[c]","33610","31060"
"New entrant CS","2022","London","Enfield","London","45","[c]","33270","31060"
"New entrant CS","2022","London","Hackney and Newham","London","560","[c]","35260","31060"
"New entrant CS","2022","London","Haringey and Islington","London","325","[c]","31520","31060"
"New entrant CS","2022","London","Harrow and Hillingdon","London","220","[c]","29710","28650"
"New entrant CS","2022","London","Hounslow and Richmond upon Thames","London","450","[c]","30260","28700"
"New entrant CS","2022","London","Kensington & Chelsea and Hammersmith & Fulham","London","170","[c]","30700","30520"
"New entrant CS","2022","London","Lambeth","London","790","[c]","38570","32330"
"New entrant CS","2022","London","Lewisham and Southwark","London","320","[c]","35990","31060"
"New entrant CS","2022","London","Merton, Kingston upon Thames and Sutton","London","135","[c]","32160","31060"
"New entrant CS","2022","London","Redbridge and Waltham Forest","London","255","[c]","29730","28090"
"New entrant CS","2022","London","Tower Hamlets","London","880","[c]","40050","34260"
"New entrant CS","2022","London","Wandsworth","London","185","[c]","29460","30520"
"New entrant CS","2022","London","Westminster","London","7175","[c]","38130","33570"
"New entrant CS","2022","North East (England)","Darlington","Outside London","255","[c]","32720","29360"
"New entrant CS","2022","North East (England)","Durham","Outside London","605","[c]","24490","22990"
"New entrant CS","2022","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","255","[c]","26310","24090"
"New entrant CS","2022","North East (England)","Northumberland","Outside London","75","[c]","30010","27570"
"New entrant CS","2022","North East (England)","South Teesside","Outside London","105","[c]","27090","27570"
"New entrant CS","2022","North East (England)","Sunderland","Outside London","405","[c]","23820","21260"
"New entrant CS","2022","North East (England)","Tyneside","Outside London","2515","[c]","26520","23170"
"New entrant CS","2022","North West (England)","Blackburn with Darwen","Outside London","40","[c]","26830","25860"
"New entrant CS","2022","North West (England)","Blackpool","Outside London","685","[c]","25730","21260"
"New entrant CS","2022","North West (England)","Cheshire East","Outside London","230","[c]","25370","23140"
"New entrant CS","2022","North West (England)","Cheshire West and Chester","Outside London","75","[c]","26760","24800"
"New entrant CS","2022","North West (England)","Chorley and West Lancashire","Outside London","210","[c]","24830","23140"
"New entrant CS","2022","North West (England)","East Cumbria","Outside London","150","[c]","27250","23960"
"New entrant CS","2022","North West (England)","East Lancashire","Outside London","80","[c]","28170","27570"
"New entrant CS","2022","North West (England)","East Merseyside","Outside London","190","[c]","29670","27570"
"New entrant CS","2022","North West (England)","Greater Manchester North East","Outside London","170","[c]","26330","24800"
"New entrant CS","2022","North West (England)","Greater Manchester North West","Outside London","270","[c]","25110","23170"
"New entrant CS","2022","North West (England)","Greater Manchester South East","Outside London","120","[c]","24970","23170"
"New entrant CS","2022","North West (England)","Greater Manchester South West","Outside London","1430","[c]","28180","25480"
"New entrant CS","2022","North West (England)","Lancaster and Wyre","Outside London","120","[c]","24280","21260"
"New entrant CS","2022","North West (England)","Liverpool","Outside London","1690","[c]","25480","23170"
"New entrant CS","2022","North West (England)","Manchester","Outside London","1435","[c]","30810","27570"
"New entrant CS","2022","North West (England)","Mid Lancashire","Outside London","465","[c]","26600","23140"
"New entrant CS","2022","North West (England)","Sefton","Outside London","670","[c]","26310","24880"
"New entrant CS","2022","North West (England)","Warrington","Outside London","285","[c]","30630","28840"
"New entrant CS","2022","North West (England)","West Cumbria","Outside London","210","[c]","26230","21300"
"New entrant CS","2022","North West (England)","Wirral","Outside London","295","[c]","24850","21260"
"New entrant CS","2022","Northern Ireland","Antrim and Newtownabbey","Outside London","15","[c]","31930","24880"
"New entrant CS","2022","Northern Ireland","Ards and North Down","Outside London","15","[c]","31720","26840"
"New entrant CS","2022","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Belfast","Outside London","510","[c]","27870","26590"
"New entrant CS","2022","Northern Ireland","Causeway Coast and Glens","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Derry City and Strabane","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Lisburn and Castlereagh","Outside London","40","[c]","28440","24880"
"New entrant CS","2022","Northern Ireland","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Mid Ulster","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Newry, Mourne and Down","Outside London","10","[c]","21540","19810"
"New entrant CS","2022","Overseas","Overseas","Overseas","55","[c]","37970","36740"
"New entrant CS","2022","Scotland","Aberdeen City and Aberdeenshire","Outside London","270","[c]","30400","27230"
"New entrant CS","2022","Scotland","Angus and Dundee City","Outside London","675","[c]","25230","23230"
"New entrant CS","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","Outside London","10","[c]","34560","32000"
"New entrant CS","2022","Scotland","City of Edinburgh","Outside London","2115","[c]","31860","27230"
"New entrant CS","2022","Scotland","Clackmannanshire and Fife","Outside London","150","[c]","25640","23620"
"New entrant CS","2022","Scotland","Dumfries and Galloway","Outside London","35","[c]","24580","22000"
"New entrant CS","2022","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","150","[c]","24000","21260"
"New entrant CS","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","250","[c]","26450","22630"
"New entrant CS","2022","Scotland","East Lothian and Midlothian","Outside London","15","[c]","28890","27230"
"New entrant CS","2022","Scotland","Falkirk","Outside London","165","[c]","23840","21640"
"New entrant CS","2022","Scotland","Glasgow City","Outside London","2520","[c]","29820","27230"
"New entrant CS","2022","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","110","[c]","27050","24880"
"New entrant CS","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","140","[c]","27180","27020"
"New entrant CS","2022","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Na h-Eileanan Siar","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","North Lanarkshire","Outside London","270","[c]","24150","21640"
"New entrant CS","2022","Scotland","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Perth and Kinross, and Stirling","Outside London","125","[c]","25310","21640"
"New entrant CS","2022","Scotland","Scottish Borders","Outside London","80","[c]","24770","24400"
"New entrant CS","2022","Scotland","Shetland Islands","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","South Ayrshire","Outside London","70","[c]","25590","27570"
"New entrant CS","2022","Scotland","South Lanarkshire","Outside London","375","[c]","24390","21250"
