"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","UK Hydrographic Office","SEO/HEO","120","115","38300","33590"
"In post","2022","Unknown","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Space Agency","G6/G7","30","30","54260","53380"
"In post","2022","Unknown","UK Space Agency","SEO/HEO","30","30","35760","34350"
"In post","2022","Unknown","UK Statistics Authority","AA/AO","310","230","20510","19860"
"In post","2022","Unknown","UK Statistics Authority","EO","130","120","24400","23880"
"In post","2022","Unknown","UK Statistics Authority","G6/G7","140","135","53690","51210"
"In post","2022","Unknown","UK Statistics Authority","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","SEO/HEO","370","355","34110","33710"
"In post","2022","Unknown","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Valuation Office Agency","AA/AO","240","230","22000","22010"
"In post","2022","Unknown","Valuation Office Agency","EO","210","205","26660","26030"
"In post","2022","Unknown","Valuation Office Agency","G6/G7","25","25","[c]","[c]"
"In post","2022","Unknown","Valuation Office Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Valuation Office Agency","SEO/HEO","180","180","36710","34630"
"In post","2022","Unknown","Veterinary Medicines Directorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinary Medicines Directorate","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Veterinary Medicines Directorate","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government (excl. agencies)","AA/AO","35","30","23770","24630"
"In post","2022","Unknown","Welsh Government (excl. agencies)","EO","20","20","[c]","[c]"
"In post","2022","Unknown","Welsh Government (excl. agencies)","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","Welsh Government (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Welsh Government (excl. agencies)","SEO/HEO","40","40","36540","35180"
"In post","2022","Unknown","Welsh Revenue Authority","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Welsh Revenue Authority","EO","15","15","[c]","[c]"
"In post","2022","Unknown","Welsh Revenue Authority","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","Welsh Revenue Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Revenue Authority","SEO/HEO","30","30","40240","40100"
"In post","2022","Unknown","Wilton Park","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","White","Accountant in Bankruptcy","AA/AO","15","15","[c]","[c]"
"In post","2022","White","Accountant in Bankruptcy","EO","35","30","29530","30040"
"In post","2022","White","Accountant in Bankruptcy","G6/G7","5","5","[c]","[c]"
"In post","2022","White","Accountant in Bankruptcy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Accountant in Bankruptcy","SEO/HEO","30","30","37920","36130"
"In post","2022","White","Advisory, Conciliation and Arbitration Service","AA/AO","35","30","21270","21250"
"In post","2022","White","Advisory, Conciliation and Arbitration Service","EO","205","190","25040","24250"
"In post","2022","White","Advisory, Conciliation and Arbitration Service","G6/G7","45","40","58850","56540"
"In post","2022","White","Advisory, Conciliation and Arbitration Service","SCS level","5","5","[c]","[c]"
"In post","2022","White","Advisory, Conciliation and Arbitration Service","SEO/HEO","440","405","35800","34500"
"In post","2022","White","Animal and Plant Health Agency","AA/AO","680","630","22040","21300"
"In post","2022","White","Animal and Plant Health Agency","EO","655","625","26300","25320"
"In post","2022","White","Animal and Plant Health Agency","G6/G7","195","190","54510","53870"
"In post","2022","White","Animal and Plant Health Agency","SCS level","5","5","[c]","[c]"
"In post","2022","White","Animal and Plant Health Agency","SEO/HEO","800","765","35350","35900"
"In post","2022","White","Attorney General's Office","EO","5","5","[c]","[c]"
"In post","2022","White","Attorney General's Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Attorney General's Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Attorney General's Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Cabinet Office (excl. agencies)","AA/AO","290","265","21670","21050"
"In post","2022","White","Cabinet Office (excl. agencies)","EO","540","520","26400","26670"
"In post","2022","White","Cabinet Office (excl. agencies)","G6/G7","1760","1725","58280","54700"
"In post","2022","White","Cabinet Office (excl. agencies)","SCS level","410","405","96940","86700"
"In post","2022","White","Cabinet Office (excl. agencies)","SEO/HEO","1495","1465","36310","35590"
"In post","2022","White","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","45","40","21140","21510"
"In post","2022","White","Centre for Environment, Fisheries and Aquaculture Science","EO","135","125","25230","25010"
"In post","2022","White","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","110","105","51850","49040"
"In post","2022","White","Centre for Environment, Fisheries and Aquaculture Science","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","310","295","32960","30220"
"In post","2022","White","Charity Commission","AA/AO","15","15","[c]","[c]"
"In post","2022","White","Charity Commission","EO","70","65","25050","24440"
"In post","2022","White","Charity Commission","G6/G7","45","40","54120","51070"
"In post","2022","White","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Charity Commission","SEO/HEO","185","175","32340","29320"
"In post","2022","White","Companies House","AA/AO","355","305","21870","22740"
"In post","2022","White","Companies House","EO","235","220","27270","25940"
"In post","2022","White","Companies House","G6/G7","80","80","56900","54000"
"In post","2022","White","Companies House","SCS level","5","5","[c]","[c]"
"In post","2022","White","Companies House","SEO/HEO","260","250","38320","38070"
"In post","2022","White","Competition and Markets Authority","AA/AO","5","5","[c]","[c]"
"In post","2022","White","Competition and Markets Authority","EO","35","35","28280","27920"
"In post","2022","White","Competition and Markets Authority","G6/G7","320","305","65410","62260"
"In post","2022","White","Competition and Markets Authority","SCS level","105","105","106640","99920"
"In post","2022","White","Competition and Markets Authority","SEO/HEO","115","110","37350","35180"
"In post","2022","White","Criminal Injuries Compensation Authority","AA/AO","85","75","21040","21250"
"In post","2022","White","Criminal Injuries Compensation Authority","EO","60","60","25360","25120"
"In post","2022","White","Criminal Injuries Compensation Authority","G6/G7","15","10","[c]","[c]"
"In post","2022","White","Criminal Injuries Compensation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Criminal Injuries Compensation Authority","SEO/HEO","70","65","31890","30450"
"In post","2022","White","Crown Commercial Service","AA/AO","20","20","[c]","[c]"
"In post","2022","White","Crown Commercial Service","EO","90","85","25930","25520"
"In post","2022","White","Crown Commercial Service","G6/G7","165","160","55410","52120"
"In post","2022","White","Crown Commercial Service","SCS level","10","10","[c]","[c]"
"In post","2022","White","Crown Commercial Service","SEO/HEO","340","330","35600","38330"
"In post","2022","White","Crown Office and Procurator Fiscal Service","AA/AO","745","680","22510","23230"
"In post","2022","White","Crown Office and Procurator Fiscal Service","EO","360","345","28670","27940"
"In post","2022","White","Crown Office and Procurator Fiscal Service","G6/G7","200","190","68600","69780"
"In post","2022","White","Crown Office and Procurator Fiscal Service","SCS level","25","25","[c]","[c]"
"In post","2022","White","Crown Office and Procurator Fiscal Service","SEO/HEO","850","810","42960","41750"
"In post","2022","White","Crown Prosecution Service","AA/AO","980","905","22520","22200"
"In post","2022","White","Crown Prosecution Service","EO","1025","950","27570","27760"
"In post","2022","White","Crown Prosecution Service","G6/G7","2170","2015","57240","55610"
"In post","2022","White","Crown Prosecution Service","SCS level","70","70","94150","86600"
"In post","2022","White","Crown Prosecution Service","SEO/HEO","720","695","35480","34480"
"In post","2022","White","Defence Electronics and Components Agency","AA/AO","85","80","20800","21770"
"In post","2022","White","Defence Electronics and Components Agency","EO","225","220","29070","29470"
"In post","2022","White","Defence Electronics and Components Agency","G6/G7","10","10","[c]","[c]"
"In post","2022","White","Defence Electronics and Components Agency","SEO/HEO","70","70","37890","34000"
"In post","2022","White","Defence Equipment and Support","EO","1875","1790","22640","22000"
"In post","2022","White","Defence Equipment and Support","G6/G7","1540","1495","56140","54900"
"In post","2022","White","Defence Equipment and Support","SCS level","105","100","103230","94590"
"In post","2022","White","Defence Equipment and Support","SEO/HEO","5275","5075","35430","34850"
"In post","2022","White","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Defence Science and Technology Laboratory","AA/AO","130","125","20370","18330"
"In post","2022","White","Defence Science and Technology Laboratory","EO","225","210","24860","23490"
"In post","2022","White","Defence Science and Technology Laboratory","G6/G7","1600","1530","52870","47760"
"In post","2022","White","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Defence Science and Technology Laboratory","SEO/HEO","1705","1645","34650","38070"
"In post","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","35","35","24980","24900"
"In post","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","235","230","27690","27680"
"In post","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","1875","1820","58460","56380"
"In post","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","270","255","88650","82550"
"In post","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","1530","1510","38420","39570"
"In post","2022","White","Department for Digital, Culture, Media and Sport","AA/AO","5","5","[c]","[c]"
"In post","2022","White","Department for Digital, Culture, Media and Sport","EO","110","110","26760","26180"
"In post","2022","White","Department for Digital, Culture, Media and Sport","G6/G7","690","680","56290","54460"
"In post","2022","White","Department for Digital, Culture, Media and Sport","SCS level","100","95","84800","75840"
"In post","2022","White","Department for Digital, Culture, Media and Sport","SEO/HEO","525","520","35340","34020"
"In post","2022","White","Department for Education (excl. agencies)","AA/AO","50","45","21740","21250"
"In post","2022","White","Department for Education (excl. agencies)","EO","420","405","26100","25000"
"In post","2022","White","Department for Education (excl. agencies)","G6/G7","1820","1740","56220","53760"
"In post","2022","White","Department for Education (excl. agencies)","SCS level","190","180","82950","74100"
"In post","2022","White","Department for Education (excl. agencies)","SEO/HEO","1945","1870","35650","36500"
"In post","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","100","90","22630","21300"
"In post","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","415","400","26360","25190"
"In post","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","1640","1580","54450","53200"
"In post","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","155","150","83460","77290"
"In post","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","2320","2240","35340","35900"
"In post","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Department for International Trade","AA/AO","10","10","[c]","[c]"
"In post","2022","White","Department for International Trade","EO","100","100","27410","26510"
"In post","2022","White","Department for International Trade","G6/G7","665","650","56460","53590"
"In post","2022","White","Department for International Trade","SCS level","115","110","87640","78150"
"In post","2022","White","Department for International Trade","SEO/HEO","605","600","36200","38160"
"In post","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","35","30","25100","25100"
"In post","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","170","170","27830","27850"
"In post","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","955","930","55950","53130"
"In post","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","130","125","84490","76810"
"In post","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","865","845","36020","36340"
"In post","2022","White","Department for Transport (excl. agencies)","AA/AO","65","55","27110","25730"
"In post","2022","White","Department for Transport (excl. agencies)","EO","165","155","28240","29970"
"In post","2022","White","Department for Transport (excl. agencies)","G6/G7","950","925","60010","55210"
"In post","2022","White","Department for Transport (excl. agencies)","SCS level","190","185","88540","79800"
"In post","2022","White","Department for Transport (excl. agencies)","SEO/HEO","785","765","38510","38650"
