"Status","Year","Function_of_post","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","80","80","42500","40140"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","250","240","51850","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","30","30","48880","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","130","125","50030","53360"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","45","40","30250","30730"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Education and Skills Funding Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Heterosexual / straight","35","35","40880","40350"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","40","40","60640","61930"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","10","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","140","130","72970","69010"
"In post","2022","Analysis","Government Actuary's Department","Chancellor's other departments","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","Chancellor's other departments","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","Chancellor's other departments","Unknown","20","15","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","35","35","42360","39390"
"In post","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","40","35","44010","39770"
"In post","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","HM Land Registry","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","HM Land Registry","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","520","500","47110","40520"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","65","65","44710","37930"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Undeclared","55","55","46100","40520"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","95","95","40780","37930"
"In post","2022","Analysis","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury (excl. agencies)","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","30","30","40180","31860"
"In post","2022","Analysis","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Heterosexual / straight","30","30","49960","53100"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","235","225","39210","36300"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","30","30","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","325","310","48210","43550"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","30","30","42210","41750"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","45","40","49420","45900"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","95","95","43060","37280"
"In post","2022","Analysis","National Savings and Investments","Chancellor's other departments","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Chancellor's other departments","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","HM Treasury","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","HM Treasury","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","HM Treasury","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","100","100","41420","39460"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","LGBO","15","10","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","110","110","43200","36500"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","45","45","47310","37930"
"In post","2022","Analysis","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","30","30","50210","51310"
"In post","2022","Analysis","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Office of Rail and Road","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Planning Inspectorate","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Registers of Scotland","Scottish Government","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Registers of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Registers of Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Registers of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Courts and Tribunals Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Courts and Tribunals Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","UK Debt Management Office","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Debt Management Office","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Debt Management Office","HM Treasury","Unknown","20","20","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","UK Export Finance","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Space Agency","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","UK Space Agency","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","UK Statistics Authority","Heterosexual / straight","1325","1265","38530","36840"
"In post","2022","Analysis","UK Statistics Authority","UK Statistics Authority","LGBO","135","135","35900","33000"
"In post","2022","Analysis","UK Statistics Authority","UK Statistics Authority","Undeclared","95","95","35030","31700"
"In post","2022","Analysis","UK Statistics Authority","UK Statistics Authority","Unknown","420","400","38320","36840"
"In post","2022","Analysis","Valuation Office Agency","HM Revenue and Customs","Heterosexual / straight","35","35","47750","52000"
"In post","2022","Analysis","Valuation Office Agency","HM Revenue and Customs","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","HM Revenue and Customs","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","HM Revenue and Customs","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Welsh Revenue Authority","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Welsh Revenue Authority","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Welsh Revenue Authority","Welsh Government","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","55","50","32840","30460"
"In post","2022","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","315","305","69680","61240"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","20","20","[c]","[c]"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","35","35","59830","56390"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","1295","1280","69810","64500"
"In post","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Charity Commission","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Crown Commercial Service","Cabinet Office","Heterosexual / straight","255","250","35750","33810"
"In post","2022","Commercial","Crown Commercial Service","Cabinet Office","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","Crown Commercial Service","Cabinet Office","Undeclared","20","20","[c]","[c]"
"In post","2022","Commercial","Crown Commercial Service","Cabinet Office","Unknown","70","65","35520","33180"
"In post","2022","Commercial","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","35","35","38040","38180"
"In post","2022","Commercial","Crown Prosecution Service","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Crown Prosecution Service","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Defence Electronics and Components Agency","Ministry of Defence","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Defence Electronics and Components Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Defence Electronics and Components Agency","Ministry of Defence","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","Defence Electronics and Components Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","335","325","43500","40000"
"In post","2022","Commercial","Defence Equipment and Support","Ministry of Defence","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","Defence Equipment and Support","Ministry of Defence","Undeclared","50","45","44280","42000"
"In post","2022","Commercial","Defence Equipment and Support","Ministry of Defence","Unknown","45","40","37910","33550"
"In post","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","55","55","32000","29230"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","200","195","38100","36500"
"In post","2022","Commercial","Department for Education (excl. agencies)","Department for Education","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","Department for Education (excl. agencies)","Department for Education","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Education (excl. agencies)","Department for Education","Unknown","25","25","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","100","95","36360","35900"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","10","10","[c]","[c]"
