"Status","Year","Age","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Animal and Plant Health Agency","Science and Engineering","Outside London","110","105","30440","28270"
"In post","2022","30-39","Animal and Plant Health Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Animal and Plant Health Agency","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Animal and Plant Health Agency","Veterinarian","Outside London","80","75","37850","36970"
"In post","2022","30-39","Attorney General's Office","Communications","London","5","5","[c]","[c]"
"In post","2022","30-39","Attorney General's Office","Legal","London","10","5","[c]","[c]"
"In post","2022","30-39","Attorney General's Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Attorney General's Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Cabinet Office (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Cabinet Office (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Cabinet Office (excl. agencies)","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Cabinet Office (excl. agencies)","Other","London","10","10","[c]","[c]"
"In post","2022","30-39","Cabinet Office (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Cabinet Office (excl. agencies)","Policy","London","5","5","[c]","[c]"
"In post","2022","30-39","Cabinet Office (excl. agencies)","Unknown","London","1710","1680","53100","54700"
"In post","2022","30-39","Cabinet Office (excl. agencies)","Unknown","Outside London","685","670","41460","37300"
"In post","2022","30-39","Cabinet Office (excl. agencies)","Unknown","Unknown","100","100","42150","35880"
"In post","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","130","125","32890","30220"
"In post","2022","30-39","Charity Commission","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Charity Commission","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Charity Commission","Digital, Data and Technology","Outside London","15","15","33260","29160"
"In post","2022","30-39","Charity Commission","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Charity Commission","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Charity Commission","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Charity Commission","Legal","London","5","5","[c]","[c]"
"In post","2022","30-39","Charity Commission","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Charity Commission","Operational Delivery","London","10","10","40560","39670"
"In post","2022","30-39","Charity Commission","Operational Delivery","Outside London","50","50","28710","28360"
"In post","2022","30-39","Charity Commission","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Charity Commission","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Charity Commission","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Companies House","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Companies House","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Companies House","Counter Fraud","Outside London","35","30","23620","22740"
"In post","2022","30-39","Companies House","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Companies House","Digital, Data and Technology","Outside London","60","60","38750","38000"
"In post","2022","30-39","Companies House","Finance","Outside London","15","15","27370","24500"
"In post","2022","30-39","Companies House","Human Resources","Outside London","20","20","37410","35270"
"In post","2022","30-39","Companies House","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Companies House","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Companies House","Operational Delivery","Outside London","90","85","24430","22740"
"In post","2022","30-39","Companies House","Other","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Companies House","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Companies House","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Companies House","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Companies House","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Companies House","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Competition and Markets Authority","Communications","London","10","10","51020","41980"
"In post","2022","30-39","Competition and Markets Authority","Corporate Finance","London","5","5","[c]","[c]"
"In post","2022","30-39","Competition and Markets Authority","Digital, Data and Technology","London","30","30","59560","59450"
"In post","2022","30-39","Competition and Markets Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Competition and Markets Authority","Economics","London","45","40","68540","71370"
"In post","2022","30-39","Competition and Markets Authority","Economics","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Competition and Markets Authority","Human Resources","London","5","5","[c]","[c]"
"In post","2022","30-39","Competition and Markets Authority","Intelligence Analysis","London","5","5","[c]","[c]"
"In post","2022","30-39","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Competition and Markets Authority","Legal","London","60","60","66690","71370"
"In post","2022","30-39","Competition and Markets Authority","Legal","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Competition and Markets Authority","Policy","London","5","5","[c]","[c]"
"In post","2022","30-39","Competition and Markets Authority","Project Delivery","London","105","100","57890","55860"
"In post","2022","30-39","Competition and Markets Authority","Project Delivery","Outside London","15","15","55880","55860"
"In post","2022","30-39","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Competition and Markets Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Criminal Injuries Compensation Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","80","75","26940","25120"
"In post","2022","30-39","Criminal Injuries Compensation Authority","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Crown Commercial Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Crown Commercial Service","Commercial","Outside London","115","110","35360","32040"
"In post","2022","30-39","Crown Commercial Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Crown Commercial Service","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Crown Commercial Service","Digital, Data and Technology","London","10","10","49520","55220"
"In post","2022","30-39","Crown Commercial Service","Digital, Data and Technology","Outside London","30","30","43060","39170"
"In post","2022","30-39","Crown Commercial Service","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Crown Commercial Service","Finance","Outside London","10","10","40020","38650"
"In post","2022","30-39","Crown Commercial Service","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Crown Commercial Service","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Crown Commercial Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Crown Commercial Service","Operational Delivery","Outside London","45","40","37270","31250"
"In post","2022","30-39","Crown Commercial Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Crown Commercial Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Crown Commercial Service","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Crown Commercial Service","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Crown Office and Procurator Fiscal Service","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Outside London","15","15","39170","34040"
"In post","2022","30-39","Crown Office and Procurator Fiscal Service","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Crown Office and Procurator Fiscal Service","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Crown Office and Procurator Fiscal Service","Legal","Outside London","225","220","52130","52520"
"In post","2022","30-39","Crown Office and Procurator Fiscal Service","Operational Delivery","Outside London","325","310","28000","27230"
"In post","2022","30-39","Crown Office and Procurator Fiscal Service","Policy","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Crown Office and Procurator Fiscal Service","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Crown Prosecution Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Crown Prosecution Service","Commercial","Outside London","10","10","33920","35300"
"In post","2022","30-39","Crown Prosecution Service","Communications","London","10","10","[c]","[c]"
"In post","2022","30-39","Crown Prosecution Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Crown Prosecution Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Crown Prosecution Service","Digital, Data and Technology","Outside London","15","15","34810","30700"
"In post","2022","30-39","Crown Prosecution Service","Finance","London","10","10","[c]","[c]"
"In post","2022","30-39","Crown Prosecution Service","Finance","Outside London","25","25","28600","25920"
"In post","2022","30-39","Crown Prosecution Service","Human Resources","London","5","5","[c]","[c]"
"In post","2022","30-39","Crown Prosecution Service","Human Resources","Outside London","25","25","30900","30130"
"In post","2022","30-39","Crown Prosecution Service","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
