"Status","Year","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","London","Female","95","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","London","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Outside London","Female","255","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Outside London","Male","165","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","London","Female","120","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","London","Male","120","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Outside London","Female","590","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Outside London","Male","510","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","Female","100","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","Male","85","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","London","Female","370","[c]","42960","37510"
"Leaver Dept.","2022","Home Office","London","Male","305","[c]","45460","41950"
"Leaver Dept.","2022","Home Office","Outside London","Female","360","[c]","28100","24890"
"Leaver Dept.","2022","Home Office","Outside London","Male","350","[c]","27650","24890"
"Leaver Dept.","2022","Home Office","Overseas","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Overseas","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Outside London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Outside London","Male","35","[c]","32450","26840"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","London","Female","90","[c]","44320","40640"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","London","Male","90","[c]","48100","44500"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Outside London","Female","215","[c]","32630","28170"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Outside London","Male","175","[c]","34550","33300"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","London","Female","190","[c]","42360","40680"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","London","Male","120","[c]","41920","37120"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Outside London","Female","75","[c]","35340","34990"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Outside London","Male","50","[c]","39020","35930"
"Leaver Dept.","2022","National Crime Agency","London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Outside London","Male","35","[c]","40410","36740"
"Leaver Dept.","2022","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Outside London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Public Guardian","Outside London","Female","80","[c]","24020","21170"
"Leaver Dept.","2022","Office of the Public Guardian","Outside London","Male","60","[c]","24450","20970"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Outside London","Female","30","[c]","38290","37790"
"Leaver Dept.","2022","Planning Inspectorate","Outside London","Male","35","[c]","41400","32780"
"Leaver Dept.","2022","Public Health England","London","Female","2010","[c]","43740","40070"
"Leaver Dept.","2022","Public Health England","London","Male","955","[c]","49050","41950"
"Leaver Dept.","2022","Public Health England","Outside London","Female","2385","[c]","38770","34340"
"Leaver Dept.","2022","Public Health England","Outside London","Male","1140","[c]","45480","37960"
"Leaver Dept.","2022","Queen Elizabeth II Centre","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Queen Elizabeth II Centre","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Royal Fleet Auxiliary","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Royal Fleet Auxiliary","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Outside London","Female","45","[c]","26170","24920"
"Leaver Dept.","2022","Rural Payments Agency","Outside London","Male","35","[c]","28420","25190"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Student Awards Agency for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Student Awards Agency for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Outside London","Female","40","[c]","27170","23810"
"Leaver Dept.","2022","The Insolvency Service","Outside London","Male","40","[c]","30760","24020"
"Leaver Dept.","2022","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Outside London","Female","100","[c]","32350","29540"
"Leaver Dept.","2022","UK Statistics Authority","Outside London","Male","85","[c]","34810","31320"
"Leaver Dept.","2022","UK Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Outside London","Female","35","[c]","26860","22040"
"Leaver Dept.","2022","Valuation Office Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Outside London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","Female","30","[c]","25920","24250"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Outside London","Female","280","[c]","25880","24370"
"New entrant CS","2022","Animal and Plant Health Agency","Outside London","Male","185","[c]","25980","24920"
"New entrant CS","2022","Animal and Plant Health Agency","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","London","Female","530","[c]","36010","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","London","Male","420","[c]","40150","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Outside London","Female","350","[c]","37230","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Outside London","Male","290","[c]","44200","32000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Female","75","[c]","34040","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Male","105","[c]","38800","28000"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","40","[c]","26750","25460"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","50","[c]","26950","25240"
"New entrant CS","2022","Charity Commission","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Outside London","Female","45","[c]","25700","24440"
"New entrant CS","2022","Charity Commission","Outside London","Male","30","[c]","27490","24440"
"New entrant CS","2022","Companies House","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Outside London","Female","100","[c]","27350","20100"
"New entrant CS","2022","Companies House","Outside London","Male","70","[c]","29110","24500"
"New entrant CS","2022","Competition and Markets Authority","London","Female","60","[c]","38910","33120"
"New entrant CS","2022","Competition and Markets Authority","London","Male","70","[c]","50320","41670"
"New entrant CS","2022","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Outside London","Female","65","[c]","30170","28390"
"New entrant CS","2022","Crown Commercial Service","Outside London","Male","45","[c]","30830","30420"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Outside London","Female","280","[c]","26120","21050"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Outside London","Male","135","[c]","27170","21050"
"New entrant CS","2022","Crown Prosecution Service","London","Female","135","[c]","31470","24590"
"New entrant CS","2022","Crown Prosecution Service","London","Male","60","[c]","35670","26970"
"New entrant CS","2022","Crown Prosecution Service","Outside London","Female","360","[c]","29560","25480"
"New entrant CS","2022","Crown Prosecution Service","Outside London","Male","125","[c]","34820","30130"
"New entrant CS","2022","Defence Equipment and Support","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Outside London","Female","335","[c]","28760","26000"
"New entrant CS","2022","Defence Equipment and Support","Outside London","Male","625","[c]","31910","30000"
"New entrant CS","2022","Defence Science and Technology Laboratory","Outside London","Female","235","[c]","28880","26520"
"New entrant CS","2022","Defence Science and Technology Laboratory","Outside London","Male","410","[c]","31070","27010"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","275","[c]","38110","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","230","[c]","37300","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","100","[c]","37180","30360"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","85","[c]","37890","36740"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","London","Female","185","[c]","34140","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","London","Male","135","[c]","36710","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Outside London","Female","40","[c]","35050","30960"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Outside London","Male","35","[c]","38220","34110"
"New entrant CS","2022","Department for Education (excl. agencies)","London","Female","105","[c]","36170","32940"
"New entrant CS","2022","Department for Education (excl. agencies)","London","Male","55","[c]","38640","36660"
"New entrant CS","2022","Department for Education (excl. agencies)","Outside London","Female","400","[c]","32840","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Outside London","Male","250","[c]","35980","30000"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","445","[c]","38410","33340"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","335","[c]","38790","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","570","[c]","35900","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","450","[c]","38560","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","London","Female","195","[c]","34540","31800"
"New entrant CS","2022","Department for International Trade","London","Male","195","[c]","37630","31800"
"New entrant CS","2022","Department for International Trade","Outside London","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Female","200","[c]","36160","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Male","155","[c]","37220","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Female","135","[c]","33700","30190"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Male","115","[c]","33810","30190"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","London","Female","255","[c]","43300","42470"
"New entrant CS","2022","Department for Transport (excl. agencies)","London","Male","255","[c]","44350","42470"
"New entrant CS","2022","Department for Transport (excl. agencies)","Outside London","Female","110","[c]","36440","30730"
"New entrant CS","2022","Department for Transport (excl. agencies)","Outside London","Male","115","[c]","40540","38650"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","London","Female","730","[c]","30790","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","London","Male","490","[c]","32760","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outside London","Female","5110","[c]","25150","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outside London","Male","3850","[c]","25860","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Female","50","[c]","31220","29290"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Male","35","[c]","31510","29290"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","London","Female","420","[c]","37070","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","London","Male","215","[c]","38310","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","Female","160","[c]","34740","28970"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","Male","100","[c]","38080","29920"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Female","35","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Outside London","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Outside London","Male","35","[c]","22980","21050"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Outside London","Female","320","[c]","21360","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Outside London","Male","300","[c]","22440","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","London","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","Female","210","[c]","25720","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","Male","390","[c]","26420","26130"
"New entrant CS","2022","Education and Skills Funding Agency","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","Female","90","[c]","32630","29360"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","Male","70","[c]","35040","29360"
"New entrant CS","2022","Education Scotland","Outside London","Female","35","[c]","49010","49860"
"New entrant CS","2022","Education Scotland","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","Male","5","[c]","[c]","[c]"
