"Status","Year","Age","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","65+","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Counter Fraud","Department for Work and Pensions (excl. agencies)","80","[c]","26390","27570"
"Leaver CS","2022","65+","Counter Fraud","HM Revenue and Customs (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Counter Fraud","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Debt","Department for Work and Pensions (excl. agencies)","60","[c]","22430","21260"
"Leaver CS","2022","65+","Debt","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Debt","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","20","[c]","37550","31930"
"Leaver CS","2022","65+","Digital, Data & Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Met Office","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Ministry of Defence (excl. agencies)","30","[c]","29710","29200"
"Leaver CS","2022","65+","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Department for Work and Pensions (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Ministry of Defence (excl. agencies)","15","[c]","31310","26930"
"Leaver CS","2022","65+","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","Rural Payments Agency","15","[c]","23980","21300"
"Leaver CS","2022","65+","Human Resources","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Department for Work and Pensions (excl. agencies)","10","[c]","29640","27570"
"Leaver CS","2022","65+","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Ministry of Defence (excl. agencies)","15","[c]","25080","21600"
"Leaver CS","2022","65+","Human Resources","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Government Internal Audit Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Crown Prosecution Service","35","[c]","39720","28430"
"Leaver CS","2022","65+","Legal","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Government Legal Department","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Advisory, Conciliation and Arbitration Service","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Animal and Plant Health Agency","25","[c]","32440","30510"
"Leaver CS","2022","65+","No function","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Companies House","10","[c]","22740","22740"
"Leaver CS","2022","65+","No function","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Crown Office and Procurator Fiscal Service","20","[c]","25800","23230"
"Leaver CS","2022","65+","No function","Defence Equipment and Support","30","[c]","37190","33330"
"Leaver CS","2022","65+","No function","Defence Science and Technology Laboratory","25","[c]","43150","45020"
"Leaver CS","2022","65+","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","[c]","50090","40660"
"Leaver CS","2022","65+","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Education (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Transport (excl. agencies)","10","[c]","47090","46620"
"Leaver CS","2022","65+","No function","Department for Work and Pensions (excl. agencies)","945","[c]","25260","26120"
"Leaver CS","2022","65+","No function","Department of Health and Social Care (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Driver and Vehicle Licensing Agency","35","[c]","21270","21590"
"Leaver CS","2022","65+","No function","Driver and Vehicle Standards Agency","90","[c]","28140","26830"
"Leaver CS","2022","65+","No function","Education and Skills Funding Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Health and Safety Executive","20","[c]","44490","42000"
"Leaver CS","2022","65+","No function","HM Courts and Tribunals Service","245","[c]","22510","20970"
"Leaver CS","2022","65+","No function","HM Land Registry","40","[c]","29710","27130"
"Leaver CS","2022","65+","No function","HM Prison and Probation Service","555","[c]","32950","31650"
"Leaver CS","2022","65+","No function","HM Revenue and Customs (excl. agencies)","30","[c]","29920","28920"
"Leaver CS","2022","65+","No function","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Intellectual Property Office","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Legal Aid Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Maritime and Coastguard Agency","10","[c]","35850","26290"
"Leaver CS","2022","65+","No function","Medicines and Healthcare Products Regulatory Agency","25","[c]","67010","71400"
"Leaver CS","2022","65+","No function","Ministry of Justice (excl. agencies)","20","[c]","41580","41420"
"Leaver CS","2022","65+","No function","National Crime Agency","15","[c]","35540","35700"
"Leaver CS","2022","65+","No function","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Office for Standards in Education, Children's Services and Skills","15","[c]","56750","51360"
"Leaver CS","2022","65+","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Office of the Public Guardian","10","[c]","23790","20970"
"Leaver CS","2022","65+","No function","Planning Inspectorate","10","[c]","61010","65270"
"Leaver CS","2022","65+","No function","Public Health England","55","[c]","42560","36990"
"Leaver CS","2022","65+","No function","Registers of Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Scottish Courts and Tribunals Service","25","[c]","24310","23780"
"Leaver CS","2022","65+","No function","Scottish Prison Service","30","[c]","35690","35000"
"Leaver CS","2022","65+","No function","The Insolvency Service","10","[c]","29130","23560"
"Leaver CS","2022","65+","No function","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","UK Health Security Agency","30","[c]","56850","40560"
"Leaver CS","2022","65+","No function","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","UK Statistics Authority","65","[c]","20920","19860"
"Leaver CS","2022","65+","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Defence Equipment and Support","70","[c]","32140","30970"
"Leaver CS","2022","65+","Project Delivery","Defence Science and Technology Laboratory","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Department for Work and Pensions (excl. agencies)","15","[c]","30910","24410"
"Leaver CS","2022","65+","Project Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Ministry of Defence (excl. agencies)","15","[c]","41310","41380"
"Leaver CS","2022","65+","Project Delivery","Submarine Delivery Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Ministry of Defence (excl. agencies)","50","[c]","29170","31250"
"Leaver CS","2022","65+","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Valuation Office Agency","35","[c]","31000","25970"
"Leaver CS","2022","65+","Security","Cabinet Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","FCDO Services","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Ministry of Defence (excl. agencies)","85","[c]","27680","22630"
"Leaver CS","2022","65+","Security","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Defence Electronics and Components Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Department for Work and Pensions (excl. agencies)","45","[c]","29570","27570"
"Leaver CS","2022","65+","Unknown","Education Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Forestry and Land Scotland","10","[c]","29940","27360"
"Leaver CS","2022","65+","Unknown","HM Revenue and Customs (excl. agencies)","620","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Home Office","255","[c]","28060","25630"
"Leaver CS","2022","65+","Unknown","Ministry of Defence (excl. agencies)","385","[c]","29320","23360"
"Leaver CS","2022","65+","Unknown","National Records of Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Royal Fleet Auxiliary","15","[c]","42710","34160"
"Leaver CS","2022","65+","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Scottish Government (excl. agencies)","45","[c]","42040","36130"
"Leaver CS","2022","65+","Unknown","Scottish Public Pensions Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Welsh Government (excl. agencies)","55","[c]","42800","34980"
"Leaver CS","2022","Unknown","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","UK Space Agency","30","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","Public Health England","10","[c]","21180","22350"
"Leaver Dept.","2022","16-19","No function","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Defence Science and Technology Laboratory","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","20","[c]","31160","29640"
"Leaver Dept.","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","10","[c]","41810","38150"
"Leaver Dept.","2022","20-29","Analysis","Department for Education (excl. agencies)","15","[c]","41810","41990"
"Leaver Dept.","2022","20-29","Analysis","Department for International Trade","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","30","[c]","37290","34680"
"Leaver Dept.","2022","20-29","Analysis","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","15","[c]","40450","37380"
"Leaver Dept.","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","40","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","HM Treasury (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Ministry of Defence (excl. agencies)","10","[c]","39040","40000"
"Leaver Dept.","2022","20-29","Analysis","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","UK Statistics Authority","50","[c]","32150","29540"
"Leaver Dept.","2022","20-29","Analysis","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Cabinet Office (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Crown Commercial Service","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Defence Equipment and Support","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Department of Health and Social Care (excl. agencies)","45","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Ministry of Defence (excl. agencies)","10","[c]","33620","34640"
"Leaver Dept.","2022","20-29","Commercial","Public Health England","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Cabinet Office (excl. agencies)","20","[c]","33430","34550"
"Leaver Dept.","2022","20-29","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department for Education (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department of Health and Social Care (excl. agencies)","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","HM Treasury (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Ministry of Defence (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
