"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Black","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","EO","65","[c]","28590","27570"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","AA/AO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","EO","35","[c]","26190","26880"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","G6/G7","45","[c]","57120","54270"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","SEO/HEO","75","[c]","36240","36750"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Revenue and Customs","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Revenue and Customs","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Revenue and Customs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Home Office","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Home Office","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Home Office","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Home Office","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ministry of Defence","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ministry of Justice","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ministry of Justice","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ministry of Justice","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Cabinet Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
