"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","Office for Standards in Education, Children's Services and Skills","G6/G7","10","10","[c]","[c]"
"In post","2022","Black","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office for Standards in Education, Children's Services and Skills","SEO/HEO","35","35","44900","46360"
"In post","2022","Black","Office of Gas and Electricity Markets","AA/AO","5","5","[c]","[c]"
"In post","2022","Black","Office of Gas and Electricity Markets","EO","25","25","[c]","[c]"
"In post","2022","Black","Office of Gas and Electricity Markets","G6/G7","20","20","[c]","[c]"
"In post","2022","Black","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of Gas and Electricity Markets","SEO/HEO","35","35","39180","38500"
"In post","2022","Black","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of Qualifications and Examinations Regulation","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Black","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of Rail and Road","G6/G7","10","10","[c]","[c]"
"In post","2022","Black","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of Rail and Road","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Government","AA/AO","20","20","[c]","[c]"
"In post","2022","Black","Scottish Government","EO","25","25","[c]","[c]"
"In post","2022","Black","Scottish Government","G6/G7","15","15","[c]","[c]"
"In post","2022","Black","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Government","SEO/HEO","30","30","38710","39660"
"In post","2022","Black","The National Archives","AA/AO","5","5","[c]","[c]"
"In post","2022","Black","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Export Finance","EO","10","10","[c]","[c]"
"In post","2022","Black","UK Export Finance","G6/G7","5","5","[c]","[c]"
"In post","2022","Black","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Export Finance","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","AA/AO","35","25","20950","19860"
"In post","2022","Black","UK Statistics Authority","EO","5","5","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","G6/G7","10","10","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","SEO/HEO","50","50","34530","33690"
"In post","2022","Black","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","EO","5","5","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Government","EO","5","5","[c]","[c]"
"In post","2022","Black","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Attorney General's Departments","AA/AO","35","30","22860","23720"
"In post","2022","Mixed","Attorney General's Departments","EO","50","50","27650","26970"
"In post","2022","Mixed","Attorney General's Departments","G6/G7","150","140","57510","54760"
"In post","2022","Mixed","Attorney General's Departments","SCS level","10","10","[c]","[c]"
"In post","2022","Mixed","Attorney General's Departments","SEO/HEO","45","45","36690","36510"
"In post","2022","Mixed","Cabinet Office","AA/AO","10","10","[c]","[c]"
"In post","2022","Mixed","Cabinet Office","EO","35","30","27190","27500"
"In post","2022","Mixed","Cabinet Office","G6/G7","85","85","56350","54700"
"In post","2022","Mixed","Cabinet Office","SCS level","20","20","[c]","[c]"
"In post","2022","Mixed","Cabinet Office","SEO/HEO","95","95","36590","35590"
"In post","2022","Mixed","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Chancellor's other departments","G6/G7","10","10","[c]","[c]"
"In post","2022","Mixed","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","G6/G7","20","15","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","AA/AO","20","20","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","EO","40","35","27470","27680"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","G6/G7","120","115","57310","56810"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","SCS level","5","5","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","SEO/HEO","180","175","37580","37700"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","G6/G7","40","40","55110","52840"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","SCS level","5","5","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","SEO/HEO","45","45","35280","34020"
"In post","2022","Mixed","Department for Education","AA/AO","5","5","[c]","[c]"
"In post","2022","Mixed","Department for Education","EO","30","30","26560","25500"
"In post","2022","Mixed","Department for Education","G6/G7","75","75","56330","53760"
"In post","2022","Mixed","Department for Education","SCS level","5","5","[c]","[c]"
"In post","2022","Mixed","Department for Education","SEO/HEO","100","100","36550","36500"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs","AA/AO","35","30","22050","21300"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs","EO","35","35","27070","27960"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs","G6/G7","50","45","54700","53200"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs","SEO/HEO","115","110","34850","34290"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","EO","15","15","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","G6/G7","45","40","57850","54710"
"In post","2022","Mixed","Department for International Trade","SCS level","5","5","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","SEO/HEO","40","40","36120","35160"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities","EO","20","15","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities","G6/G7","30","30","57280","53180"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities","SEO/HEO","50","45","34940","33380"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Transport","AA/AO","45","40","22410","21840"
"In post","2022","Mixed","Department for Transport","EO","65","65","27890","26780"
"In post","2022","Mixed","Department for Transport","G6/G7","50","50","56930","54650"
"In post","2022","Mixed","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Transport","SEO/HEO","85","85","37330","35060"
"In post","2022","Mixed","Department for Work and Pensions","AA/AO","475","430","21820","21260"
"In post","2022","Mixed","Department for Work and Pensions","EO","975","915","28680","27570"
"In post","2022","Mixed","Department for Work and Pensions","G6/G7","60","55","56660","55600"
"In post","2022","Mixed","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Work and Pensions","SEO/HEO","175","170","36860","36650"
"In post","2022","Mixed","Department of Health and Social Care","AA/AO","25","20","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care","EO","55","50","27010","27140"
"In post","2022","Mixed","Department of Health and Social Care","G6/G7","90","90","57790","54270"
"In post","2022","Mixed","Department of Health and Social Care","SCS level","15","15","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care","SEO/HEO","115","110","36020","36330"
"In post","2022","Mixed","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","EO","10","10","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office","AA/AO","25","25","[c]","[c]"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office","EO","20","20","[c]","[c]"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office","G6/G7","105","100","58490","56560"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office","SCS level","15","15","[c]","[c]"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office","SEO/HEO","105","105","37350","37560"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","AA/AO","25","25","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","EO","25","25","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Mixed","HM Revenue and Customs","AA/AO","215","195","21810","21250"
"In post","2022","Mixed","HM Revenue and Customs","EO","215","205","27590","26820"
"In post","2022","Mixed","HM Revenue and Customs","G6/G7","135","130","62460","62120"
"In post","2022","Mixed","HM Revenue and Customs","SCS level","10","10","[c]","[c]"
"In post","2022","Mixed","HM Revenue and Customs","SEO/HEO","370","360","36750","35900"
"In post","2022","Mixed","HM Treasury","AA/AO","5","5","[c]","[c]"
"In post","2022","Mixed","HM Treasury","EO","10","10","[c]","[c]"
"In post","2022","Mixed","HM Treasury","G6/G7","45","45","56820","53380"
"In post","2022","Mixed","HM Treasury","SCS level","10","10","[c]","[c]"
"In post","2022","Mixed","HM Treasury","SEO/HEO","45","45","35660","34320"
"In post","2022","Mixed","Home Office","AA/AO","130","115","22880","21680"
