"Status","Year","Region_ITL1","Region_ITL3","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Midlands (England)","Lincolnshire CC","Female","Heterosexual / straight","1205","1110","27530","26100"
"In post","2022","East Midlands (England)","Lincolnshire CC","Female","LGBO","55","50","28110","27120"
"In post","2022","East Midlands (England)","Lincolnshire CC","Female","Undeclared","155","140","27880","26670"
"In post","2022","East Midlands (England)","Lincolnshire CC","Female","Unknown","160","140","28550","27380"
"In post","2022","East Midlands (England)","Lincolnshire CC","Male","Heterosexual / straight","1105","1070","30330","27570"
"In post","2022","East Midlands (England)","Lincolnshire CC","Male","LGBO","40","40","28230","27570"
"In post","2022","East Midlands (England)","Lincolnshire CC","Male","Undeclared","140","135","31680","29200"
"In post","2022","East Midlands (England)","Lincolnshire CC","Male","Unknown","155","150","28130","27120"
"In post","2022","East Midlands (England)","Lincolnshire CC","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Lincolnshire CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","North Northamptonshire","Female","Heterosexual / straight","275","235","25990","22840"
"In post","2022","East Midlands (England)","North Northamptonshire","Female","LGBO","10","10","[c]","[c]"
"In post","2022","East Midlands (England)","North Northamptonshire","Female","Undeclared","25","25","[c]","[c]"
"In post","2022","East Midlands (England)","North Northamptonshire","Female","Unknown","80","70","24270","21680"
"In post","2022","East Midlands (England)","North Northamptonshire","Male","Heterosexual / straight","110","105","28080","27570"
"In post","2022","East Midlands (England)","North Northamptonshire","Male","LGBO","10","10","[c]","[c]"
"In post","2022","East Midlands (England)","North Northamptonshire","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","East Midlands (England)","North Northamptonshire","Male","Unknown","35","35","26120","26830"
"In post","2022","East Midlands (England)","North Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","North Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","North Nottinghamshire","Female","Heterosexual / straight","425","390","30250","27570"
"In post","2022","East Midlands (England)","North Nottinghamshire","Female","LGBO","25","25","[c]","[c]"
"In post","2022","East Midlands (England)","North Nottinghamshire","Female","Undeclared","40","35","30150","27570"
"In post","2022","East Midlands (England)","North Nottinghamshire","Female","Unknown","105","90","27080","27120"
"In post","2022","East Midlands (England)","North Nottinghamshire","Male","Heterosexual / straight","350","340","30930","27570"
"In post","2022","East Midlands (England)","North Nottinghamshire","Male","LGBO","15","10","[c]","[c]"
"In post","2022","East Midlands (England)","North Nottinghamshire","Male","Undeclared","35","35","30190","28910"
"In post","2022","East Midlands (England)","North Nottinghamshire","Male","Unknown","105","100","28480","27570"
"In post","2022","East Midlands (England)","North Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","North Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Nottingham","Female","Heterosexual / straight","3225","2940","32990","28550"
"In post","2022","East Midlands (England)","Nottingham","Female","LGBO","220","215","31190","27570"
"In post","2022","East Midlands (England)","Nottingham","Female","Undeclared","410","375","32880","30700"
"In post","2022","East Midlands (England)","Nottingham","Female","Unknown","1055","970","29420","26820"
"In post","2022","East Midlands (England)","Nottingham","Male","Heterosexual / straight","2430","2360","34180","31650"
"In post","2022","East Midlands (England)","Nottingham","Male","LGBO","205","200","31770","27570"
"In post","2022","East Midlands (England)","Nottingham","Male","Undeclared","300","290","34170","33080"
"In post","2022","East Midlands (England)","Nottingham","Male","Unknown","985","955","30920","26820"
"In post","2022","East Midlands (England)","Nottingham","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Nottingham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","South and West Derbyshire","Female","Heterosexual / straight","480","430","32130","27570"
"In post","2022","East Midlands (England)","South and West Derbyshire","Female","LGBO","40","35","31150","30140"
"In post","2022","East Midlands (England)","South and West Derbyshire","Female","Undeclared","70","60","35910","31650"
"In post","2022","East Midlands (England)","South and West Derbyshire","Female","Unknown","115","95","29900","27570"
"In post","2022","East Midlands (England)","South and West Derbyshire","Male","Heterosexual / straight","345","330","37140","31660"
"In post","2022","East Midlands (England)","South and West Derbyshire","Male","LGBO","10","10","[c]","[c]"
"In post","2022","East Midlands (England)","South and West Derbyshire","Male","Undeclared","60","55","40110","34330"
"In post","2022","East Midlands (England)","South and West Derbyshire","Male","Unknown","80","75","33140","28890"
"In post","2022","East Midlands (England)","South and West Derbyshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","South and West Derbyshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","South Nottinghamshire","Female","Heterosexual / straight","420","390","33110","27700"
"In post","2022","East Midlands (England)","South Nottinghamshire","Female","LGBO","25","20","[c]","[c]"
"In post","2022","East Midlands (England)","South Nottinghamshire","Female","Undeclared","40","40","30560","27570"
"In post","2022","East Midlands (England)","South Nottinghamshire","Female","Unknown","70","65","32790","27570"
"In post","2022","East Midlands (England)","South Nottinghamshire","Male","Heterosexual / straight","355","345","31880","28640"
"In post","2022","East Midlands (England)","South Nottinghamshire","Male","LGBO","15","10","[c]","[c]"
"In post","2022","East Midlands (England)","South Nottinghamshire","Male","Undeclared","50","50","31850","30430"
"In post","2022","East Midlands (England)","South Nottinghamshire","Male","Unknown","70","65","31980","28640"
"In post","2022","East Midlands (England)","South Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","South Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","West Northamptonshire","Female","Heterosexual / straight","500","445","27560","25120"
"In post","2022","East Midlands (England)","West Northamptonshire","Female","LGBO","30","30","27940","25700"
"In post","2022","East Midlands (England)","West Northamptonshire","Female","Undeclared","65","55","26770","24730"
"In post","2022","East Midlands (England)","West Northamptonshire","Female","Unknown","90","80","27240","25210"
"In post","2022","East Midlands (England)","West Northamptonshire","Male","Heterosexual / straight","300","295","28870","27380"
"In post","2022","East Midlands (England)","West Northamptonshire","Male","LGBO","20","20","[c]","[c]"
"In post","2022","East Midlands (England)","West Northamptonshire","Male","Undeclared","40","40","31270","28380"
"In post","2022","East Midlands (England)","West Northamptonshire","Male","Unknown","65","65","27780","26300"
"In post","2022","East Midlands (England)","West Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","West Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Bedford","Female","Heterosexual / straight","340","315","29390","27570"
"In post","2022","East of England","Bedford","Female","LGBO","20","20","[c]","[c]"
"In post","2022","East of England","Bedford","Female","Undeclared","40","35","32860","27570"
"In post","2022","East of England","Bedford","Female","Unknown","80","70","29600","27770"
"In post","2022","East of England","Bedford","Male","Heterosexual / straight","250","245","32860","29400"
"In post","2022","East of England","Bedford","Male","LGBO","15","15","[c]","[c]"
"In post","2022","East of England","Bedford","Male","Undeclared","45","40","32550","30700"
"In post","2022","East of England","Bedford","Male","Unknown","65","65","28730","28140"
"In post","2022","East of England","Bedford","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Bedford","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Breckland and South Norfolk","Female","Heterosexual / straight","165","155","29200","26850"
"In post","2022","East of England","Breckland and South Norfolk","Female","LGBO","10","10","[c]","[c]"
"In post","2022","East of England","Breckland and South Norfolk","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","East of England","Breckland and South Norfolk","Female","Unknown","35","30","29940","26440"
"In post","2022","East of England","Breckland and South Norfolk","Male","Heterosexual / straight","220","210","29690","27120"
"In post","2022","East of England","Breckland and South Norfolk","Male","LGBO","5","5","[c]","[c]"
"In post","2022","East of England","Breckland and South Norfolk","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","East of England","Breckland and South Norfolk","Male","Unknown","45","40","26890","26750"
"In post","2022","East of England","Breckland and South Norfolk","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Breckland and South Norfolk","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Cambridgeshire CC","Female","Heterosexual / straight","1180","1100","31840","28700"
"In post","2022","East of England","Cambridgeshire CC","Female","LGBO","55","55","27710","26750"
"In post","2022","East of England","Cambridgeshire CC","Female","Undeclared","185","180","34100","31270"
"In post","2022","East of England","Cambridgeshire CC","Female","Unknown","225","205","30470","27000"
"In post","2022","East of England","Cambridgeshire CC","Male","Heterosexual / straight","1290","1255","35420","33000"
"In post","2022","East of England","Cambridgeshire CC","Male","LGBO","60","60","33020","30120"
"In post","2022","East of England","Cambridgeshire CC","Male","Undeclared","205","200","35940","33300"
"In post","2022","East of England","Cambridgeshire CC","Male","Unknown","280","270","33310","31510"
"In post","2022","East of England","Cambridgeshire CC","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Cambridgeshire CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Central Bedfordshire","Female","Heterosexual / straight","150","145","30050","26680"
"In post","2022","East of England","Central Bedfordshire","Female","LGBO","5","5","[c]","[c]"
"In post","2022","East of England","Central Bedfordshire","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","East of England","Central Bedfordshire","Female","Unknown","15","15","[c]","[c]"
"In post","2022","East of England","Central Bedfordshire","Male","Heterosexual / straight","185","185","33150","31740"
"In post","2022","East of England","Central Bedfordshire","Male","LGBO","5","5","[c]","[c]"
"In post","2022","East of England","Central Bedfordshire","Male","Undeclared","40","40","34800","34660"
"In post","2022","East of England","Central Bedfordshire","Male","Unknown","20","20","[c]","[c]"
"In post","2022","East of England","Central Bedfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Central Bedfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Essex Haven Gateway","Female","Heterosexual / straight","370","335","31060","29290"
"In post","2022","East of England","Essex Haven Gateway","Female","LGBO","15","15","[c]","[c]"
"In post","2022","East of England","Essex Haven Gateway","Female","Undeclared","50","45","29990","27630"
"In post","2022","East of England","Essex Haven Gateway","Female","Unknown","75","65","28350","28200"
"In post","2022","East of England","Essex Haven Gateway","Male","Heterosexual / straight","315","305","32720","29290"
"In post","2022","East of England","Essex Haven Gateway","Male","LGBO","15","15","[c]","[c]"
"In post","2022","East of England","Essex Haven Gateway","Male","Undeclared","45","45","35880","29290"
"In post","2022","East of England","Essex Haven Gateway","Male","Unknown","70","65","31790","29090"
"In post","2022","East of England","Essex Haven Gateway","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Essex Haven Gateway","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Essex Thames Gateway","Female","Heterosexual / straight","505","450","28120","28750"
"In post","2022","East of England","Essex Thames Gateway","Female","LGBO","25","25","[c]","[c]"
"In post","2022","East of England","Essex Thames Gateway","Female","Undeclared","50","40","26550","25110"
"In post","2022","East of England","Essex Thames Gateway","Female","Unknown","130","110","27210","25110"
"In post","2022","East of England","Essex Thames Gateway","Male","Heterosexual / straight","160","155","28760","29290"
"In post","2022","East of England","Essex Thames Gateway","Male","LGBO","10","10","[c]","[c]"
"In post","2022","East of England","Essex Thames Gateway","Male","Undeclared","20","15","[c]","[c]"
"In post","2022","East of England","Essex Thames Gateway","Male","Unknown","55","55","27400","25110"
"In post","2022","East of England","Essex Thames Gateway","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Essex Thames Gateway","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Heart of Essex","Female","Heterosexual / straight","510","470","32370","29290"
"In post","2022","East of England","Heart of Essex","Female","LGBO","40","35","29460","29290"
"In post","2022","East of England","Heart of Essex","Female","Undeclared","60","50","28050","26560"
"In post","2022","East of England","Heart of Essex","Female","Unknown","130","120","30690","26500"
"In post","2022","East of England","Heart of Essex","Male","Heterosexual / straight","350","340","34250","31550"
"In post","2022","East of England","Heart of Essex","Male","LGBO","20","20","[c]","[c]"
"In post","2022","East of England","Heart of Essex","Male","Undeclared","35","35","35280","29730"
"In post","2022","East of England","Heart of Essex","Male","Unknown","105","105","29710","28700"
"In post","2022","East of England","Heart of Essex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Heart of Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Hertfordshire CC","Female","Heterosexual / straight","1245","1155","35250","30210"
"In post","2022","East of England","Hertfordshire CC","Female","LGBO","55","55","32840","29880"
"In post","2022","East of England","Hertfordshire CC","Female","Undeclared","125","115","34170","30340"
"In post","2022","East of England","Hertfordshire CC","Female","Unknown","280","255","35560","30750"
"In post","2022","East of England","Hertfordshire CC","Male","Heterosexual / straight","795","785","37120","32120"
"In post","2022","East of England","Hertfordshire CC","Male","LGBO","50","50","35930","30750"
"In post","2022","East of England","Hertfordshire CC","Male","Undeclared","90","85","36410","33450"
"In post","2022","East of England","Hertfordshire CC","Male","Unknown","205","200","36580","32120"
"In post","2022","East of England","Hertfordshire CC","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Hertfordshire CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Luton","Female","Heterosexual / straight","245","220","26860","27370"
"In post","2022","East of England","Luton","Female","LGBO","15","15","[c]","[c]"
"In post","2022","East of England","Luton","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","East of England","Luton","Female","Unknown","45","40","26840","27570"
"In post","2022","East of England","Luton","Male","Heterosexual / straight","165","155","29160","27570"
"In post","2022","East of England","Luton","Male","LGBO","10","10","[c]","[c]"
"In post","2022","East of England","Luton","Male","Undeclared","25","20","[c]","[c]"
"In post","2022","East of England","Luton","Male","Unknown","35","30","27410","26130"
"In post","2022","East of England","Luton","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Luton","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","North and West Norfolk","Female","Heterosexual / straight","330","295","26830","25730"
"In post","2022","East of England","North and West Norfolk","Female","LGBO","20","20","[c]","[c]"
"In post","2022","East of England","North and West Norfolk","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","East of England","North and West Norfolk","Female","Unknown","50","45","26420","25440"
"In post","2022","East of England","North and West Norfolk","Male","Heterosexual / straight","405","390","29450","28010"
"In post","2022","East of England","North and West Norfolk","Male","LGBO","10","10","[c]","[c]"
"In post","2022","East of England","North and West Norfolk","Male","Undeclared","45","40","31970","31650"
"In post","2022","East of England","North and West Norfolk","Male","Unknown","60","55","28930","27570"
"In post","2022","East of England","North and West Norfolk","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","North and West Norfolk","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Norwich and East Norfolk","Female","Heterosexual / straight","745","655","28300","27570"
"In post","2022","East of England","Norwich and East Norfolk","Female","LGBO","50","50","27490","24000"
"In post","2022","East of England","Norwich and East Norfolk","Female","Undeclared","90","80","29600","27570"
"In post","2022","East of England","Norwich and East Norfolk","Female","Unknown","185","150","28630","26550"
"In post","2022","East of England","Norwich and East Norfolk","Male","Heterosexual / straight","640","615","30820","27570"
"In post","2022","East of England","Norwich and East Norfolk","Male","LGBO","45","45","28730","26830"
"In post","2022","East of England","Norwich and East Norfolk","Male","Undeclared","105","100","31340","27570"
"In post","2022","East of England","Norwich and East Norfolk","Male","Unknown","145","140","31570","27570"
"In post","2022","East of England","Norwich and East Norfolk","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Norwich and East Norfolk","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Peterborough","Female","Heterosexual / straight","775","680","28250","25310"
"In post","2022","East of England","Peterborough","Female","LGBO","25","25","[c]","[c]"
"In post","2022","East of England","Peterborough","Female","Undeclared","100","85","27660","27130"
"In post","2022","East of England","Peterborough","Female","Unknown","100","90","27720","26220"
"In post","2022","East of England","Peterborough","Male","Heterosexual / straight","465","445","30390","27470"
"In post","2022","East of England","Peterborough","Male","LGBO","15","15","[c]","[c]"
"In post","2022","East of England","Peterborough","Male","Undeclared","80","75","29640","27130"
"In post","2022","East of England","Peterborough","Male","Unknown","70","65","31850","27130"
"In post","2022","East of England","Peterborough","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Peterborough","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Southend-on-Sea","Female","Heterosexual / straight","370","320","31850","29290"
"In post","2022","East of England","Southend-on-Sea","Female","LGBO","25","25","[c]","[c]"
"In post","2022","East of England","Southend-on-Sea","Female","Undeclared","75","65","31740","29360"
"In post","2022","East of England","Southend-on-Sea","Female","Unknown","185","160","32250","28920"
"In post","2022","East of England","Southend-on-Sea","Male","Heterosexual / straight","265","250","37230","33400"
"In post","2022","East of England","Southend-on-Sea","Male","LGBO","15","15","[c]","[c]"
"In post","2022","East of England","Southend-on-Sea","Male","Undeclared","50","45","37740","35980"
"In post","2022","East of England","Southend-on-Sea","Male","Unknown","115","110","33610","33080"
"In post","2022","East of England","Southend-on-Sea","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Southend-on-Sea","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Suffolk CC","Female","Heterosexual / straight","1505","1360","28780","26930"
"In post","2022","East of England","Suffolk CC","Female","LGBO","80","75","28580","27570"
"In post","2022","East of England","Suffolk CC","Female","Undeclared","180","160","28420","27570"
"In post","2022","East of England","Suffolk CC","Female","Unknown","490","430","28740","26820"
"In post","2022","East of England","Suffolk CC","Male","Heterosexual / straight","1330","1295","30850","28550"
"In post","2022","East of England","Suffolk CC","Male","LGBO","60","60","28800","27570"
"In post","2022","East of England","Suffolk CC","Male","Undeclared","220","210","30380","27930"
"In post","2022","East of England","Suffolk CC","Male","Unknown","465","450","31410","28890"
"In post","2022","East of England","Suffolk CC","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Suffolk CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Thurrock","Female","Heterosexual / straight","120","110","27630","27330"
"In post","2022","East of England","Thurrock","Female","LGBO","5","5","[c]","[c]"
"In post","2022","East of England","Thurrock","Female","Undeclared","20","15","[c]","[c]"
"In post","2022","East of England","Thurrock","Female","Unknown","30","30","25470","24880"
"In post","2022","East of England","Thurrock","Male","Heterosexual / straight","135","130","27770","25840"
"In post","2022","East of England","Thurrock","Male","LGBO","5","5","[c]","[c]"
"In post","2022","East of England","Thurrock","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","East of England","Thurrock","Male","Unknown","25","25","[c]","[c]"
"In post","2022","East of England","Thurrock","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Thurrock","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","West Essex","Female","Heterosexual / straight","275","245","31880","29290"
"In post","2022","East of England","West Essex","Female","LGBO","10","10","[c]","[c]"
"In post","2022","East of England","West Essex","Female","Undeclared","30","25","[c]","[c]"
"In post","2022","East of England","West Essex","Female","Unknown","40","35","37610","29360"
"In post","2022","East of England","West Essex","Male","Heterosexual / straight","255","235","30810","27370"
"In post","2022","East of England","West Essex","Male","LGBO","10","10","[c]","[c]"
"In post","2022","East of England","West Essex","Male","Undeclared","35","35","29860","27370"
"In post","2022","East of England","West Essex","Male","Unknown","35","30","29490","29290"
"In post","2022","East of England","West Essex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","West Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","Barking & Dagenham and Havering","Female","Heterosexual / straight","330","295","31730","31060"
"In post","2022","London","Barking & Dagenham and Havering","Female","LGBO","10","5","[c]","[c]"
"In post","2022","London","Barking & Dagenham and Havering","Female","Undeclared","30","25","[c]","[c]"
"In post","2022","London","Barking & Dagenham and Havering","Female","Unknown","75","65","30380","31060"
"In post","2022","London","Barking & Dagenham and Havering","Male","Heterosexual / straight","170","165","32370","31060"
"In post","2022","London","Barking & Dagenham and Havering","Male","LGBO","10","10","[c]","[c]"
"In post","2022","London","Barking & Dagenham and Havering","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","London","Barking & Dagenham and Havering","Male","Unknown","60","60","31920","31060"
"In post","2022","London","Barking & Dagenham and Havering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","Barking & Dagenham and Havering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","Barnet","Female","Heterosexual / straight","790","730","36630","32330"
"In post","2022","London","Barnet","Female","LGBO","40","40","35630","32330"
"In post","2022","London","Barnet","Female","Undeclared","95","85","36590","32330"
"In post","2022","London","Barnet","Female","Unknown","210","190","45540","36650"
"In post","2022","London","Barnet","Male","Heterosexual / straight","430","415","40050","32970"
"In post","2022","London","Barnet","Male","LGBO","25","25","[c]","[c]"
"In post","2022","London","Barnet","Male","Undeclared","70","65","45350","40070"
"In post","2022","London","Barnet","Male","Unknown","130","130","46220","41950"
"In post","2022","London","Barnet","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","Barnet","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","Bexley and Greenwich","Female","Heterosexual / straight","635","595","31230","31060"
"In post","2022","London","Bexley and Greenwich","Female","LGBO","40","40","32430","31470"
"In post","2022","London","Bexley and Greenwich","Female","Undeclared","65","60","31520","31060"
"In post","2022","London","Bexley and Greenwich","Female","Unknown","200","190","29210","29020"
"In post","2022","London","Bexley and Greenwich","Male","Heterosexual / straight","560","550","34200","33490"
"In post","2022","London","Bexley and Greenwich","Male","LGBO","25","25","[c]","[c]"
"In post","2022","London","Bexley and Greenwich","Male","Undeclared","70","65","35220","34350"
"In post","2022","London","Bexley and Greenwich","Male","Unknown","195","190","31970","31790"
"In post","2022","London","Bexley and Greenwich","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","Bexley and Greenwich","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","Brent","Female","Heterosexual / straight","245","225","31470","31060"
"In post","2022","London","Brent","Female","LGBO","10","10","[c]","[c]"
"In post","2022","London","Brent","Female","Undeclared","50","45","30650","30620"
"In post","2022","London","Brent","Female","Unknown","90","75","31200","30460"
"In post","2022","London","Brent","Male","Heterosexual / straight","135","130","33620","31060"
"In post","2022","London","Brent","Male","LGBO","5","5","[c]","[c]"
"In post","2022","London","Brent","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","London","Brent","Male","Unknown","60","60","33120","31060"
"In post","2022","London","Brent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","Brent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","Bromley","Female","Heterosexual / straight","305","280","31260","31060"
"In post","2022","London","Bromley","Female","LGBO","15","15","[c]","[c]"
"In post","2022","London","Bromley","Female","Undeclared","35","35","34470","31880"
"In post","2022","London","Bromley","Female","Unknown","65","55","32260","31880"
"In post","2022","London","Bromley","Male","Heterosexual / straight","105","100","33200","31060"
"In post","2022","London","Bromley","Male","LGBO","10","10","[c]","[c]"
"In post","2022","London","Bromley","Male","Undeclared","15","15","[c]","[c]"
