"Status","Year","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Black","Finance","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","40","[c]","32660","31180"
"Leaver CS","2022","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","35","[c]","40520","33310"
"Leaver CS","2022","Black","No function","955","[c]","31130","29290"
"Leaver CS","2022","Black","Project Delivery","35","[c]","39220","40380"
"Leaver CS","2022","Black","Property","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","255","[c]","30930","28670"
"Leaver CS","2022","Mixed","Analysis","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","25","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","30","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","No function","565","[c]","30020","27570"
"Leaver CS","2022","Mixed","Project Delivery","25","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","145","[c]","31550","27570"
"Leaver CS","2022","Other ethnicity","Analysis","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","170","[c]","34460","31060"
"Leaver CS","2022","Other ethnicity","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","60","[c]","28870","24900"
"Leaver CS","2022","Undeclared","Commercial","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","35","[c]","29270","27570"
"Leaver CS","2022","Undeclared","Debt","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","100","[c]","39680","36840"
"Leaver CS","2022","Undeclared","Finance","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Grants Management","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","845","[c]","33050","27570"
"Leaver CS","2022","Undeclared","Project Delivery","70","[c]","40990","38780"
"Leaver CS","2022","Undeclared","Property","55","[c]","33690","27000"
"Leaver CS","2022","Undeclared","Security","45","[c]","33860","36460"
"Leaver CS","2022","Undeclared","Unknown","465","[c]","31940","29080"
"Leaver CS","2022","Unknown","Analysis","80","[c]","35260","32000"
"Leaver CS","2022","Unknown","Commercial","215","[c]","68820","65000"
"Leaver CS","2022","Unknown","Communications","135","[c]","43540","40000"
"Leaver CS","2022","Unknown","Counter Fraud","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","300","[c]","39930","36960"
"Leaver CS","2022","Unknown","Finance","95","[c]","36150","31330"
"Leaver CS","2022","Unknown","Grants Management","75","[c]","22570","21300"
"Leaver CS","2022","Unknown","Human Resources","95","[c]","29790","27130"
"Leaver CS","2022","Unknown","Internal Audit","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","85","[c]","46690","50120"
"Leaver CS","2022","Unknown","No function","4660","[c]","29530","25120"
"Leaver CS","2022","Unknown","Project Delivery","195","[c]","37650","33930"
"Leaver CS","2022","Unknown","Property","130","[c]","27460","22040"
"Leaver CS","2022","Unknown","Security","145","[c]","29280","26670"
"Leaver CS","2022","Unknown","Unknown","3025","[c]","31070","27570"
"Leaver CS","2022","White","Analysis","310","[c]","39160","35900"
"Leaver CS","2022","White","Commercial","240","[c]","43210","37980"
"Leaver CS","2022","White","Communications","210","[c]","40800","37300"
"Leaver CS","2022","White","Counter Fraud","255","[c]","29320","27570"
"Leaver CS","2022","White","Debt","165","[c]","22600","21260"
"Leaver CS","2022","White","Digital, Data & Technology","800","[c]","42290","38770"
"Leaver CS","2022","White","Finance","310","[c]","40350","36240"
"Leaver CS","2022","White","Grants Management","75","[c]","25270","24920"
"Leaver CS","2022","White","Human Resources","440","[c]","36330","31890"
"Leaver CS","2022","White","Internal Audit","40","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","500","[c]","47500","50500"
"Leaver CS","2022","White","No function","15950","[c]","31710","27570"
"Leaver CS","2022","White","Project Delivery","920","[c]","39210","35630"
"Leaver CS","2022","White","Property","385","[c]","34330","30000"
"Leaver CS","2022","White","Security","590","[c]","32800","32000"
"Leaver CS","2022","White","Unknown","6935","[c]","32090","26670"
"Leaver Dept.","2022","Asian","Analysis","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","90","[c]","42310","37430"
"Leaver Dept.","2022","Asian","Finance","75","[c]","39170","36810"
"Leaver Dept.","2022","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","60","[c]","33300","32000"
"Leaver Dept.","2022","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","No function","1630","[c]","36170","30710"
"Leaver Dept.","2022","Asian","Project Delivery","55","[c]","40240","36920"
"Leaver Dept.","2022","Asian","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","365","[c]","33170","28850"
"Leaver Dept.","2022","Black","Analysis","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","45","[c]","37980","32650"
"Leaver Dept.","2022","Black","Finance","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","60","[c]","35720","32330"
"Leaver Dept.","2022","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","850","[c]","36190","31060"
"Leaver Dept.","2022","Black","Project Delivery","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","145","[c]","35740","35050"
"Leaver Dept.","2022","Mixed","Analysis","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","No function","420","[c]","37340","32330"
"Leaver Dept.","2022","Mixed","Project Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","95","[c]","34460","31140"
"Leaver Dept.","2022","Other ethnicity","Analysis","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","No function","130","[c]","41130","33300"
"Leaver Dept.","2022","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","45","[c]","34930","31320"
"Leaver Dept.","2022","Undeclared","Commercial","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","45","[c]","41560","36330"
"Leaver Dept.","2022","Undeclared","Finance","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","No function","715","[c]","42330","37480"
"Leaver Dept.","2022","Undeclared","Project Delivery","35","[c]","43240","40580"
"Leaver Dept.","2022","Undeclared","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","115","[c]","35620","32560"
"Leaver Dept.","2022","Unknown","Analysis","150","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","180","[c]","49470","49700"
"Leaver Dept.","2022","Unknown","Communications","150","[c]","42550","38640"
"Leaver Dept.","2022","Unknown","Counter Fraud","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Debt","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","160","[c]","41060","38650"
"Leaver Dept.","2022","Unknown","Finance","155","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Grants Management","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","95","[c]","37180","31990"
"Leaver Dept.","2022","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","55","[c]","48370","52560"
"Leaver Dept.","2022","Unknown","No function","2245","[c]","36430","32000"
"Leaver Dept.","2022","Unknown","Project Delivery","65","[c]","44500","39300"
"Leaver Dept.","2022","Unknown","Property","40","[c]","28340","25250"
"Leaver Dept.","2022","Unknown","Security","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","930","[c]","35810","31060"
"Leaver Dept.","2022","White","Analysis","270","[c]","42440","38020"
"Leaver Dept.","2022","White","Commercial","215","[c]","43310","40040"
"Leaver Dept.","2022","White","Communications","245","[c]","43440","37850"
"Leaver Dept.","2022","White","Counter Fraud","100","[c]","32210","27570"
"Leaver Dept.","2022","White","Debt","35","[c]","24210","21260"
"Leaver Dept.","2022","White","Digital, Data & Technology","410","[c]","42270","38000"
"Leaver Dept.","2022","White","Finance","295","[c]","42380","37590"
"Leaver Dept.","2022","White","Grants Management","30","[c]","26380","24920"
"Leaver Dept.","2022","White","Human Resources","485","[c]","38770","32330"
"Leaver Dept.","2022","White","Internal Audit","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","110","[c]","45960","50500"
"Leaver Dept.","2022","White","No function","8790","[c]","39420","33210"
"Leaver Dept.","2022","White","Project Delivery","490","[c]","39320","35370"
"Leaver Dept.","2022","White","Property","105","[c]","40400","34770"
"Leaver Dept.","2022","White","Security","105","[c]","38160","34590"
"Leaver Dept.","2022","White","Unknown","2070","[c]","36130","29080"
"New entrant CS","2022","Asian","Analysis","135","[c]","32520","30710"
"New entrant CS","2022","Asian","Commercial","65","[c]","35440","33510"
"New entrant CS","2022","Asian","Communications","190","[c]","27230","26590"
"New entrant CS","2022","Asian","Counter Fraud","170","[c]","27290","26590"
"New entrant CS","2022","Asian","Debt","160","[c]","21550","21250"
"New entrant CS","2022","Asian","Digital, Data & Technology","295","[c]","38850","35900"
"New entrant CS","2022","Asian","Finance","130","[c]","33390","31060"
"New entrant CS","2022","Asian","Grants Management","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","100","[c]","31130","27570"
"New entrant CS","2022","Asian","Internal Audit","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","185","[c]","37310","38000"
"New entrant CS","2022","Asian","No function","3095","[c]","28290","27570"
"New entrant CS","2022","Asian","Project Delivery","135","[c]","36880","33080"
"New entrant CS","2022","Asian","Property","50","[c]","35790","32560"
"New entrant CS","2022","Asian","Security","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","355","[c]","28820","27570"
"New entrant CS","2022","Black","Analysis","45","[c]","32250","30710"
"New entrant CS","2022","Black","Commercial","40","[c]","34040","30750"
"New entrant CS","2022","Black","Communications","55","[c]","28740","26590"
"New entrant CS","2022","Black","Counter Fraud","60","[c]","27460","27080"
"New entrant CS","2022","Black","Debt","40","[c]","21410","21250"
"New entrant CS","2022","Black","Digital, Data & Technology","160","[c]","37370","34550"
"New entrant CS","2022","Black","Finance","50","[c]","35150","33080"
"New entrant CS","2022","Black","Grants Management","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","60","[c]","29880","27570"
"New entrant CS","2022","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","85","[c]","32250","26950"
"New entrant CS","2022","Black","No function","1885","[c]","29190","27850"
"New entrant CS","2022","Black","Project Delivery","55","[c]","37920","37300"
"New entrant CS","2022","Black","Property","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","140","[c]","31890","28650"
"New entrant CS","2022","Mixed","Analysis","45","[c]","32870","31500"
"New entrant CS","2022","Mixed","Commercial","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","35","[c]","30970","28500"
"New entrant CS","2022","Mixed","Counter Fraud","40","[c]","28320","27530"
"New entrant CS","2022","Mixed","Debt","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","70","[c]","34770","32790"
"New entrant CS","2022","Mixed","Finance","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","55","[c]","33180","28310"
"New entrant CS","2022","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","40","[c]","36760","35850"
"New entrant CS","2022","Mixed","No function","1090","[c]","28830","27500"
"New entrant CS","2022","Mixed","Project Delivery","45","[c]","32040","29230"
"New entrant CS","2022","Mixed","Property","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","115","[c]","29200","27230"
"New entrant CS","2022","Other ethnicity","Analysis","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","285","[c]","28950","27570"
"New entrant CS","2022","Other ethnicity","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","35","[c]","28270","28110"
"New entrant CS","2022","Undeclared","Analysis","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","80","[c]","39780","37070"
