"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","20-29","Home Office","Other","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Policy","EO","35","[c]","28440","28650"
"New entrant CS","2022","20-29","Home Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Policy","SEO/HEO","30","[c]","36240","35050"
"New entrant CS","2022","20-29","Home Office","Project Delivery","EO","20","[c]","27550","28650"
"New entrant CS","2022","20-29","Home Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Project Delivery","SEO/HEO","40","[c]","34950","35050"
"New entrant CS","2022","20-29","Home Office","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Social Research","EO","30","[c]","32390","33650"
"New entrant CS","2022","20-29","Home Office","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Statistics","AA/AO","40","[c]","22100","22460"
"New entrant CS","2022","20-29","Home Office","Statistics","EO","10","[c]","29600","30130"
"New entrant CS","2022","20-29","Home Office","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Operational Delivery","AA/AO","30","[c]","21810","21810"
"New entrant CS","2022","20-29","Intellectual Property Office","Operational Delivery","EO","10","[c]","24750","24030"
"New entrant CS","2022","20-29","Intellectual Property Office","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Science and Engineering","EO","10","[c]","30740","30410"
"New entrant CS","2022","20-29","Intellectual Property Office","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal Aid Agency","Operational Delivery","AA/AO","45","[c]","21030","20970"
"New entrant CS","2022","20-29","Legal Aid Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Operational Delivery","AA/AO","30","[c]","25210","26840"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Operational Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Policy","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Digital, Data and Technology","AA/AO","45","[c]","17680","17900"
"New entrant CS","2022","20-29","Met Office","Digital, Data and Technology","EO","15","[c]","24570","24400"
"New entrant CS","2022","20-29","Met Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Project Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Science and Engineering","AA/AO","25","[c]","21020","20910"
"New entrant CS","2022","20-29","Met Office","Science and Engineering","EO","10","[c]","24970","24580"
"New entrant CS","2022","20-29","Met Office","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Commercial","AA/AO","10","[c]","21540","21170"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Commercial","EO","30","[c]","26250","26350"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Communications","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Communications","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Communications","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Digital, Data and Technology","AA/AO","15","[c]","21110","21170"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Digital, Data and Technology","EO","20","[c]","26260","26350"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SEO/HEO","15","[c]","34770","33000"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Finance","AA/AO","10","[c]","21170","21170"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Finance","EO","35","[c]","24460","26350"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Finance","SEO/HEO","20","[c]","38400","37000"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Human Resources","AA/AO","40","[c]","21190","21170"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Human Resources","EO","15","[c]","24050","26350"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Human Resources","SEO/HEO","10","[c]","33360","37000"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Intelligence Analysis","EO","40","[c]","27970","28700"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Knowledge and Information Management","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Medicine","AA/AO","10","[c]","23150","21830"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Medicine","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Medicine","SEO/HEO","10","[c]","33900","34170"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Other","AA/AO","115","[c]","20920","21170"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Other","EO","40","[c]","24900","26350"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Other","SEO/HEO","10","[c]","33760","33000"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Policy","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Policy","EO","10","[c]","28160","27200"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Policy","SEO/HEO","20","[c]","39890","37000"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Project Delivery","EO","15","[c]","26500","26350"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Project Delivery","SEO/HEO","40","[c]","36360","35000"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Property","AA/AO","20","[c]","19390","19010"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Property","EO","20","[c]","26140","26350"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Property","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Science and Engineering","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Science and Engineering","EO","15","[c]","26950","26350"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Science and Engineering","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Security","AA/AO","180","[c]","24250","23540"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Statistics","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Statistics","EO","15","[c]","27660","27850"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Statistics","SEO/HEO","10","[c]","37630","38250"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Commercial","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Communications","SEO/HEO","15","[c]","35290","34260"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Digital, Data and Technology","SEO/HEO","20","[c]","37720","36200"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Economics","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Finance","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Human Resources","SEO/HEO","10","[c]","32070","30450"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Knowledge and Information Management","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Operational Delivery","AA/AO","30","[c]","21080","20970"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Operational Delivery","EO","50","[c]","27950","28310"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Operational Delivery","SEO/HEO","25","[c]","35650","34260"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Operational Research","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Policy","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Policy","SEO/HEO","25","[c]","35660","34260"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Security","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Social Research","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Statistics","EO","15","[c]","26930","28310"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Operational Delivery","AA/AO","25","[c]","22470","24470"
"New entrant CS","2022","20-29","National Crime Agency","Operational Delivery","EO","85","[c]","32980","32260"
"New entrant CS","2022","20-29","National Crime Agency","Operational Delivery","SEO/HEO","15","[c]","42470","41090"
"New entrant CS","2022","20-29","National Crime Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Crime Agency","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Infrastructure Commission","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Infrastructure Commission","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Infrastructure Commission","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Records of Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Records of Scotland","Unknown","EO","10","[c]","27610","27230"
"New entrant CS","2022","20-29","National Savings and Investments","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Savings and Investments","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Savings and Investments","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Savings and Investments","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Savings and Investments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","Policy","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Budget Responsibility","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Budget Responsibility","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Budget Responsibility","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Other","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Other","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
