"Status","Year","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Property","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Other","10","[c]","29810","20750"
"Leaver CS","2022","Property","Ministry of Defence","Property","185","[c]","31320","33000"
"Leaver CS","2022","Property","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Other","20","[c]","27910","26900"
"Leaver CS","2022","Property","Scottish Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","Unknown","75","[c]","32950","32000"
"Leaver CS","2022","Security","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Security","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Security","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","Security","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Security","20","[c]","34530","33390"
"Leaver CS","2022","Security","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Intelligence Analysis","60","[c]","34880","33300"
"Leaver CS","2022","Security","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Security","595","[c]","31280","26750"
"Leaver CS","2022","Security","Ministry of Justice","Security","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","Security","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","40","[c]","32500","24030"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","10","[c]","28160","24370"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Other","25","[c]","27200","21270"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Planning Inspectors","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Policy","25","[c]","45970","37070"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Unknown","1280","[c]","26180","25880"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","200","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","4530","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Communications","20","[c]","40660","41970"
"Leaver CS","2022","Unknown","Home Office","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Digital, Data and Technology","120","[c]","51880","45600"
"Leaver CS","2022","Unknown","Home Office","Economics","15","[c]","31940","35050"
"Leaver CS","2022","Unknown","Home Office","Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Human Resources","40","[c]","42180","35050"
"Leaver CS","2022","Unknown","Home Office","Intelligence Analysis","70","[c]","28140","27370"
"Leaver CS","2022","Unknown","Home Office","Knowledge and Information Management","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","1400","[c]","27680","25310"
"Leaver CS","2022","Unknown","Home Office","Operational Research","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Other","145","[c]","32490","26160"
"Leaver CS","2022","Unknown","Home Office","Policy","120","[c]","48250","41970"
"Leaver CS","2022","Unknown","Home Office","Project Delivery","65","[c]","47570","41950"
"Leaver CS","2022","Unknown","Home Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Science and Engineering","15","[c]","53440","63280"
"Leaver CS","2022","Unknown","Home Office","Security","20","[c]","36120","33900"
"Leaver CS","2022","Unknown","Home Office","Social Research","10","[c]","39730","40820"
"Leaver CS","2022","Unknown","Home Office","Statistics","10","[c]","26150","22460"
"Leaver CS","2022","Unknown","Ministry of Defence","Finance","160","[c]","35490","33300"
"Leaver CS","2022","Unknown","Ministry of Defence","Medicine","265","[c]","41480","37280"
"Leaver CS","2022","Unknown","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Other","1440","[c]","27390","22080"
"Leaver CS","2022","Unknown","Ministry of Defence","Policy","55","[c]","42420","40580"
"Leaver CS","2022","Unknown","Ministry of Defence","Science and Engineering","190","[c]","32360","26680"
"Leaver CS","2022","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Other","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Unknown","785","[c]","38670","31950"
"Leaver CS","2022","Unknown","Welsh Government","Communications","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Finance","15","[c]","46570","30990"
"Leaver CS","2022","Unknown","Welsh Government","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Medicine","10","[c]","55590","38030"
"Leaver CS","2022","Unknown","Welsh Government","Operational Delivery","80","[c]","37320","28850"
"Leaver CS","2022","Unknown","Welsh Government","Other","25","[c]","39000","37410"
"Leaver CS","2022","Unknown","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Policy","65","[c]","48390","38160"
"Leaver CS","2022","Unknown","Welsh Government","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Economics","20","[c]","39610","31740"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","10","[c]","49490","47270"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education","Digital, Data and Technology","10","[c]","49730","45540"
"Leaver Dept.","2022","Analysis","Department for Education","Policy","20","[c]","45610","45250"
"Leaver Dept.","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","Economics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","Economics","25","[c]","43210","34710"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","15","[c]","46440","42980"
"Leaver Dept.","2022","Analysis","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Transport","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","Policy","15","[c]","42680","37380"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Economics","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Unknown","110","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Estyn","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury","Economics","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence","Geography","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence","Operational Research","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence","Science and Engineering","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence","Statistics","20","[c]","44410","43580"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Economics","15","[c]","37880","30210"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Operational Delivery","15","[c]","33260","30210"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Social Research","25","[c]","34960","33060"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Statistics","25","[c]","34360","29540"
"Leaver Dept.","2022","Analysis","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office","Commercial","20","[c]","43630","39360"
"Leaver Dept.","2022","Commercial","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office","Unknown","40","[c]","51480","54700"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education","Commercial","15","[c]","39080","36780"
"Leaver Dept.","2022","Commercial","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Environment, Food and Rural Affairs","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Transport","Commercial","10","[c]","34850","31770"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care","Commercial","255","[c]","47660","46000"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office","Commercial","15","[c]","40290","38500"
"Leaver Dept.","2022","Commercial","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence","Commercial","50","[c]","37610","37400"
"Leaver Dept.","2022","Commercial","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Export Finance","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Attorney General's Departments","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office","Unknown","70","[c]","44260","39370"
"Leaver Dept.","2022","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Competition and Markets Authority","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Business, Energy and Industrial Strategy","Communications","20","[c]","45840","38370"
"Leaver Dept.","2022","Communications","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Education","Communications","15","[c]","31120","29000"
"Leaver Dept.","2022","Communications","Department for Environment, Food and Rural Affairs","Communications","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for International Trade","Communications","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Levelling Up, Housing and Communities","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Transport","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","Knowledge and Information Management","15","[c]","46070","45080"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","Communications","215","[c]","43530","39180"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","Communications","15","[c]","37470","40640"
"Leaver Dept.","2022","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","Communications","10","[c]","40970","36900"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","Counter Fraud","15","[c]","39490","40270"
"Leaver Dept.","2022","Counter Fraud","Cabinet Office","Unknown","15","[c]","40190","34160"
"Leaver Dept.","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","10","[c]","28400","25510"
"Leaver Dept.","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Transport","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Work and Pensions","Counter Fraud","75","[c]","28510","27570"
"Leaver Dept.","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","20","[c]","26620","27570"
"Leaver Dept.","2022","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Department for Work and Pensions","Other","55","[c]","23190","21260"
"Leaver Dept.","2022","Debt","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Attorney General's Departments","Digital, Data and Technology","10","[c]","39950","32140"
"Leaver Dept.","2022","Digital, Data & Technology","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Cabinet Office","Unknown","60","[c]","48310","54700"
"Leaver Dept.","2022","Digital, Data & Technology","Charity Commission","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","35","[c]","42080","37120"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Education","Digital, Data and Technology","50","[c]","43450","42980"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Education","Policy","20","[c]","40600","36500"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Transport","Digital, Data and Technology","40","[c]","36000","31040"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Work and Pensions","Digital, Data and Technology","115","[c]","41510","36650"
"Leaver Dept.","2022","Digital, Data & Technology","Department of Health and Social Care","Digital, Data and Technology","265","[c]","44040","38990"
"Leaver Dept.","2022","Digital, Data & Technology","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Digital, Data and Technology","10","[c]","37350","39060"
"Leaver Dept.","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
