"Status","Year","Disability","Region_ITL2","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","SEO/HEO","60","55","35730","33840"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","60","55","29780","28320"
"In post","2022","Declared disabled","Eastern Scotland","Outside London","AA/AO","600","550","22680","21260"
"In post","2022","Declared disabled","Eastern Scotland","Outside London","EO","660","605","29210","27570"
"In post","2022","Declared disabled","Eastern Scotland","Outside London","G6/G7","230","220","61370","62170"
"In post","2022","Declared disabled","Eastern Scotland","Outside London","SCS level","15","15","[c]","[c]"
"In post","2022","Declared disabled","Eastern Scotland","Outside London","SEO/HEO","555","530","38750","37710"
"In post","2022","Declared disabled","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Essex","Outside London","AA/AO","185","165","23370","23230"
"In post","2022","Declared disabled","Essex","Outside London","EO","305","275","29240","29290"
"In post","2022","Declared disabled","Essex","Outside London","G6/G7","30","25","59590","55610"
"In post","2022","Declared disabled","Essex","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Essex","Outside London","SEO/HEO","100","95","37740","37420"
"In post","2022","Declared disabled","Essex","Outside London","Unknown","65","60","28510","28200"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","420","375","22130","21260"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","685","625","26310","26930"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","395","385","55700","54540"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","20","20","[c]","[c]"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","1220","1170","36150","35900"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","290","275","34770","32570"
"In post","2022","Declared disabled","Greater Manchester","Outside London","AA/AO","680","605","21560","21260"
"In post","2022","Declared disabled","Greater Manchester","Outside London","EO","720","660","27060","27570"
"In post","2022","Declared disabled","Greater Manchester","Outside London","G6/G7","230","225","56860","55210"
"In post","2022","Declared disabled","Greater Manchester","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","Greater Manchester","Outside London","SEO/HEO","580","545","35360","33430"
"In post","2022","Declared disabled","Greater Manchester","Outside London","Unknown","170","160","31260","30210"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","Outside London","AA/AO","520","435","21840","21250"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","Outside London","EO","450","415","27360","27570"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","Outside London","G6/G7","125","115","56140","53500"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","Outside London","SEO/HEO","470","440","36160","34390"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","Outside London","Unknown","85","80","30220","28200"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","180","155","22980","21260"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","135","125","27320","27570"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","25","20","[c]","[c]"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","70","65","35990","35630"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","75","70","29950","28200"
"In post","2022","Declared disabled","Highlands and Islands","Outside London","AA/AO","65","55","22470","21260"
"In post","2022","Declared disabled","Highlands and Islands","Outside London","EO","90","80","28720","27570"
"In post","2022","Declared disabled","Highlands and Islands","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Highlands and Islands","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Highlands and Islands","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inner London - East","London","AA/AO","330","300","25610","25110"
"In post","2022","Declared disabled","Inner London - East","London","EO","560","525","31130","31060"
"In post","2022","Declared disabled","Inner London - East","London","G6/G7","290","280","61670","62110"
"In post","2022","Declared disabled","Inner London - East","London","SCS level","30","30","97020","88620"
"In post","2022","Declared disabled","Inner London - East","London","SEO/HEO","470","455","40220","40070"
"In post","2022","Declared disabled","Inner London - East","London","Unknown","180","175","35740","34100"
"In post","2022","Declared disabled","Inner London - West","London","AA/AO","455","420","25350","24310"
"In post","2022","Declared disabled","Inner London - West","London","EO","865","835","29690","29500"
"In post","2022","Declared disabled","Inner London - West","London","G6/G7","1795","1735","59830","57850"
"In post","2022","Declared disabled","Inner London - West","London","SCS level","265","255","88550","79200"
"In post","2022","Declared disabled","Inner London - West","London","SEO/HEO","2045","2000","38480","38160"
"In post","2022","Declared disabled","Inner London - West","London","Unknown","35","35","37370","38230"
"In post","2022","Declared disabled","Kent","Outside London","AA/AO","330","305","24300","24250"
"In post","2022","Declared disabled","Kent","Outside London","EO","380","350","28980","29290"
"In post","2022","Declared disabled","Kent","Outside London","G6/G7","25","25","[c]","[c]"
"In post","2022","Declared disabled","Kent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Kent","Outside London","SEO/HEO","160","155","38070","37450"
"In post","2022","Declared disabled","Kent","Outside London","Unknown","95","90","30120","28760"
"In post","2022","Declared disabled","Lancashire","Outside London","AA/AO","850","745","21840","21260"
"In post","2022","Declared disabled","Lancashire","Outside London","EO","685","615","27450","27570"
"In post","2022","Declared disabled","Lancashire","Outside London","G6/G7","95","85","55640","52350"
"In post","2022","Declared disabled","Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Lancashire","Outside London","SEO/HEO","340","315","35190","34240"
"In post","2022","Declared disabled","Lancashire","Outside London","Unknown","95","85","30090","28200"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","AA/AO","350","310","21900","21260"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","EO","255","235","27410","27570"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","80","75","37240","34290"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","95","85","30410","30880"
"In post","2022","Declared disabled","Lincolnshire","Outside London","AA/AO","155","145","22230","21260"
"In post","2022","Declared disabled","Lincolnshire","Outside London","EO","125","110","27610","27570"
"In post","2022","Declared disabled","Lincolnshire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Lincolnshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Lincolnshire","Outside London","SEO/HEO","70","70","36280","34430"
"In post","2022","Declared disabled","Lincolnshire","Outside London","Unknown","50","45","31410","28200"
"In post","2022","Declared disabled","Merseyside","Outside London","AA/AO","910","780","21420","21260"
"In post","2022","Declared disabled","Merseyside","Outside London","EO","790","700","26930","27570"
"In post","2022","Declared disabled","Merseyside","Outside London","G6/G7","150","145","56120","55210"
"In post","2022","Declared disabled","Merseyside","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","Merseyside","Outside London","SEO/HEO","490","465","35690","33680"
"In post","2022","Declared disabled","Merseyside","Outside London","Unknown","150","145","29730","28200"
"In post","2022","Declared disabled","North Eastern Scotland","Outside London","AA/AO","35","35","23280","21260"
"In post","2022","Declared disabled","North Eastern Scotland","Outside London","EO","45","40","28420","27570"
"In post","2022","Declared disabled","North Eastern Scotland","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","North Eastern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North Eastern Scotland","Outside London","SEO/HEO","50","45","43380","39660"
"In post","2022","Declared disabled","North Yorkshire","Outside London","AA/AO","115","105","21730","21260"
"In post","2022","Declared disabled","North Yorkshire","Outside London","EO","130","120","26800","26670"
"In post","2022","Declared disabled","North Yorkshire","Outside London","G6/G7","60","55","54600","51160"
"In post","2022","Declared disabled","North Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North Yorkshire","Outside London","SEO/HEO","145","140","34740","33300"
"In post","2022","Declared disabled","North Yorkshire","Outside London","Unknown","35","30","29350","28200"
"In post","2022","Declared disabled","Northern Ireland","Outside London","AA/AO","125","115","21920","21250"
"In post","2022","Declared disabled","Northern Ireland","Outside London","EO","90","85","27050","26820"
"In post","2022","Declared disabled","Northern Ireland","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Outside London","SEO/HEO","100","95","35190","33370"
"In post","2022","Declared disabled","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","Outside London","AA/AO","1085","905","21330","21260"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","Outside London","EO","715","630","27160","27570"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","Outside London","G6/G7","155","150","55620","55210"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","Outside London","SEO/HEO","530","500","34910","33370"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","Outside London","Unknown","110","100","29700","28200"
"In post","2022","Declared disabled","Outer London - East and North East","London","AA/AO","145","135","25800","25110"
"In post","2022","Declared disabled","Outer London - East and North East","London","EO","260","240","31200","31060"
"In post","2022","Declared disabled","Outer London - East and North East","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Outer London - East and North East","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Outer London - East and North East","London","SEO/HEO","55","50","38780","37610"
"In post","2022","Declared disabled","Outer London - East and North East","London","Unknown","65","65","33160","32890"
"In post","2022","Declared disabled","Outer London - South","London","AA/AO","195","175","25020","25630"
"In post","2022","Declared disabled","Outer London - South","London","EO","385","360","30200","30330"
"In post","2022","Declared disabled","Outer London - South","London","G6/G7","150","145","64850","62120"
"In post","2022","Declared disabled","Outer London - South","London","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Outer London - South","London","SEO/HEO","405","385","40040","38850"
"In post","2022","Declared disabled","Outer London - South","London","Unknown","65","60","34440","32090"
"In post","2022","Declared disabled","Outer London - West and North West","London","AA/AO","195","180","25280","25110"
"In post","2022","Declared disabled","Outer London - West and North West","London","EO","400","365","30120","31050"
"In post","2022","Declared disabled","Outer London - West and North West","London","G6/G7","30","30","63360","63750"
"In post","2022","Declared disabled","Outer London - West and North West","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Outer London - West and North West","London","SEO/HEO","175","165","37910","36760"
"In post","2022","Declared disabled","Outer London - West and North West","London","Unknown","75","70","36100","35290"
"In post","2022","Declared disabled","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Overseas","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Overseas","G6/G7","100","100","59690","58030"
"In post","2022","Declared disabled","Overseas","Overseas","SCS level","15","15","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Overseas","SEO/HEO","100","100","36500","34350"
"In post","2022","Declared disabled","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Shropshire and Staffordshire","Outside London","AA/AO","405","365","22830","21260"
"In post","2022","Declared disabled","Shropshire and Staffordshire","Outside London","EO","380","345","27790","27570"
"In post","2022","Declared disabled","Shropshire and Staffordshire","Outside London","G6/G7","55","50","60320","55210"
"In post","2022","Declared disabled","Shropshire and Staffordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Shropshire and Staffordshire","Outside London","SEO/HEO","230","215","37800","36300"
"In post","2022","Declared disabled","Shropshire and Staffordshire","Outside London","Unknown","100","90","30750","28660"
"In post","2022","Declared disabled","South Yorkshire","Outside London","AA/AO","370","320","21740","21260"
"In post","2022","Declared disabled","South Yorkshire","Outside London","EO","380","335","27020","27570"
"In post","2022","Declared disabled","South Yorkshire","Outside London","G6/G7","120","115","55670","52280"
"In post","2022","Declared disabled","South Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South Yorkshire","Outside London","SEO/HEO","335","310","35140","34290"
"In post","2022","Declared disabled","South Yorkshire","Outside London","Unknown","100","90","30410","28200"
"In post","2022","Declared disabled","Southern Scotland","Outside London","AA/AO","190","160","22090","21300"
"In post","2022","Declared disabled","Southern Scotland","Outside London","EO","195","175","27120","27570"
"In post","2022","Declared disabled","Southern Scotland","Outside London","G6/G7","40","35","53030","53800"
"In post","2022","Declared disabled","Southern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Southern Scotland","Outside London","SEO/HEO","110","105","36020","33930"
"In post","2022","Declared disabled","Surrey, East and West Sussex","Outside London","AA/AO","345","305","23550","21260"
"In post","2022","Declared disabled","Surrey, East and West Sussex","Outside London","EO","375","335","28190","27570"
"In post","2022","Declared disabled","Surrey, East and West Sussex","Outside London","G6/G7","55","50","56750","55210"
"In post","2022","Declared disabled","Surrey, East and West Sussex","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Surrey, East and West Sussex","Outside London","SEO/HEO","175","165","37220","35820"
"In post","2022","Declared disabled","Surrey, East and West Sussex","Outside London","Unknown","85","80","29980","28090"
"In post","2022","Declared disabled","Tees Valley and Durham","Outside London","AA/AO","500","430","22540","21260"
"In post","2022","Declared disabled","Tees Valley and Durham","Outside London","EO","390","340","27440","27570"
"In post","2022","Declared disabled","Tees Valley and Durham","Outside London","G6/G7","55","50","55450","52670"
"In post","2022","Declared disabled","Tees Valley and Durham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Tees Valley and Durham","Outside London","SEO/HEO","180","170","35310","34290"
"In post","2022","Declared disabled","Tees Valley and Durham","Outside London","Unknown","105","100","30880","28200"
"In post","2022","Declared disabled","Unknown","Unknown","AA/AO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","EO","65","60","28460","27570"
"In post","2022","Declared disabled","Unknown","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","SEO/HEO","35","35","35160","33640"
"In post","2022","Declared disabled","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","West Central Scotland","Outside London","AA/AO","765","665","21950","21260"
"In post","2022","Declared disabled","West Central Scotland","Outside London","EO","610","550","28050","27570"
"In post","2022","Declared disabled","West Central Scotland","Outside London","G6/G7","100","95","59490","57030"
"In post","2022","Declared disabled","West Central Scotland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","West Central Scotland","Outside London","SEO/HEO","445","425","37440","35540"
"In post","2022","Declared disabled","West Central Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","West Midlands","Outside London","AA/AO","650","570","21420","21260"
"In post","2022","Declared disabled","West Midlands","Outside London","EO","815","725","27070","27570"
"In post","2022","Declared disabled","West Midlands","Outside London","G6/G7","180","170","55400","53530"
"In post","2022","Declared disabled","West Midlands","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","West Midlands","Outside London","SEO/HEO","525","495","35000","33370"
"In post","2022","Declared disabled","West Midlands","Outside London","Unknown","205","190","30220","28200"
"In post","2022","Declared disabled","West Wales and The Valleys","Outside London","AA/AO","905","760","21140","21260"
"In post","2022","Declared disabled","West Wales and The Valleys","Outside London","EO","595","535","27340","27570"
"In post","2022","Declared disabled","West Wales and The Valleys","Outside London","G6/G7","45","45","62900","60520"
"In post","2022","Declared disabled","West Wales and The Valleys","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","West Wales and The Valleys","Outside London","SEO/HEO","240","220","36890","36110"
"In post","2022","Declared disabled","West Wales and The Valleys","Outside London","Unknown","140","130","28810","28200"
"In post","2022","Declared disabled","West Yorkshire","Outside London","AA/AO","520","445","22050","21260"
"In post","2022","Declared disabled","West Yorkshire","Outside London","EO","635","575","27260","27570"
"In post","2022","Declared disabled","West Yorkshire","Outside London","G6/G7","200","190","56230","55210"
"In post","2022","Declared disabled","West Yorkshire","Outside London","SCS level","15","15","[c]","[c]"
"In post","2022","Declared disabled","West Yorkshire","Outside London","SEO/HEO","475","450","35850","34290"
"In post","2022","Declared disabled","West Yorkshire","Outside London","Unknown","175","160","31140","28200"
"In post","2022","Declared non-disabled","Bedfordshire and Hertfordshire","Outside London","AA/AO","810","750","25020","23770"
"In post","2022","Declared non-disabled","Bedfordshire and Hertfordshire","Outside London","EO","1130","1050","28900","29290"
"In post","2022","Declared non-disabled","Bedfordshire and Hertfordshire","Outside London","G6/G7","260","250","61480","60520"
"In post","2022","Declared non-disabled","Bedfordshire and Hertfordshire","Outside London","SCS level","30","30","88410","82500"
"In post","2022","Declared non-disabled","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","685","660","38660","37640"
"In post","2022","Declared non-disabled","Bedfordshire and Hertfordshire","Outside London","Unknown","235","220","30730","30210"
"In post","2022","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","2110","2000","25480","23370"
"In post","2022","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","1595","1505","29080","28170"
"In post","2022","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","530","500","60680","57600"
"In post","2022","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","40","40","93000","89910"
"In post","2022","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","1640","1575","38420","37460"
"In post","2022","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","385","365","29380","26310"
"In post","2022","Declared non-disabled","Cheshire","Outside London","AA/AO","860","775","22970","21260"
"In post","2022","Declared non-disabled","Cheshire","Outside London","EO","655","610","28620","27570"
"In post","2022","Declared non-disabled","Cheshire","Outside London","G6/G7","195","185","57030","54990"
"In post","2022","Declared non-disabled","Cheshire","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Cheshire","Outside London","SEO/HEO","590","565","38230","37230"
"In post","2022","Declared non-disabled","Cheshire","Outside London","Unknown","190","175","29720","28200"
"In post","2022","Declared non-disabled","Cornwall and Isles of Scilly","Outside London","AA/AO","490","445","21170","21260"
"In post","2022","Declared non-disabled","Cornwall and Isles of Scilly","Outside London","EO","445","405","27310","27570"
"In post","2022","Declared non-disabled","Cornwall and Isles of Scilly","Outside London","G6/G7","60","55","57700","54990"
"In post","2022","Declared non-disabled","Cornwall and Isles of Scilly","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Cornwall and Isles of Scilly","Outside London","SEO/HEO","205","200","35690","34290"
"In post","2022","Declared non-disabled","Cornwall and Isles of Scilly","Outside London","Unknown","50","40","29500","25560"
"In post","2022","Declared non-disabled","Cumbria","Outside London","AA/AO","765","685","22060","21300"
"In post","2022","Declared non-disabled","Cumbria","Outside London","EO","465","425","26180","25850"
"In post","2022","Declared non-disabled","Cumbria","Outside London","G6/G7","80","80","56110","53430"
"In post","2022","Declared non-disabled","Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Cumbria","Outside London","SEO/HEO","260","240","34350","31990"
"In post","2022","Declared non-disabled","Cumbria","Outside London","Unknown","220","205","37410","34340"
"In post","2022","Declared non-disabled","Derbyshire and Nottinghamshire","Outside London","AA/AO","2460","2235","22680","21260"
"In post","2022","Declared non-disabled","Derbyshire and Nottinghamshire","Outside London","EO","2400","2200","27210","27130"
"In post","2022","Declared non-disabled","Derbyshire and Nottinghamshire","Outside London","G6/G7","980","940","58150","55210"
"In post","2022","Declared non-disabled","Derbyshire and Nottinghamshire","Outside London","SCS level","60","60","90910","87400"
"In post","2022","Declared non-disabled","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","2575","2440","36440","33840"
"In post","2022","Declared non-disabled","Derbyshire and Nottinghamshire","Outside London","Unknown","415","375","29470","28200"
"In post","2022","Declared non-disabled","Devon","Outside London","AA/AO","1935","1720","22570","21260"
"In post","2022","Declared non-disabled","Devon","Outside London","EO","1600","1445","27260","27570"
