"Status","Year","Parent_department","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Bradford","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bradford","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bradford","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bridgend and Neath Port Talbot","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bridgend and Neath Port Talbot","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bridgend and Neath Port Talbot","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bridgend and Neath Port Talbot","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Brighton and Hove","Outside London","Heterosexual / straight","90","85","41960","35020"
"In post","2022","Attorney General's Departments","Brighton and Hove","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Brighton and Hove","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Brighton and Hove","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Bristol, City of","Outside London","Heterosexual / straight","120","115","41430","38470"
"In post","2022","Attorney General's Departments","Bristol, City of","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Bristol, City of","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Bristol, City of","Outside London","Unknown","35","30","49240","51380"
"In post","2022","Attorney General's Departments","Bromley","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bromley","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bromley","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Buckinghamshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Buckinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Buckinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Calderdale and Kirklees","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Calderdale and Kirklees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Calderdale and Kirklees","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cambridgeshire CC","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Cambridgeshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cambridgeshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cambridgeshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Camden and City of London","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Camden and City of London","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Camden and City of London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","Heterosexual / straight","170","160","40540","38180"
"In post","2022","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","Unknown","45","40","41200","38280"
"In post","2022","Attorney General's Departments","Central Hampshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Central Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Conwy and Denbighshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Conwy and Denbighshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Conwy and Denbighshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Croydon","London","Heterosexual / straight","40","35","36220","31180"
"In post","2022","Attorney General's Departments","Croydon","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Croydon","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Croydon","London","Unknown","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Derby","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derby","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derby","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derby","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon CC","Outside London","Heterosexual / straight","80","80","39190","34480"
"In post","2022","Attorney General's Departments","Devon CC","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon CC","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Dorset","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Dorset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Durham","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Durham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Ealing","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Ealing","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Ealing","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Cumbria","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","East Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Cumbria","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Derbyshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Derbyshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Derbyshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Kent","Outside London","Heterosexual / straight","80","75","37010","30110"
"In post","2022","Attorney General's Departments","East Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Kent","Outside London","Unknown","40","35","43550","35020"
"In post","2022","Attorney General's Departments","East Lothian and Midlothian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Lothian and Midlothian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Merseyside","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Merseyside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Surrey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Surrey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex Haven Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex Haven Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex Thames Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex Thames Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex Thames Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Flintshire and Wrexham","Outside London","Heterosexual / straight","50","50","38730","38180"
"In post","2022","Attorney General's Departments","Flintshire and Wrexham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Flintshire and Wrexham","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Flintshire and Wrexham","Outside London","Unknown","20","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester North East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester North East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester North East","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester North West","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester North West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester South East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester South East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester South West","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester South West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gwent Valleys","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gwent Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Haringey and Islington","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Haringey and Islington","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Haringey and Islington","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Haringey and Islington","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Harrow and Hillingdon","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Harrow and Hillingdon","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Harrow and Hillingdon","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Harrow and Hillingdon","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hartlepool and Stockton-on-Tees","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hartlepool and Stockton-on-Tees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Heart of Essex","Outside London","Heterosexual / straight","155","145","42100","40000"
"In post","2022","Attorney General's Departments","Heart of Essex","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Heart of Essex","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Heart of Essex","Outside London","Unknown","35","30","44030","38120"
"In post","2022","Attorney General's Departments","Herefordshire, County of","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, County of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hertfordshire CC","Outside London","Heterosexual / straight","140","125","42640","40000"
"In post","2022","Attorney General's Departments","Hertfordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hertfordshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hertfordshire CC","Outside London","Unknown","35","30","47590","53050"
"In post","2022","Attorney General's Departments","Hounslow and Richmond upon Thames","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Hounslow and Richmond upon Thames","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hounslow and Richmond upon Thames","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hounslow and Richmond upon Thames","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent Thames Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent Thames Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent Thames Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kingston upon Hull, City of","Outside London","Heterosexual / straight","55","50","40880","48080"
"In post","2022","Attorney General's Departments","Kingston upon Hull, City of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kingston upon Hull, City of","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kingston upon Hull, City of","Outside London","Unknown","20","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancaster and Wyre","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancaster and Wyre","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancaster and Wyre","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leeds","Outside London","Heterosexual / straight","315","295","43720","48080"
"In post","2022","Attorney General's Departments","Leeds","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Leeds","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Leeds","Outside London","Unknown","110","100","42690","48080"
"In post","2022","Attorney General's Departments","Leicester","Outside London","Heterosexual / straight","105","95","39840","38180"
"In post","2022","Attorney General's Departments","Leicester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicester","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicester","Outside London","Unknown","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire CC and Rutland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire CC and Rutland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lewisham and Southwark","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Lewisham and Southwark","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lewisham and Southwark","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lewisham and Southwark","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire CC","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Liverpool","Outside London","Heterosexual / straight","285","275","36600","30130"
"In post","2022","Attorney General's Departments","Liverpool","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Liverpool","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Liverpool","Outside London","Unknown","75","70","39880","34050"
"In post","2022","Attorney General's Departments","Luton","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Luton","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Manchester","Outside London","Heterosexual / straight","295","270","39970","34480"
"In post","2022","Attorney General's Departments","Manchester","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Manchester","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Manchester","Outside London","Unknown","50","45","41760","34480"
"In post","2022","Attorney General's Departments","Medway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Medway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Kent","Outside London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Lancashire","Outside London","Heterosexual / straight","120","115","39480","38180"
"In post","2022","Attorney General's Departments","Mid Lancashire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Lancashire","Outside London","Unknown","50","45","42060","38000"
"In post","2022","Attorney General's Departments","Monmouthshire and Newport","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Monmouthshire and Newport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Monmouthshire and Newport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North and North East Lincolnshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North and North East Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Hampshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Northamptonshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Northamptonshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Nottinghamshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Norwich and East Norfolk","Outside London","Heterosexual / straight","60","55","34710","25790"
"In post","2022","Attorney General's Departments","Norwich and East Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Norwich and East Norfolk","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Norwich and East Norfolk","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Nottingham","Outside London","Heterosexual / straight","225","210","37340","30130"
"In post","2022","Attorney General's Departments","Nottingham","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Nottingham","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Nottingham","Outside London","Unknown","55","50","41660","40760"
"In post","2022","Attorney General's Departments","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Oxfordshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Oxfordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Oxfordshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Peterborough","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Peterborough","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Portsmouth","Outside London","Heterosexual / straight","85","80","42290","32570"
"In post","2022","Attorney General's Departments","Portsmouth","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Portsmouth","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Portsmouth","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Redbridge and Waltham Forest","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Redbridge and Waltham Forest","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Redbridge and Waltham Forest","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sefton","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sefton","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sefton","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sheffield","Outside London","Heterosexual / straight","90","80","33730","27890"
"In post","2022","Attorney General's Departments","Sheffield","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sheffield","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sheffield","Outside London","Unknown","40","35","38780","28430"
"In post","2022","Attorney General's Departments","Shropshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Somerset CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Somerset CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Somerset CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South and West Derbyshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South and West Derbyshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Hampshire","Outside London","Heterosexual / straight","125","115","41670","37890"
"In post","2022","Attorney General's Departments","South Hampshire","Outside London","LGBO","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South Hampshire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South Hampshire","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","South Nottinghamshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Nottinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
