"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Rail and Road","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Government","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Government","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Government","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Government","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","The National Archives","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","The National Archives","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Water Services Regulation Authority","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","90","[c]","21180","21300"
"Leaver CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","45","[c]","25610","25830"
"Leaver CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO/HEO","20","[c]","32120","31900"
"Leaver CS","2022","Grants Management","The National Archives","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office","Unknown","AA/AO","15","[c]","21260","21050"
"Leaver CS","2022","Human Resources","Cabinet Office","Unknown","EO","10","[c]","27140","27500"
"Leaver CS","2022","Human Resources","Cabinet Office","Unknown","G6/G7","15","[c]","58790","56520"
"Leaver CS","2022","Human Resources","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office","Unknown","SEO/HEO","20","[c]","36590","37300"
"Leaver CS","2022","Human Resources","Chancellor's other departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Chancellor's other departments","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Charity Commission","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","15","[c]","36330","34170"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for International Trade","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for International Trade","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Transport","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Transport","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Transport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Transport","Human Resources","SEO/HEO","15","[c]","37230","35350"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","Human Resources","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","Human Resources","SEO/HEO","15","[c]","36790","35470"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","Operational Delivery","EO","45","[c]","27900","27570"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","Operational Delivery","SEO/HEO","10","[c]","36560","35120"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","Human Resources","EO","30","[c]","26490","27140"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","Human Resources","G6/G7","20","[c]","58790","59680"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","Human Resources","SEO/HEO","30","[c]","36260","36330"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Revenue and Customs","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Revenue and Customs","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Revenue and Customs","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Revenue and Customs","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence","Human Resources","AA/AO","60","[c]","21190","21170"
"Leaver CS","2022","Human Resources","Ministry of Defence","Human Resources","EO","25","[c]","25010","26670"
"Leaver CS","2022","Human Resources","Ministry of Defence","Human Resources","G6/G7","10","[c]","54740","56040"
"Leaver CS","2022","Human Resources","Ministry of Defence","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence","Human Resources","SEO/HEO","40","[c]","37010","36460"
"Leaver CS","2022","Human Resources","Ministry of Justice","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Gas and Electricity Markets","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Gas and Electricity Markets","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Gas and Electricity Markets","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Gas and Electricity Markets","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Rail and Road","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of the Secretary of State for Wales","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Scottish Government","Human Resources","AA/AO","10","[c]","23570","22620"
"Leaver CS","2022","Human Resources","Scottish Government","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Scottish Government","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Scottish Government","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","The National Archives","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Export Finance","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Export Finance","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Statistics Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Statistics Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Statistics Authority","Human Resources","SEO/HEO","15","[c]","31670","30400"
"Leaver CS","2022","Human Resources","Water Services Regulation Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Water Services Regulation Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Welsh Government","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Department for Transport","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Department for Transport","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HM Treasury","Internal Audit","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HM Treasury","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HM Treasury","Internal Audit","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Defence","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Defence","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Defence","Internal Audit","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Justice","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Justice","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Scottish Government","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","UK Export Finance","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","UK Statistics Authority","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Attorney General's Departments","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Attorney General's Departments","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Attorney General's Departments","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Attorney General's Departments","Legal","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Attorney General's Departments","Legal","G6/G7","275","[c]","57800","55010"
"Leaver CS","2022","Legal","Attorney General's Departments","Legal","SCS level","20","[c]","91810","84970"
"Leaver CS","2022","Legal","Attorney General's Departments","Legal","SEO/HEO","45","[c]","39070","38000"
"Leaver CS","2022","Legal","Attorney General's Departments","Operational Delivery","AA/AO","135","[c]","22130","22200"
"Leaver CS","2022","Legal","Attorney General's Departments","Operational Delivery","EO","35","[c]","27980","28430"
"Leaver CS","2022","Legal","Attorney General's Departments","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Attorney General's Departments","Operational Delivery","SEO/HEO","10","[c]","33950","33310"
"Leaver CS","2022","Legal","Attorney General's Departments","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Attorney General's Departments","Other","EO","35","[c]","27270","27350"
"Leaver CS","2022","Legal","Attorney General's Departments","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Attorney General's Departments","Other","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Attorney General's Departments","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Charity Commission","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","Legal","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Business, Energy and Industrial Strategy","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Education","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Education","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Work and Pensions","Knowledge and Information Management","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Work and Pensions","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Work and Pensions","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department of Health and Social Care","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Food Standards Agency","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Foreign, Commonwealth and Development Office","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Foreign, Commonwealth and Development Office","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","HM Land Registry","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","HM Land Registry","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","HM Land Registry","Legal","G6/G7","15","[c]","65010","65970"
"Leaver CS","2022","Legal","HM Land Registry","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","HM Land Registry","Legal","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","HM Revenue and Customs","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","HM Revenue and Customs","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","HM Revenue and Customs","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","HM Revenue and Customs","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","HM Revenue and Customs","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","HM Revenue and Customs","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Ministry of Defence","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Ministry of Defence","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Ministry of Defence","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","National Crime Agency","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","National Crime Agency","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","National Crime Agency","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office of Gas and Electricity Markets","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office of Gas and Electricity Markets","Legal","G6/G7","10","[c]","60140","54740"
"Leaver CS","2022","Legal","Office of Gas and Electricity Markets","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office of Gas and Electricity Markets","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office of Rail and Road","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office of Rail and Road","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scottish Government","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scottish Government","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scottish Government","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scottish Government","Legal","SEO/HEO","20","[c]","50960","53490"
"Leaver CS","2022","Legal","The National Archives","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","UK Export Finance","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","UK Export Finance","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","UK Supreme Court","Legal","SEO/HEO","10","[c]","37650","37230"
"Leaver CS","2022","Legal","UK Supreme Court","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","UK Supreme Court","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Water Services Regulation Authority","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Water Services Regulation Authority","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Attorney General's Departments","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Attorney General's Departments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Attorney General's Departments","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Attorney General's Departments","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Attorney General's Departments","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Attorney General's Departments","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Cabinet Office","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Cabinet Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Cabinet Office","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Cabinet Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Cabinet Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Cabinet Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Cabinet Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Cabinet Office","Unknown","AA/AO","25","[c]","20580","18450"
"Leaver CS","2022","No function","Cabinet Office","Unknown","EO","15","[c]","28070","27500"
"Leaver CS","2022","No function","Cabinet Office","Unknown","G6/G7","40","[c]","59180","56870"
"Leaver CS","2022","No function","Cabinet Office","Unknown","SCS level","20","[c]","87730","89000"
"Leaver CS","2022","No function","Cabinet Office","Unknown","SEO/HEO","90","[c]","32540","32000"
"Leaver CS","2022","No function","Chancellor's other departments","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Chancellor's other departments","Other","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Chancellor's other departments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Chancellor's other departments","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Charity Commission","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Charity Commission","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Charity Commission","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Charity Commission","Operational Delivery","EO","10","[c]","24920","24440"
"Leaver CS","2022","No function","Charity Commission","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Charity Commission","Operational Delivery","SEO/HEO","10","[c]","32000","29380"
"Leaver CS","2022","No function","Charity Commission","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
