"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","610","585","26380","25310"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","LGBO","50","50","26180","25230"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","Undeclared","80","70","26490","25650"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","Unknown","85","75","26330","26520"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","165","165","54120","53320"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","50","45","55970","54430"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","705","680","35100","35900"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","45","40","32950","32560"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","140","135","36120","35900"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","90","80","37660","36970"
"In post","2022","Attorney General's Office","Attorney General's Departments","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","G6/G7","Unknown","20","15","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","Heterosexual / straight","300","275","21840","21050"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","LGBO","30","25","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","Undeclared","30","30","22150","21110"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","Unknown","105","100","21760","21170"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","EO","Heterosexual / straight","595","570","26650","27500"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","EO","LGBO","70","70","26250","27080"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","EO","Undeclared","55","55","27180","27500"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","EO","Unknown","195","190","26760","27500"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","Heterosexual / straight","1760","1725","58300","54700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","LGBO","205","205","57190","54700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","Undeclared","210","205","58250","56340"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","Unknown","1475","1460","63200","61710"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","Heterosexual / straight","405","400","97210","87780"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","LGBO","20","20","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","Undeclared","45","40","93210","88300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","Unknown","260","255","108240","101380"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","Heterosexual / straight","1615","1580","36470","35590"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","LGBO","190","190","36110","34640"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","Undeclared","185","185","36860","35690"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","Unknown","2175","2165","31390","29250"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","60","55","25290","25010"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","Unknown","80","75","25250","25010"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","45","45","51590","48560"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","65","60","52410","49510"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","120","110","33350","31070"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","180","175","33010","30220"
"In post","2022","Charity Commission","Charity Commission","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","EO","Heterosexual / straight","50","50","24930","24440"
"In post","2022","Charity Commission","Charity Commission","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","EO","Unknown","50","50","25360","24440"
"In post","2022","Charity Commission","Charity Commission","G6/G7","Heterosexual / straight","40","40","53710","51070"
"In post","2022","Charity Commission","Charity Commission","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","G6/G7","Unknown","25","20","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","SEO/HEO","Heterosexual / straight","140","135","32320","29160"
"In post","2022","Charity Commission","Charity Commission","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","SEO/HEO","Unknown","95","90","32990","30470"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","270","240","21730","22740"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","35","35","22270","22740"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","125","105","21680","22740"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","210","195","27180","25460"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","EO","Unknown","60","55","28240","27460"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","70","70","56690","53880"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","250","240","38340","38000"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","30","25","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","40","40","39080","39820"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","EO","Heterosexual / straight","60","60","28200","27920"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","G6/G7","Heterosexual / straight","355","340","65470","62890"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","G6/G7","LGBO","35","35","64500","59020"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","G6/G7","Undeclared","45","40","67530","69600"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","SCS level","Heterosexual / straight","105","100","105850","99310"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","165","165","37690","34870"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","Heterosexual / straight","70","60","20950","20970"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","Unknown","40","35","21000","20970"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","EO","Heterosexual / straight","55","55","25330","25120"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","Heterosexual / straight","60","60","31920","30450"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","EO","Heterosexual / straight","90","85","25950","25520"
"In post","2022","Crown Commercial Service","Cabinet Office","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","EO","Unknown","20","20","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","G6/G7","Heterosexual / straight","160","160","55240","52210"
"In post","2022","Crown Commercial Service","Cabinet Office","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","SEO/HEO","Heterosexual / straight","315","305","35660","38330"
"In post","2022","Crown Commercial Service","Cabinet Office","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","SEO/HEO","Unknown","85","85","34730","31840"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","Heterosexual / straight","675","615","22550","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","LGBO","50","45","21850","21050"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","Undeclared","40","35","22330","22860"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","EO","Heterosexual / straight","340","330","28690","27940"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","Heterosexual / straight","185","175","68460","69780"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","Heterosexual / straight","790","750","42260","41750"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","LGBO","40","40","42870","41750"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","Undeclared","50","45","45800","41750"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","Unknown","45","40","51270","53490"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","AA/AO","Heterosexual / straight","1050","970","22660","22200"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","AA/AO","LGBO","75","75","22250","22200"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","AA/AO","Undeclared","55","50","22380","22200"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","AA/AO","Unknown","270","235","22820","22200"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","EO","Heterosexual / straight","1065","995","27550","27350"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","EO","LGBO","70","70","27290","26970"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","EO","Undeclared","45","45","27450","27010"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","EO","Unknown","280","250","28420","28430"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","G6/G7","Heterosexual / straight","2175","2040","56650","55610"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","G6/G7","LGBO","95","90","60600","58040"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","G6/G7","Undeclared","95","90","56410","54770"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","G6/G7","Unknown","685","610","59060","55610"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","SCS level","Heterosexual / straight","65","65","96260","90730"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","Heterosexual / straight","785","760","35580","35020"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","LGBO","40","40","35390","36510"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","Undeclared","30","30","35940","36400"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","Unknown","145","140","35770","34480"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","AA/AO","Heterosexual / straight","40","40","19320","19450"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","AA/AO","Undeclared","55","50","22620","22430"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","EO","Heterosexual / straight","70","70","27830","28150"
