"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","40","[c]","37220","37790"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","Heterosexual / straight","1155","[c]","23210","21170"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","LGBO","35","[c]","23000","20920"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","Undeclared","190","[c]","24480","21380"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","Unknown","225","[c]","23410","21380"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","Heterosexual / straight","450","[c]","29210","26930"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","Undeclared","65","[c]","30300","29200"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","Unknown","85","[c]","26940","26670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","Heterosexual / straight","135","[c]","64330","60640"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","Heterosexual / straight","660","[c]","38850","39030"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","Undeclared","140","[c]","39230","38610"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","Unknown","110","[c]","38530","38860"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","Heterosexual / straight","35","[c]","25840","26410"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","Heterosexual / straight","65","[c]","61480","59680"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","Heterosexual / straight","110","[c]","38120","37580"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","Unknown","35","[c]","36800","36000"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","EO","Heterosexual / straight","100","[c]","33560","32820"
"Leaver CS","2022","National Crime Agency","National Crime Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","SEO/HEO","Heterosexual / straight","90","[c]","44380","44910"
"Leaver CS","2022","National Crime Agency","National Crime Agency","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Budget Responsibility","HM Treasury","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Budget Responsibility","HM Treasury","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","Heterosexual / straight","55","[c]","75040","75500"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Heterosexual / straight","60","[c]","45610","46360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","Heterosexual / straight","35","[c]","62100","60240"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","Unknown","35","[c]","60990","56310"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","Heterosexual / straight","55","[c]","37500","36880"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Scottish Government","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Scottish Government","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Scottish Government","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Scottish Government","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Scottish Government","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
