"Status","Year","Function_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Analysis","Outside London","AO","65","[c]","20140","19610"
"Leaver CS","2022","Analysis","Outside London","EO","30","[c]","26150","25000"
"Leaver CS","2022","Analysis","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","G7","25","[c]","51500","50420"
"Leaver CS","2022","Analysis","Outside London","HEO","75","[c]","31720","30660"
"Leaver CS","2022","Analysis","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","SEO","50","[c]","39750","38210"
"Leaver CS","2022","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","G6","20","[c]","82350","81400"
"Leaver CS","2022","Commercial","London","G7","55","[c]","62580","61710"
"Leaver CS","2022","Commercial","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","SCS level","20","[c]","126700","126880"
"Leaver CS","2022","Commercial","London","SEO","40","[c]","44610","44080"
"Leaver CS","2022","Commercial","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","AO","15","[c]","21030","21300"
"Leaver CS","2022","Commercial","Outside London","EO","45","[c]","25510","25990"
"Leaver CS","2022","Commercial","Outside London","G6","25","[c]","76530","71540"
"Leaver CS","2022","Commercial","Outside London","G7","50","[c]","56540","54350"
"Leaver CS","2022","Commercial","Outside London","HEO","65","[c]","33300","33300"
"Leaver CS","2022","Commercial","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","SEO","80","[c]","39670","39640"
"Leaver CS","2022","Commercial","Outside London","Unknown","10","[c]","44710","42870"
"Leaver CS","2022","Commercial","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","G7","20","[c]","64420","65000"
"Leaver CS","2022","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","AO","15","[c]","22770","23330"
"Leaver CS","2022","Communications","London","EO","40","[c]","28340","28500"
"Leaver CS","2022","Communications","London","G6","25","[c]","66440","66230"
"Leaver CS","2022","Communications","London","G7","40","[c]","55800","54700"
"Leaver CS","2022","Communications","London","HEO","75","[c]","35180","34600"
"Leaver CS","2022","Communications","London","SCS level","15","[c]","91340","91840"
"Leaver CS","2022","Communications","London","SEO","65","[c]","42610","41900"
"Leaver CS","2022","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","AO","10","[c]","20090","20260"
"Leaver CS","2022","Communications","Outside London","EO","35","[c]","26480","26590"
"Leaver CS","2022","Communications","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","HEO","35","[c]","34310","33300"
"Leaver CS","2022","Communications","Outside London","SEO","25","[c]","40490","39850"
"Leaver CS","2022","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","EO","20","[c]","29720","30330"
"Leaver CS","2022","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","HEO","15","[c]","35360","34500"
"Leaver CS","2022","Counter Fraud","London","SEO","10","[c]","41680","40730"
"Leaver CS","2022","Counter Fraud","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","AO","90","[c]","21460","21260"
"Leaver CS","2022","Counter Fraud","Outside London","EO","135","[c]","27620","27570"
"Leaver CS","2022","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","HEO","30","[c]","34860","34290"
"Leaver CS","2022","Counter Fraud","Outside London","SEO","15","[c]","41110","40670"
"Leaver CS","2022","Counter Fraud","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Outside London","AO","190","[c]","21310","21260"
"Leaver CS","2022","Debt","Outside London","EO","20","[c]","27510","27570"
"Leaver CS","2022","Debt","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","AO","30","[c]","21510","22610"
"Leaver CS","2022","Digital, Data & Technology","London","EO","40","[c]","28730","28910"
"Leaver CS","2022","Digital, Data & Technology","London","G6","40","[c]","70040","70880"
"Leaver CS","2022","Digital, Data & Technology","London","G7","125","[c]","56890","54730"
"Leaver CS","2022","Digital, Data & Technology","London","HEO","75","[c]","34820","34520"
"Leaver CS","2022","Digital, Data & Technology","London","SCS level","20","[c]","103490","102010"
"Leaver CS","2022","Digital, Data & Technology","London","SEO","60","[c]","42840","41980"
"Leaver CS","2022","Digital, Data & Technology","Outside London","AA","25","[c]","18630","17900"
"Leaver CS","2022","Digital, Data & Technology","Outside London","AO","55","[c]","21750","21170"
"Leaver CS","2022","Digital, Data & Technology","Outside London","EO","180","[c]","27170","26820"
"Leaver CS","2022","Digital, Data & Technology","Outside London","G6","50","[c]","67700","67760"
"Leaver CS","2022","Digital, Data & Technology","Outside London","G7","170","[c]","54220","53440"
"Leaver CS","2022","Digital, Data & Technology","Outside London","HEO","220","[c]","33790","33300"
"Leaver CS","2022","Digital, Data & Technology","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Outside London","SEO","245","[c]","41210","40390"
"Leaver CS","2022","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","EO","10","[c]","26230","26350"
"Leaver CS","2022","Digital, Data & Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","G7","10","[c]","56180","54500"
"Leaver CS","2022","Digital, Data & Technology","Unknown","HEO","15","[c]","33780","33950"
"Leaver CS","2022","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","SEO","15","[c]","43580","40880"
"Leaver CS","2022","Finance","London","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","EO","25","[c]","29080","29000"
"Leaver CS","2022","Finance","London","G6","15","[c]","70310","68500"
"Leaver CS","2022","Finance","London","G7","25","[c]","55790","57220"
"Leaver CS","2022","Finance","London","HEO","45","[c]","35090","34340"
"Leaver CS","2022","Finance","London","SCS level","10","[c]","93570","96400"
"Leaver CS","2022","Finance","London","SEO","30","[c]","42940","42100"
"Leaver CS","2022","Finance","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","AO","55","[c]","22000","21490"
"Leaver CS","2022","Finance","Outside London","EO","65","[c]","25880","26400"
"Leaver CS","2022","Finance","Outside London","G6","15","[c]","67410","66710"
"Leaver CS","2022","Finance","Outside London","G7","50","[c]","53300","52370"
"Leaver CS","2022","Finance","Outside London","HEO","60","[c]","34170","33300"
"Leaver CS","2022","Finance","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","SEO","70","[c]","42270","40820"
"Leaver CS","2022","Finance","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","AO","90","[c]","21180","21300"
"Leaver CS","2022","Grants Management","Outside London","EO","45","[c]","25610","25830"
"Leaver CS","2022","Grants Management","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","HEO","15","[c]","31210","31900"
"Leaver CS","2022","Grants Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","AO","15","[c]","23910","23780"
"Leaver CS","2022","Human Resources","London","EO","70","[c]","27200","27520"
"Leaver CS","2022","Human Resources","London","G6","20","[c]","68510","67630"
"Leaver CS","2022","Human Resources","London","G7","30","[c]","56120","54850"
"Leaver CS","2022","Human Resources","London","HEO","45","[c]","34350","34550"
"Leaver CS","2022","Human Resources","London","SCS level","10","[c]","92460","87400"
"Leaver CS","2022","Human Resources","London","SEO","45","[c]","42290","41350"
"Leaver CS","2022","Human Resources","Outside London","AA","10","[c]","19360","19560"
"Leaver CS","2022","Human Resources","Outside London","AO","110","[c]","21460","21170"
"Leaver CS","2022","Human Resources","Outside London","EO","100","[c]","26480","27520"
"Leaver CS","2022","Human Resources","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","G7","30","[c]","51730","52670"
"Leaver CS","2022","Human Resources","Outside London","HEO","75","[c]","32880","33300"
"Leaver CS","2022","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","SEO","65","[c]","41460","40540"
"Leaver CS","2022","Human Resources","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","AO","40","[c]","22770","23770"
"Leaver CS","2022","Legal","London","EO","50","[c]","28500","27350"
"Leaver CS","2022","Legal","London","G6","60","[c]","70210","68900"
"Leaver CS","2022","Legal","London","G7","135","[c]","54460","53200"
"Leaver CS","2022","Legal","London","HEO","25","[c]","37890","40000"
"Leaver CS","2022","Legal","London","SCS level","25","[c]","96790","93840"
"Leaver CS","2022","Legal","London","SEO","15","[c]","38330","37230"
"Leaver CS","2022","Legal","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Outside London","AO","105","[c]","21970","22200"
"Leaver CS","2022","Legal","Outside London","EO","50","[c]","27790","27870"
"Leaver CS","2022","Legal","Outside London","G6","15","[c]","69670","69600"
"Leaver CS","2022","Legal","Outside London","G7","130","[c]","57360","55610"
"Leaver CS","2022","Legal","Outside London","HEO","45","[c]","36260","38000"
"Leaver CS","2022","Legal","Outside London","SCS level","10","[c]","93620","84970"
"Leaver CS","2022","Legal","Outside London","SEO","35","[c]","48680","47520"
"Leaver CS","2022","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","AA","200","[c]","20020","20600"
"Leaver CS","2022","No function","London","AO","975","[c]","23450","23720"
"Leaver CS","2022","No function","London","EO","1330","[c]","29660","31060"
"Leaver CS","2022","No function","London","G6","285","[c]","68470","66270"
"Leaver CS","2022","No function","London","G7","730","[c]","54990","53830"
"Leaver CS","2022","No function","London","HEO","895","[c]","33390","33210"
"Leaver CS","2022","No function","London","SCS level","235","[c]","94240","89490"
"Leaver CS","2022","No function","London","SEO","610","[c]","41420","40560"
"Leaver CS","2022","No function","London","Unknown","270","[c]","47730","48880"
"Leaver CS","2022","No function","Outside London","AA","1470","[c]","18790","19100"
"Leaver CS","2022","No function","Outside London","AO","7525","[c]","21280","21260"
"Leaver CS","2022","No function","Outside London","EO","4830","[c]","27420","27570"
"Leaver CS","2022","No function","Outside London","G6","190","[c]","71070","67910"
"Leaver CS","2022","No function","Outside London","G7","550","[c]","55730","53330"
"Leaver CS","2022","No function","Outside London","HEO","1205","[c]","32550","32160"
"Leaver CS","2022","No function","Outside London","SCS level","125","[c]","100910","101430"
"Leaver CS","2022","No function","Outside London","SEO","1000","[c]","41680","40210"
"Leaver CS","2022","No function","Outside London","Unknown","1335","[c]","30810","28200"
"Leaver CS","2022","No function","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","AA","105","[c]","18280","18310"
"Leaver CS","2022","No function","Unknown","AO","225","[c]","21720","21840"
"Leaver CS","2022","No function","Unknown","EO","70","[c]","27630","27570"
"Leaver CS","2022","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","HEO","25","[c]","33950","33070"
"Leaver CS","2022","No function","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","SEO","20","[c]","42320","41160"
"Leaver CS","2022","No function","Unknown","Unknown","215","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","EO","15","[c]","29680","30290"
"Leaver CS","2022","Project Delivery","London","G6","40","[c]","69250","68990"
"Leaver CS","2022","Project Delivery","London","G7","45","[c]","55740","55340"
"Leaver CS","2022","Project Delivery","London","HEO","40","[c]","36130","35650"
"Leaver CS","2022","Project Delivery","London","SCS level","20","[c]","106250","105150"
"Leaver CS","2022","Project Delivery","London","SEO","30","[c]","43450","44640"
"Leaver CS","2022","Project Delivery","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","AO","40","[c]","21040","21170"
"Leaver CS","2022","Project Delivery","Outside London","EO","210","[c]","22880","22840"
"Leaver CS","2022","Project Delivery","Outside London","G6","55","[c]","67290","66090"
"Leaver CS","2022","Project Delivery","Outside London","G7","105","[c]","54050","54540"
"Leaver CS","2022","Project Delivery","Outside London","HEO","265","[c]","31400","31700"
"Leaver CS","2022","Project Delivery","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","SEO","255","[c]","40900","40580"
"Leaver CS","2022","Project Delivery","Outside London","Unknown","120","[c]","37150","35500"
"Leaver CS","2022","Project Delivery","Overseas","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","EO","10","[c]","25110","25000"
"Leaver CS","2022","Property","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","G7","15","[c]","58150","58220"
"Leaver CS","2022","Property","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","SEO","15","[c]","45800","45440"
"Leaver CS","2022","Property","Outside London","AA","105","[c]","19410","19010"
"Leaver CS","2022","Property","Outside London","AO","135","[c]","22170","22010"
"Leaver CS","2022","Property","Outside London","EO","85","[c]","25960","26030"
"Leaver CS","2022","Property","Outside London","G6","15","[c]","65750","65000"
"Leaver CS","2022","Property","Outside London","G7","35","[c]","55520","54540"
"Leaver CS","2022","Property","Outside London","HEO","80","[c]","33690","33300"
"Leaver CS","2022","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","SEO","80","[c]","42630","42170"
"Leaver CS","2022","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","AA","15","[c]","22030","22650"
"Leaver CS","2022","Security","London","AO","20","[c]","32710","29170"
"Leaver CS","2022","Security","London","EO","25","[c]","30570","29250"
"Leaver CS","2022","Security","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","HEO","20","[c]","37450","37620"
"Leaver CS","2022","Security","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","AA","165","[c]","21050","19810"
"Leaver CS","2022","Security","Outside London","AO","325","[c]","32340","39070"
"Leaver CS","2022","Security","Outside London","EO","90","[c]","33610","26930"
"Leaver CS","2022","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","G7","10","[c]","61830","57030"
"Leaver CS","2022","Security","Outside London","HEO","70","[c]","38050","33390"
"Leaver CS","2022","Security","Outside London","SEO","30","[c]","44630","40660"
"Leaver CS","2022","Security","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AA","100","[c]","22290","22460"
"Leaver CS","2022","Unknown","London","AO","250","[c]","25200","25630"
"Leaver CS","2022","Unknown","London","EO","520","[c]","29600","29140"
"Leaver CS","2022","Unknown","London","G6","105","[c]","68410","68720"
"Leaver CS","2022","Unknown","London","G7","185","[c]","59400","57740"
"Leaver CS","2022","Unknown","London","HEO","340","[c]","36230","35380"
"Leaver CS","2022","Unknown","London","SCS level","65","[c]","100880","93760"
"Leaver CS","2022","Unknown","London","SEO","195","[c]","43550","43250"
"Leaver CS","2022","Unknown","London","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","AA","535","[c]","20060","19560"
"Leaver CS","2022","Unknown","Outside London","AO","4120","[c]","21860","21260"
"Leaver CS","2022","Unknown","Outside London","EO","2335","[c]","27470","27570"
"Leaver CS","2022","Unknown","Outside London","G6","200","[c]","74200","75340"
"Leaver CS","2022","Unknown","Outside London","G7","335","[c]","57790","57190"
"Leaver CS","2022","Unknown","Outside London","HEO","1025","[c]","34710","33980"
"Leaver CS","2022","Unknown","Outside London","SCS level","65","[c]","96010","94380"
"Leaver CS","2022","Unknown","Outside London","SEO","575","[c]","43180","42120"
"Leaver CS","2022","Unknown","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","HEO","45","[c]","40210","40120"
"Leaver CS","2022","Unknown","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AO","25","[c]","23050","21590"
"Leaver CS","2022","Unknown","Unknown","EO","15","[c]","28850","29030"
"Leaver CS","2022","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","275","[c]","35910","33270"
"Leaver Dept.","2022","Analysis","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","EO","15","[c]","28790","28000"
"Leaver Dept.","2022","Analysis","London","G6","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","G7","90","[c]","55670","54180"
"Leaver Dept.","2022","Analysis","London","HEO","120","[c]","33810","33750"
"Leaver Dept.","2022","Analysis","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","SEO","55","[c]","44080","43290"
"Leaver Dept.","2022","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","EO","15","[c]","24990","23880"
"Leaver Dept.","2022","Analysis","Outside London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","G7","30","[c]","52360","52150"
"Leaver Dept.","2022","Analysis","Outside London","HEO","65","[c]","31150","30210"
"Leaver Dept.","2022","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","SEO","45","[c]","39790","38740"
"Leaver Dept.","2022","Analysis","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","EO","10","[c]","28210","27710"
"Leaver Dept.","2022","Commercial","London","G6","20","[c]","69950","68420"
"Leaver Dept.","2022","Commercial","London","G7","45","[c]","56440","54700"
"Leaver Dept.","2022","Commercial","London","HEO","20","[c]","34310","34550"
"Leaver Dept.","2022","Commercial","London","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","SEO","60","[c]","42100","41000"
"Leaver Dept.","2022","Commercial","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","EO","25","[c]","25600","26240"
"Leaver Dept.","2022","Commercial","Outside London","G6","15","[c]","67120","67580"
"Leaver Dept.","2022","Commercial","Outside London","G7","40","[c]","51280","52000"
"Leaver Dept.","2022","Commercial","Outside London","HEO","60","[c]","31780","32620"
"Leaver Dept.","2022","Commercial","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","SEO","75","[c]","39600","40000"
"Leaver Dept.","2022","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
