"Status","Year","Age","Disability","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Home Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Home Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Intellectual Property Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal Aid Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Maritime and Coastguard Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Met Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Defence (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","National Savings and Investments","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of the Public Guardian","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Registers of Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Rural Payments Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Courts and Tribunals Service","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Government (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Public Pensions Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Serious Fraud Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Social Security Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Student Awards Agency for Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The Insolvency Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Transport Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Health Security Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Health Security Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Valuation Office Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Vehicle Certification Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Welsh Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Animal and Plant Health Agency","AO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Charity Commission","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Companies House","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Criminal Injuries Compensation Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Commercial Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Office and Procurator Fiscal Service","AO","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Prosecution Service","AO","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Electronics and Components Agency","AA","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Equipment and Support","EO","50","50","19330","19460"
"In post","2022","16-19","Declared non-disabled","Defence Science and Technology Laboratory","AA","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Science and Technology Laboratory","AO","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Education (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","AO","95","95","21640","21260"
"In post","2022","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","EO","30","30","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Disclosure Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Driver and Vehicle Licensing Agency","AA","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Driver and Vehicle Licensing Agency","AO","10","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Driver and Vehicle Standards Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Driver and Vehicle Standards Agency","AO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Education and Skills Funding Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","FCDO Services","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","FCDO Services","Unknown","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Food Standards Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Forestry and Land Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Government Actuary's Department","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Courts and Tribunals Service","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Courts and Tribunals Service","AO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Crown Prosecution Service Inspectorate","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Prison and Probation Service","AA","25","25","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Prison and Probation Service","AO","65","65","24530","23140"
"In post","2022","16-19","Declared non-disabled","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","AO","75","70","21300","21250"
"In post","2022","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Treasury (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Home Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Home Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Intellectual Property Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Legal Aid Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Maritime and Coastguard Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Met Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","National Savings and Investments","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of the Public Guardian","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Registers of Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Rural Payments Agency","AO","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scottish Courts and Tribunals Service","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scottish Courts and Tribunals Service","AO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scottish Government (excl. agencies)","AA","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scottish Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scottish Public Pensions Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Serious Fraud Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Social Security Scotland","AA","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Student Awards Agency for Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Submarine Delivery Agency","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","The Insolvency Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Transport Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","UK Health Security Agency","AA","10","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","UK Health Security Agency","AO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","UK Statistics Authority","AO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","UK Statistics Authority","EO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Valuation Office Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Valuation Office Agency","EO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Vehicle Certification Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Welsh Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Crown Prosecution Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Work and Pensions (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Driver and Vehicle Licensing Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Prison and Probation Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Revenue and Customs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Social Security Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Animal and Plant Health Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Charity Commission","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Companies House","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Criminal Injuries Compensation Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Crown Commercial Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Crown Prosecution Service","AO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Defence Electronics and Components Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Defence Equipment and Support","EO","45","45","17720","17140"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","5","5","[c]","[c]"
