"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Office of the Public Guardian","West Midlands (England)","Outside London","30","[c]","21650","20970"
"New entrant CS","2022","Asian","Office of the Scottish Charity Regulator","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Wales","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Wales","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectorate","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectorate","East of England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectorate","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectorate","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectorate","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectorate","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectorate","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectorate","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectorate","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectorate","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Public Health England","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Public Health England","East of England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Public Health England","London","London","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Public Health England","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Public Health England","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Public Health England","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Public Health England","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Public Health England","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Public Health England","Yorkshire and The Humber","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Queen Elizabeth II Centre","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Registers of Scotland","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Revenue Scotland","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Royal Fleet Auxiliary","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Rural Payments Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Rural Payments Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Rural Payments Agency","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Rural Payments Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Rural Payments Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Rural Payments Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Rural Payments Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Rural Payments Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Rural Payments Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Courts and Tribunals Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Fiscal Commission","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government (excl. agencies)","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government (excl. agencies)","Scotland","Outside London","35","[c]","32280","31540"
"New entrant CS","2022","Asian","Scottish Housing Regulator","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Prison Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Public Pensions Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Serious Fraud Office","London","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Security Scotland","Scotland","Outside London","35","[c]","27250","27230"
"New entrant CS","2022","Asian","Standards and Testing Agency","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Standards and Testing Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Standards and Testing Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Standards and Testing Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Standards and Testing Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Student Awards Agency for Scotland","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Submarine Delivery Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Submarine Delivery Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Submarine Delivery Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Submarine Delivery Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Submarine Delivery Agency","South West (England)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Teaching Regulation Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Teaching Regulation Agency","West Midlands (England)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The Insolvency Service","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The Insolvency Service","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The Insolvency Service","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The Insolvency Service","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The Insolvency Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The Insolvency Service","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The Insolvency Service","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The Insolvency Service","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The Insolvency Service","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The Insolvency Service","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","London","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Transport Scotland","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Debt Management Office","London","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","London","London","30","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Health Security Agency","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Health Security Agency","East of England","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Health Security Agency","London","London","135","[c]","33860","28410"
"New entrant CS","2022","Asian","UK Health Security Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Health Security Agency","North West (England)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Health Security Agency","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Health Security Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Health Security Agency","South East (England)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Health Security Agency","South West (England)","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Health Security Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Health Security Agency","West Midlands (England)","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Health Security Agency","Yorkshire and The Humber","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Hydrographic Office","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Space Agency","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Space Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Space Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","London","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","South East (England)","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","Wales","Outside London","45","[c]","29370","30210"
"New entrant CS","2022","Asian","UK Supreme Court","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Valuation Office Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Valuation Office Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Valuation Office Agency","London","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Valuation Office Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Valuation Office Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Valuation Office Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Valuation Office Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Valuation Office Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Valuation Office Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Valuation Office Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Valuation Office Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Vehicle Certification Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Vehicle Certification Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Vehicle Certification Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Veterinary Medicines Directorate","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","West Midlands (England)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government (excl. agencies)","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government (excl. agencies)","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government (excl. agencies)","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government (excl. agencies)","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Revenue Authority","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Wilton Park","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Accountant in Bankruptcy","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Advisory, Conciliation and Arbitration Service","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Advisory, Conciliation and Arbitration Service","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Advisory, Conciliation and Arbitration Service","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Advisory, Conciliation and Arbitration Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Advisory, Conciliation and Arbitration Service","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Advisory, Conciliation and Arbitration Service","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Animal and Plant Health Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Animal and Plant Health Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Animal and Plant Health Agency","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Animal and Plant Health Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Animal and Plant Health Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Animal and Plant Health Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Animal and Plant Health Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Animal and Plant Health Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Animal and Plant Health Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Animal and Plant Health Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Animal and Plant Health Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Office","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office (excl. agencies)","London","London","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office (excl. agencies)","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office (excl. agencies)","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Centre for Environment, Fisheries and Aquaculture Science","East of England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Companies House","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Companies House","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Companies House","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Companies House","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Companies House","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Companies House","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Companies House","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Companies House","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Companies House","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Companies House","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","London","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Criminal Injuries Compensation Authority","East of England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Criminal Injuries Compensation Authority","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Commercial Service","East of England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Commercial Service","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Commercial Service","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Commercial Service","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Commercial Service","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Commercial Service","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Commercial Service","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Office and Procurator Fiscal Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Prosecution Service","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Prosecution Service","East of England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Prosecution Service","London","London","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Prosecution Service","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Prosecution Service","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Prosecution Service","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Prosecution Service","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Prosecution Service","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Prosecution Service","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Prosecution Service","Yorkshire and The Humber","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Defence Equipment and Support","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Defence Equipment and Support","East of England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Defence Equipment and Support","London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Defence Equipment and Support","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Defence Equipment and Support","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Defence Equipment and Support","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Defence Equipment and Support","South West (England)","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","Defence Equipment and Support","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Defence Equipment and Support","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Defence Equipment and Support","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Defence Science and Technology Laboratory","East of England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Defence Science and Technology Laboratory","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Defence Science and Technology Laboratory","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","London","35","[c]","33400","33570"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","London","London","30","[c]","35440","34020"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education (excl. agencies)","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education (excl. agencies)","London","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education (excl. agencies)","North West (England)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education (excl. agencies)","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education (excl. agencies)","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","London","London","35","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Outside London","[c]","[c]","[c]","[c]"
