"Status","Year","Function_of_post","Parent_department","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","East Wales","Heterosexual / straight","45","45","35580","32100"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","East Wales","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","Heterosexual / straight","205","200","44550","37890"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","Unknown","15","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Greater Manchester","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","Heterosexual / straight","105","105","49130","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Derbyshire and Nottinghamshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Greater Manchester","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Education","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Inner London - West","Heterosexual / straight","50","45","48520","45940"
"In post","2022","Analysis","Department for Education","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Inner London - West","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","Inner London - West","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","Northumberland, and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","South Yorkshire","Heterosexual / straight","45","45","46100","49860"
"In post","2022","Analysis","Department for Education","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","South Yorkshire","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","Tees Valley and Durham","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","West Midlands","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Devon","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Heterosexual / straight","50","50","36010","31070"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Unknown","65","60","33070","29750"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","Heterosexual / straight","110","105","33640","30220"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","Unknown","185","180","35500","30660"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Inner London - West","Heterosexual / straight","175","170","45200","42220"
"In post","2022","Analysis","Department for International Trade","Inner London - West","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Inner London - West","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Inner London - West","Unknown","50","50","41150","32730"
"In post","2022","Analysis","Department for International Trade","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","Heterosexual / straight","165","160","48500","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","West Midlands","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Derbyshire and Nottinghamshire","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Inner London - West","Heterosexual / straight","205","200","49050","54110"
"In post","2022","Analysis","Department for Transport","Inner London - West","LGBO","30","30","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Inner London - West","Undeclared","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Inner London - West","Unknown","60","60","43530","39670"
"In post","2022","Analysis","Department for Transport","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Northumberland, and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Surrey, East and West Sussex","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Midlands","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Yorkshire","Heterosexual / straight","10","10","[c]","[c]"
