"Status","Year","Function_of_post","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Legal","South West (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wales","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wales","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wales","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wales","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wales","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wales","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wales","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wales","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wales","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","AA","Heterosexual / straight","80","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","AA","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","AA","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","AO","Heterosexual / straight","440","[c]","21040","21260"
"Leaver CS","2022","No function","East Midlands (England)","AO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","AO","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","AO","Unknown","145","[c]","20270","20370"
"Leaver CS","2022","No function","East Midlands (England)","EO","Heterosexual / straight","250","[c]","27240","27570"
"Leaver CS","2022","No function","East Midlands (England)","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","EO","Undeclared","40","[c]","27280","27570"
"Leaver CS","2022","No function","East Midlands (England)","EO","Unknown","50","[c]","27180","27570"
"Leaver CS","2022","No function","East Midlands (England)","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","HEO","Heterosexual / straight","55","[c]","32450","32660"
"Leaver CS","2022","No function","East Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","SEO","Heterosexual / straight","50","[c]","41530","40060"
"Leaver CS","2022","No function","East Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","Unknown","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","East Midlands (England)","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","AA","Heterosexual / straight","110","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","AA","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","AA","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","AO","Heterosexual / straight","465","[c]","22120","21260"
"Leaver CS","2022","No function","East of England","AO","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","AO","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","AO","Unknown","150","[c]","21590","21260"
"Leaver CS","2022","No function","East of England","EO","Heterosexual / straight","380","[c]","28190","27570"
"Leaver CS","2022","No function","East of England","EO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","EO","Unknown","60","[c]","27740","27570"
"Leaver CS","2022","No function","East of England","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","G7","Heterosexual / straight","40","[c]","57960","53970"
"Leaver CS","2022","No function","East of England","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","HEO","Heterosexual / straight","70","[c]","32690","32250"
"Leaver CS","2022","No function","East of England","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","SEO","Heterosexual / straight","75","[c]","41700","40070"
"Leaver CS","2022","No function","East of England","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","Unknown","Heterosexual / straight","125","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","AA","Heterosexual / straight","80","[c]","20660","21650"
"Leaver CS","2022","No function","London","AA","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","AA","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","AA","Unknown","95","[c]","19670","19060"
"Leaver CS","2022","No function","London","AO","Heterosexual / straight","505","[c]","23650","23720"
"Leaver CS","2022","No function","London","AO","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","AO","Undeclared","65","[c]","22940","23720"
"Leaver CS","2022","No function","London","AO","Unknown","365","[c]","23340","23720"
"Leaver CS","2022","No function","London","EO","Heterosexual / straight","830","[c]","29880","31060"
"Leaver CS","2022","No function","London","EO","LGBO","100","[c]","29390","31060"
"Leaver CS","2022","No function","London","EO","Undeclared","150","[c]","29230","30780"
"Leaver CS","2022","No function","London","EO","Unknown","250","[c]","29200","30130"
"Leaver CS","2022","No function","London","G6","Heterosexual / straight","165","[c]","68270","66230"
"Leaver CS","2022","No function","London","G6","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","G6","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","G6","Unknown","65","[c]","68410","66230"
"Leaver CS","2022","No function","London","G7","Heterosexual / straight","430","[c]","55140","53910"
"Leaver CS","2022","No function","London","G7","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","G7","Undeclared","95","[c]","55000","53860"
"Leaver CS","2022","No function","London","G7","Unknown","165","[c]","54450","53380"
"Leaver CS","2022","No function","London","HEO","Heterosexual / straight","495","[c]","33630","33340"
"Leaver CS","2022","No function","London","HEO","LGBO","60","[c]","33650","34020"
"Leaver CS","2022","No function","London","HEO","Undeclared","105","[c]","33990","33210"
"Leaver CS","2022","No function","London","HEO","Unknown","235","[c]","32660","32790"
"Leaver CS","2022","No function","London","SCS level","Heterosexual / straight","140","[c]","93560","91720"
"Leaver CS","2022","No function","London","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","SCS level","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","SCS level","Unknown","65","[c]","96100","86710"
"Leaver CS","2022","No function","London","SEO","Heterosexual / straight","380","[c]","41500","40470"
"Leaver CS","2022","No function","London","SEO","LGBO","35","[c]","40530","40070"
"Leaver CS","2022","No function","London","SEO","Undeclared","75","[c]","41800","40580"
"Leaver CS","2022","No function","London","SEO","Unknown","120","[c]","41210","40650"
"Leaver CS","2022","No function","London","Unknown","Heterosexual / straight","160","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","Unknown","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","AA","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","AA","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","AO","Heterosexual / straight","440","[c]","21130","21260"
"Leaver CS","2022","No function","North East (England)","AO","LGBO","40","[c]","21150","21260"
"Leaver CS","2022","No function","North East (England)","AO","Undeclared","45","[c]","21380","21260"
"Leaver CS","2022","No function","North East (England)","AO","Unknown","145","[c]","21170","21260"
"Leaver CS","2022","No function","North East (England)","EO","Heterosexual / straight","180","[c]","26940","27570"
"Leaver CS","2022","No function","North East (England)","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","EO","Unknown","50","[c]","27510","27570"
"Leaver CS","2022","No function","North East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","G7","Heterosexual / straight","35","[c]","53450","50630"
"Leaver CS","2022","No function","North East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","HEO","Heterosexual / straight","55","[c]","32400","32820"
"Leaver CS","2022","No function","North East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","SEO","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","Unknown","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North East (England)","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","AA","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","AA","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","AO","Heterosexual / straight","750","[c]","21080","21260"
"Leaver CS","2022","No function","North West (England)","AO","LGBO","60","[c]","20980","21260"
"Leaver CS","2022","No function","North West (England)","AO","Undeclared","75","[c]","21090","21050"
"Leaver CS","2022","No function","North West (England)","AO","Unknown","270","[c]","20910","21010"
"Leaver CS","2022","No function","North West (England)","EO","Heterosexual / straight","440","[c]","27290","27570"
"Leaver CS","2022","No function","North West (England)","EO","LGBO","40","[c]","27100","27570"
"Leaver CS","2022","No function","North West (England)","EO","Undeclared","65","[c]","26930","27570"
"Leaver CS","2022","No function","North West (England)","EO","Unknown","145","[c]","26920","27570"
"Leaver CS","2022","No function","North West (England)","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","G7","Heterosexual / straight","45","[c]","56720","53220"
"Leaver CS","2022","No function","North West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","HEO","Heterosexual / straight","100","[c]","33460","32520"
"Leaver CS","2022","No function","North West (England)","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","SEO","Heterosexual / straight","85","[c]","42190","40670"
"Leaver CS","2022","No function","North West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","Unknown","Heterosexual / straight","115","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","North West (England)","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","AA","Unknown","45","[c]","21130","20950"
"Leaver CS","2022","No function","Scotland","AO","Heterosexual / straight","315","[c]","21820","21260"
"Leaver CS","2022","No function","Scotland","AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","AO","Undeclared","40","[c]","21360","21260"
"Leaver CS","2022","No function","Scotland","AO","Unknown","210","[c]","22880","21640"
"Leaver CS","2022","No function","Scotland","EO","Heterosexual / straight","285","[c]","28300","27570"
"Leaver CS","2022","No function","Scotland","EO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","EO","Unknown","170","[c]","31010","30450"
"Leaver CS","2022","No function","Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","HEO","Heterosexual / straight","60","[c]","35100","34290"
"Leaver CS","2022","No function","Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","SEO","Heterosexual / straight","35","[c]","44520","40670"
"Leaver CS","2022","No function","Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","South East (England)","AA","Heterosexual / straight","185","[c]","18890","18580"
"Leaver CS","2022","No function","South East (England)","AA","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","South East (England)","AA","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","South East (England)","AA","Unknown","115","[c]","19140","19130"
