"Status","Year","Organisation","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","Unknown","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Midlands (England)","Heterosexual / straight","55","50","28860","28660"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Midlands (England)","Unknown","30","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East of England","Heterosexual / straight","30","30","35220","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East of England","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","Heterosexual / straight","70","70","41950","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","Unknown","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North East (England)","Heterosexual / straight","95","85","29730","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North East (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North East (England)","Undeclared","15","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North East (England)","Unknown","20","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Heterosexual / straight","95","90","31290","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Scotland","Heterosexual / straight","65","60","31820","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Scotland","Undeclared","10","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Scotland","Unknown","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","Heterosexual / straight","35","35","34050","31040"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","Heterosexual / straight","55","55","31310","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","LGBO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","Unknown","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","Heterosexual / straight","45","40","31750","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Yorkshire and The Humber","Heterosexual / straight","40","35","34290","33380"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Heterosexual / straight","35","35","29310","27420"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East of England","Heterosexual / straight","95","90","29540","28480"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East of England","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East of England","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East of England","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","London","Heterosexual / straight","70","70","32830","31460"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","London","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","London","Undeclared","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","London","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North West (England)","Heterosexual / straight","190","175","26130","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North West (England)","LGBO","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North West (England)","Undeclared","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North West (England)","Unknown","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Scotland","Heterosexual / straight","75","70","27620","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South East (England)","Heterosexual / straight","195","185","30800","28270"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South East (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South East (England)","Undeclared","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South East (England)","Unknown","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South West (England)","Heterosexual / straight","240","230","25770","22430"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South West (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South West (England)","Undeclared","35","35","25850","25010"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South West (England)","Unknown","35","30","27740","25540"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Wales","Heterosexual / straight","205","190","26730","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Wales","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Wales","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Wales","Unknown","40","35","25460","23560"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Heterosexual / straight","140","135","27060","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Undeclared","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Unknown","20","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","Heterosexual / straight","125","120","27270","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","Undeclared","30","30","30960","29390"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","Unknown","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
