"Status","Year","Function_of_post","Parent_department","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Human Resources","Department for Education","Tees Valley and Durham","Darlington","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Education","West Midlands","Coventry","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Education","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Devon","Devon CC","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","15","[c]","36010","33020"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Inner London - West","Westminster","20","[c]","40080","32560"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","North Yorkshire","York","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Tyneside","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for International Trade","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for International Trade","Inner London - West","Westminster","25","[c]","30440","26250"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","Merseyside","Wirral","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","Inner London - West","Westminster","15","[c]","47910","38650"
"New entrant CS","2022","Human Resources","Department for Transport","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","West Midlands","Birmingham","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","West Wales and The Valleys","Swansea","20","[c]","31280","30730"
"New entrant CS","2022","Human Resources","Department for Transport","West Yorkshire","Leeds","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Inner London - West","Westminster","20","[c]","35000","33850"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Lancashire","Mid Lancashire","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Merseyside","Sefton","25","[c]","28350","27570"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Northumberland, and Tyne and Wear","Tyneside","15","[c]","32230","27570"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","South Yorkshire","Sheffield","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","West Central Scotland","Glasgow City","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","West Yorkshire","Leeds","10","[c]","35770","31990"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Inner London - East","Lambeth","25","[c]","32540","27560"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Inner London - East","Tower Hamlets","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Inner London - West","Westminster","80","[c]","35170","32790"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Outer London - West and North West","Barnet","15","[c]","32930","25950"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","West Yorkshire","Leeds","50","[c]","48970","49530"
"New entrant CS","2022","Human Resources","Estyn","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Food Standards Agency","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Food Standards Agency","East Wales","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","Derbyshire and Nottinghamshire","Nottingham","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","Devon","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","Derbyshire and Nottinghamshire","Nottingham","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","Greater Manchester","Greater Manchester South West","10","[c]","36070","26820"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","Merseyside","Liverpool","15","[c]","24480","21250"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","Northumberland, and Tyne and Wear","Tyneside","15","[c]","23930","23920"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury","East Anglia","Norwich and East Norfolk","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury","Inner London - West","Westminster","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Bedfordshire and Hertfordshire","Hertfordshire CC","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Cheshire","Cheshire East","30","[c]","21780","21170"
"New entrant CS","2022","Human Resources","Ministry of Defence","Dorset and Somerset","Dorset","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Dorset and Somerset","Somerset CC","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","40","[c]","28950","21170"
"New entrant CS","2022","Human Resources","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","30","[c]","37960","28120"
"New entrant CS","2022","Human Resources","Ministry of Defence","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Hampshire and Isle of Wight","Portsmouth","10","[c]","25940","26350"
"New entrant CS","2022","Human Resources","Ministry of Defence","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Inner London - West","Westminster","25","[c]","39500","37000"
"New entrant CS","2022","Human Resources","Ministry of Defence","Lancashire","Lancaster and Wyre","20","[c]","22880","21170"
"New entrant CS","2022","Human Resources","Ministry of Defence","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","North Yorkshire","York","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","West Central Scotland","Glasgow City","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Devon","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Inner London - West","Westminster","20","[c]","32280","34260"
"New entrant CS","2022","Human Resources","Ministry of Justice","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Lincolnshire","Lincolnshire CC","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Merseyside","Liverpool","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","North Yorkshire","York","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","Inner London - East","Lambeth","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Manchester","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","Inner London - East","Tower Hamlets","10","[c]","47050","43080"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","West Central Scotland","Glasgow City","15","[c]","35480","35000"
"New entrant CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Rail and Road","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of the Secretary of State for Wales","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Government","Eastern Scotland","City of Edinburgh","20","[c]","27660","22660"
"New entrant CS","2022","Human Resources","Scottish Government","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Government","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
