"Status","Year","Age","Disability","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Land Registry","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Revenue and Customs","Outside London","90","85","22110","21250"
"In post","2022","16-19","Declared non-disabled","HM Treasury","London","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Home Office","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Ministry of Defence","Outside London","95","95","19400","19460"
"In post","2022","16-19","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Ministry of Justice","Outside London","95","95","23090","23140"
"In post","2022","16-19","Declared non-disabled","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scottish Government","Outside London","40","40","21940","21050"
"In post","2022","16-19","Declared non-disabled","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","UK Statistics Authority","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Attorney General's Departments","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","Outside London","50","40","19530","18310"
"In post","2022","16-19","Unknown","Department for Work and Pensions","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs","Outside London","110","100","21650","21250"
"In post","2022","16-19","Unknown","Home Office","London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","Outside London","40","35","22790","21680"
"In post","2022","16-19","Unknown","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","Outside London","65","65","18040","17140"
"In post","2022","16-19","Unknown","Ministry of Defence","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Ministry of Justice","London","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Justice","Outside London","80","75","22160","20970"
"In post","2022","16-19","Unknown","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","Outside London","40","40","22400","21340"
"In post","2022","16-19","Unknown","UK Statistics Authority","Outside London","10","5","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","London","50","50","33800","29280"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Outside London","45","45","25550","23770"
"In post","2022","20-29","Declared disabled","Cabinet Office","London","130","130","36340","34550"
"In post","2022","20-29","Declared disabled","Cabinet Office","Outside London","55","55","29080","25520"
"In post","2022","20-29","Declared disabled","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Chancellor's other departments","London","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","London","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","London","155","155","40680","40050"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","65","65","28710","24650"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","London","55","55","38180","34020"
"In post","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Education","London","45","40","38970","36850"
"In post","2022","20-29","Declared disabled","Department for Education","Outside London","75","75","32490","30000"
"In post","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","London","95","90","35380","32560"
"In post","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","145","145","27870","25460"
"In post","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for International Trade","London","60","60","37270","36630"
"In post","2022","20-29","Declared disabled","Department for International Trade","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","London","80","80","36600","33210"
"In post","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Outside London","35","35","34780","36340"
"In post","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Transport","London","50","50","41670","34710"
"In post","2022","20-29","Declared disabled","Department for Transport","Outside London","45","45","25440","24240"
"In post","2022","20-29","Declared disabled","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Work and Pensions","London","185","185","32750","31060"
"In post","2022","20-29","Declared disabled","Department for Work and Pensions","Outside London","1050","1025","25410","27570"
"In post","2022","20-29","Declared disabled","Department for Work and Pensions","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department of Health and Social Care","London","100","95","34500","32790"
"In post","2022","20-29","Declared disabled","Department of Health and Social Care","Outside London","75","70","27870","28200"
"In post","2022","20-29","Declared disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Foreign, Commonwealth and Development Office","London","75","75","37190","37560"
"In post","2022","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","35","35","26430","25000"
"In post","2022","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","HM Land Registry","Outside London","65","60","25160","22600"
"In post","2022","20-29","Declared disabled","HM Revenue and Customs","London","70","70","38490","37610"
"In post","2022","20-29","Declared disabled","HM Revenue and Customs","Outside London","465","450","27990","26590"
"In post","2022","20-29","Declared disabled","HM Treasury","London","95","90","38360","33420"
"In post","2022","20-29","Declared disabled","HM Treasury","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Home Office","London","70","70","37130","35050"
"In post","2022","20-29","Declared disabled","Home Office","Outside London","125","120","25380","24880"
"In post","2022","20-29","Declared disabled","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Ministry of Defence","London","65","65","36460","35500"
"In post","2022","20-29","Declared disabled","Ministry of Defence","Outside London","430","425","28000","26670"
"In post","2022","20-29","Declared disabled","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Ministry of Justice","London","215","215","32150","30610"
"In post","2022","20-29","Declared disabled","Ministry of Justice","Outside London","885","870","25090","24090"
"In post","2022","20-29","Declared disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","National Crime Agency","London","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","National Crime Agency","Outside London","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of Gas and Electricity Markets","London","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of Gas and Electricity Markets","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Scottish Government","Outside London","270","265","29450","27650"
"In post","2022","20-29","Declared disabled","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","The National Archives","London","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Export Finance","London","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Statistics Authority","London","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Statistics Authority","Outside London","80","75","29710","30710"
"In post","2022","20-29","Declared disabled","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Welsh Government","Outside London","35","35","29310","25860"
"In post","2022","20-29","Declared non-disabled","Attorney General's Departments","London","485","475","33830","29280"
"In post","2022","20-29","Declared non-disabled","Attorney General's Departments","Outside London","390","385","27240","25480"
"In post","2022","20-29","Declared non-disabled","Cabinet Office","London","825","825","39700","35260"
"In post","2022","20-29","Declared non-disabled","Cabinet Office","Outside London","300","295","30360","30420"
"In post","2022","20-29","Declared non-disabled","Cabinet Office","Unknown","55","55","34110","32000"
"In post","2022","20-29","Declared non-disabled","Chancellor's other departments","London","50","50","38130","36500"
"In post","2022","20-29","Declared non-disabled","Chancellor's other departments","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Charity Commission","London","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Charity Commission","Outside London","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Competition and Markets Authority","London","125","125","38580","33610"
"In post","2022","20-29","Declared non-disabled","Competition and Markets Authority","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","London","1365","1365","42070","40050"
"In post","2022","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Outside London","755","750","28830","28010"
"In post","2022","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Overseas","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","London","540","540","39590","34020"
"In post","2022","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Outside London","65","65","35860","34020"
"In post","2022","20-29","Declared non-disabled","Department for Education","London","245","245","41570","40230"
"In post","2022","20-29","Declared non-disabled","Department for Education","Outside London","475","475","34580","33300"
"In post","2022","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","London","610","610","36410","32560"
"In post","2022","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Outside London","1255","1240","26780","24920"
"In post","2022","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for International Trade","London","440","440","38030","34170"
"In post","2022","20-29","Declared non-disabled","Department for International Trade","Outside London","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for International Trade","Overseas","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities","London","485","485","40130","39600"
"In post","2022","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities","Outside London","185","185","31180","30190"
"In post","2022","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Transport","London","500","495","41020","35060"
"In post","2022","20-29","Declared non-disabled","Department for Transport","Outside London","890","860","25670","21840"
"In post","2022","20-29","Declared non-disabled","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Department for Work and Pensions","London","1340","1330","32260","31060"
"In post","2022","20-29","Declared non-disabled","Department for Work and Pensions","Outside London","6865","6735","25900","27570"
"In post","2022","20-29","Declared non-disabled","Department for Work and Pensions","Unknown","65","65","29150","27570"
"In post","2022","20-29","Declared non-disabled","Department of Health and Social Care","London","585","565","34250","32330"
"In post","2022","20-29","Declared non-disabled","Department of Health and Social Care","Outside London","630","600","27810","25010"
"In post","2022","20-29","Declared non-disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Estyn","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Food Standards Agency","London","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Food Standards Agency","Outside London","45","45","30920","30350"
"In post","2022","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office","London","465","465","36740","35700"
"In post","2022","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office","Outside London","220","220","28190","26100"
"In post","2022","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office","Overseas","155","155","34160","32660"
"In post","2022","20-29","Declared non-disabled","HM Land Registry","London","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","HM Land Registry","Outside London","445","440","26370","27130"
"In post","2022","20-29","Declared non-disabled","HM Revenue and Customs","London","890","890","39910","37610"
"In post","2022","20-29","Declared non-disabled","HM Revenue and Customs","Outside London","5625","5525","28140","26590"
"In post","2022","20-29","Declared non-disabled","HM Treasury","London","665","660","38660","32960"
"In post","2022","20-29","Declared non-disabled","HM Treasury","Outside London","35","35","30580","29320"
"In post","2022","20-29","Declared non-disabled","Home Office","London","970","965","37570","35070"
"In post","2022","20-29","Declared non-disabled","Home Office","Outside London","2005","1945","25030","24880"
"In post","2022","20-29","Declared non-disabled","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Ministry of Defence","London","465","465","38500","37330"
"In post","2022","20-29","Declared non-disabled","Ministry of Defence","Outside London","4755","4725","28320","27540"
"In post","2022","20-29","Declared non-disabled","Ministry of Defence","Overseas","30","30","32640","32490"
"In post","2022","20-29","Declared non-disabled","Ministry of Defence","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Ministry of Justice","London","1690","1675","32810","31850"
"In post","2022","20-29","Declared non-disabled","Ministry of Justice","Outside London","8310","8190","25410","24730"
"In post","2022","20-29","Declared non-disabled","Ministry of Justice","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","National Crime Agency","London","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","National Crime Agency","Outside London","60","60","33500","32770"
"In post","2022","20-29","Declared non-disabled","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Northern Ireland Office","London","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Northern Ireland Office","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","London","30","30","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Outside London","85","85","28190","25750"
"In post","2022","20-29","Declared non-disabled","Office of Gas and Electricity Markets","London","180","180","32430","32230"
