"Status","Year","Profession_of_post","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Statistics","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Female","Heterosexual / straight","250","[c]","46680","42470"
"Leaver CS","2022","Unknown","London","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Female","Undeclared","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Female","Unknown","505","[c]","41820","31880"
"Leaver CS","2022","Unknown","London","Male","Heterosexual / straight","230","[c]","50020","44530"
"Leaver CS","2022","Unknown","London","Male","LGBO","35","[c]","51680","54700"
"Leaver CS","2022","Unknown","London","Male","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Male","Unknown","500","[c]","49860","42170"
"Leaver CS","2022","Unknown","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Female","Heterosexual / straight","655","[c]","31560","27570"
"Leaver CS","2022","Unknown","Outside London","Female","LGBO","55","[c]","29320","27570"
"Leaver CS","2022","Unknown","Outside London","Female","Undeclared","75","[c]","30590","27570"
"Leaver CS","2022","Unknown","Outside London","Female","Unknown","2980","[c]","29810","27570"
"Leaver CS","2022","Unknown","Outside London","Male","Heterosexual / straight","525","[c]","35260","27570"
"Leaver CS","2022","Unknown","Outside London","Male","LGBO","50","[c]","30490","27570"
"Leaver CS","2022","Unknown","Outside London","Male","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Male","Unknown","2335","[c]","33500","27570"
"Leaver CS","2022","Unknown","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","Unknown","90","[c]","47830","34550"
"Leaver CS","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Male","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Female","Heterosexual / straight","125","[c]","36720","35310"
"Leaver Dept.","2022","Commercial","Outside London","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Female","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Male","Heterosexual / straight","80","[c]","39630","36820"
"Leaver Dept.","2022","Commercial","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Female","Heterosexual / straight","90","[c]","42450","38600"
"Leaver Dept.","2022","Communications","London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Male","Heterosexual / straight","60","[c]","49150","40680"
"Leaver Dept.","2022","Communications","London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Male","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Female","Heterosexual / straight","50","[c]","36450","34050"
"Leaver Dept.","2022","Communications","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
