"Status","Year","Age","Organisation","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","London","EO","5","5","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","London","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","North East (England)","AA/AO","15","15","21260","21260"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","North West (England)","AA/AO","30","30","21260","21260"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","North West (England)","EO","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Scotland","AA/AO","10","10","21260","21260"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Wales","EO","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","West Midlands (England)","AA/AO","10","10","21260","21260"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","AA/AO","15","15","21260","21260"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Disclosure Scotland","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","Wales","AA/AO","70","60","19100","18310"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","South East (England)","Unknown","25","25","19030","19110"
"In post","2022","16-19","Food Standards Scotland","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Forestry and Land Scotland","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Actuary's Department","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Legal Department","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Legal Department","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","London","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","North West (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Crown Prosecution Service Inspectorate","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","South West (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","East Midlands (England)","AA/AO","20","20","22770","23140"
"In post","2022","16-19","HM Prison and Probation Service","East of England","AA/AO","15","15","23490","23140"
"In post","2022","16-19","HM Prison and Probation Service","London","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","North East (England)","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","North West (England)","AA/AO","15","15","22300","23140"
"In post","2022","16-19","HM Prison and Probation Service","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","South East (England)","AA/AO","40","40","24760","23140"
"In post","2022","16-19","HM Prison and Probation Service","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","South West (England)","AA/AO","15","15","22820","23140"
"In post","2022","16-19","HM Prison and Probation Service","Wales","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","West Midlands (England)","AA/AO","10","10","22980","23140"
"In post","2022","16-19","HM Prison and Probation Service","Yorkshire and The Humber","AA/AO","20","20","21550","20890"
"In post","2022","16-19","HM Prison and Probation Service","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","East Midlands (England)","AA/AO","10","10","21250","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","London","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","North East (England)","AA/AO","30","30","21250","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","North West (England)","AA/AO","50","50","21250","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","North West (England)","EO","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Scotland","AA/AO","25","20","21250","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Wales","AA/AO","15","15","21250","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","West Midlands (England)","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","AA/AO","30","30","21250","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury (excl. agencies)","London","EO","10","10","[c]","[c]"
"In post","2022","16-19","Home Office","East of England","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Home Office","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","London","EO","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","South East (England)","AA/AO","10","10","22010","21680"
"In post","2022","16-19","Home Office","South East (England)","EO","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Yorkshire and The Humber","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Intellectual Property Office","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal Aid Agency","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal Aid Agency","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Maritime and Coastguard Agency","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Met Office","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Met Office","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice (excl. agencies)","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Savings and Investments","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Budget Responsibility","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of the Public Guardian","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Registers of Scotland","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Registers of Scotland","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Royal Fleet Auxiliary","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Rural Payments Agency","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Scotland","AA/AO","10","10","21780","22000"
"In post","2022","16-19","Scottish Government (excl. agencies)","Scotland","AA/AO","25","25","21550","21050"
"In post","2022","16-19","Scottish Government (excl. agencies)","Scotland","EO","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","Scotland","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Public Pensions Agency","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Serious Fraud Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","Scotland","AA/AO","15","15","21110","21050"
"In post","2022","16-19","Social Security Scotland","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Student Awards Agency for Scotland","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Submarine Delivery Agency","South West (England)","Unknown","15","15","18160","17140"
"In post","2022","16-19","The Insolvency Service","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Transport Scotland","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","London","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","South West (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","South East (England)","AA/AO","10","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Wales","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Wales","EO","5","5","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Vehicle Certification Agency","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","Scotland","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","East Midlands (England)","EO","10","10","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","London","EO","10","10","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","North East (England)","EO","15","10","24450","24250"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","North West (England)","EO","15","15","24250","24250"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Wales","EO","5","5","[c]","[c]"
