"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Cabinet Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","SEO/HEO","Heterosexual / straight","195","195","37010","35590"
"In post","2022","Asian","Cabinet Office","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Charity Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","G6/G7","Heterosexual / straight","35","35","66300","66030"
"In post","2022","Asian","Competition and Markets Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","35","35","37770","34870"
"In post","2022","Asian","Competition and Markets Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","80","70","21720","21130"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","110","110","27380","27680"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","195","190","57390","54780"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","410","405","37600","37910"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","55","55","55840","53420"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","65","65","35610","34020"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","AA/AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Asian","Department for Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","EO","Heterosexual / straight","125","120","26320","25000"
"In post","2022","Asian","Department for Education","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","G6/G7","Heterosexual / straight","200","200","55070","53420"
"In post","2022","Asian","Department for Education","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2022","Asian","Department for Education","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","SEO/HEO","Heterosexual / straight","390","385","35250","36500"
"In post","2022","Asian","Department for Education","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","Department for Education","SEO/HEO","Unknown","30","30","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","60","55","22460","21300"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","85","80","27160","27290"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","80","80","54960","53550"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","185","185","35260","34660"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","EO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Asian","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","G6/G7","Heterosexual / straight","80","75","56640","54430"
"In post","2022","Asian","Department for International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SEO/HEO","Heterosexual / straight","130","130","36640","38160"
"In post","2022","Asian","Department for International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","35","35","27740","27850"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","G6/G7","Heterosexual / straight","75","75","56510","53130"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SEO/HEO","Heterosexual / straight","145","140","35330","35100"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","AA/AO","Heterosexual / straight","95","90","22660","21840"
"In post","2022","Asian","Department for Transport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport","AA/AO","Unknown","10","5","[c]","[c]"
"In post","2022","Asian","Department for Transport","EO","Heterosexual / straight","120","115","28460","29460"
"In post","2022","Asian","Department for Transport","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Department for Transport","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Department for Transport","G6/G7","Heterosexual / straight","120","115","60310","55930"
"In post","2022","Asian","Department for Transport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","SEO/HEO","Heterosexual / straight","215","210","39260","37660"
"In post","2022","Asian","Department for Transport","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Department for Transport","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Department for Transport","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","AA/AO","Heterosexual / straight","1740","1515","21930","21260"
"In post","2022","Asian","Department for Work and Pensions","AA/AO","LGBO","35","30","22320","21260"
"In post","2022","Asian","Department for Work and Pensions","AA/AO","Undeclared","180","150","22030","21260"
"In post","2022","Asian","Department for Work and Pensions","AA/AO","Unknown","465","360","21950","21260"
"In post","2022","Asian","Department for Work and Pensions","EO","Heterosexual / straight","3980","3730","28910","27570"
"In post","2022","Asian","Department for Work and Pensions","EO","LGBO","85","75","28830","27570"
"In post","2022","Asian","Department for Work and Pensions","EO","Undeclared","235","210","29120","28080"
"In post","2022","Asian","Department for Work and Pensions","EO","Unknown","630","535","28830","27570"
"In post","2022","Asian","Department for Work and Pensions","G6/G7","Heterosexual / straight","155","150","57860","55000"
"In post","2022","Asian","Department for Work and Pensions","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","570","555","37450","36650"
"In post","2022","Asian","Department for Work and Pensions","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","SEO/HEO","Undeclared","30","25","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","SEO/HEO","Unknown","75","70","36560","35310"
"In post","2022","Asian","Department of Health and Social Care","AA/AO","Heterosexual / straight","120","100","22130","22350"
"In post","2022","Asian","Department of Health and Social Care","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","EO","Heterosexual / straight","190","175","26710","27140"
"In post","2022","Asian","Department of Health and Social Care","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","EO","Undeclared","25","20","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","EO","Unknown","25","20","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","G6/G7","Heterosexual / straight","185","175","59330","54050"
"In post","2022","Asian","Department of Health and Social Care","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","G6/G7","Undeclared","20","20","[c]","[c]"
