"Status","Year","Ethnicity","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","No function","Department for Digital, Culture, Media and Sport","Policy","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Education","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Education","Policy","35","[c]","44820","40510"
"Leaver Dept.","2022","Unknown","No function","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Environment, Food and Rural Affairs","Policy","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for International Trade","International Trade","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for International Trade","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Levelling Up, Housing and Communities","Policy","40","[c]","42370","33650"
"Leaver Dept.","2022","Unknown","No function","Department for Transport","Operational Delivery","40","[c]","24880","21840"
"Leaver Dept.","2022","Unknown","No function","Department for Transport","Unknown","100","[c]","40820","35640"
"Leaver Dept.","2022","Unknown","No function","Department for Work and Pensions","Operational Delivery","175","[c]","27840","27570"
"Leaver Dept.","2022","Unknown","No function","Department for Work and Pensions","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department of Health and Social Care","Knowledge and Information Management","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department of Health and Social Care","Medicine","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department of Health and Social Care","Operational Delivery","130","[c]","46680","40600"
"Leaver Dept.","2022","Unknown","No function","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department of Health and Social Care","Policy","310","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department of Health and Social Care","Science and Engineering","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Ministry of Defence","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Ministry of Defence","Science and Engineering","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Ministry of Justice","Operational Delivery","275","[c]","29310","23700"
"Leaver Dept.","2022","Unknown","No function","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Ministry of Justice","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","National Crime Agency","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Office of Gas and Electricity Markets","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Office of the Secretary of State for Scotland","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Scottish Government","Operational Delivery","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Ministry of Defence","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Ministry of Defence","Project Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Ministry of Defence","Science and Engineering","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Department of Health and Social Care","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","HM Revenue and Customs","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","HM Revenue and Customs","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Cabinet Office","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Levelling Up, Housing and Communities","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Work and Pensions","Unknown","65","[c]","36040","30090"
"Leaver Dept.","2022","Unknown","Unknown","Department of Health and Social Care","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office","Unknown","85","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","HM Revenue and Customs","Unknown","435","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Operational Delivery","65","[c]","28550","24890"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Operational Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Other","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Policy","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Project Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Ministry of Defence","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Ministry of Defence","Other","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Ministry of Defence","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Scottish Government","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Competition and Markets Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Business, Energy and Industrial Strategy","Economics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Education","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Education","Policy","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for International Trade","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Levelling Up, Housing and Communities","Economics","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Levelling Up, Housing and Communities","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Levelling Up, Housing and Communities","Statistics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Transport","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Work and Pensions","Policy","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department for Work and Pensions","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Estyn","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","HM Treasury","Economics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Ministry of Defence","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Ministry of Defence","Operational Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Ministry of Defence","Statistics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","UK Statistics Authority","Economics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","UK Statistics Authority","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","UK Statistics Authority","Social Research","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","UK Statistics Authority","Statistics","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Cabinet Office","Commercial","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Cabinet Office","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Department for Business, Energy and Industrial Strategy","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Department for Education","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Department for Environment, Food and Rural Affairs","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Department for Transport","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Department of Health and Social Care","Commercial","75","[c]","46720","43480"
"Leaver Dept.","2022","White","Commercial","Foreign, Commonwealth and Development Office","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Ministry of Defence","Commercial","40","[c]","38060","38000"
"Leaver Dept.","2022","White","Commercial","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Cabinet Office","Unknown","35","[c]","46050","39990"
"Leaver Dept.","2022","White","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Department for Business, Energy and Industrial Strategy","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Department for Education","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Department for Environment, Food and Rural Affairs","Communications","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Department for International Trade","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Department for Levelling Up, Housing and Communities","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Department for Work and Pensions","Knowledge and Information Management","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Department of Health and Social Care","Communications","90","[c]","45270","41020"
"Leaver Dept.","2022","White","Communications","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","HM Treasury","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
