"Status","Year","Ethnicity","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Analysis","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Work and Pensions","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Work and Pensions","Statistics","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Work and Pensions","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Analysis","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department of Health and Social Care","Economics","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department of Health and Social Care","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Asian","Analysis","Department of Health and Social Care","Other","5","5","[c]","[c]"
"In post","2022","Asian","Analysis","Department of Health and Social Care","Policy","15","15","[c]","[c]"
"In post","2022","Asian","Analysis","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Estyn","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Estyn","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Foreign, Commonwealth and Development Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","HM Revenue and Customs","Economics","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","HM Revenue and Customs","Operational Research","15","15","[c]","[c]"
"In post","2022","Asian","Analysis","HM Revenue and Customs","Social Research","5","5","[c]","[c]"
"In post","2022","Asian","Analysis","HM Revenue and Customs","Statistics","45","40","45710","40520"
"In post","2022","Asian","Analysis","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","HM Revenue and Customs","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","HM Treasury","Economics","5","5","[c]","[c]"
"In post","2022","Asian","Analysis","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Defence","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Defence","Statistics","20","20","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Justice","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Justice","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Justice","Operational Research","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Justice","Social Research","5","5","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Justice","Statistics","20","20","[c]","[c]"
"In post","2022","Asian","Analysis","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","5","5","[c]","[c]"
"In post","2022","Asian","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Office of Gas and Electricity Markets","Economics","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Office of Gas and Electricity Markets","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Office of Gas and Electricity Markets","Other","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Office of Rail and Road","Statistics","5","5","[c]","[c]"
"In post","2022","Asian","Analysis","Office of the Secretary of State for Wales","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","UK Statistics Authority","Economics","15","15","[c]","[c]"
"In post","2022","Asian","Analysis","UK Statistics Authority","Operational Delivery","20","20","[c]","[c]"
"In post","2022","Asian","Analysis","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","UK Statistics Authority","Social Research","20","20","[c]","[c]"
"In post","2022","Asian","Analysis","UK Statistics Authority","Statistics","20","20","[c]","[c]"
"In post","2022","Asian","Analysis","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Cabinet Office","Commercial","10","10","[c]","[c]"
"In post","2022","Asian","Commercial","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Cabinet Office","Unknown","30","30","57930","54700"
"In post","2022","Asian","Commercial","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Business, Energy and Industrial Strategy","Commercial","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Digital, Culture, Media and Sport","Commercial","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Education","Commercial","20","20","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Education","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Environment, Food and Rural Affairs","Commercial","10","10","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Transport","Commercial","25","25","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department of Health and Social Care","Commercial","25","25","[c]","[c]"
"In post","2022","Asian","Commercial","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","HM Revenue and Customs","Commercial","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","HM Revenue and Customs","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","HM Revenue and Customs","Tax","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","HM Revenue and Customs","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Defence","Commercial","35","35","35990","34750"
"In post","2022","Asian","Commercial","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Defence","Science and Engineering","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Justice","Commercial","10","10","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","UK Export Finance","Operational Delivery","35","35","51390","44080"
"In post","2022","Asian","Commercial","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cabinet Office","Unknown","25","20","[c]","[c]"
"In post","2022","Asian","Communications","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Competition and Markets Authority","Communications","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Education","Communications","15","15","[c]","[c]"
"In post","2022","Asian","Communications","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Environment, Food and Rural Affairs","Communications","10","10","[c]","[c]"
"In post","2022","Asian","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for International Trade","Communications","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Levelling Up, Housing and Communities","Communications","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Transport","Communications","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Department for Work and Pensions","Communications","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department of Health and Social Care","Communications","30","30","39160","34570"
"In post","2022","Asian","Communications","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","HM Revenue and Customs","Communications","10","10","[c]","[c]"
"In post","2022","Asian","Communications","HM Revenue and Customs","Operational Delivery","215","210","29100","26820"
"In post","2022","Asian","Communications","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","HM Revenue and Customs","Tax","295","290","28750","26820"
"In post","2022","Asian","Communications","HM Revenue and Customs","Unknown","20","20","[c]","[c]"
"In post","2022","Asian","Communications","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Ministry of Defence","Communications","10","10","[c]","[c]"
