"Status","Year","Disability","Ethnicity","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared disabled","White","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","The National Archives","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","UK Statistics Authority","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Welsh Government","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Welsh Government","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Welsh Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Attorney General's Departments","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Attorney General's Departments","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Cabinet Office","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Cabinet Office","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Cabinet Office","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Cabinet Office","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Cabinet Office","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Charity Commission","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Charity Commission","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Competition and Markets Authority","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Business, Energy and Industrial Strategy","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Business, Energy and Industrial Strategy","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Business, Energy and Industrial Strategy","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Business, Energy and Industrial Strategy","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Education","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Education","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Education","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Education","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Environment, Food and Rural Affairs","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for International Trade","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for International Trade","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Levelling Up, Housing and Communities","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Levelling Up, Housing and Communities","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Levelling Up, Housing and Communities","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Transport","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Transport","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Transport","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Transport","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Transport","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Transport","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Work and Pensions","AO","50","[c]","21460","21260"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Work and Pensions","EO","265","[c]","28920","27570"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Work and Pensions","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Work and Pensions","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department of Health and Social Care","AA","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department of Health and Social Care","AO","80","[c]","21980","21820"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department of Health and Social Care","EO","125","[c]","25910","26880"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department of Health and Social Care","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department of Health and Social Care","G7","70","[c]","53370","52610"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department of Health and Social Care","HEO","150","[c]","31810","32330"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department of Health and Social Care","SCS level","35","[c]","102760","102390"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department of Health and Social Care","SEO","110","[c]","39950","40070"
