"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Welsh Government","SCS level","SCS level","15","15","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","SEO/HEO","HEO","90","85","37670","38160"
"In post","2022","Declared disabled","Welsh Government","SEO/HEO","SEO","55","50","45820","47470"
"In post","2022","Declared non-disabled","Attorney General's Departments","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Attorney General's Departments","AA/AO","AO","930","840","22660","22200"
"In post","2022","Declared non-disabled","Attorney General's Departments","EO","EO","1295","1215","27950","27820"
"In post","2022","Declared non-disabled","Attorney General's Departments","G6/G7","G6","830","775","68490","66610"
"In post","2022","Declared non-disabled","Attorney General's Departments","G6/G7","G7","2695","2480","55160","53170"
"In post","2022","Declared non-disabled","Attorney General's Departments","SCS level","SCS level","230","220","86490","82500"
"In post","2022","Declared non-disabled","Attorney General's Departments","SEO/HEO","HEO","710","685","34560","33310"
"In post","2022","Declared non-disabled","Attorney General's Departments","SEO/HEO","SEO","290","285","40150","39750"
"In post","2022","Declared non-disabled","Cabinet Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Cabinet Office","AA/AO","AO","275","255","22020","21170"
"In post","2022","Declared non-disabled","Cabinet Office","EO","EO","630","610","26630","27500"
"In post","2022","Declared non-disabled","Cabinet Office","G6/G7","G6","595","585","66640","64700"
"In post","2022","Declared non-disabled","Cabinet Office","G6/G7","G7","1420","1390","54760","54700"
"In post","2022","Declared non-disabled","Cabinet Office","SCS level","SCS level","455","445","98740","91800"
"In post","2022","Declared non-disabled","Cabinet Office","SEO/HEO","HEO","1035","1015","33760","34550"
"In post","2022","Declared non-disabled","Cabinet Office","SEO/HEO","SEO","800","785","40020","40600"
"In post","2022","Declared non-disabled","Chancellor's other departments","AA/AO","AO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","EO","EO","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","G6/G7","G6","90","85","91990","83110"
"In post","2022","Declared non-disabled","Chancellor's other departments","G6/G7","G7","75","70","55320","56500"
"In post","2022","Declared non-disabled","Chancellor's other departments","SCS level","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","SEO/HEO","HEO","60","60","36760","36590"
"In post","2022","Declared non-disabled","Chancellor's other departments","SEO/HEO","SEO","55","55","45000","44880"
"In post","2022","Declared non-disabled","Charity Commission","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","EO","EO","45","45","24640","24440"
"In post","2022","Declared non-disabled","Charity Commission","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","G6/G7","G7","30","30","51290","51070"
"In post","2022","Declared non-disabled","Charity Commission","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","SEO/HEO","HEO","80","75","28930","29160"
"In post","2022","Declared non-disabled","Charity Commission","SEO/HEO","SEO","45","45","37350","37910"
"In post","2022","Declared non-disabled","Competition and Markets Authority","AA/AO","AO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Competition and Markets Authority","EO","EO","60","55","28100","27920"
"In post","2022","Declared non-disabled","Competition and Markets Authority","G6/G7","G6","160","155","75660","75140"
"In post","2022","Declared non-disabled","Competition and Markets Authority","G6/G7","G7","215","210","57170","56360"
"In post","2022","Declared non-disabled","Competition and Markets Authority","SCS level","SCS level","100","100","106020","99750"
"In post","2022","Declared non-disabled","Competition and Markets Authority","SEO/HEO","HEO","120","115","34680","34530"
"In post","2022","Declared non-disabled","Competition and Markets Authority","SEO/HEO","SEO","55","55","43850","43880"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AA/AO","AA","75","70","18950","19150"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AA/AO","AO","780","715","21840","21430"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","EO","EO","1245","1180","26590","26290"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G6/G7","G6","810","775","66220","64990"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G6/G7","G7","2305","2230","54300","53600"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","335","320","86890","79760"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","2120","2050","33910","33570"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","2305","2225","41700","40050"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","EO","EO","140","135","26820","26180"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","G6","185","185","64080","63140"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","G7","535","530","53520","51730"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","SCS level","SCS level","100","95","82750","75500"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","590","585","35380","34020"
"In post","2022","Declared non-disabled","Department for Education","AA/AO","AO","65","60","22120","21250"
"In post","2022","Declared non-disabled","Department for Education","EO","EO","390","370","26820","26000"
"In post","2022","Declared non-disabled","Department for Education","G6/G7","G6","755","725","64460","64180"
"In post","2022","Declared non-disabled","Department for Education","G6/G7","G7","1540","1480","52160","50630"
"In post","2022","Declared non-disabled","Department for Education","SCS level","SCS level","230","220","82430","74100"
"In post","2022","Declared non-disabled","Department for Education","SEO/HEO","HEO","945","910","31330","30200"
"In post","2022","Declared non-disabled","Department for Education","SEO/HEO","SEO","1425","1370","38830","37100"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","AA/AO","AO","1945","1795","21680","21300"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","EO","EO","1775","1675","26100","25190"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","G6/G7","G6","485","470","62700","62060"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","G6/G7","G7","1470","1420","51560","51730"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","SCS level","SCS level","160","155","83510","77410"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","1860","1795","31320","30400"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","1895","1815","38670","37480"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for International Trade","AA/AO","AO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for International Trade","EO","EO","140","140","27700","26800"
"In post","2022","Declared non-disabled","Department for International Trade","G6/G7","G6","180","175","64220","62830"
"In post","2022","Declared non-disabled","Department for International Trade","G6/G7","G7","445","440","53370","51970"
"In post","2022","Declared non-disabled","Department for International Trade","SCS level","SCS level","110","105","86130","76730"
"In post","2022","Declared non-disabled","Department for International Trade","SEO/HEO","HEO","320","315","32720","31800"
"In post","2022","Declared non-disabled","Department for International Trade","SEO/HEO","SEO","325","320","39670","38540"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","AA/AO","AO","120","110","22710","22560"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","EO","EO","275","265","27640","27850"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","G6/G7","G6","440","410","64430","63470"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","G6/G7","G7","835","810","52170","53130"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","SCS level","SCS level","135","130","85570","76960"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","600","585","33010","33210"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","510","500","39660","39600"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","AA/AO","AA","775","620","18650","18310"
"In post","2022","Declared non-disabled","Department for Transport","AA/AO","AO","2940","2605","22840","21840"
"In post","2022","Declared non-disabled","Department for Transport","EO","EO","2835","2660","27940","26780"
"In post","2022","Declared non-disabled","Department for Transport","G6/G7","G6","445","435","69410","66230"
"In post","2022","Declared non-disabled","Department for Transport","G6/G7","G7","1075","1050","56120","54650"
"In post","2022","Declared non-disabled","Department for Transport","SCS level","SCS level","215","205","88850","80000"
"In post","2022","Declared non-disabled","Department for Transport","SEO/HEO","HEO","1670","1625","33590","33350"
"In post","2022","Declared non-disabled","Department for Transport","SEO/HEO","SEO","1315","1290","42830","42470"
"In post","2022","Declared non-disabled","Department for Work and Pensions","AA/AO","AA","200","165","20420","20480"
"In post","2022","Declared non-disabled","Department for Work and Pensions","AA/AO","AO","21520","18515","21420","21260"
"In post","2022","Declared non-disabled","Department for Work and Pensions","EO","EO","35805","32395","28110","27570"
"In post","2022","Declared non-disabled","Department for Work and Pensions","G6/G7","G6","875","845","66730","66250"
"In post","2022","Declared non-disabled","Department for Work and Pensions","G6/G7","G7","2390","2300","53670","52750"
"In post","2022","Declared non-disabled","Department for Work and Pensions","SCS level","SCS level","240","235","86740","79300"
"In post","2022","Declared non-disabled","Department for Work and Pensions","SEO/HEO","HEO","5900","5540","33490","32250"
"In post","2022","Declared non-disabled","Department for Work and Pensions","SEO/HEO","SEO","3435","3275","40480","37910"
"In post","2022","Declared non-disabled","Department of Health and Social Care","AA/AO","AA","85","65","20290","19100"
"In post","2022","Declared non-disabled","Department of Health and Social Care","AA/AO","AO","460","405","21690","21820"
"In post","2022","Declared non-disabled","Department of Health and Social Care","EO","EO","730","680","26000","26880"
"In post","2022","Declared non-disabled","Department of Health and Social Care","G6/G7","G6","460","425","69520","66560"
"In post","2022","Declared non-disabled","Department of Health and Social Care","G6/G7","G7","930","890","53140","53120"
"In post","2022","Declared non-disabled","Department of Health and Social Care","SCS level","SCS level","350","320","93710","90840"
"In post","2022","Declared non-disabled","Department of Health and Social Care","SEO/HEO","HEO","1085","1020","31880","32330"
"In post","2022","Declared non-disabled","Department of Health and Social Care","SEO/HEO","SEO","1060","1005","40020","40070"
"In post","2022","Declared non-disabled","Estyn","AA/AO","AO","10","5","[c]","[c]"
