"Status","Year","Region_ITL2","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Yorkshire and Northern Lincolnshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Outside London","SEO","205","195","43980","41100"
"In post","2022","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","395","365","30020","28200"
"In post","2022","Eastern Scotland","Outside London","AA","1275","1195","21810","21050"
"In post","2022","Eastern Scotland","Outside London","AO","4765","4425","23010","21640"
"In post","2022","Eastern Scotland","Outside London","EO","5495","5140","29320","27570"
"In post","2022","Eastern Scotland","Outside London","G6","1010","965","72390","75340"
"In post","2022","Eastern Scotland","Outside London","G7","1885","1800","57360","57190"
"In post","2022","Eastern Scotland","Outside London","HEO","3495","3360","34820","33680"
"In post","2022","Eastern Scotland","Outside London","SCS level","250","245","89680","83230"
"In post","2022","Eastern Scotland","Outside London","SEO","2785","2655","44340","43660"
"In post","2022","Eastern Scotland","Outside London","Unknown","30","30","41380","39880"
"In post","2022","Essex","Outside London","AA","185","170","20450","20480"
"In post","2022","Essex","Outside London","AO","1230","1120","24380","24250"
"In post","2022","Essex","Outside London","EO","2055","1870","28750","29290"
"In post","2022","Essex","Outside London","G6","60","60","70530","67910"
"In post","2022","Essex","Outside London","G7","250","235","56980","55210"
"In post","2022","Essex","Outside London","HEO","650","610","33990","33370"
"In post","2022","Essex","Outside London","SCS level","30","25","96170","89220"
"In post","2022","Essex","Outside London","SEO","395","375","42060","40520"
"In post","2022","Essex","Outside London","Unknown","460","425","28950","26310"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA","600","575","19970","19810"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AO","3195","2935","22990","21380"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","5705","5325","26280","26670"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6","1200","1155","68240","67220"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G7","4090","3950","52610","52700"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","HEO","6615","6330","31830","32720"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","300","290","97940","90530"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO","6210","5975","40550","40510"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","2250","2150","37600","33710"
"In post","2022","Greater Manchester","Outside London","AA","460","410","20290","20890"
"In post","2022","Greater Manchester","Outside London","AO","5055","4590","21950","21260"
"In post","2022","Greater Manchester","Outside London","EO","5995","5650","26910","26820"
"In post","2022","Greater Manchester","Outside London","G6","640","625","67080","67760"
"In post","2022","Greater Manchester","Outside London","G7","1950","1890","53720","54160"
"In post","2022","Greater Manchester","Outside London","HEO","3740","3610","32570","33080"
"In post","2022","Greater Manchester","Outside London","SCS level","140","135","88770","81860"
"In post","2022","Greater Manchester","Outside London","SEO","2435","2355","39720","40180"
"In post","2022","Greater Manchester","Outside London","Unknown","1190","1120","29570","28200"
"In post","2022","Hampshire and Isle of Wight","Outside London","AA","1115","920","20160","19810"
"In post","2022","Hampshire and Isle of Wight","Outside London","AO","3340","2875","23410","21260"
"In post","2022","Hampshire and Isle of Wight","Outside London","EO","3600","3380","27200","26820"
"In post","2022","Hampshire and Isle of Wight","Outside London","G6","345","325","70030","67770"
"In post","2022","Hampshire and Isle of Wight","Outside London","G7","1700","1630","54060","53050"
"In post","2022","Hampshire and Isle of Wight","Outside London","HEO","2875","2765","32880","33300"
"In post","2022","Hampshire and Isle of Wight","Outside London","SCS level","95","90","92610","90000"
"In post","2022","Hampshire and Isle of Wight","Outside London","SEO","1995","1920","41030","40180"
"In post","2022","Hampshire and Isle of Wight","Outside London","Unknown","500","460","30160","28200"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","AA","315","290","20510","20890"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","AO","1420","1320","24030","21680"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","1135","1060","27230","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","G6","60","55","69250","63900"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","G7","130","125","54630","51300"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","HEO","430","410","32700","31990"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","SCS level","15","15","87080","82500"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO","290","280","42350","40610"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","395","365","29910","28200"
"In post","2022","Highlands and Islands","Outside London","AA","170","155","20810","20260"
"In post","2022","Highlands and Islands","Outside London","AO","645","595","23820","23230"
"In post","2022","Highlands and Islands","Outside London","EO","690","645","29190","27570"
"In post","2022","Highlands and Islands","Outside London","G6","25","25","72250","72480"
"In post","2022","Highlands and Islands","Outside London","G7","45","40","56960","55000"
"In post","2022","Highlands and Islands","Outside London","HEO","280","270","35160","35240"
"In post","2022","Highlands and Islands","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Outside London","SEO","140","135","44800","44680"
"In post","2022","Highlands and Islands","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Inner London - East","London","AA","235","220","23600","22460"
"In post","2022","Inner London - East","London","AO","2420","2215","26760","25110"
"In post","2022","Inner London - East","London","EO","4955","4730","31250","31060"
"In post","2022","Inner London - East","London","G6","1235","1180","72830","73430"
"In post","2022","Inner London - East","London","G7","2735","2655","58730","59160"
"In post","2022","Inner London - East","London","HEO","3460","3365","37440","37610"
"In post","2022","Inner London - East","London","SCS level","600","575","97380","91750"
"In post","2022","Inner London - East","London","SEO","2385","2330","44470","43810"
"In post","2022","Inner London - East","London","Unknown","1020","980","35530","34100"
"In post","2022","Inner London - West","London","AA","585","560","23040","22460"
"In post","2022","Inner London - West","London","AO","3430","3260","26550","24560"
"In post","2022","Inner London - West","London","EO","7100","6910","29340","28880"
"In post","2022","Inner London - West","London","G6","7080","6810","68490","66440"
"In post","2022","Inner London - West","London","G7","15690","15230","56140","54700"
"In post","2022","Inner London - West","London","HEO","12945","12760","34760","34280"
"In post","2022","Inner London - West","London","SCS level","3715","3600","89840","80050"
"In post","2022","Inner London - West","London","SEO","9945","9740","42630","41950"
"In post","2022","Inner London - West","London","Unknown","280","275","36830","35310"
"In post","2022","Kent","Outside London","AA","410","390","20920","20920"
"In post","2022","Kent","Outside London","AO","2520","2370","25990","24520"
"In post","2022","Kent","Outside London","EO","3560","3290","28300","27370"
"In post","2022","Kent","Outside London","G6","60","55","71830","67910"
"In post","2022","Kent","Outside London","G7","245","235","55460","53050"
"In post","2022","Kent","Outside London","HEO","995","950","34290","33300"
"In post","2022","Kent","Outside London","SCS level","10","10","101410","103000"
"In post","2022","Kent","Outside London","SEO","480","460","42600","40520"
"In post","2022","Kent","Outside London","Unknown","480","440","30000","28250"
"In post","2022","Lancashire","Outside London","AA","450","395","20750","20890"
"In post","2022","Lancashire","Outside London","AO","5570","4975","22360","21260"
"In post","2022","Lancashire","Outside London","EO","4435","4035","27630","27570"
"In post","2022","Lancashire","Outside London","G6","270","260","68660","66610"
"In post","2022","Lancashire","Outside London","G7","725","695","53540","52640"
"In post","2022","Lancashire","Outside London","HEO","1515","1415","33250","32900"
"In post","2022","Lancashire","Outside London","SCS level","45","45","82710","76480"
"In post","2022","Lancashire","Outside London","SEO","1110","1055","40160","39390"
"In post","2022","Lancashire","Outside London","Unknown","660","615","29640","28200"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","AA","310","285","20100","19810"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","AO","2420","2175","22830","21260"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","EO","1805","1670","27620","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","G6","45","40","72880","71610"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","G7","190","180","55040","53800"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","HEO","595","565","33910","33370"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","SCS level","10","10","83450","75840"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","SEO","335","325","43160","41100"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","565","525","29570","28200"
"In post","2022","Lincolnshire","Outside London","AA","315","300","20040","19810"
"In post","2022","Lincolnshire","Outside London","AO","1000","930","23300","21380"
"In post","2022","Lincolnshire","Outside London","EO","750","700","27720","27570"
"In post","2022","Lincolnshire","Outside London","G6","35","30","71340","67510"
"In post","2022","Lincolnshire","Outside London","G7","85","85","55030","53360"
"In post","2022","Lincolnshire","Outside London","HEO","390","375","33410","33300"
"In post","2022","Lincolnshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Lincolnshire","Outside London","SEO","230","220","42770","41380"
"In post","2022","Lincolnshire","Outside London","Unknown","210","200","30180","28200"
"In post","2022","Merseyside","Outside London","AA","500","440","19230","18240"
"In post","2022","Merseyside","Outside London","AO","6605","5850","21730","21380"
"In post","2022","Merseyside","Outside London","EO","6675","6150","26520","26820"
"In post","2022","Merseyside","Outside London","G6","345","335","67260","67320"
"In post","2022","Merseyside","Outside London","G7","1250","1205","54370","54160"
"In post","2022","Merseyside","Outside London","HEO","3045","2915","32400","33080"
"In post","2022","Merseyside","Outside London","SCS level","85","85","89360","80500"
"In post","2022","Merseyside","Outside London","SEO","1900","1835","40240","40180"
"In post","2022","Merseyside","Outside London","Unknown","815","765","28950","26310"
"In post","2022","North Eastern Scotland","Outside London","AA","80","65","21740","21640"
"In post","2022","North Eastern Scotland","Outside London","AO","450","425","26860","24020"
"In post","2022","North Eastern Scotland","Outside London","EO","635","595","29630","27570"
"In post","2022","North Eastern Scotland","Outside London","G6","40","40","74640","73910"
"In post","2022","North Eastern Scotland","Outside London","G7","95","95","64080","59150"
"In post","2022","North Eastern Scotland","Outside London","HEO","315","300","35940","34600"
"In post","2022","North Eastern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Outside London","SEO","320","300","55950","47490"
"In post","2022","North Yorkshire","Outside London","AA","270","255","19540","19810"
"In post","2022","North Yorkshire","Outside London","AO","1040","970","23620","21300"
"In post","2022","North Yorkshire","Outside London","EO","1040","985","27130","26670"
"In post","2022","North Yorkshire","Outside London","G6","145","140","67100","63860"
"In post","2022","North Yorkshire","Outside London","G7","455","440","53710","50850"
"In post","2022","North Yorkshire","Outside London","HEO","855","825","32830","32750"
"In post","2022","North Yorkshire","Outside London","SCS level","30","30","93150","88750"
"In post","2022","North Yorkshire","Outside London","SEO","575","555","39330","38180"
"In post","2022","North Yorkshire","Outside London","Unknown","240","220","29520","28200"
"In post","2022","Northern Ireland","Outside London","AA","480","470","20200","20560"
"In post","2022","Northern Ireland","Outside London","AO","1160","1060","21760","21250"
"In post","2022","Northern Ireland","Outside London","EO","1105","1050","26930","26820"
"In post","2022","Northern Ireland","Outside London","G6","65","60","70010","67910"
"In post","2022","Northern Ireland","Outside London","G7","240","230","54470","55210"
"In post","2022","Northern Ireland","Outside London","HEO","800","780","33580","33370"
"In post","2022","Northern Ireland","Outside London","SCS level","20","15","79550","75700"
"In post","2022","Northern Ireland","Outside London","SEO","390","380","40240","40180"
"In post","2022","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","AA","565","430","20780","21250"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","AO","8120","6930","21400","21260"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","EO","5970","5460","26960","27250"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","G6","505","490","66770","67860"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","G7","1660","1615","53390","54160"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","HEO","3480","3325","32740","33080"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","SCS level","100","100","87050","77900"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","SEO","2270","2175","39680","40180"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","Unknown","580","545","29430","28200"
"In post","2022","Outer London - East and North East","London","AA","270","250","23670","24080"
"In post","2022","Outer London - East and North East","London","AO","1190","1105","27800","25110"
"In post","2022","Outer London - East and North East","London","EO","1745","1615","31310","31060"
"In post","2022","Outer London - East and North East","London","G6","20","20","72890","68300"
"In post","2022","Outer London - East and North East","London","G7","45","45","60640","56870"
"In post","2022","Outer London - East and North East","London","HEO","290","280","37460","36650"
"In post","2022","Outer London - East and North East","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","London","SEO","125","120","46070","43470"
"In post","2022","Outer London - East and North East","London","Unknown","380","360","33530","33700"
"In post","2022","Outer London - South","London","AA","225","200","22230","22460"
"In post","2022","Outer London - South","London","AO","1635","1485","25220","25630"
"In post","2022","Outer London - South","London","EO","3385","3200","30240","30330"
"In post","2022","Outer London - South","London","G6","590","565","73030","74000"
"In post","2022","Outer London - South","London","G7","1325","1290","60280","59930"
"In post","2022","Outer London - South","London","HEO","2450","2365","36610","36620"
"In post","2022","Outer London - South","London","SCS level","100","100","88810","82340"
"In post","2022","Outer London - South","London","SEO","1780","1720","44190","43430"
"In post","2022","Outer London - South","London","Unknown","330","310","33460","32090"
"In post","2022","Outer London - West and North West","London","AA","320","280","22960","22460"
"In post","2022","Outer London - West and North West","London","AO","1570","1435","26610","25630"
"In post","2022","Outer London - West and North West","London","EO","3940","3645","29870","30270"
"In post","2022","Outer London - West and North West","London","G6","165","155","70360","68520"
"In post","2022","Outer London - West and North West","London","G7","445","435","56090","55130"
"In post","2022","Outer London - West and North West","London","HEO","1350","1295","34960","35070"
"In post","2022","Outer London - West and North West","London","SCS level","65","55","111960","102850"
"In post","2022","Outer London - West and North West","London","SEO","855","830","43100","41990"
"In post","2022","Outer London - West and North West","London","Unknown","420","400","33120","32090"
"In post","2022","Overseas","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","AO","65","65","22260","21830"
"In post","2022","Overseas","Overseas","EO","285","285","27700","27130"
"In post","2022","Overseas","Overseas","G6","445","445","66660","65210"
"In post","2022","Overseas","Overseas","G7","865","865","55990","54560"
"In post","2022","Overseas","Overseas","HEO","1065","1060","36120","34220"
"In post","2022","Overseas","Overseas","SCS level","290","290","85420","76600"
"In post","2022","Overseas","Overseas","SEO","460","460","46490","41950"
"In post","2022","Overseas","Overseas","Unknown","200","200","40510","32790"
"In post","2022","Shropshire and Staffordshire","Outside London","AA","515","480","20470","20890"
"In post","2022","Shropshire and Staffordshire","Outside London","AO","2660","2445","23630","21960"
"In post","2022","Shropshire and Staffordshire","Outside London","EO","2525","2345","27850","27570"
"In post","2022","Shropshire and Staffordshire","Outside London","G6","160","155","72070","67910"
"In post","2022","Shropshire and Staffordshire","Outside London","G7","485","470","55820","55210"
"In post","2022","Shropshire and Staffordshire","Outside London","HEO","1145","1085","33800","33300"
"In post","2022","Shropshire and Staffordshire","Outside London","SCS level","45","45","96080","92640"
"In post","2022","Shropshire and Staffordshire","Outside London","SEO","855","825","42240","40580"
"In post","2022","Shropshire and Staffordshire","Outside London","Unknown","520","465","29690","28200"
"In post","2022","South Yorkshire","Outside London","AA","280","250","20190","20890"
"In post","2022","South Yorkshire","Outside London","AO","2600","2290","22610","21680"
"In post","2022","South Yorkshire","Outside London","EO","2855","2575","27060","27570"
"In post","2022","South Yorkshire","Outside London","G6","355","345","64600","63260"
"In post","2022","South Yorkshire","Outside London","G7","980","945","52570","50630"
"In post","2022","South Yorkshire","Outside London","HEO","1505","1415","32150","31990"
"In post","2022","South Yorkshire","Outside London","SCS level","85","80","80490","75040"
"In post","2022","South Yorkshire","Outside London","SEO","1270","1215","38980","37450"
"In post","2022","South Yorkshire","Outside London","Unknown","540","495","29640","28200"
"In post","2022","Southern Scotland","Outside London","AA","175","155","21310","20950"
"In post","2022","Southern Scotland","Outside London","AO","2155","1900","22420","21260"
"In post","2022","Southern Scotland","Outside London","EO","1955","1770","27440","27570"
"In post","2022","Southern Scotland","Outside London","G6","145","140","66240","66610"
"In post","2022","Southern Scotland","Outside London","G7","385","370","53080","53480"
"In post","2022","Southern Scotland","Outside London","HEO","900","850","33410","33370"
"In post","2022","Southern Scotland","Outside London","SCS level","30","30","79690","77650"
"In post","2022","Southern Scotland","Outside London","SEO","495","480","41850","40520"
"In post","2022","Surrey, East and West Sussex","Outside London","AA","425","390","21640","20890"
"In post","2022","Surrey, East and West Sussex","Outside London","AO","2455","2250","25370","23450"
"In post","2022","Surrey, East and West Sussex","Outside London","EO","2955","2655","28330","27570"
"In post","2022","Surrey, East and West Sussex","Outside London","G6","170","160","70070","66830"
"In post","2022","Surrey, East and West Sussex","Outside London","G7","450","430","56060","54850"
"In post","2022","Surrey, East and West Sussex","Outside London","HEO","985","935","34450","33370"
"In post","2022","Surrey, East and West Sussex","Outside London","SCS level","35","35","91460","86600"
"In post","2022","Surrey, East and West Sussex","Outside London","SEO","660","625","42520","40520"
"In post","2022","Surrey, East and West Sussex","Outside London","Unknown","635","565","30510","28510"
"In post","2022","Tees Valley and Durham","Outside London","AA","500","445","20610","20890"
"In post","2022","Tees Valley and Durham","Outside London","AO","4025","3580","23710","21960"
"In post","2022","Tees Valley and Durham","Outside London","EO","2460","2230","27510","27570"
"In post","2022","Tees Valley and Durham","Outside London","G6","115","110","66550","61990"
"In post","2022","Tees Valley and Durham","Outside London","G7","435","425","53250","50630"
"In post","2022","Tees Valley and Durham","Outside London","HEO","995","945","32530","31990"
"In post","2022","Tees Valley and Durham","Outside London","SCS level","30","30","86640","80500"
"In post","2022","Tees Valley and Durham","Outside London","SEO","695","660","41040","38550"
"In post","2022","Tees Valley and Durham","Outside London","Unknown","600","570","29830","28200"
"In post","2022","Unknown","Unknown","AA","20","15","20120","20370"
"In post","2022","Unknown","Unknown","AO","180","165","22630","21300"
"In post","2022","Unknown","Unknown","EO","440","415","28290","27570"
"In post","2022","Unknown","Unknown","G6","40","35","68690","65950"
"In post","2022","Unknown","Unknown","G7","125","125","54050","53360"
"In post","2022","Unknown","Unknown","HEO","485","480","33100","32000"
"In post","2022","Unknown","Unknown","SCS level","25","20","96490","87600"
"In post","2022","Unknown","Unknown","SEO","110","105","40810","40600"
"In post","2022","Unknown","Unknown","Unknown","1890","1875","36980","33570"
"In post","2022","West Central Scotland","Outside London","AA","1295","1205","21180","21050"
"In post","2022","West Central Scotland","Outside London","AO","5865","5260","23050","21260"
"In post","2022","West Central Scotland","Outside London","EO","5600","5205","28370","27570"
"In post","2022","West Central Scotland","Outside London","G6","535","520","71420","70480"
"In post","2022","West Central Scotland","Outside London","G7","1245","1210","56400","55210"
"In post","2022","West Central Scotland","Outside London","HEO","3105","2975","33800","33080"
"In post","2022","West Central Scotland","Outside London","SCS level","95","95","85720","83230"
"In post","2022","West Central Scotland","Outside London","SEO","2045","1970","43440","41550"
"In post","2022","West Central Scotland","Outside London","Unknown","65","65","39810","40220"
"In post","2022","West Midlands","Outside London","AA","370","330","19760","19200"
"In post","2022","West Midlands","Outside London","AO","5050","4495","21610","21260"
"In post","2022","West Midlands","Outside London","EO","6190","5720","27120","27570"
"In post","2022","West Midlands","Outside London","G6","465","450","67260","66610"
"In post","2022","West Midlands","Outside London","G7","1565","1510","53070","51460"
"In post","2022","West Midlands","Outside London","HEO","3145","3020","32780","33080"
"In post","2022","West Midlands","Outside London","SCS level","155","150","98420","89500"
"In post","2022","West Midlands","Outside London","SEO","1950","1880","40120","40170"
"In post","2022","West Midlands","Outside London","Unknown","1175","1080","29290","28200"
"In post","2022","West Wales and The Valleys","Outside London","AA","1410","1150","18770","18310"
"In post","2022","West Wales and The Valleys","Outside London","AO","5830","5150","22040","21840"
"In post","2022","West Wales and The Valleys","Outside London","EO","4595","4235","27440","27570"
"In post","2022","West Wales and The Valleys","Outside London","G6","250","240","73360","75480"
