"Status","Year","Function_of_post","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Communications","Department for Transport","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Transport","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Transport","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Transport","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Work and Pensions","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Work and Pensions","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Work and Pensions","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Work and Pensions","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Work and Pensions","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care","London","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Food Standards Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Food Standards Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Food Standards Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Food Standards Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Foreign, Commonwealth and Development Office","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Foreign, Commonwealth and Development Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Foreign, Commonwealth and Development Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Land Registry","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Land Registry","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Land Registry","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Revenue and Customs","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Treasury","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Treasury","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Treasury","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Justice","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","National Crime Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","National Crime Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","National Crime Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Northern Ireland Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office for Standards in Education, Children's Services and Skills","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office for Standards in Education, Children's Services and Skills","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office for Standards in Education, Children's Services and Skills","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Gas and Electricity Markets","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Gas and Electricity Markets","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Gas and Electricity Markets","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Gas and Electricity Markets","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Gas and Electricity Markets","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Gas and Electricity Markets","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Gas and Electricity Markets","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Qualifications and Examinations Regulation","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Scottish Government","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Scottish Government","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Scottish Government","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","The National Archives","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Export Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Export Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Export Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Statistics Authority","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Statistics Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Statistics Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Statistics Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Water Services Regulation Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Water Services Regulation Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Water Services Regulation Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Welsh Government","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Attorney General's Departments","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Attorney General's Departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Attorney General's Departments","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Attorney General's Departments","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Attorney General's Departments","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Attorney General's Departments","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Attorney General's Departments","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Cabinet Office","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Cabinet Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Cabinet Office","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Cabinet Office","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Transport","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Transport","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Work and Pensions","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Work and Pensions","London","EO","10","[c]","31030","31060"
"Leaver CS","2022","Counter Fraud","Department for Work and Pensions","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Work and Pensions","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Work and Pensions","Outside London","AO","80","[c]","21450","21260"
"Leaver CS","2022","Counter Fraud","Department for Work and Pensions","Outside London","EO","120","[c]","27620","27570"
"Leaver CS","2022","Counter Fraud","Department for Work and Pensions","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Work and Pensions","Outside London","HEO","15","[c]","34160","34290"
"Leaver CS","2022","Counter Fraud","Department for Work and Pensions","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Work and Pensions","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Food Standards Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Food Standards Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Food Standards Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Revenue and Customs","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Revenue and Customs","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Revenue and Customs","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Revenue and Customs","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Revenue and Customs","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Revenue and Customs","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Revenue and Customs","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Revenue and Customs","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Revenue and Customs","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Revenue and Customs","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Treasury","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Treasury","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Treasury","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Department for Work and Pensions","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Department for Work and Pensions","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Department for Work and Pensions","Outside London","AO","185","[c]","21300","21260"
"Leaver CS","2022","Debt","Department for Work and Pensions","Outside London","EO","20","[c]","27470","27570"
"Leaver CS","2022","Debt","Department for Work and Pensions","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Department for Work and Pensions","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","HM Revenue and Customs","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","HM Revenue and Customs","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","HM Revenue and Customs","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Debt","HM Revenue and Customs","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Attorney General's Departments","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Attorney General's Departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Attorney General's Departments","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Attorney General's Departments","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Attorney General's Departments","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","London","AO","15","[c]","19670","18330"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","London","G6","20","[c]","68210","67660"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","London","G7","55","[c]","56680","54700"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","London","SCS level","10","[c]","107020","104920"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Chancellor's other departments","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Chancellor's other departments","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Charity Commission","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Charity Commission","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Charity Commission","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Charity Commission","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Competition and Markets Authority","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Competition and Markets Authority","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Competition and Markets Authority","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","AA","20","[c]","18470","17900"
"Leaver CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","EO","20","[c]","27580","26990"
"Leaver CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","G7","20","[c]","53610","52250"
"Leaver CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","HEO","30","[c]","33940","33610"
"Leaver CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","SEO","25","[c]","42430","42320"
"Leaver CS","2022","Digital, Data & Technology","Department for Education","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Education","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Education","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Education","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Education","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Education","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Education","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Education","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Education","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Education","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Education","Outside London","G7","15","[c]","50720","49860"
"Leaver CS","2022","Digital, Data & Technology","Department for Education","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Education","Outside London","SEO","20","[c]","36990","36780"
"Leaver CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for International Trade","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for International Trade","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for International Trade","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for International Trade","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Transport","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Transport","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Transport","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Transport","Outside London","HEO","15","[c]","32240","31040"
"Leaver CS","2022","Digital, Data & Technology","Department for Transport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Transport","Outside London","SEO","15","[c]","43710","43280"
"Leaver CS","2022","Digital, Data & Technology","Department for Transport","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Transport","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Transport","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Transport","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Transport","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Transport","Unknown","SEO","10","[c]","44170","41250"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions","Outside London","EO","25","[c]","27350","27570"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions","Outside London","G6","25","[c]","68930","69440"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions","Outside London","G7","55","[c]","55060","55350"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions","Outside London","HEO","20","[c]","33340","33180"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions","Outside London","SEO","65","[c]","40190","40000"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department of Health and Social Care","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department of Health and Social Care","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department of Health and Social Care","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department of Health and Social Care","London","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department of Health and Social Care","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department of Health and Social Care","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department of Health and Social Care","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department of Health and Social Care","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department of Health and Social Care","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department of Health and Social Care","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department of Health and Social Care","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department of Health and Social Care","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
