"Status","Year","Age","Region_ITL1","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","South West (England)","Outside London","Unknown","15","15","18160","17140"
"In post","2022","16-19","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Wales","Outside London","AA","75","60","18360","18310"
"In post","2022","16-19","Wales","Outside London","AO","50","50","21370","21260"
"In post","2022","16-19","Wales","Outside London","EO","15","15","25920","27080"
"In post","2022","16-19","West Midlands (England)","Outside London","AA","5","5","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Outside London","AO","45","45","21760","21260"
"In post","2022","16-19","West Midlands (England)","Outside London","EO","20","20","24330","24830"
"In post","2022","16-19","Yorkshire and The Humber","Outside London","AA","10","10","20380","20890"
"In post","2022","16-19","Yorkshire and The Humber","Outside London","AO","75","75","21430","21250"
"In post","2022","16-19","Yorkshire and The Humber","Outside London","EO","20","20","25840","25570"
"In post","2022","20-29","East Midlands (England)","Outside London","AA","180","180","20260","20890"
"In post","2022","20-29","East Midlands (England)","Outside London","AO","1455","1415","22800","21550"
"In post","2022","20-29","East Midlands (England)","Outside London","EO","970","960","26810","26820"
"In post","2022","20-29","East Midlands (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","Outside London","G7","45","45","52360","54160"
"In post","2022","20-29","East Midlands (England)","Outside London","HEO","485","480","32120","33080"
"In post","2022","20-29","East Midlands (England)","Outside London","SEO","100","100","38650","39580"
"In post","2022","20-29","East Midlands (England)","Outside London","Unknown","255","250","25230","23170"
"In post","2022","20-29","East of England","Outside London","AA","200","200","20970","20890"
"In post","2022","20-29","East of England","Outside London","AO","1210","1190","25040","24250"
"In post","2022","20-29","East of England","Outside London","EO","855","845","27350","27130"
"In post","2022","20-29","East of England","Outside London","G7","20","20","54260","54160"
"In post","2022","20-29","East of England","Outside London","HEO","320","315","32220","32010"
"In post","2022","20-29","East of England","Outside London","SEO","85","85","39490","40000"
"In post","2022","20-29","East of England","Outside London","Unknown","350","345","24780","24270"
"In post","2022","20-29","London","London","AA","240","230","22980","22460"
"In post","2022","20-29","London","London","AO","2115","2085","26540","25110"
"In post","2022","20-29","London","London","EO","5500","5440","29370","28670"
"In post","2022","20-29","London","London","G6","285","285","65780","65440"
"In post","2022","20-29","London","London","G7","3520","3510","54890","54070"
"In post","2022","20-29","London","London","HEO","8370","8340","34010","33900"
"In post","2022","20-29","London","London","SCS level","15","15","80110","73200"
"In post","2022","20-29","London","London","SEO","3475","3465","41530","41000"
"In post","2022","20-29","London","London","Unknown","435","435","28740","27060"
"In post","2022","20-29","North East (England)","Outside London","AA","100","95","20550","20890"
"In post","2022","20-29","North East (England)","Outside London","AO","1945","1885","21900","21260"
"In post","2022","20-29","North East (England)","Outside London","EO","1335","1320","26630","26820"
"In post","2022","20-29","North East (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North East (England)","Outside London","G7","95","95","52050","52050"
"In post","2022","20-29","North East (England)","Outside London","HEO","690","685","31870","33080"
"In post","2022","20-29","North East (England)","Outside London","SEO","225","220","38400","39330"
"In post","2022","20-29","North East (England)","Outside London","Unknown","210","210","24780","23170"
"In post","2022","20-29","North West (England)","Outside London","AA","200","195","19940","20890"
"In post","2022","20-29","North West (England)","Outside London","AO","3655","3560","21920","21260"
"In post","2022","20-29","North West (England)","Outside London","EO","3190","3160","26620","26590"
"In post","2022","20-29","North West (England)","Outside London","G6","10","10","64370","64790"
"In post","2022","20-29","North West (England)","Outside London","G7","195","195","52620","52160"
"In post","2022","20-29","North West (England)","Outside London","HEO","1470","1460","31950","32850"
"In post","2022","20-29","North West (England)","Outside London","SEO","510","505","38500","38180"
"In post","2022","20-29","North West (England)","Outside London","Unknown","535","520","25210","23170"
"In post","2022","20-29","Northern Ireland","Outside London","AA","20","20","20350","20560"
"In post","2022","20-29","Northern Ireland","Outside London","AO","255","240","21280","21250"
"In post","2022","20-29","Northern Ireland","Outside London","EO","175","175","26120","26590"
"In post","2022","20-29","Northern Ireland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Outside London","G7","5","5","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Outside London","HEO","85","85","32770","33080"
"In post","2022","20-29","Northern Ireland","Outside London","SEO","15","15","38020","37910"
"In post","2022","20-29","Overseas","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Overseas","AO","10","10","21470","21170"
"In post","2022","20-29","Overseas","Overseas","EO","25","25","27210","26540"
"In post","2022","20-29","Overseas","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Overseas","G7","35","35","52140","51970"
"In post","2022","20-29","Overseas","Overseas","HEO","210","210","33710","32930"
"In post","2022","20-29","Overseas","Overseas","SEO","35","35","41160","39450"
"In post","2022","20-29","Overseas","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Scotland","Outside London","AA","755","725","21560","21050"
"In post","2022","20-29","Scotland","Outside London","AO","2685","2610","22660","21260"
"In post","2022","20-29","Scotland","Outside London","EO","2195","2170","27640","27230"
"In post","2022","20-29","Scotland","Outside London","G6","10","10","[c]","[c]"
"In post","2022","20-29","Scotland","Outside London","G7","160","160","51610","49860"
"In post","2022","20-29","Scotland","Outside London","HEO","1285","1280","32890","32380"
"In post","2022","20-29","Scotland","Outside London","SEO","455","455","41240","40810"
"In post","2022","20-29","Scotland","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","South East (England)","Outside London","AA","305","290","20870","20890"
"In post","2022","20-29","South East (England)","Outside London","AO","2225","2190","25650","24590"
"In post","2022","20-29","South East (England)","Outside London","EO","1630","1615","27200","26820"
"In post","2022","20-29","South East (England)","Outside London","G6","5","5","[c]","[c]"
"In post","2022","20-29","South East (England)","Outside London","G7","60","60","51980","52080"
"In post","2022","20-29","South East (England)","Outside London","HEO","910","905","31270","30710"
"In post","2022","20-29","South East (England)","Outside London","SEO","290","290","39360","38340"
"In post","2022","20-29","South East (England)","Outside London","Unknown","465","455","25310","24090"
"In post","2022","20-29","South West (England)","Outside London","AA","265","265","19850","19810"
"In post","2022","20-29","South West (England)","Outside London","AO","1510","1470","22510","21300"
"In post","2022","20-29","South West (England)","Outside London","EO","2130","2105","25490","26350"
"In post","2022","20-29","South West (England)","Outside London","G6","10","10","61640","61100"
"In post","2022","20-29","South West (England)","Outside London","G7","120","115","50530","49700"
"In post","2022","20-29","South West (England)","Outside London","HEO","2005","1990","30440","30320"
"In post","2022","20-29","South West (England)","Outside London","SEO","630","625","38480","38070"
"In post","2022","20-29","South West (England)","Outside London","Unknown","685","675","27150","26670"
"In post","2022","20-29","Unknown","Unknown","AA","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","AO","25","25","21590","21260"
"In post","2022","20-29","Unknown","Unknown","EO","100","100","27870","27570"
"In post","2022","20-29","Unknown","Unknown","G7","15","15","53970","54700"
"In post","2022","20-29","Unknown","Unknown","HEO","255","255","30400","29250"
"In post","2022","20-29","Unknown","Unknown","SEO","20","20","39720","40600"
"In post","2022","20-29","Unknown","Unknown","Unknown","380","380","28260","28980"
"In post","2022","20-29","Wales","Outside London","AA","285","270","19120","18310"
"In post","2022","20-29","Wales","Outside London","AO","2135","2070","22010","21550"
"In post","2022","20-29","Wales","Outside London","EO","1530","1515","26670","26820"
"In post","2022","20-29","Wales","Outside London","G6","5","5","[c]","[c]"
"In post","2022","20-29","Wales","Outside London","G7","90","90","51970","50210"
"In post","2022","20-29","Wales","Outside London","HEO","885","880","31900","30950"
"In post","2022","20-29","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Wales","Outside London","SEO","320","315","39350","38340"
"In post","2022","20-29","Wales","Outside London","Unknown","250","250","24010","23170"
"In post","2022","20-29","West Midlands (England)","Outside London","AA","175","170","20320","20890"
"In post","2022","20-29","West Midlands (England)","Outside London","AO","1995","1935","22290","21260"
"In post","2022","20-29","West Midlands (England)","Outside London","EO","1535","1515","26790","26820"
"In post","2022","20-29","West Midlands (England)","Outside London","G6","5","5","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Outside London","G7","110","110","51860","50430"
"In post","2022","20-29","West Midlands (England)","Outside London","HEO","720","715","31570","31680"
"In post","2022","20-29","West Midlands (England)","Outside London","SEO","235","235","38130","36780"
"In post","2022","20-29","West Midlands (England)","Outside London","Unknown","315","300","25050","24090"
"In post","2022","20-29","Yorkshire and The Humber","Outside London","AA","245","235","20700","20890"
"In post","2022","20-29","Yorkshire and The Humber","Outside London","AO","2360","2295","22640","21300"
"In post","2022","20-29","Yorkshire and The Humber","Outside London","EO","1985","1965","26610","26820"
"In post","2022","20-29","Yorkshire and The Humber","Outside London","G6","25","25","64130","62830"
"In post","2022","20-29","Yorkshire and The Humber","Outside London","G7","210","205","51360","49860"
"In post","2022","20-29","Yorkshire and The Humber","Outside London","HEO","1045","1040","31370","30960"
"In post","2022","20-29","Yorkshire and The Humber","Outside London","SEO","410","405","37870","36820"
"In post","2022","20-29","Yorkshire and The Humber","Outside London","Unknown","365","355","24670","23170"
"In post","2022","30-39","East Midlands (England)","Outside London","AA","110","105","20520","20890"
"In post","2022","30-39","East Midlands (England)","Outside London","AO","1400","1275","23320","21260"
"In post","2022","30-39","East Midlands (England)","Outside London","EO","1260","1195","27270","27130"
"In post","2022","30-39","East Midlands (England)","Outside London","G6","40","40","65770","66610"
"In post","2022","30-39","East Midlands (England)","Outside London","G7","240","230","52850","52670"
"In post","2022","30-39","East Midlands (England)","Outside London","HEO","830","800","32870","33080"
"In post","2022","30-39","East Midlands (England)","Outside London","SCS level","10","10","89320","88630"
"In post","2022","30-39","East Midlands (England)","Outside London","SEO","390","375","40950","40180"
"In post","2022","30-39","East Midlands (England)","Outside London","Unknown","355","320","28900","27590"
"In post","2022","30-39","East of England","Outside London","AA","160","155","20770","20890"
"In post","2022","30-39","East of England","Outside London","AO","1205","1110","25650","24250"
"In post","2022","30-39","East of England","Outside London","EO","1130","1060","28080","27570"
"In post","2022","30-39","East of England","Outside London","G6","35","35","66500","64660"
"In post","2022","30-39","East of England","Outside London","G7","210","205","54170","53050"
"In post","2022","30-39","East of England","Outside London","HEO","645","625","32830","33000"
"In post","2022","30-39","East of England","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","East of England","Outside London","SEO","410","400","41190","40450"
"In post","2022","30-39","East of England","Outside London","Unknown","390","355","28050","25780"
"In post","2022","30-39","London","London","AA","210","195","23470","22900"
"In post","2022","30-39","London","London","AO","1575","1480","27870","25630"
"In post","2022","30-39","London","London","EO","3800","3655","30250","30750"
"In post","2022","30-39","London","London","G6","3005","2920","67350","66000"
"In post","2022","30-39","London","London","G7","7050","6885","55800","54700"
"In post","2022","30-39","London","London","HEO","4130","4040","35670","35070"
"In post","2022","30-39","London","London","SCS level","850","825","79660","75400"
"In post","2022","30-39","London","London","SEO","4055","3980","42530","41950"
"In post","2022","30-39","London","London","Unknown","540","515","33390","34100"
"In post","2022","30-39","North East (England)","Outside London","AA","115","95","20670","20890"
"In post","2022","30-39","North East (England)","Outside London","AO","2255","2020","22140","21260"
"In post","2022","30-39","North East (England)","Outside London","EO","1865","1765","26870","26820"
"In post","2022","30-39","North East (England)","Outside London","G6","100","100","66580","66610"
"In post","2022","30-39","North East (England)","Outside London","G7","495","485","52740","52660"
"In post","2022","30-39","North East (England)","Outside London","HEO","1155","1120","32460","33080"
"In post","2022","30-39","North East (England)","Outside London","SCS level","10","10","81730","77750"
"In post","2022","30-39","North East (England)","Outside London","SEO","705","685","39550","40180"
"In post","2022","30-39","North East (England)","Outside London","Unknown","230","220","27930","26310"
"In post","2022","30-39","North West (England)","Outside London","AA","235","215","20120","20890"
"In post","2022","30-39","North West (England)","Outside London","AO","3555","3265","22150","21260"
"In post","2022","30-39","North West (England)","Outside London","EO","4135","3950","26940","26820"
"In post","2022","30-39","North West (England)","Outside London","G6","215","210","66340","66210"
"In post","2022","30-39","North West (England)","Outside London","G7","1020","990","52960","52630"
"In post","2022","30-39","North West (England)","Outside London","HEO","2340","2275","32530","33080"
"In post","2022","30-39","North West (England)","Outside London","SCS level","25","25","78090","74600"
"In post","2022","30-39","North West (England)","Outside London","SEO","1370","1345","39440","39670"
"In post","2022","30-39","North West (England)","Outside London","Unknown","800","755","28840","26310"
"In post","2022","30-39","Northern Ireland","Outside London","AA","45","45","20270","20560"
"In post","2022","30-39","Northern Ireland","Outside London","AO","255","235","21430","21250"
"In post","2022","30-39","Northern Ireland","Outside London","EO","285","275","26510","26590"
"In post","2022","30-39","Northern Ireland","Outside London","G6","5","5","[c]","[c]"
"In post","2022","30-39","Northern Ireland","Outside London","G7","70","65","54030","55210"
"In post","2022","30-39","Northern Ireland","Outside London","HEO","235","235","32950","33080"
"In post","2022","30-39","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland","Outside London","SEO","105","105","39520","40180"
"In post","2022","30-39","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","Overseas","AO","10","10","21780","21170"
"In post","2022","30-39","Overseas","Overseas","EO","50","50","27350","26670"
"In post","2022","30-39","Overseas","Overseas","G6","90","90","64250","64000"
"In post","2022","30-39","Overseas","Overseas","G7","360","360","54390","54070"
"In post","2022","30-39","Overseas","Overseas","HEO","315","315","36110","34430"
"In post","2022","30-39","Overseas","Overseas","SCS level","25","25","77900","73910"
"In post","2022","30-39","Overseas","Overseas","SEO","125","125","42800","40660"
"In post","2022","30-39","Overseas","Overseas","Unknown","55","55","40410","36610"
"In post","2022","30-39","Scotland","Outside London","AA","495","465","21530","21050"
"In post","2022","30-39","Scotland","Outside London","AO","2745","2555","23440","21410"
"In post","2022","30-39","Scotland","Outside London","EO","3260","3140","28690","27570"
"In post","2022","30-39","Scotland","Outside London","G6","250","245","68640","67550"
"In post","2022","30-39","Scotland","Outside London","G7","1025","995","55220","54160"
"In post","2022","30-39","Scotland","Outside London","HEO","2190","2135","33770","33370"
"In post","2022","30-39","Scotland","Outside London","SCS level","30","30","80860","78810"
"In post","2022","30-39","Scotland","Outside London","SEO","1620","1575","43250","40810"
"In post","2022","30-39","Scotland","Outside London","Unknown","20","20","33880","31250"
"In post","2022","30-39","South East (England)","Outside London","AA","275","250","21000","20890"
"In post","2022","30-39","South East (England)","Outside London","AO","2095","1970","26970","26610"
"In post","2022","30-39","South East (England)","Outside London","EO","2220","2090","28020","27570"
"In post","2022","30-39","South East (England)","Outside London","G6","60","55","67170","64220"
"In post","2022","30-39","South East (England)","Outside London","G7","565","545","52890","52400"
"In post","2022","30-39","South East (England)","Outside London","HEO","1165","1120","33520","33080"
"In post","2022","30-39","South East (England)","Outside London","SCS level","20","15","86110","87100"
"In post","2022","30-39","South East (England)","Outside London","SEO","855","835","40700","40000"
"In post","2022","30-39","South East (England)","Outside London","Unknown","535","485","29970","30210"
"In post","2022","30-39","South West (England)","Outside London","AA","235","225","20460","19810"
"In post","2022","30-39","South West (England)","Outside London","AO","1400","1270","23210","21410"
"In post","2022","30-39","South West (England)","Outside London","EO","1780","1650","26760","26860"
"In post","2022","30-39","South West (England)","Outside London","G6","180","170","65130","63500"
"In post","2022","30-39","South West (England)","Outside London","G7","1195","1155","51070","49860"
"In post","2022","30-39","South West (England)","Outside London","HEO","2250","2150","32030","32780"
"In post","2022","30-39","South West (England)","Outside London","SCS level","15","15","82590","76610"
"In post","2022","30-39","South West (England)","Outside London","SEO","2255","2185","39930","39780"
"In post","2022","30-39","South West (England)","Outside London","Unknown","740","690","34050","32690"
"In post","2022","30-39","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","AO","30","25","22160","21260"
"In post","2022","30-39","Unknown","Unknown","EO","85","80","27990","27570"
"In post","2022","30-39","Unknown","Unknown","G6","10","10","65710","65950"
"In post","2022","30-39","Unknown","Unknown","G7","35","35","53110","53360"
"In post","2022","30-39","Unknown","Unknown","HEO","65","65","33190","32000"
"In post","2022","30-39","Unknown","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","SEO","20","20","40190","40590"
"In post","2022","30-39","Unknown","Unknown","Unknown","410","405","37040","34460"
"In post","2022","30-39","Wales","Outside London","AA","335","280","19070","18310"
"In post","2022","30-39","Wales","Outside London","AO","2465","2235","22200","21840"
"In post","2022","30-39","Wales","Outside London","EO","2445","2330","27020","26820"
"In post","2022","30-39","Wales","Outside London","G6","125","120","65920","64520"
"In post","2022","30-39","Wales","Outside London","G7","690","670","54080","52070"
"In post","2022","30-39","Wales","Outside London","HEO","1610","1560","33310","33080"
"In post","2022","30-39","Wales","Outside London","SCS level","20","20","77540","76510"
"In post","2022","30-39","Wales","Outside London","SEO","1130","1095","40990","40180"
"In post","2022","30-39","Wales","Outside London","Unknown","390","365","27840","26310"
"In post","2022","30-39","West Midlands (England)","Outside London","AA","165","155","20310","20890"
"In post","2022","30-39","West Midlands (England)","Outside London","AO","1840","1685","22520","21260"
"In post","2022","30-39","West Midlands (England)","Outside London","EO","2075","1970","27130","27570"
"In post","2022","30-39","West Midlands (England)","Outside London","G6","95","95","65440","65480"
"In post","2022","30-39","West Midlands (England)","Outside London","G7","485","475","52480","50630"
"In post","2022","30-39","West Midlands (England)","Outside London","HEO","1220","1185","32630","33080"
"In post","2022","30-39","West Midlands (England)","Outside London","SCS level","10","10","86000","79190"
"In post","2022","30-39","West Midlands (England)","Outside London","SEO","760","740","40060","40000"
"In post","2022","30-39","West Midlands (England)","Outside London","Unknown","420","390","27440","24800"
"In post","2022","30-39","Yorkshire and The Humber","Outside London","AA","160","155","20610","20890"
"In post","2022","30-39","Yorkshire and The Humber","Outside London","AO","1985","1790","23260","21680"
"In post","2022","30-39","Yorkshire and The Humber","Outside London","EO","2260","2130","27150","26820"
"In post","2022","30-39","Yorkshire and The Humber","Outside London","G6","195","185","64490","62400"
"In post","2022","30-39","Yorkshire and The Humber","Outside London","G7","785","765","52220","50430"
"In post","2022","30-39","Yorkshire and The Humber","Outside London","HEO","1480","1430","32270","31990"
"In post","2022","30-39","Yorkshire and The Humber","Outside London","SCS level","45","45","79250","74460"
"In post","2022","30-39","Yorkshire and The Humber","Outside London","SEO","1050","1010","38840","37450"
"In post","2022","30-39","Yorkshire and The Humber","Outside London","Unknown","445","400","29090","28200"
"In post","2022","40-49","East Midlands (England)","Outside London","AA","170","155","20290","20890"
"In post","2022","40-49","East Midlands (England)","Outside London","AO","1310","1185","22970","21260"
"In post","2022","40-49","East Midlands (England)","Outside London","EO","1420","1310","27470","27570"
"In post","2022","40-49","East Midlands (England)","Outside London","G6","120","115","67800","67000"
"In post","2022","40-49","East Midlands (England)","Outside London","G7","455","435","54470","54160"
"In post","2022","40-49","East Midlands (England)","Outside London","HEO","800","760","33290","33350"
"In post","2022","40-49","East Midlands (England)","Outside London","SCS level","20","20","89600","87490"
"In post","2022","40-49","East Midlands (England)","Outside London","SEO","590","565","41810","40520"
"In post","2022","40-49","East Midlands (England)","Outside London","Unknown","415","375","31870","30810"
"In post","2022","40-49","East of England","Outside London","AA","220","205","20540","20890"
"In post","2022","40-49","East of England","Outside London","AO","1200","1070","24860","22600"
"In post","2022","40-49","East of England","Outside London","EO","1605","1490","28270","27570"
"In post","2022","40-49","East of England","Outside London","G6","105","105","69220","67910"
"In post","2022","40-49","East of England","Outside London","G7","355","340","55240","53660"
"In post","2022","40-49","East of England","Outside London","HEO","770","735","33730","33300"
"In post","2022","40-49","East of England","Outside London","SCS level","45","40","87520","79280"
"In post","2022","40-49","East of England","Outside London","SEO","570","545","42190","40580"
"In post","2022","40-49","East of England","Outside London","Unknown","425","385","31860","30210"
"In post","2022","40-49","London","London","AA","235","225","23320","22460"
"In post","2022","40-49","London","London","AO","1830","1650","26690","25330"
"In post","2022","40-49","London","London","EO","3830","3600","30330","30610"
"In post","2022","40-49","London","London","G6","3055","2905","69320","67950"
"In post","2022","40-49","London","London","G7","4895","4680","57320","56970"
"In post","2022","40-49","London","London","HEO","3130","3025","36420","36090"
"In post","2022","40-49","London","London","SCS level","1965","1890","88680","81000"
"In post","2022","40-49","London","London","SEO","3300","3205","43590","42470"
"In post","2022","40-49","London","London","Unknown","530","500","37310","36800"
"In post","2022","40-49","North East (England)","Outside London","AA","175","150","20700","20920"
"In post","2022","40-49","North East (England)","Outside London","AO","2570","2235","22080","21260"
"In post","2022","40-49","North East (England)","Outside London","EO","1960","1815","27140","27570"
"In post","2022","40-49","North East (England)","Outside London","G6","240","240","66890","66610"
"In post","2022","40-49","North East (England)","Outside London","G7","705","690","53330","54160"
"In post","2022","40-49","North East (England)","Outside London","HEO","1120","1085","32590","33080"
"In post","2022","40-49","North East (England)","Outside London","SCS level","45","45","87200","79420"
"In post","2022","40-49","North East (England)","Outside London","SEO","900","870","40100","40180"
"In post","2022","40-49","North East (England)","Outside London","Unknown","300","280","31880","31420"
"In post","2022","40-49","North West (England)","Outside London","AA","250","225","19990","19850"
"In post","2022","40-49","North West (England)","Outside London","AO","4025","3550","22100","21260"
"In post","2022","40-49","North West (England)","Outside London","EO","4280","3995","27130","27570"
"In post","2022","40-49","North West (England)","Outside London","G6","450","440","67340","67000"
"In post","2022","40-49","North West (England)","Outside London","G7","1305","1265","53740","53730"
"In post","2022","40-49","North West (England)","Outside London","HEO","2225","2140","32830","33080"
"In post","2022","40-49","North West (England)","Outside London","SCS level","100","100","86710","80000"
"In post","2022","40-49","North West (England)","Outside London","SEO","1725","1680","40080","40180"
"In post","2022","40-49","North West (England)","Outside London","Unknown","840","785","32620","31420"
"In post","2022","40-49","Northern Ireland","Outside London","AA","115","115","20380","20560"
"In post","2022","40-49","Northern Ireland","Outside London","AO","260","235","21820","21680"
"In post","2022","40-49","Northern Ireland","Outside London","EO","285","270","26780","26820"
"In post","2022","40-49","Northern Ireland","Outside London","G6","25","20","68070","67910"
"In post","2022","40-49","Northern Ireland","Outside London","G7","80","80","54460","55210"
"In post","2022","40-49","Northern Ireland","Outside London","HEO","220","215","33550","33370"
"In post","2022","40-49","Northern Ireland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Northern Ireland","Outside London","SEO","100","100","40110","40180"
"In post","2022","40-49","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Overseas","Overseas","AO","15","15","22850","23250"
"In post","2022","40-49","Overseas","Overseas","EO","85","85","27340","26930"
"In post","2022","40-49","Overseas","Overseas","G6","180","180","65940","64850"
"In post","2022","40-49","Overseas","Overseas","G7","275","275","56890","55620"
"In post","2022","40-49","Overseas","Overseas","HEO","270","270","37080","34260"
"In post","2022","40-49","Overseas","Overseas","SCS level","130","130","82210","75330"
"In post","2022","40-49","Overseas","Overseas","SEO","120","120","47350","41930"
"In post","2022","40-49","Overseas","Overseas","Unknown","80","75","[c]","[c]"
"In post","2022","40-49","Scotland","Outside London","AA","425","400","21530","21050"
"In post","2022","40-49","Scotland","Outside London","AO","2600","2355","23170","21260"
"In post","2022","40-49","Scotland","Outside London","EO","2955","2790","28620","27570"
"In post","2022","40-49","Scotland","Outside London","G6","670","645","71010","70480"
"In post","2022","40-49","Scotland","Outside London","G7","1180","1125","57550","57190"
"In post","2022","40-49","Scotland","Outside London","HEO","1810","1755","34440","33370"
"In post","2022","40-49","Scotland","Outside London","SCS level","130","125","87000","83230"
"In post","2022","40-49","Scotland","Outside London","SEO","1575","1515","44950","43000"
"In post","2022","40-49","Scotland","Outside London","Unknown","20","20","38700","40220"
"In post","2022","40-49","South East (England)","Outside London","AA","355","330","21020","20740"
"In post","2022","40-49","South East (England)","Outside London","AO","1910","1735","25870","23430"
"In post","2022","40-49","South East (England)","Outside London","EO","2765","2575","28050","27570"
"In post","2022","40-49","South East (England)","Outside London","G6","245","235","70430","67300"
"In post","2022","40-49","South East (England)","Outside London","G7","945","920","54980","53590"
"In post","2022","40-49","South East (England)","Outside London","HEO","1430","1370","34060","33300"
"In post","2022","40-49","South East (England)","Outside London","SCS level","75","70","91070","89860"
"In post","2022","40-49","South East (England)","Outside London","SEO","1075","1035","41920","40520"
"In post","2022","40-49","South East (England)","Outside London","Unknown","445","405","32670","32520"
"In post","2022","40-49","South West (England)","Outside London","AA","240","230","19970","19810"
"In post","2022","40-49","South West (England)","Outside London","AO","1435","1295","23390","21300"
"In post","2022","40-49","South West (England)","Outside London","EO","1985","1820","27160","27570"
"In post","2022","40-49","South West (England)","Outside London","G6","540","520","67500","66610"
"In post","2022","40-49","South West (England)","Outside London","G7","1680","1620","52350","51490"
"In post","2022","40-49","South West (England)","Outside London","HEO","1765","1670","32790","33000"
"In post","2022","40-49","South West (England)","Outside London","SCS level","120","120","90750","85240"
"In post","2022","40-49","South West (England)","Outside London","SEO","2070","1980","40800","40520"
"In post","2022","40-49","South West (England)","Outside London","Unknown","695","650","38390","37170"
"In post","2022","40-49","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","AO","35","35","22250","21280"
