"Status","Year","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Overseas","G6/G7","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","SEO/HEO","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","SEO/HEO","HEO","Unknown","35","[c]","41580","41600"
"Leaver CS","2022","Overseas","SEO/HEO","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","AA","Heterosexual / straight","45","[c]","18580","18310"
"Leaver CS","2022","Unknown","AA/AO","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","AA","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","AA","Unknown","40","[c]","18410","18310"
"Leaver CS","2022","Unknown","AA/AO","AO","Heterosexual / straight","135","[c]","21800","21840"
"Leaver CS","2022","Unknown","AA/AO","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","AO","Undeclared","50","[c]","21770","21840"
"Leaver CS","2022","Unknown","AA/AO","AO","Unknown","75","[c]","21980","21840"
"Leaver CS","2022","Unknown","EO","EO","Heterosexual / straight","70","[c]","27190","27570"
"Leaver CS","2022","Unknown","EO","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS level","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS level","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","SEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","SEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Unknown","430","[c]","36010","33270"
"Leaver Dept.","2022","London","AA/AO","AA","Heterosexual / straight","55","[c]","21660","22350"
"Leaver Dept.","2022","London","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","AA/AO","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","London","AA/AO","AA","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","London","AA/AO","AO","Heterosexual / straight","270","[c]","24000","23780"
"Leaver Dept.","2022","London","AA/AO","AO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","London","AA/AO","AO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","London","AA/AO","AO","Unknown","95","[c]","23900","23720"
"Leaver Dept.","2022","London","EO","EO","Heterosexual / straight","1050","[c]","28620","28310"
"Leaver Dept.","2022","London","EO","EO","LGBO","105","[c]","28630","27690"
"Leaver Dept.","2022","London","EO","EO","Undeclared","195","[c]","27980","27520"
"Leaver Dept.","2022","London","EO","EO","Unknown","270","[c]","28860","28650"
"Leaver Dept.","2022","London","G6/G7","G6","Heterosexual / straight","455","[c]","68600","66570"
"Leaver Dept.","2022","London","G6/G7","G6","LGBO","40","[c]","66390","65310"
"Leaver Dept.","2022","London","G6/G7","G6","Undeclared","140","[c]","71180","67440"
"Leaver Dept.","2022","London","G6/G7","G6","Unknown","205","[c]","69230","67650"
"Leaver Dept.","2022","London","G6/G7","G7","Heterosexual / straight","1140","[c]","54750","54290"
"Leaver Dept.","2022","London","G6/G7","G7","LGBO","135","[c]","54800","54110"
"Leaver Dept.","2022","London","G6/G7","G7","Undeclared","285","[c]","55110","54070"
"Leaver Dept.","2022","London","G6/G7","G7","Unknown","510","[c]","55200","54700"
"Leaver Dept.","2022","London","SCS level","SCS level","Heterosexual / straight","325","[c]","93200","89980"
"Leaver Dept.","2022","London","SCS level","SCS level","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","London","SCS level","SCS level","Undeclared","80","[c]","93340","89680"
"Leaver Dept.","2022","London","SCS level","SCS level","Unknown","135","[c]","102580","94870"
"Leaver Dept.","2022","London","SEO/HEO","HEO","Heterosexual / straight","1405","[c]","33740","33570"
"Leaver Dept.","2022","London","SEO/HEO","HEO","LGBO","195","[c]","33820","33780"
"Leaver Dept.","2022","London","SEO/HEO","HEO","Undeclared","325","[c]","33640","33570"
"Leaver Dept.","2022","London","SEO/HEO","HEO","Unknown","845","[c]","32860","32000"
"Leaver Dept.","2022","London","SEO/HEO","SEO","Heterosexual / straight","1070","[c]","41180","40600"
"Leaver Dept.","2022","London","SEO/HEO","SEO","LGBO","120","[c]","40840","40120"
"Leaver Dept.","2022","London","SEO/HEO","SEO","Undeclared","235","[c]","40840","40510"
"Leaver Dept.","2022","London","SEO/HEO","SEO","Unknown","335","[c]","41550","40960"
"Leaver Dept.","2022","London","Unknown","Unknown","Heterosexual / straight","50","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Unknown","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Outside London","AA/AO","AA","Heterosexual / straight","130","[c]","19520","19100"
"Leaver Dept.","2022","Outside London","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outside London","AA/AO","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Outside London","AA/AO","AA","Unknown","40","[c]","19460","19520"
"Leaver Dept.","2022","Outside London","AA/AO","AO","Heterosexual / straight","1430","[c]","21200","21260"
"Leaver Dept.","2022","Outside London","AA/AO","AO","LGBO","115","[c]","21190","21170"
"Leaver Dept.","2022","Outside London","AA/AO","AO","Undeclared","165","[c]","21310","21170"
"Leaver Dept.","2022","Outside London","AA/AO","AO","Unknown","880","[c]","21280","21170"
"Leaver Dept.","2022","Outside London","EO","EO","Heterosexual / straight","2380","[c]","26300","27570"
