"Status","Year","Ethnicity","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Department for International Trade","Department for International Trade","Policy","15","15","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Department for International Trade","Project Delivery","10","10","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Department for International Trade","Security","5","5","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Department for International Trade","Statistics","10","10","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Communications","5","5","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Economics","10","10","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Finance","15","15","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Delivery","40","40","33650","33210"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Planning","5","5","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","155","155","43150","38160"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Project Delivery","25","25","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Statistics","20","15","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Commercial","20","20","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Communications","5","5","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Economics","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Finance","35","35","50900","54110"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","15","15","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Other","5","5","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Policy","85","85","46670","42470"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","50","50","44690","42470"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Security","15","15","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Statistics","5","5","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Unknown","55","55","39030","32870"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Commercial","25","25","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Communications","5","5","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Counter Fraud","570","510","27470","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Digital, Data and Technology","225","220","42760","38980"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Economics","5","5","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Finance","80","75","36930","31990"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Human Resources","40","40","35980","32250"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","6135","5535","27160","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","740","665","26590","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Policy","100","95","39890","36650"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","85","70","30280","25110"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","10","10","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","35","35","40090","36650"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Statistics","10","10","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","60","55","30120","27570"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","20","20","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","20","20","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Economics","10","10","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","45","40","38320","36820"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","15","15","[c]","[c]"
