"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","EO","EO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","G6/G7","G7","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","30","30","35350","35540"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","EO","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","AA/AO","AO","55","50","22170","21250"
"In post","2022","Other ethnicity","HM Revenue and Customs","EO","EO","65","60","28700","27570"
"In post","2022","Other ethnicity","HM Revenue and Customs","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","G6/G7","G7","30","25","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","SEO/HEO","HEO","70","65","35120","33370"
"In post","2022","Other ethnicity","HM Revenue and Customs","SEO/HEO","SEO","35","35","42120","40520"
"In post","2022","Other ethnicity","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","EO","EO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","AA/AO","AO","35","30","23930","25630"
"In post","2022","Other ethnicity","Home Office","EO","EO","105","95","27620","28650"
"In post","2022","Other ethnicity","Home Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","G6/G7","G7","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","SEO/HEO","HEO","30","25","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","EO","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","SEO/HEO","HEO","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","AA/AO","AA","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","AA/AO","AO","200","190","26560","25060"
"In post","2022","Other ethnicity","Ministry of Justice","EO","EO","65","60","29050","28310"
"In post","2022","Other ethnicity","Ministry of Justice","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","G6/G7","G7","15","10","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","SEO/HEO","HEO","40","35","35210","34920"
"In post","2022","Other ethnicity","Ministry of Justice","SEO/HEO","SEO","50","50","47050","46730"
"In post","2022","Other ethnicity","Ministry of Justice","Unknown","Unknown","105","100","31230","29160"
"In post","2022","Other ethnicity","National Crime Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","EO","EO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","SEO/HEO","HEO","15","10","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","EO","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Gas and Electricity Markets","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Gas and Electricity Markets","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Gas and Electricity Markets","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Office of Gas and Electricity Markets","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Rail and Road","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Rail and Road","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Wales","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Wales","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Wales","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Wales","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Government","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Government","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Government","EO","EO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Government","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Government","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The National Archives","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The National Archives","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The National Archives","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Export Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Export Finance","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
