"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Competition and Markets Authority","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy","AA/AO","AO","65","[c]","22200","21810"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy","EO","EO","65","[c]","26720","26930"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy","G6/G7","G6","30","[c]","65950","64990"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy","G6/G7","G7","85","[c]","53920","53380"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","100","[c]","33640","33570"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","90","[c]","41390","40050"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Digital, Culture, Media and Sport","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Digital, Culture, Media and Sport","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Digital, Culture, Media and Sport","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Digital, Culture, Media and Sport","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","40","[c]","35280","34020"
"Leaver CS","2022","White","Department for Education","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Education","EO","EO","35","[c]","25980","25000"
"Leaver CS","2022","White","Department for Education","G6/G7","G6","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Education","G6/G7","G7","65","[c]","53370","53420"
"Leaver CS","2022","White","Department for Education","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Education","SEO/HEO","HEO","45","[c]","32390","32300"
"Leaver CS","2022","White","Department for Education","SEO/HEO","SEO","55","[c]","38740","37100"
"Leaver CS","2022","White","Department for Environment, Food and Rural Affairs","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Environment, Food and Rural Affairs","AA/AO","AO","135","[c]","21790","21300"
"Leaver CS","2022","White","Department for Environment, Food and Rural Affairs","EO","EO","110","[c]","25780","25190"
"Leaver CS","2022","White","Department for Environment, Food and Rural Affairs","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Environment, Food and Rural Affairs","G6/G7","G7","60","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Environment, Food and Rural Affairs","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","120","[c]","30970","30730"
"Leaver CS","2022","White","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","110","[c]","40080","38390"
"Leaver CS","2022","White","Department for Environment, Food and Rural Affairs","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for International Trade","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for International Trade","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for International Trade","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for International Trade","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for International Trade","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for International Trade","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Levelling Up, Housing and Communities","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Levelling Up, Housing and Communities","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Levelling Up, Housing and Communities","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Levelling Up, Housing and Communities","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Levelling Up, Housing and Communities","G6/G7","G7","35","[c]","52360","53130"
"Leaver CS","2022","White","Department for Levelling Up, Housing and Communities","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Transport","AA/AO","AA","70","[c]","18410","18310"
"Leaver CS","2022","White","Department for Transport","AA/AO","AO","250","[c]","22550","21840"
"Leaver CS","2022","White","Department for Transport","EO","EO","225","[c]","27830","26780"
"Leaver CS","2022","White","Department for Transport","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Transport","G6/G7","G7","55","[c]","57330","54760"
"Leaver CS","2022","White","Department for Transport","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Transport","SEO/HEO","HEO","85","[c]","33620","33350"
"Leaver CS","2022","White","Department for Transport","SEO/HEO","SEO","70","[c]","44700","42890"
"Leaver CS","2022","White","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Work and Pensions","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Work and Pensions","AA/AO","AO","2370","[c]","21300","21260"
"Leaver CS","2022","White","Department for Work and Pensions","EO","EO","2995","[c]","27930","27570"
"Leaver CS","2022","White","Department for Work and Pensions","G6/G7","G6","50","[c]","67290","66250"
"Leaver CS","2022","White","Department for Work and Pensions","G6/G7","G7","120","[c]","55010","54070"
"Leaver CS","2022","White","Department for Work and Pensions","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Work and Pensions","SEO/HEO","HEO","325","[c]","33770","34290"
"Leaver CS","2022","White","Department for Work and Pensions","SEO/HEO","SEO","190","[c]","41050","40230"
"Leaver CS","2022","White","Department of Health and Social Care","AA/AO","AA","35","[c]","19610","19100"
"Leaver CS","2022","White","Department of Health and Social Care","AA/AO","AO","165","[c]","21090","20010"
"Leaver CS","2022","White","Department of Health and Social Care","EO","EO","265","[c]","25230","25010"
"Leaver CS","2022","White","Department of Health and Social Care","G6/G7","G6","140","[c]","70840","66720"
"Leaver CS","2022","White","Department of Health and Social Care","G6/G7","G7","355","[c]","52740","52610"
"Leaver CS","2022","White","Department of Health and Social Care","SCS level","SCS level","130","[c]","98430","95140"
"Leaver CS","2022","White","Department of Health and Social Care","SEO/HEO","HEO","290","[c]","31540","31410"
"Leaver CS","2022","White","Department of Health and Social Care","SEO/HEO","SEO","425","[c]","39810","40060"
"Leaver CS","2022","White","Department of Health and Social Care","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Estyn","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Estyn","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Estyn","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Food Standards Agency","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Food Standards Agency","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Food Standards Agency","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Foreign, Commonwealth and Development Office","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Foreign, Commonwealth and Development Office","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Foreign, Commonwealth and Development Office","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Foreign, Commonwealth and Development Office","G6/G7","G6","35","[c]","[c]","[c]"
"Leaver CS","2022","White","Foreign, Commonwealth and Development Office","G6/G7","G7","50","[c]","56620","56610"
"Leaver CS","2022","White","Foreign, Commonwealth and Development Office","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","50","[c]","[c]","[c]"
"Leaver CS","2022","White","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Land Registry","AA/AO","AO","55","[c]","22880","22600"
"Leaver CS","2022","White","HM Land Registry","EO","EO","85","[c]","27670","27130"
"Leaver CS","2022","White","HM Land Registry","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Land Registry","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Land Registry","SEO/HEO","HEO","60","[c]","34680","33840"
"Leaver CS","2022","White","HM Land Registry","SEO/HEO","SEO","35","[c]","43570","43160"
"Leaver CS","2022","White","HM Revenue and Customs","AA/AO","AA","90","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Revenue and Customs","AA/AO","AO","1405","[c]","21970","22040"
"Leaver CS","2022","White","HM Revenue and Customs","EO","EO","585","[c]","27530","27000"
"Leaver CS","2022","White","HM Revenue and Customs","G6/G7","G6","75","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Revenue and Customs","G6/G7","G7","170","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Revenue and Customs","SCS level","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Revenue and Customs","SEO/HEO","HEO","370","[c]","34530","34840"
"Leaver CS","2022","White","HM Revenue and Customs","SEO/HEO","SEO","205","[c]","43730","43710"
"Leaver CS","2022","White","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Treasury","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Treasury","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Treasury","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Treasury","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Treasury","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Treasury","SEO/HEO","HEO","45","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Treasury","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Home Office","AA/AO","AA","80","[c]","19630","18240"
"Leaver CS","2022","White","Home Office","AA/AO","AO","310","[c]","22070","21680"
"Leaver CS","2022","White","Home Office","EO","EO","530","[c]","27200","26160"
"Leaver CS","2022","White","Home Office","G6/G7","G6","45","[c]","69690","68760"
"Leaver CS","2022","White","Home Office","G6/G7","G7","75","[c]","56880","57460"
"Leaver CS","2022","White","Home Office","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Home Office","SEO/HEO","HEO","155","[c]","34030","33900"
"Leaver CS","2022","White","Home Office","SEO/HEO","SEO","115","[c]","41890","41970"
"Leaver CS","2022","White","Home Office","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Ministry of Defence","AA/AO","AA","415","[c]","19610","19560"
"Leaver CS","2022","White","Ministry of Defence","AA/AO","AO","885","[c]","24840","21580"
"Leaver CS","2022","White","Ministry of Defence","EO","EO","730","[c]","27130","26670"
"Leaver CS","2022","White","Ministry of Defence","G6/G7","G6","85","[c]","72160","67810"
"Leaver CS","2022","White","Ministry of Defence","G6/G7","G7","210","[c]","55420","54540"
"Leaver CS","2022","White","Ministry of Defence","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Ministry of Defence","SEO/HEO","HEO","715","[c]","33680","33300"
"Leaver CS","2022","White","Ministry of Defence","SEO/HEO","SEO","465","[c]","42500","40980"
"Leaver CS","2022","White","Ministry of Defence","Unknown","Unknown","125","[c]","37520","35980"
"Leaver CS","2022","White","Ministry of Justice","AA/AO","AA","910","[c]","18640","19060"
"Leaver CS","2022","White","Ministry of Justice","AA/AO","AO","3040","[c]","20950","20970"
"Leaver CS","2022","White","Ministry of Justice","EO","EO","550","[c]","25320","25120"
"Leaver CS","2022","White","Ministry of Justice","G6/G7","G6","50","[c]","67850","67570"
"Leaver CS","2022","White","Ministry of Justice","G6/G7","G7","85","[c]","58010","57540"
"Leaver CS","2022","White","Ministry of Justice","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Ministry of Justice","SEO/HEO","HEO","250","[c]","32310","31750"
"Leaver CS","2022","White","Ministry of Justice","SEO/HEO","SEO","245","[c]","42350","41770"
"Leaver CS","2022","White","Ministry of Justice","Unknown","Unknown","965","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","EO","EO","105","[c]","33910","34140"
"Leaver CS","2022","White","National Crime Agency","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","SEO/HEO","HEO","55","[c]","41880","43180"
"Leaver CS","2022","White","National Crime Agency","SEO/HEO","SEO","40","[c]","48340","47670"
"Leaver CS","2022","White","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Northern Ireland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","50","[c]","73490","75500"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","55","[c]","48300","51360"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","EO","EO","35","[c]","25900","25300"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","G6/G7","G7","35","[c]","56190","54150"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","SEO/HEO","HEO","30","[c]","34330","34000"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","AA/AO","AA","70","[c]","22550","22690"
"Leaver CS","2022","White","Scottish Government","AA/AO","AO","200","[c]","24710","24020"
"Leaver CS","2022","White","Scottish Government","EO","EO","150","[c]","31350","30240"
"Leaver CS","2022","White","Scottish Government","G6/G7","G6","50","[c]","74360","75340"
"Leaver CS","2022","White","Scottish Government","G6/G7","G7","50","[c]","59180","62170"
"Leaver CS","2022","White","Scottish Government","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","SEO/HEO","HEO","105","[c]","36590","36130"
"Leaver CS","2022","White","Scottish Government","SEO/HEO","SEO","120","[c]","46160","47250"
"Leaver CS","2022","White","The National Archives","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","AA/AO","AA","45","[c]","19250","18830"
"Leaver CS","2022","White","UK Statistics Authority","AA/AO","AO","115","[c]","20070","19610"
"Leaver CS","2022","White","UK Statistics Authority","EO","EO","55","[c]","24060","23630"
"Leaver CS","2022","White","UK Statistics Authority","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","SEO/HEO","HEO","60","[c]","30560","30210"
"Leaver CS","2022","White","UK Statistics Authority","SEO/HEO","SEO","55","[c]","37650","36840"
"Leaver CS","2022","White","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","AA/AO","AO","55","[c]","23240","23830"
"Leaver CS","2022","White","Welsh Government","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","SEO/HEO","HEO","50","[c]","36140","37410"
"Leaver CS","2022","White","Welsh Government","SEO/HEO","SEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","G6/G7","G7","30","[c]","55240","54700"
"Leaver Dept.","2022","Asian","Cabinet Office","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","SEO/HEO","HEO","35","[c]","34090","34550"
"Leaver Dept.","2022","Asian","Cabinet Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","25","[c]","[c]","[c]"
