"Status","Year","Ethnicity","Region_ITL2","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","East Anglia","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Outside London","Female","215","200","31690","28870"
"In post","2022","Asian","East Wales","Outside London","Male","230","225","32170","26820"
"In post","2022","Asian","East Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Outside London","Female","160","150","31720","27230"
"In post","2022","Asian","Eastern Scotland","Outside London","Male","115","110","33780","28920"
"In post","2022","Asian","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Outside London","Female","120","110","32660","29290"
"In post","2022","Asian","Essex","Outside London","Male","95","90","37100","29190"
"In post","2022","Asian","Essex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","385","355","33840","29550"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","405","400","36600","33370"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Outside London","Female","865","790","29040","26820"
"In post","2022","Asian","Greater Manchester","Outside London","Male","985","965","31160","27570"
"In post","2022","Asian","Greater Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Outside London","Female","190","170","28470","26570"
"In post","2022","Asian","Hampshire and Isle of Wight","Outside London","Male","160","150","32710","27570"
"In post","2022","Asian","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","120","105","26960","26670"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","90","85","29020","26610"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inner London - East","London","Female","1735","1595","37300","32640"
"In post","2022","Asian","Inner London - East","London","Male","1380","1350","39700","34500"
"In post","2022","Asian","Inner London - East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inner London - West","London","Female","3805","3640","42280","38650"
"In post","2022","Asian","Inner London - West","London","Male","2550","2525","43000","38910"
"In post","2022","Asian","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Kent","Outside London","Female","105","95","29430","29290"
"In post","2022","Asian","Kent","Outside London","Male","85","85","30010","29290"
"In post","2022","Asian","Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lancashire","Outside London","Female","410","335","25250","21260"
"In post","2022","Asian","Lancashire","Outside London","Male","620","590","26650","24090"
"In post","2022","Asian","Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","Female","580","495","25670","22600"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","Male","460","440","26710","25190"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Merseyside","Outside London","Female","110","100","31570","25260"
"In post","2022","Asian","Merseyside","Outside London","Male","140","130","31990","27570"
"In post","2022","Asian","Merseyside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North Eastern Scotland","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Asian","North Eastern Scotland","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Asian","North Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North Yorkshire","Outside London","Female","35","30","32970","29230"
"In post","2022","Asian","North Yorkshire","Outside London","Male","40","40","32580","28110"
"In post","2022","Asian","North Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northumberland, and Tyne and Wear","Outside London","Female","240","220","28530","26590"
"In post","2022","Asian","Northumberland, and Tyne and Wear","Outside London","Male","215","210","31720","27570"
"In post","2022","Asian","Northumberland, and Tyne and Wear","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Outer London - East and North East","London","Female","515","445","29580","31060"
"In post","2022","Asian","Outer London - East and North East","London","Male","310","305","30650","31060"
"In post","2022","Asian","Outer London - East and North East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Outer London - South","London","Female","1160","1055","34440","31020"
"In post","2022","Asian","Outer London - South","London","Male","730","720","37520","35050"
"In post","2022","Asian","Outer London - South","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Outer London - West and North West","London","Female","1610","1440","31870","30330"
"In post","2022","Asian","Outer London - West and North West","London","Male","1005","965","32230","29720"
"In post","2022","Asian","Outer London - West and North West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Overseas","Female","70","70","43670","34770"
"In post","2022","Asian","Overseas","Overseas","Male","95","95","46280","40490"
"In post","2022","Asian","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Shropshire and Staffordshire","Outside London","Female","165","155","31900","27570"
"In post","2022","Asian","Shropshire and Staffordshire","Outside London","Male","170","165","33990","27930"
"In post","2022","Asian","Shropshire and Staffordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South Yorkshire","Outside London","Female","255","225","28360","25040"
"In post","2022","Asian","South Yorkshire","Outside London","Male","225","220","31160","26750"
"In post","2022","Asian","South Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Southern Scotland","Outside London","Female","35","30","30260","27230"
"In post","2022","Asian","Southern Scotland","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Asian","Southern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Surrey, East and West Sussex","Outside London","Female","215","195","30680","28350"
"In post","2022","Asian","Surrey, East and West Sussex","Outside London","Male","150","145","31160","28350"
"In post","2022","Asian","Surrey, East and West Sussex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Tees Valley and Durham","Outside London","Female","60","55","27410","25530"
"In post","2022","Asian","Tees Valley and Durham","Outside London","Male","70","65","29760","26940"
"In post","2022","Asian","Tees Valley and Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Female","120","100","29000","27780"
"In post","2022","Asian","Unknown","Unknown","Male","50","50","31200","31060"
"In post","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Central Scotland","Outside London","Female","185","165","29320","27230"
"In post","2022","Asian","West Central Scotland","Outside London","Male","170","165","31900","27570"
"In post","2022","Asian","West Central Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands","Outside London","Female","2435","2200","28130","26820"
"In post","2022","Asian","West Midlands","Outside London","Male","1885","1840","29170","27570"
"In post","2022","Asian","West Midlands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Wales and The Valleys","Outside London","Female","75","70","29420","26130"
"In post","2022","Asian","West Wales and The Valleys","Outside London","Male","70","70","28930","26130"
"In post","2022","Asian","West Wales and The Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Yorkshire","Outside London","Female","1130","995","28090","26820"
"In post","2022","Asian","West Yorkshire","Outside London","Male","1200","1160","29310","27570"
"In post","2022","Asian","West Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Bedfordshire and Hertfordshire","Outside London","Female","175","170","30500","29290"
"In post","2022","Black","Bedfordshire and Hertfordshire","Outside London","Male","85","85","32100","29290"
"In post","2022","Black","Bedfordshire and Hertfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","190","180","29290","27570"
"In post","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","120","120","31490","29290"
"In post","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cheshire","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Black","Cheshire","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Black","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cornwall and Isles of Scilly","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cornwall and Isles of Scilly","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Derbyshire and Nottinghamshire","Outside London","Female","250","235","28240","26820"
"In post","2022","Black","Derbyshire and Nottinghamshire","Outside London","Male","145","145","29200","26880"
"In post","2022","Black","Derbyshire and Nottinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Devon","Outside London","Female","10","5","[c]","[c]"
"In post","2022","Black","Devon","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Black","Devon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Dorset and Somerset","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Black","Dorset and Somerset","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Black","Dorset and Somerset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Anglia","Outside London","Female","70","70","31350","27570"
"In post","2022","Black","East Anglia","Outside London","Male","65","65","30520","28200"
"In post","2022","Black","East Anglia","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Wales","Outside London","Female","95","85","30330","27570"
"In post","2022","Black","East Wales","Outside London","Male","80","80","33110","30710"
"In post","2022","Black","East Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Yorkshire and Northern Lincolnshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Black","East Yorkshire and Northern Lincolnshire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Black","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Eastern Scotland","Outside London","Female","75","75","30880","27230"
"In post","2022","Black","Eastern Scotland","Outside London","Male","45","45","32270","28710"
"In post","2022","Black","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Essex","Outside London","Female","160","145","30120","29290"
"In post","2022","Black","Essex","Outside London","Male","80","80","32700","29290"
"In post","2022","Black","Essex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","260","245","32070","28940"
"In post","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","265","260","34000","33300"
"In post","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Greater Manchester","Outside London","Female","390","370","28970","27570"
"In post","2022","Black","Greater Manchester","Outside London","Male","285","280","30900","27570"
"In post","2022","Black","Greater Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Hampshire and Isle of Wight","Outside London","Female","95","85","30210","27570"
"In post","2022","Black","Hampshire and Isle of Wight","Outside London","Male","75","70","30100","27570"
"In post","2022","Black","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","30","30","30400","27570"
"In post","2022","Black","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","40","35","28770","27570"
"In post","2022","Black","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Highlands and Islands","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Highlands and Islands","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Inner London - East","London","Female","1855","1775","33810","31060"
"In post","2022","Black","Inner London - East","London","Male","935","915","35330","31880"
"In post","2022","Black","Inner London - East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Inner London - West","London","Female","2955","2855","37500","34020"
"In post","2022","Black","Inner London - West","London","Male","1400","1385","38590","35010"
"In post","2022","Black","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Kent","Outside London","Female","110","105","31270","29290"
"In post","2022","Black","Kent","Outside London","Male","85","85","31310","29290"
"In post","2022","Black","Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lancashire","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Black","Lancashire","Outside London","Male","40","40","29310","27570"
"In post","2022","Black","Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Leicestershire, Rutland and Northamptonshire","Outside London","Female","120","105","26530","24090"
"In post","2022","Black","Leicestershire, Rutland and Northamptonshire","Outside London","Male","70","65","29130","27570"
"In post","2022","Black","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lincolnshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Black","Lincolnshire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Black","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Merseyside","Outside London","Female","75","70","27810","25520"
"In post","2022","Black","Merseyside","Outside London","Male","85","80","30420","27570"
"In post","2022","Black","Merseyside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","North Eastern Scotland","Outside London","Female","10","5","[c]","[c]"
"In post","2022","Black","North Eastern Scotland","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Black","North Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","North Yorkshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Black","North Yorkshire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Black","North Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northumberland, and Tyne and Wear","Outside London","Female","70","60","25990","21300"
"In post","2022","Black","Northumberland, and Tyne and Wear","Outside London","Male","65","65","31130","27570"
"In post","2022","Black","Northumberland, and Tyne and Wear","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Outer London - East and North East","London","Female","510","480","31300","31060"
"In post","2022","Black","Outer London - East and North East","London","Male","235","230","31690","31060"
"In post","2022","Black","Outer London - East and North East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Outer London - South","London","Female","1195","1130","33540","31060"
"In post","2022","Black","Outer London - South","London","Male","525","520","34850","31060"
"In post","2022","Black","Outer London - South","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Outer London - West and North West","London","Female","560","525","31340","31060"
"In post","2022","Black","Outer London - West and North West","London","Male","330","320","32960","31060"
"In post","2022","Black","Outer London - West and North West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Overseas","Female","35","35","45300","40210"
"In post","2022","Black","Overseas","Overseas","Male","40","40","43060","38570"
"In post","2022","Black","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Shropshire and Staffordshire","Outside London","Female","65","60","28520","27570"
"In post","2022","Black","Shropshire and Staffordshire","Outside London","Male","65","65","30630","27570"
"In post","2022","Black","Shropshire and Staffordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","South Yorkshire","Outside London","Female","95","90","29210","27570"
"In post","2022","Black","South Yorkshire","Outside London","Male","75","70","28550","26120"
"In post","2022","Black","South Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Southern Scotland","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Black","Southern Scotland","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Black","Southern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Surrey, East and West Sussex","Outside London","Female","120","110","31010","28090"
"In post","2022","Black","Surrey, East and West Sussex","Outside London","Male","120","115","32660","32280"
"In post","2022","Black","Surrey, East and West Sussex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Tees Valley and Durham","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Black","Tees Valley and Durham","Outside London","Male","20","15","[c]","[c]"
"In post","2022","Black","Tees Valley and Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Female","40","35","32840","31060"
"In post","2022","Black","Unknown","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","West Central Scotland","Outside London","Female","65","60","26530","25010"
"In post","2022","Black","West Central Scotland","Outside London","Male","65","65","31760","27230"
"In post","2022","Black","West Central Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","West Midlands","Outside London","Female","855","785","28450","27570"
"In post","2022","Black","West Midlands","Outside London","Male","370","365","30350","27570"
"In post","2022","Black","West Midlands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","West Wales and The Valleys","Outside London","Female","30","30","27300","27570"
"In post","2022","Black","West Wales and The Valleys","Outside London","Male","30","30","[c]","[c]"
"In post","2022","Black","West Wales and The Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","West Yorkshire","Outside London","Female","230","220","29800","27570"
"In post","2022","Black","West Yorkshire","Outside London","Male","170","165","29800","27120"
"In post","2022","Black","West Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Bedfordshire and Hertfordshire","Outside London","Female","80","75","31230","29290"
"In post","2022","Mixed","Bedfordshire and Hertfordshire","Outside London","Male","55","55","33690","29290"
"In post","2022","Mixed","Bedfordshire and Hertfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","100","95","30790","27570"
"In post","2022","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","85","85","33630","30190"
"In post","2022","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cheshire","Outside London","Female","35","35","32730","31820"
"In post","2022","Mixed","Cheshire","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Mixed","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cornwall and Isles of Scilly","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Mixed","Cornwall and Isles of Scilly","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Mixed","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cumbria","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Mixed","Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Derbyshire and Nottinghamshire","Outside London","Female","160","145","28980","26820"
"In post","2022","Mixed","Derbyshire and Nottinghamshire","Outside London","Male","100","100","32530","27570"
"In post","2022","Mixed","Derbyshire and Nottinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Devon","Outside London","Female","55","50","29630","27570"
"In post","2022","Mixed","Devon","Outside London","Male","50","45","35710","33840"
"In post","2022","Mixed","Devon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Dorset and Somerset","Outside London","Female","30","25","[c]","[c]"
"In post","2022","Mixed","Dorset and Somerset","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Mixed","Dorset and Somerset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Anglia","Outside London","Female","120","110","28580","27570"
"In post","2022","Mixed","East Anglia","Outside London","Male","90","85","32530","27780"
"In post","2022","Mixed","East Anglia","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Wales","Outside London","Female","180","170","32580","29430"
"In post","2022","Mixed","East Wales","Outside London","Male","120","115","35110","33080"
"In post","2022","Mixed","East Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Yorkshire and Northern Lincolnshire","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Mixed","East Yorkshire and Northern Lincolnshire","Outside London","Male","35","30","28910","27120"
"In post","2022","Mixed","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Eastern Scotland","Outside London","Female","80","75","38270","33070"
"In post","2022","Mixed","Eastern Scotland","Outside London","Male","75","70","36960","28980"
"In post","2022","Mixed","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Essex","Outside London","Female","50","45","33130","29290"
"In post","2022","Mixed","Essex","Outside London","Male","45","45","33320","29290"
"In post","2022","Mixed","Essex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","255","235","33710","30200"
"In post","2022","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","235","230","35600","33000"
"In post","2022","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","Outside London","Female","235","220","30470","27570"
"In post","2022","Mixed","Greater Manchester","Outside London","Male","160","155","32610","27570"
"In post","2022","Mixed","Greater Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","Outside London","Female","100","90","31370","27570"
"In post","2022","Mixed","Hampshire and Isle of Wight","Outside London","Male","110","105","36580","32770"
"In post","2022","Mixed","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","30","30","26040","24800"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - East","London","Female","410","395","38890","33550"
"In post","2022","Mixed","Inner London - East","London","Male","245","240","40470","35100"
"In post","2022","Mixed","Inner London - East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - West","London","Female","1225","1180","44310","40600"
"In post","2022","Mixed","Inner London - West","London","Male","900","890","46080","41750"
"In post","2022","Mixed","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","Outside London","Female","75","70","29250","29290"
"In post","2022","Mixed","Kent","Outside London","Male","60","60","32110","29290"
"In post","2022","Mixed","Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
