"Status","Year","Profession_of_post","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","North West (England)","Wirral","Outside London","40","35","26100","21260"
"In post","2022","Commercial","Northern Ireland","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Lisburn and Castlereagh","Outside London","10","10","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","Overseas","40","40","48740","42130"
"In post","2022","Commercial","Scotland","Aberdeen City and Aberdeenshire","Outside London","10","5","[c]","[c]"
"In post","2022","Commercial","Scotland","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","City of Edinburgh","Outside London","60","60","37430","35000"
"In post","2022","Commercial","Scotland","Clackmannanshire and Fife","Outside London","15","10","32340","28000"
"In post","2022","Commercial","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","15","15","34930","34290"
"In post","2022","Commercial","Scotland","Falkirk","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Scotland","Glasgow City","Outside London","110","105","33790","33000"
"In post","2022","Commercial","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","North Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Scotland","Perth and Kinross, and Stirling","Outside London","10","10","26800","26900"
"In post","2022","Commercial","Scotland","South Lanarkshire","Outside London","50","50","39680","39630"
"In post","2022","Commercial","Scotland","West Lothian","Outside London","10","10","35850","40290"
"In post","2022","Commercial","South East (England)","Berkshire","Outside London","15","10","35860","36970"
"In post","2022","Commercial","South East (England)","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Buckinghamshire","Outside London","60","60","37220","36800"
"In post","2022","Commercial","South East (England)","Central Hampshire","Outside London","140","135","34780","34500"
"In post","2022","Commercial","South East (England)","East Kent","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","South East (England)","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Medway","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","South East (England)","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Milton Keynes","Outside London","70","65","43590","41580"
"In post","2022","Commercial","South East (England)","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Oxfordshire CC","Outside London","35","35","33060","32350"
"In post","2022","Commercial","South East (England)","Portsmouth","Outside London","55","55","35280","34500"
"In post","2022","Commercial","South East (England)","South Hampshire","Outside London","15","15","44440","34800"
"In post","2022","Commercial","South East (England)","Southampton","Outside London","30","25","40580","39250"
"In post","2022","Commercial","South East (England)","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","West Surrey","Outside London","20","20","42370","39920"
"In post","2022","Commercial","South East (England)","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","West Sussex (South West)","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","1195","1150","39760","37400"
"In post","2022","Commercial","South West (England)","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Bristol, City of","Outside London","80","75","37760","36780"
"In post","2022","Commercial","South West (England)","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","South West (England)","Devon CC","Outside London","205","195","43750","45150"
"In post","2022","Commercial","South West (England)","Dorset","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","South West (England)","Gloucestershire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","South West (England)","Plymouth","Outside London","25","25","39350","38150"
"In post","2022","Commercial","South West (England)","Somerset CC","Outside London","120","115","40570","40430"
"In post","2022","Commercial","South West (England)","Swindon","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","South West (England)","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Wiltshire","Outside London","205","195","34670","34500"
"In post","2022","Commercial","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Cardiff and Vale of Glamorgan","Outside London","45","40","41130","36580"
"In post","2022","Commercial","Wales","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Flintshire and Wrexham","Outside London","20","20","35080","32890"
"In post","2022","Commercial","Wales","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Monmouthshire and Newport","Outside London","100","100","36730","31470"
"In post","2022","Commercial","Wales","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Swansea","Outside London","190","175","33060","30730"
"In post","2022","Commercial","West Midlands (England)","Birmingham","Outside London","80","75","36670","33240"
"In post","2022","Commercial","West Midlands (England)","Coventry","Outside London","60","60","39860","36780"
"In post","2022","Commercial","West Midlands (England)","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Herefordshire, County of","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Shropshire","Outside London","10","10","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Staffordshire CC","Outside London","80","80","37690","33000"
"In post","2022","Commercial","West Midlands (England)","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Telford and Wrekin","Outside London","30","25","40650","40520"
"In post","2022","Commercial","West Midlands (England)","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Worcestershire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","15","10","37130","34290"
"In post","2022","Commercial","Yorkshire and The Humber","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Leeds","Outside London","295","285","41430","36820"
"In post","2022","Commercial","Yorkshire and The Humber","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","North Yorkshire CC","Outside London","15","15","34810","38960"
"In post","2022","Commercial","Yorkshire and The Humber","Sheffield","Outside London","240","230","35530","33520"
"In post","2022","Commercial","Yorkshire and The Humber","Wakefield","Outside London","10","10","46030","38980"
"In post","2022","Commercial","Yorkshire and The Humber","York","Outside London","40","40","39450","37210"
"In post","2022","Communications","East Midlands (England)","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Leicestershire CC and Rutland","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Lincolnshire CC","Outside London","20","15","33200","33300"
"In post","2022","Communications","East Midlands (England)","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Nottingham","Outside London","70","65","40480","40520"
"In post","2022","Communications","East Midlands (England)","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Cambridgeshire CC","Outside London","15","15","32990","33300"
"In post","2022","Communications","East of England","Central Bedfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","East of England","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Hertfordshire CC","Outside London","15","15","40950","37640"
"In post","2022","Communications","East of England","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Peterborough","Outside London","15","15","36460","31380"
"In post","2022","Communications","East of England","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Suffolk CC","Outside London","15","15","31310","30200"
"In post","2022","Communications","London","Barnet","London","20","20","34850","34640"
"In post","2022","Communications","London","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Camden and City of London","London","15","15","51680","44850"
"In post","2022","Communications","London","Croydon","London","40","35","43230","39690"
"In post","2022","Communications","London","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Hackney and Newham","London","25","25","46150","43810"
"In post","2022","Communications","London","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Hounslow and Richmond upon Thames","London","20","15","33960","29780"
"In post","2022","Communications","London","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Lambeth","London","60","60","48850","44310"
"In post","2022","Communications","London","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Tower Hamlets","London","155","150","47120","41010"
"In post","2022","Communications","London","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Westminster","London","1865","1825","46950","43360"
"In post","2022","Communications","North East (England)","Darlington","Outside London","25","25","30010","28070"
"In post","2022","Communications","North East (England)","Durham","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Northumberland","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","North East (England)","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Tyneside","Outside London","60","55","38690","37020"
"In post","2022","Communications","North West (England)","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Blackpool","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","North West (England)","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","East Cumbria","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","North West (England)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Greater Manchester South West","Outside London","10","10","39240","35410"
"In post","2022","Communications","North West (England)","Lancaster and Wyre","Outside London","15","15","31330","33000"
"In post","2022","Communications","North West (England)","Liverpool","Outside London","25","20","40390","38980"
"In post","2022","Communications","North West (England)","Manchester","Outside London","90","90","34440","30370"
"In post","2022","Communications","North West (England)","Mid Lancashire","Outside London","10","10","[c]","[c]"
"In post","2022","Communications","North West (England)","Sefton","Outside London","50","50","40430","37910"
"In post","2022","Communications","North West (England)","Warrington","Outside London","10","10","36160","36860"
"In post","2022","Communications","North West (England)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Belfast","Outside London","20","20","44350","39580"
"In post","2022","Communications","Northern Ireland","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","Overseas","10","10","43080","40610"
"In post","2022","Communications","Scotland","City of Edinburgh","Outside London","45","45","40220","37710"
"In post","2022","Communications","Scotland","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Glasgow City","Outside London","25","25","34380","33230"
"In post","2022","Communications","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Berkshire","Outside London","20","20","32510","30160"
"In post","2022","Communications","South East (England)","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Buckinghamshire","Outside London","30","30","37370","35000"
"In post","2022","Communications","South East (England)","Central Hampshire","Outside London","70","65","32020","29230"
"In post","2022","Communications","South East (England)","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Milton Keynes","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","South East (England)","North Hampshire","Outside London","15","15","37130","34300"
"In post","2022","Communications","South East (England)","Oxfordshire CC","Outside London","25","25","30750","33000"
"In post","2022","Communications","South East (England)","Portsmouth","Outside London","40","40","34860","33300"
"In post","2022","Communications","South East (England)","South Hampshire","Outside London","25","25","34750","30810"
"In post","2022","Communications","South East (England)","Southampton","Outside London","20","15","36550","31290"
"In post","2022","Communications","South East (England)","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","West Sussex (North East)","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","South East (England)","West Sussex (South West)","Outside London","10","10","38150","38960"
"In post","2022","Communications","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","50","50","38530","36240"
"In post","2022","Communications","South West (England)","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Bristol, City of","Outside London","80","75","38560","36160"
"In post","2022","Communications","South West (England)","Cornwall and Isles of Scilly","Outside London","15","10","23600","21380"
"In post","2022","Communications","South West (England)","Devon CC","Outside London","40","40","39620","37420"
"In post","2022","Communications","South West (England)","Dorset","Outside London","20","20","30030","29200"
"In post","2022","Communications","South West (England)","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","South West (England)","Somerset CC","Outside London","30","25","40350","35340"
"In post","2022","Communications","South West (England)","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Wiltshire","Outside London","60","55","32050","29230"
"In post","2022","Communications","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Wales","Cardiff and Vale of Glamorgan","Outside London","190","180","40370","38160"
"In post","2022","Communications","Wales","Central Valleys","Outside London","10","10","37320","38160"
"In post","2022","Communications","Wales","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Flintshire and Wrexham","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","Wales","Gwent Valleys","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","Wales","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Monmouthshire and Newport","Outside London","70","70","37840","36840"
"In post","2022","Communications","Wales","Powys","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","Wales","South West Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","Wales","Swansea","Outside London","75","75","30720","26780"
"In post","2022","Communications","West Midlands (England)","Birmingham","Outside London","35","35","40490","38650"
"In post","2022","Communications","West Midlands (England)","Coventry","Outside London","55","50","44180","40170"
"In post","2022","Communications","West Midlands (England)","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Shropshire","Outside London","15","15","27380","26670"
"In post","2022","Communications","West Midlands (England)","Staffordshire CC","Outside London","30","30","37210","33300"
"In post","2022","Communications","West Midlands (England)","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Warwickshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Worcestershire CC","Outside London","10","10","41640","37190"
"In post","2022","Communications","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Leeds","Outside London","85","80","48730","49530"
"In post","2022","Communications","Yorkshire and The Humber","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Sheffield","Outside London","50","50","40320","38180"
"In post","2022","Communications","Yorkshire and The Humber","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","York","Outside London","15","15","34950","37340"
"In post","2022","Corporate Finance","London","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","London","Tower Hamlets","London","20","20","44100","38530"
"In post","2022","Corporate Finance","London","Westminster","London","35","35","64340","64570"
"In post","2022","Corporate Finance","Scotland","Glasgow City","Outside London","10","10","45380","42200"
"In post","2022","Corporate Finance","South East (England)","Central Hampshire","Outside London","25","25","37980","38070"
"In post","2022","Corporate Finance","South East (England)","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Somerset CC","Outside London","5","5","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Wiltshire","Outside London","25","25","46660","47010"
"In post","2022","Corporate Finance","Wales","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Birmingham","Outside London","10","10","45850","40800"
"In post","2022","Corporate Finance","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Yorkshire and The Humber","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Derby","Outside London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","East Derbyshire","Outside London","20","15","27710","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Leicester","Outside London","40","35","27170","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Lincolnshire CC","Outside London","25","20","27380","27570"
"In post","2022","Counter Fraud","East Midlands (England)","North Northamptonshire","Outside London","15","15","29030","27570"
