"Status","Year","Age","Ethnicity","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Other ethnicity","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Department of Health and Social Care","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","HM Revenue and Customs","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Welsh Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for Transport","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for Work and Pensions","London","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for Work and Pensions","Outside London","70","[c]","29530","27570"
"Leaver CS","2022","50-59","Undeclared","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department of Health and Social Care","London","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department of Health and Social Care","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","HM Revenue and Customs","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","HM Revenue and Customs","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Home Office","London","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Home Office","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Ministry of Defence","Outside London","60","[c]","35660","33640"
"Leaver CS","2022","50-59","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Ministry of Justice","London","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Ministry of Justice","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Scottish Government","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","UK Statistics Authority","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Attorney General's Departments","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Attorney General's Departments","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Cabinet Office","London","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Cabinet Office","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Cabinet Office","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Environment, Food and Rural Affairs","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Environment, Food and Rural Affairs","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Transport","London","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Transport","Outside London","45","[c]","28220","26130"
"Leaver CS","2022","50-59","Unknown","Department for Transport","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Work and Pensions","London","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Work and Pensions","Outside London","160","[c]","26700","27570"
"Leaver CS","2022","50-59","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department of Health and Social Care","London","60","[c]","59210","53360"
"Leaver CS","2022","50-59","Unknown","Department of Health and Social Care","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department of Health and Social Care","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Foreign, Commonwealth and Development Office","London","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Land Registry","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Revenue and Customs","London","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Revenue and Customs","Outside London","180","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Home Office","London","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Home Office","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Ministry of Defence","Outside London","60","[c]","36840","30030"
"Leaver CS","2022","50-59","Unknown","Ministry of Defence","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Ministry of Defence","Unknown","35","[c]","37440","34310"
"Leaver CS","2022","50-59","Unknown","Ministry of Justice","London","40","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Ministry of Justice","Outside London","200","[c]","22860","20970"
"Leaver CS","2022","50-59","Unknown","Ministry of Justice","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Scottish Government","Outside London","135","[c]","36130","35000"
"Leaver CS","2022","50-59","Unknown","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Attorney General's Departments","London","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Attorney General's Departments","Outside London","60","[c]","46700","52260"
"Leaver CS","2022","50-59","White","Cabinet Office","London","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Cabinet Office","Outside London","35","[c]","39970","38420"
"Leaver CS","2022","50-59","White","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Charity Commission","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Department for Business, Energy and Industrial Strategy","London","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Department for Business, Energy and Industrial Strategy","Outside London","45","[c]","38750","37050"
"Leaver CS","2022","50-59","White","Department for Digital, Culture, Media and Sport","London","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Department for Education","London","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Department for Education","Outside London","35","[c]","53400","50720"
"Leaver CS","2022","50-59","White","Department for Environment, Food and Rural Affairs","London","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Department for Environment, Food and Rural Affairs","Outside London","85","[c]","34230","31240"
"Leaver CS","2022","50-59","White","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Department for Levelling Up, Housing and Communities","London","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Department for Levelling Up, Housing and Communities","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Department for Transport","London","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Department for Transport","Outside London","80","[c]","31210","26780"
"Leaver CS","2022","50-59","White","Department for Transport","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Department for Work and Pensions","London","70","[c]","36780","31060"
"Leaver CS","2022","50-59","White","Department for Work and Pensions","Outside London","1285","[c]","27700","27570"
"Leaver CS","2022","50-59","White","Department for Work and Pensions","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Department of Health and Social Care","London","165","[c]","51700","47990"
"Leaver CS","2022","50-59","White","Department of Health and Social Care","Outside London","240","[c]","48490","45430"
"Leaver CS","2022","50-59","White","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Food Standards Agency","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Foreign, Commonwealth and Development Office","London","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Foreign, Commonwealth and Development Office","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","HM Land Registry","Outside London","65","[c]","34880","33840"
"Leaver CS","2022","50-59","White","HM Revenue and Customs","London","65","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","HM Revenue and Customs","Outside London","660","[c]","30460","22040"
"Leaver CS","2022","50-59","White","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","HM Treasury","London","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","HM Treasury","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Home Office","London","85","[c]","48410","35230"
"Leaver CS","2022","50-59","White","Home Office","Outside London","230","[c]","29070","26260"
"Leaver CS","2022","50-59","White","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Ministry of Defence","London","35","[c]","36730","34000"
"Leaver CS","2022","50-59","White","Ministry of Defence","Outside London","750","[c]","34320","32960"
"Leaver CS","2022","50-59","White","Ministry of Defence","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Ministry of Justice","London","115","[c]","38470","31430"
"Leaver CS","2022","50-59","White","Ministry of Justice","Outside London","1035","[c]","27520","20970"
"Leaver CS","2022","50-59","White","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","National Crime Agency","London","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","National Crime Agency","Outside London","55","[c]","43900","41170"
"Leaver CS","2022","50-59","White","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Office for Standards in Education, Children's Services and Skills","Outside London","45","[c]","63970","75500"
"Leaver CS","2022","50-59","White","Office of Gas and Electricity Markets","London","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Office of Gas and Electricity Markets","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Scottish Government","Outside London","145","[c]","40940","36130"
"Leaver CS","2022","50-59","White","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","The National Archives","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","UK Export Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","UK Statistics Authority","Outside London","65","[c]","33160","23630"
"Leaver CS","2022","50-59","White","Water Services Regulation Authority","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Welsh Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Welsh Government","Outside London","40","[c]","47350","38160"
"Leaver CS","2022","60-64","Asian","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for Work and Pensions","London","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for Work and Pensions","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department of Health and Social Care","London","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","HM Revenue and Customs","London","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","HM Revenue and Customs","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Home Office","London","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Ministry of Justice","London","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Ministry of Justice","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
