"Status","Year","Age","Ethnicity","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Black","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Home Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Home Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Home Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","Outside London","50","40","19560","18310"
"In post","2022","16-19","Unknown","Department for Work and Pensions","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs","Outside London","105","100","21630","21250"
"In post","2022","16-19","Unknown","Home Office","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","Outside London","30","30","22800","21680"
"In post","2022","16-19","Unknown","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","Outside London","60","60","17960","17140"
"In post","2022","16-19","Unknown","Ministry of Defence","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Ministry of Justice","London","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Justice","Outside London","75","75","22150","20970"
"In post","2022","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","Outside London","40","40","22340","21050"
"In post","2022","16-19","Unknown","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Attorney General's Departments","London","10","10","[c]","[c]"
"In post","2022","16-19","White","Attorney General's Departments","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","White","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for Business, Energy and Industrial Strategy","London","5","5","[c]","[c]"
"In post","2022","16-19","White","Department for Business, Energy and Industrial Strategy","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","White","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for Environment, Food and Rural Affairs","London","5","5","[c]","[c]"
"In post","2022","16-19","White","Department for Environment, Food and Rural Affairs","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","White","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for Transport","Outside London","40","30","19610","18310"
"In post","2022","16-19","White","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for Work and Pensions","Outside London","95","90","22800","21260"
"In post","2022","16-19","White","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department of Health and Social Care","Outside London","10","5","[c]","[c]"
"In post","2022","16-19","White","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Foreign, Commonwealth and Development Office","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","White","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","HM Land Registry","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","White","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","HM Revenue and Customs","Outside London","65","65","22090","21250"
"In post","2022","16-19","White","HM Treasury","London","10","10","[c]","[c]"
"In post","2022","16-19","White","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Home Office","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","White","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Ministry of Defence","Outside London","110","110","19350","19460"
"In post","2022","16-19","White","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Ministry of Justice","Outside London","95","95","23200","23140"
"In post","2022","16-19","White","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Scottish Government","Outside London","45","45","21910","21050"
"In post","2022","16-19","White","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","UK Statistics Authority","Outside London","20","15","[c]","[c]"
"In post","2022","16-19","White","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Attorney General's Departments","London","115","115","31250","26970"
"In post","2022","20-29","Asian","Attorney General's Departments","Outside London","65","65","28350","25040"
"In post","2022","20-29","Asian","Cabinet Office","London","115","115","36710","34550"
"In post","2022","20-29","Asian","Cabinet Office","Outside London","35","35","30380","30420"
"In post","2022","20-29","Asian","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Chancellor's other departments","London","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Competition and Markets Authority","London","30","30","[c]","[c]"
"In post","2022","20-29","Asian","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Department for Business, Energy and Industrial Strategy","London","220","220","39500","35490"
"In post","2022","20-29","Asian","Department for Business, Energy and Industrial Strategy","Outside London","50","50","27740","26340"
"In post","2022","20-29","Asian","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Department for Digital, Culture, Media and Sport","London","60","60","38220","34020"
"In post","2022","20-29","Asian","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Department for Education","London","55","55","40130","40230"
"In post","2022","20-29","Asian","Department for Education","Outside London","160","155","30980","29360"
"In post","2022","20-29","Asian","Department for Environment, Food and Rural Affairs","London","70","70","34190","32560"
"In post","2022","20-29","Asian","Department for Environment, Food and Rural Affairs","Outside London","50","50","28750","27960"
"In post","2022","20-29","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Department for International Trade","London","90","90","36150","33640"
"In post","2022","20-29","Asian","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Department for Levelling Up, Housing and Communities","London","75","75","36240","33210"
"In post","2022","20-29","Asian","Department for Levelling Up, Housing and Communities","Outside London","25","25","[c]","[c]"
