"Status","Year","Age","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Property","15","15","19130","16630"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Finance","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Operational Delivery","110","105","21560","21250"
"In post","2022","16-19","HM Revenue and Customs","Property","15","15","25460","25520"
"In post","2022","16-19","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Tax","65","60","21680","21250"
"In post","2022","16-19","HM Revenue and Customs","Unknown","15","10","23740","21250"
"In post","2022","16-19","HM Treasury","Economics","5","5","[c]","[c]"
"In post","2022","16-19","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Operational Delivery","45","45","23160","21680"
"In post","2022","16-19","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Finance","15","15","19730","19460"
"In post","2022","16-19","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Other","60","60","18230","17140"
"In post","2022","16-19","Ministry of Defence","Project Delivery","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Science and Engineering","110","110","18330","17450"
"In post","2022","16-19","Ministry of Defence","Security","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","195","195","22970","23140"
"In post","2022","16-19","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Operational Delivery","25","25","21570","21050"
"In post","2022","16-19","Scottish Government","Unknown","55","55","22230","21050"
"In post","2022","16-19","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Economics","5","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Delivery","15","10","19500","19860"
"In post","2022","16-19","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Commercial","10","10","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Communications","25","25","36030","31560"
"In post","2022","20-29","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Counter Fraud","30","30","31330","33100"
"In post","2022","20-29","Attorney General's Departments","Digital, Data and Technology","35","35","31490","30130"
"In post","2022","20-29","Attorney General's Departments","Finance","35","35","25590","25480"
"In post","2022","20-29","Attorney General's Departments","Human Resources","70","70","28720","26960"
"In post","2022","20-29","Attorney General's Departments","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Legal","405","405","40670","43920"
"In post","2022","20-29","Attorney General's Departments","Operational Delivery","670","660","24190","23770"
"In post","2022","20-29","Attorney General's Departments","Other","155","150","28110","26950"
"In post","2022","20-29","Attorney General's Departments","Policy","15","15","37310","31560"
"In post","2022","20-29","Attorney General's Departments","Project Delivery","15","15","30490","30130"
"In post","2022","20-29","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Security","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Commercial","75","75","31550","30420"
"In post","2022","20-29","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Digital, Data and Technology","25","25","33630","30420"
"In post","2022","20-29","Cabinet Office","Finance","10","10","41310","39800"
"In post","2022","20-29","Cabinet Office","Human Resources","10","10","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Operational Delivery","40","40","27840","25520"
"In post","2022","20-29","Cabinet Office","Other","10","10","31080","24100"
"In post","2022","20-29","Cabinet Office","Policy","10","10","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Project Delivery","15","15","36820","32000"
"In post","2022","20-29","Cabinet Office","Property","15","15","38080","34550"
"In post","2022","20-29","Cabinet Office","Unknown","3355","3350","34310","32000"
"In post","2022","20-29","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Other","55","55","39450","36590"
"In post","2022","20-29","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Operational Delivery","55","50","24910","24440"
"In post","2022","20-29","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Communications","10","10","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Digital, Data and Technology","15","15","47080","42290"
"In post","2022","20-29","Competition and Markets Authority","Economics","30","30","41180","34640"
"In post","2022","20-29","Competition and Markets Authority","Human Resources","10","10","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Legal","25","25","37060","33530"
"In post","2022","20-29","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Project Delivery","55","55","37330","33120"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Commercial","10","10","33390","31260"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Communications","50","50","38220","38620"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Counter Fraud","25","25","24640","22800"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","185","185","28950","28250"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Economics","155","155","39600","35640"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Finance","45","45","38140","39700"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","55","55","33380","29640"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","5","5","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","10","10","35500","33570"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Legal","15","15","32920","30930"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","650","640","28150","24250"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Operational Research","10","10","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Other","10","10","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Policy","1585","1585","41500","40050"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","85","85","34210","33570"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Science and Engineering","250","245","31000","30930"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Security","5","5","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Statistics","15","15","36460","36240"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Commercial","15","15","35610","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Communications","25","25","37970","36520"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Economics","50","50","43320","38020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Finance","20","20","43870","43970"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Human Resources","25","25","35100","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","International Trade","10","10","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Operational Delivery","10","10","36350","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Other","25","25","36380","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Policy","470","465","38570","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Project Delivery","80","80","37790","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Social Research","10","10","41150","38020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Statistics","10","10","40480","38020"
"In post","2022","20-29","Department for Education","Commercial","80","80","32110","29910"
"In post","2022","20-29","Department for Education","Communications","95","95","33350","30410"
"In post","2022","20-29","Department for Education","Digital, Data and Technology","235","235","35950","33190"
"In post","2022","20-29","Department for Education","Finance","190","190","34430","29360"
"In post","2022","20-29","Department for Education","Human Resources","45","45","28680","28000"
"In post","2022","20-29","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education","Operational Delivery","240","240","32600","29730"
"In post","2022","20-29","Department for Education","Policy","810","800","37310","36500"
"In post","2022","20-29","Department for Education","Project Delivery","5","5","[c]","[c]"
"In post","2022","20-29","Department for Education","Property","80","80","32160","29360"
"In post","2022","20-29","Department for Education","Security","5","5","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Commercial","15","15","32480","35900"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Communications","55","55","33200","32560"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","95","95","32900","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Economics","25","25","37130","34110"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Finance","50","50","30480","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Human Resources","30","30","31400","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","790","775","23960","21300"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Other","20","20","33230","29200"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Policy","1145","1135","35200","32560"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Project Delivery","25","25","28230","25010"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Property","40","40","30320","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Science and Engineering","205","205","26620","25460"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Unknown","10","10","32970","32560"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Veterinarian","15","15","29380","29180"
"In post","2022","20-29","Department for International Trade","Commercial","15","15","34400","31800"
"In post","2022","20-29","Department for International Trade","Communications","55","55","37250","38160"
"In post","2022","20-29","Department for International Trade","Digital, Data and Technology","50","50","38100","35050"
"In post","2022","20-29","Department for International Trade","Economics","105","105","37980","31800"
"In post","2022","20-29","Department for International Trade","Finance","15","15","40960","38950"
"In post","2022","20-29","Department for International Trade","Human Resources","45","45","39510","35560"
"In post","2022","20-29","Department for International Trade","International Trade","480","480","38440","38160"
"In post","2022","20-29","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Operational Delivery","50","50","35450","32120"
"In post","2022","20-29","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Other","35","35","36760","32120"
"In post","2022","20-29","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Policy","110","110","39330","38160"
"In post","2022","20-29","Department for International Trade","Project Delivery","20","20","40120","38350"
"In post","2022","20-29","Department for International Trade","Security","5","5","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Social Research","15","15","32920","31800"
"In post","2022","20-29","Department for International Trade","Statistics","25","25","37260","38160"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Commercial","10","10","34100","33210"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Communications","35","35","35710","33210"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","20","20","43380","44120"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Economics","35","35","41910","34710"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Finance","15","15","42870","39600"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Human Resources","25","25","31540","30190"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Operational Delivery","140","135","29260","27850"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Other","5","5","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Planning","35","35","34320","33210"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Policy","600","600","38400","34550"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Project Delivery","40","40","37810","36340"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Social Research","15","15","41540","38490"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Statistics","50","50","37830","34000"
"In post","2022","20-29","Department for Transport","Commercial","75","75","34970","34710"
"In post","2022","20-29","Department for Transport","Communications","45","45","32370","32490"
"In post","2022","20-29","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Transport","Digital, Data and Technology","160","160","31710","30730"
"In post","2022","20-29","Department for Transport","Economics","95","95","40640","34710"
"In post","2022","20-29","Department for Transport","Finance","60","55","35520","30730"
"In post","2022","20-29","Department for Transport","Human Resources","45","45","31300","29970"
"In post","2022","20-29","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Transport","Knowledge and Information Management","10","10","32460","30730"
"In post","2022","20-29","Department for Transport","Operational Delivery","990","950","23230","21840"
"In post","2022","20-29","Department for Transport","Operational Research","10","10","[c]","[c]"
"In post","2022","20-29","Department for Transport","Other","10","10","[c]","[c]"
"In post","2022","20-29","Department for Transport","Policy","350","350","39510","35060"
"In post","2022","20-29","Department for Transport","Project Delivery","110","110","38920","34710"
"In post","2022","20-29","Department for Transport","Property","20","20","29110","30270"
"In post","2022","20-29","Department for Transport","Science and Engineering","25","25","36050","34710"
"In post","2022","20-29","Department for Transport","Security","15","15","32110","32620"
"In post","2022","20-29","Department for Transport","Social Research","15","15","40040","42470"
"In post","2022","20-29","Department for Transport","Statistics","35","35","38560","34710"
"In post","2022","20-29","Department for Transport","Unknown","175","175","35550","30890"
"In post","2022","20-29","Department for Work and Pensions","Commercial","35","35","30070","31660"
"In post","2022","20-29","Department for Work and Pensions","Communications","10","10","38140","39590"
"In post","2022","20-29","Department for Work and Pensions","Counter Fraud","565","555","27120","27570"
"In post","2022","20-29","Department for Work and Pensions","Digital, Data and Technology","400","400","35510","31990"
"In post","2022","20-29","Department for Work and Pensions","Economics","35","35","35460","35000"
"In post","2022","20-29","Department for Work and Pensions","Finance","110","110","32960","31990"
"In post","2022","20-29","Department for Work and Pensions","Human Resources","80","75","33570","31990"
"In post","2022","20-29","Department for Work and Pensions","Knowledge and Information Management","55","55","37410","36650"
"In post","2022","20-29","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Work and Pensions","Operational Delivery","7870","7710","25990","27570"
"In post","2022","20-29","Department for Work and Pensions","Operational Research","15","15","33510","33000"
"In post","2022","20-29","Department for Work and Pensions","Other","1170","1145","25200","24250"
"In post","2022","20-29","Department for Work and Pensions","Policy","235","230","38050","36650"
"In post","2022","20-29","Department for Work and Pensions","Project Delivery","65","60","29330","27570"
"In post","2022","20-29","Department for Work and Pensions","Property","10","10","[c]","[c]"
"In post","2022","20-29","Department for Work and Pensions","Psychology","5","5","[c]","[c]"
"In post","2022","20-29","Department for Work and Pensions","Science and Engineering","120","120","27240","26370"
"In post","2022","20-29","Department for Work and Pensions","Security","30","30","35360","34800"
"In post","2022","20-29","Department for Work and Pensions","Social Research","35","35","35300","35000"
"In post","2022","20-29","Department for Work and Pensions","Statistics","45","45","35000","31990"
"In post","2022","20-29","Department for Work and Pensions","Unknown","155","155","28180","27570"
"In post","2022","20-29","Department of Health and Social Care","Commercial","155","155","40780","40650"
"In post","2022","20-29","Department of Health and Social Care","Communications","140","135","36150","32790"
"In post","2022","20-29","Department of Health and Social Care","Digital, Data and Technology","100","100","35020","32790"
"In post","2022","20-29","Department of Health and Social Care","Economics","45","45","37290","32790"
"In post","2022","20-29","Department of Health and Social Care","Finance","160","160","35760","32790"
"In post","2022","20-29","Department of Health and Social Care","Human Resources","190","190","33720","32000"
"In post","2022","20-29","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care","Medicine","30","30","39490","40450"
"In post","2022","20-29","Department of Health and Social Care","Operational Delivery","1050","990","30970","28590"
"In post","2022","20-29","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care","Other","45","45","32820","27890"
"In post","2022","20-29","Department of Health and Social Care","Policy","380","380","39860","33120"
