"Status","Year","Function_of_post","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","G6","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","G7","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Food Standards Agency","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Food Standards Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Foreign, Commonwealth and Development Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Foreign, Commonwealth and Development Office","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Foreign, Commonwealth and Development Office","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Foreign, Commonwealth and Development Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Foreign, Commonwealth and Development Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","National Crime Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","National Crime Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","National Crime Agency","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","National Crime Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland Office","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland Office","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office for Standards in Education, Children's Services and Skills","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office for Standards in Education, Children's Services and Skills","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Gas and Electricity Markets","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Gas and Electricity Markets","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Gas and Electricity Markets","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Gas and Electricity Markets","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of the Secretary of State for Wales","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of the Secretary of State for Wales","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Scottish Government","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Scottish Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","The National Archives","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","The National Archives","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Export Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Export Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Export Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Export Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Export Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Cabinet Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Cabinet Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Cabinet Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Cabinet Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Cabinet Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Cabinet Office","G6","LGBO","[c]","[c]","[c]","[c]"
