"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Food Standards Agency","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Policy","EO","EO","10","[c]","25540","24470"
"New entrant CS","2022","Food Standards Agency","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Policy","SEO/HEO","HEO","20","[c]","31250","30350"
"New entrant CS","2022","Food Standards Agency","Policy","SEO/HEO","SEO","15","[c]","38480","37350"
"New entrant CS","2022","Food Standards Agency","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Science and Engineering","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Science and Engineering","SEO/HEO","HEO","30","[c]","30820","30350"
"New entrant CS","2022","Food Standards Agency","Science and Engineering","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Veterinarian","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Operational Delivery","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Policy","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Digital, Data and Technology","AA/AO","AA","15","[c]","22310","21290"
"New entrant CS","2022","HM Land Registry","Digital, Data and Technology","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Digital, Data and Technology","EO","EO","25","[c]","28480","27130"
"New entrant CS","2022","HM Land Registry","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Digital, Data and Technology","SEO/HEO","HEO","30","[c]","34950","33840"
"New entrant CS","2022","HM Land Registry","Digital, Data and Technology","SEO/HEO","SEO","10","[c]","39830","38550"
"New entrant CS","2022","HM Land Registry","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Legal","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Operational Delivery","AA/AO","AO","230","[c]","22670","22600"
"New entrant CS","2022","HM Land Registry","Operational Delivery","EO","EO","105","[c]","27430","27130"
"New entrant CS","2022","HM Land Registry","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Other","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Project Delivery","AA/AO","AO","15","[c]","22600","22600"
"New entrant CS","2022","HM Land Registry","Project Delivery","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Project Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Communications","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Digital, Data and Technology","EO","EO","70","[c]","26890","26590"
"New entrant CS","2022","HM Revenue and Customs","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Digital, Data and Technology","G6/G7","G7","30","[c]","53990","52080"
"New entrant CS","2022","HM Revenue and Customs","Digital, Data and Technology","SEO/HEO","HEO","165","[c]","33390","33080"
"New entrant CS","2022","HM Revenue and Customs","Digital, Data and Technology","SEO/HEO","SEO","50","[c]","40360","40180"
"New entrant CS","2022","HM Revenue and Customs","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Economics","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Economics","SEO/HEO","HEO","15","[c]","35480","37610"
"New entrant CS","2022","HM Revenue and Customs","Finance","AA/AO","AO","40","[c]","21270","21250"
"New entrant CS","2022","HM Revenue and Customs","Finance","EO","EO","15","[c]","27960","26590"
"New entrant CS","2022","HM Revenue and Customs","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Finance","SEO/HEO","HEO","30","[c]","33860","33080"
"New entrant CS","2022","HM Revenue and Customs","Finance","SEO/HEO","SEO","30","[c]","41360","40180"
"New entrant CS","2022","HM Revenue and Customs","Human Resources","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Human Resources","EO","EO","20","[c]","26640","26590"
"New entrant CS","2022","HM Revenue and Customs","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Human Resources","SEO/HEO","HEO","15","[c]","32920","33080"
"New entrant CS","2022","HM Revenue and Customs","Human Resources","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Intelligence Analysis","EO","EO","35","[c]","28550","26590"
"New entrant CS","2022","HM Revenue and Customs","Intelligence Analysis","SEO/HEO","HEO","30","[c]","34800","33080"
"New entrant CS","2022","HM Revenue and Customs","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Legal","EO","EO","85","[c]","27870","26590"
"New entrant CS","2022","HM Revenue and Customs","Legal","G6/G7","G7","35","[c]","54500","52080"
"New entrant CS","2022","HM Revenue and Customs","Legal","SEO/HEO","HEO","20","[c]","35850","37610"
"New entrant CS","2022","HM Revenue and Customs","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Operational Delivery","AA/AO","AO","2590","[c]","21330","21250"
"New entrant CS","2022","HM Revenue and Customs","Operational Delivery","EO","EO","570","[c]","26710","26590"
"New entrant CS","2022","HM Revenue and Customs","Operational Delivery","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Operational Delivery","SEO/HEO","HEO","265","[c]","33290","33080"
"New entrant CS","2022","HM Revenue and Customs","Operational Delivery","SEO/HEO","SEO","30","[c]","40540","40180"
"New entrant CS","2022","HM Revenue and Customs","Operational Research","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Operational Research","SEO/HEO","HEO","10","[c]","35370","35340"
"New entrant CS","2022","HM Revenue and Customs","Other","G6/G7","G7","15","[c]","54320","52080"
"New entrant CS","2022","HM Revenue and Customs","Other","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Policy","EO","EO","10","[c]","28310","26590"
"New entrant CS","2022","HM Revenue and Customs","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Policy","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Policy","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Policy","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Project Delivery","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Project Delivery","G6/G7","G6","15","[c]","65860","64050"
"New entrant CS","2022","HM Revenue and Customs","Project Delivery","G6/G7","G7","15","[c]","54910","52080"
"New entrant CS","2022","HM Revenue and Customs","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Project Delivery","SEO/HEO","HEO","35","[c]","33940","33080"
"New entrant CS","2022","HM Revenue and Customs","Project Delivery","SEO/HEO","SEO","50","[c]","40920","40180"
"New entrant CS","2022","HM Revenue and Customs","Property","AA/AO","AO","10","[c]","21660","21750"
"New entrant CS","2022","HM Revenue and Customs","Property","EO","EO","140","[c]","25840","25000"
"New entrant CS","2022","HM Revenue and Customs","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Property","SEO/HEO","HEO","80","[c]","30090","31000"
"New entrant CS","2022","HM Revenue and Customs","Property","SEO/HEO","SEO","45","[c]","44490","44530"
"New entrant CS","2022","HM Revenue and Customs","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Social Research","SEO/HEO","HEO","20","[c]","35550","37610"
"New entrant CS","2022","HM Revenue and Customs","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Statistics","SEO/HEO","HEO","35","[c]","34480","33080"
"New entrant CS","2022","HM Revenue and Customs","Tax","AA/AO","AO","750","[c]","21250","21250"
"New entrant CS","2022","HM Revenue and Customs","Tax","EO","EO","1080","[c]","26980","26590"
"New entrant CS","2022","HM Revenue and Customs","Tax","G6/G7","G7","20","[c]","52800","52080"
"New entrant CS","2022","HM Revenue and Customs","Tax","SEO/HEO","HEO","690","[c]","33820","33080"
"New entrant CS","2022","HM Revenue and Customs","Tax","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Unknown","AA/AO","AO","630","[c]","21820","21250"
"New entrant CS","2022","HM Revenue and Customs","Unknown","EO","EO","380","[c]","27500","26590"
"New entrant CS","2022","HM Revenue and Customs","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Unknown","G6/G7","G7","15","[c]","56280","58600"
"New entrant CS","2022","HM Revenue and Customs","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Unknown","SEO/HEO","HEO","140","[c]","34430","33080"
"New entrant CS","2022","HM Revenue and Customs","Unknown","SEO/HEO","SEO","30","[c]","41870","41980"
"New entrant CS","2022","HM Revenue and Customs","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Communications","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Economics","AA/AO","AO","20","[c]","22830","22750"
"New entrant CS","2022","HM Treasury","Economics","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Economics","SEO/HEO","HEO","20","[c]","31540","32320"
"New entrant CS","2022","HM Treasury","Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Human Resources","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Internal Audit","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Internal Audit","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Internal Audit","SEO/HEO","SEO","15","[c]","43490","43330"
"New entrant CS","2022","HM Treasury","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Operational Delivery","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Operational Delivery","EO","EO","25","[c]","25990","26750"
"New entrant CS","2022","HM Treasury","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Policy","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Policy","EO","EO","20","[c]","24330","24300"
"New entrant CS","2022","HM Treasury","Policy","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Policy","G6/G7","G7","25","[c]","52130","49500"
"New entrant CS","2022","HM Treasury","Policy","SEO/HEO","HEO","120","[c]","30310","29320"
"New entrant CS","2022","HM Treasury","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Commercial","EO","EO","10","[c]","26600","24880"
"New entrant CS","2022","Home Office","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Commercial","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Communications","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Communications","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Communications","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Digital, Data and Technology","EO","EO","40","[c]","27920","28650"
"New entrant CS","2022","Home Office","Digital, Data and Technology","G6/G7","G6","20","[c]","72340","72170"
"New entrant CS","2022","Home Office","Digital, Data and Technology","G6/G7","G7","75","[c]","59050","57430"
"New entrant CS","2022","Home Office","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Digital, Data and Technology","SEO/HEO","HEO","60","[c]","33800","35050"
"New entrant CS","2022","Home Office","Digital, Data and Technology","SEO/HEO","SEO","50","[c]","41860","41950"
"New entrant CS","2022","Home Office","Economics","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Economics","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Economics","SEO/HEO","HEO","30","[c]","33480","32390"
"New entrant CS","2022","Home Office","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Intelligence Analysis","EO","EO","25","[c]","25790","24880"
"New entrant CS","2022","Home Office","Intelligence Analysis","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Operational Delivery","AA/AO","AA","35","[c]","18880","18240"
"New entrant CS","2022","Home Office","Operational Delivery","AA/AO","AO","440","[c]","22050","21680"
"New entrant CS","2022","Home Office","Operational Delivery","EO","EO","1220","[c]","26980","24880"
"New entrant CS","2022","Home Office","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Operational Delivery","SEO/HEO","HEO","25","[c]","32950","33370"
"New entrant CS","2022","Home Office","Operational Delivery","SEO/HEO","SEO","10","[c]","39220","37450"
"New entrant CS","2022","Home Office","Operational Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Other","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Other","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Other","EO","EO","45","[c]","28120","28650"
"New entrant CS","2022","Home Office","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Other","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Policy","EO","EO","40","[c]","28380","28650"
"New entrant CS","2022","Home Office","Policy","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Policy","G6/G7","G7","15","[c]","56000","57430"
"New entrant CS","2022","Home Office","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Policy","SEO/HEO","HEO","30","[c]","33940","35050"
"New entrant CS","2022","Home Office","Policy","SEO/HEO","SEO","30","[c]","39810","40700"
"New entrant CS","2022","Home Office","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Project Delivery","EO","EO","35","[c]","27940","28650"
"New entrant CS","2022","Home Office","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Project Delivery","G6/G7","G7","15","[c]","56140","57430"
"New entrant CS","2022","Home Office","Project Delivery","SEO/HEO","HEO","50","[c]","34240","35050"
"New entrant CS","2022","Home Office","Project Delivery","SEO/HEO","SEO","20","[c]","40660","41950"
"New entrant CS","2022","Home Office","Science and Engineering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Security","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Social Research","EO","EO","35","[c]","32510","33650"
"New entrant CS","2022","Home Office","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Social Research","SEO/HEO","SEO","5","[c]","[c]","[c]"
