"Status","Year","Disability","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","London","300","275","35580","30500"
"In post","2022","Declared disabled","Asian","Unknown","Outside London","145","135","28360","25630"
"In post","2022","Declared disabled","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Communications","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Communications","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Counter Fraud","London","70","60","30650","31040"
"In post","2022","Declared disabled","Black","Counter Fraud","Outside London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Debt","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Debt","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Digital, Data & Technology","London","35","35","41110","39390"
"In post","2022","Declared disabled","Black","Digital, Data & Technology","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Finance","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Human Resources","London","35","35","44240","40310"
"In post","2022","Declared disabled","Black","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Legal","London","60","55","42440","36480"
"In post","2022","Declared disabled","Black","Legal","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","No function","London","820","790","33400","31060"
"In post","2022","Declared disabled","Black","No function","Outside London","515","470","28570","27570"
"In post","2022","Declared disabled","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","No function","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Project Delivery","London","45","40","37940","36050"
"In post","2022","Declared disabled","Black","Project Delivery","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Property","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Property","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Security","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","London","190","180","33740","29370"
"In post","2022","Declared disabled","Black","Unknown","Outside London","40","40","30030","26670"
"In post","2022","Declared disabled","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Analysis","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Analysis","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Commercial","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Communications","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Communications","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Counter Fraud","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Counter Fraud","Outside London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Debt","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Debt","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Digital, Data & Technology","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Digital, Data & Technology","Outside London","30","30","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Finance","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Finance","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Human Resources","London","30","30","48010","43920"
"In post","2022","Declared disabled","Mixed","Human Resources","Outside London","30","30","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Legal","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Legal","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","No function","London","280","270","36760","33210"
"In post","2022","Declared disabled","Mixed","No function","Outside London","580","535","28390","27570"
"In post","2022","Declared disabled","Mixed","No function","Overseas","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Project Delivery","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Project Delivery","Outside London","35","30","38000","34670"
"In post","2022","Declared disabled","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Property","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Security","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Security","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","London","60","55","38140","35050"
"In post","2022","Declared disabled","Mixed","Unknown","Outside London","90","85","33450","27370"
"In post","2022","Declared disabled","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Counter Fraud","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Debt","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Debt","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Legal","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","No function","London","110","105","36300","32870"
"In post","2022","Declared disabled","Other ethnicity","No function","Outside London","135","130","30360","27570"
"In post","2022","Declared disabled","Other ethnicity","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Analysis","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Analysis","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Commercial","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Commercial","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Communications","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Counter Fraud","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Counter Fraud","Outside London","70","65","28830","27570"
"In post","2022","Declared disabled","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Debt","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Debt","Outside London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Digital, Data & Technology","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Digital, Data & Technology","Outside London","70","65","37350","34360"
"In post","2022","Declared disabled","Undeclared","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Finance","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Finance","Outside London","40","40","33770","31990"
"In post","2022","Declared disabled","Undeclared","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Grants Management","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Human Resources","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Human Resources","Outside London","35","35","32390","28760"
"In post","2022","Declared disabled","Undeclared","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Legal","London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Legal","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","No function","London","195","185","36380","31880"
"In post","2022","Declared disabled","Undeclared","No function","Outside London","955","860","28340","27570"
"In post","2022","Declared disabled","Undeclared","No function","Overseas","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Project Delivery","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Project Delivery","Outside London","115","110","39360","40280"
"In post","2022","Declared disabled","Undeclared","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Property","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Property","Outside London","45","40","35110","33300"
"In post","2022","Declared disabled","Undeclared","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Security","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Security","Outside London","30","30","34080","33700"
"In post","2022","Declared disabled","Undeclared","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","London","85","80","36900","30500"
"In post","2022","Declared disabled","Undeclared","Unknown","Outside London","210","195","31010","27370"
"In post","2022","Declared disabled","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Analysis","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Analysis","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Commercial","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Commercial","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Communications","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Counter Fraud","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Counter Fraud","Outside London","40","35","33180","32480"
"In post","2022","Declared disabled","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Debt","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Debt","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Digital, Data & Technology","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Digital, Data & Technology","Outside London","35","30","38300","36160"
"In post","2022","Declared disabled","Unknown","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
