"Status","Year","Disability","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","No function","London","605","580","42390","37910"
"In post","2022","Unknown","Asian","No function","Outside London","680","640","32120","27570"
"In post","2022","Unknown","Asian","No function","Overseas","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Project Delivery","London","60","55","48130","43810"
"In post","2022","Unknown","Asian","Project Delivery","Outside London","60","55","39010","36740"
"In post","2022","Unknown","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Property","London","20","20","[c]","[c]"
"In post","2022","Unknown","Asian","Property","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Security","London","20","20","[c]","[c]"
"In post","2022","Unknown","Asian","Security","Outside London","25","25","[c]","[c]"
"In post","2022","Unknown","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","London","140","140","37030","35050"
"In post","2022","Unknown","Asian","Unknown","Outside London","185","180","32140","24880"
"In post","2022","Unknown","Asian","Unknown","Overseas","30","25","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","London","25","25","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","Outside London","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","London","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Communications","London","25","25","[c]","[c]"
"In post","2022","Unknown","Black","Communications","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Counter Fraud","London","30","25","[c]","[c]"
"In post","2022","Unknown","Black","Counter Fraud","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Debt","London","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Debt","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Digital, Data & Technology","London","45","45","39430","35480"
"In post","2022","Unknown","Black","Digital, Data & Technology","Outside London","30","30","37270","36740"
"In post","2022","Unknown","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Finance","London","20","20","[c]","[c]"
"In post","2022","Unknown","Black","Finance","Outside London","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Human Resources","London","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Legal","London","50","50","35180","29530"
"In post","2022","Unknown","Black","Legal","Outside London","30","30","33690","26970"
"In post","2022","Unknown","Black","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","No function","London","310","300","38370","34490"
"In post","2022","Unknown","Black","No function","Outside London","205","195","34850","28420"
"In post","2022","Unknown","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Project Delivery","London","45","45","43390","40170"
"In post","2022","Unknown","Black","Project Delivery","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Property","London","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Property","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Security","London","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Security","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","London","60","60","41440","35050"
"In post","2022","Unknown","Black","Unknown","Outside London","50","45","33710","28570"
"In post","2022","Unknown","Black","Unknown","Overseas","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Analysis","London","20","20","[c]","[c]"
"In post","2022","Unknown","Mixed","Analysis","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Mixed","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Commercial","London","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Commercial","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Communications","London","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Communications","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","London","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","Outside London","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Debt","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Debt","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data & Technology","London","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data & Technology","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Finance","London","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","London","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Legal","London","20","20","[c]","[c]"
"In post","2022","Unknown","Mixed","Legal","Outside London","25","25","[c]","[c]"
"In post","2022","Unknown","Mixed","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","No function","London","160","160","43440","40050"
"In post","2022","Unknown","Mixed","No function","Outside London","190","180","32370","29750"
"In post","2022","Unknown","Mixed","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","London","20","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","Outside London","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Property","London","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Property","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Security","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","London","30","30","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","Outside London","55","55","37720","33000"
"In post","2022","Unknown","Mixed","Unknown","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Analysis","London","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Debt","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Debt","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Digital, Data & Technology","London","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Digital, Data & Technology","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
