"Status","Year","Organisation","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6","LGBO","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6","Undeclared","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6","Unknown","45","40","65430","64290"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","Heterosexual / straight","460","440","54380","53870"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","LGBO","60","60","53890","53200"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","Undeclared","45","45","54030","53200"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","Unknown","115","110","54450","53540"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","Heterosexual / straight","480","475","33540","32560"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","LGBO","65","65","33560","32560"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","Undeclared","60","55","33480","32620"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","Unknown","140","135","33310","32560"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","Heterosexual / straight","100","95","84080","77450"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","Unknown","20","20","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO","Heterosexual / straight","395","385","40680","39480"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO","LGBO","50","50","40310","38750"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO","Undeclared","45","45","40430","39420"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO","Unknown","105","100","40530","39430"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AO","Heterosexual / straight","65","60","21690","21300"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AO","Unknown","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","Heterosexual / straight","270","255","25430","25100"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","LGBO","25","25","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","Undeclared","25","25","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","Unknown","35","35","25000","25100"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6","Heterosexual / straight","230","225","61180","59730"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6","LGBO","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6","Undeclared","20","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6","Unknown","30","30","60340","59270"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G7","Heterosexual / straight","720","695","49910","48540"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G7","LGBO","55","50","48500","47640"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G7","Undeclared","80","75","49980","48990"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G7","Unknown","110","105","49690","48370"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","HEO","Heterosexual / straight","630","605","30410","29690"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","HEO","LGBO","55","50","29770","29180"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","HEO","Undeclared","65","65","30230","29390"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","HEO","Unknown","110","105","30440","29690"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","Heterosexual / straight","50","50","82570","77050"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO","Heterosexual / straight","805","770","37620","36770"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO","LGBO","55","55","36830","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO","Undeclared","75","75","36960","36500"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO","Unknown","130","125","38180","36840"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","London","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Department for International Trade","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","London","AO","Unknown","5","5","[c]","[c]"
"In post","2022","Department for International Trade","London","EO","Heterosexual / straight","140","140","27650","26510"
"In post","2022","Department for International Trade","London","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Department for International Trade","London","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for International Trade","London","EO","Unknown","80","80","28060","26510"
"In post","2022","Department for International Trade","London","G6","Heterosexual / straight","165","165","64690","63020"
"In post","2022","Department for International Trade","London","G6","LGBO","15","15","[c]","[c]"
"In post","2022","Department for International Trade","London","G6","Undeclared","15","15","[c]","[c]"
"In post","2022","Department for International Trade","London","G6","Unknown","60","60","66540","66330"
"In post","2022","Department for International Trade","London","G7","Heterosexual / straight","425","415","53670","51970"
"In post","2022","Department for International Trade","London","G7","LGBO","55","55","54520","51970"
"In post","2022","Department for International Trade","London","G7","Undeclared","45","45","52950","51970"
"In post","2022","Department for International Trade","London","G7","Unknown","195","195","54000","51970"
"In post","2022","Department for International Trade","London","HEO","Heterosexual / straight","330","325","32980","31800"
"In post","2022","Department for International Trade","London","HEO","LGBO","35","35","32530","31800"
"In post","2022","Department for International Trade","London","HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Department for International Trade","London","HEO","Unknown","170","170","32870","31800"
"In post","2022","Department for International Trade","London","SCS level","Heterosexual / straight","105","100","88740","77700"
"In post","2022","Department for International Trade","London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Department for International Trade","London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Department for International Trade","London","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","Department for International Trade","London","SEO","Heterosexual / straight","325","320","40110","38540"
"In post","2022","Department for International Trade","London","SEO","LGBO","45","45","39800","38160"
"In post","2022","Department for International Trade","London","SEO","Undeclared","30","30","[c]","[c]"
"In post","2022","Department for International Trade","London","SEO","Unknown","150","150","40320","38540"
"In post","2022","Department for International Trade","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
