"Status","Year","Ethnicity","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Digital, Data & Technology","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","HM Courts and Tribunals Service","Ministry of Justice","55","55","40760","36050"
"In post","2022","Asian","Digital, Data & Technology","HM Land Registry","HM Land Registry","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","200","195","40920","37930"
"In post","2022","Asian","Digital, Data & Technology","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","40","40","39610","40450"
"In post","2022","Asian","Digital, Data & Technology","Met Office","Department for Business, Energy and Industrial Strategy","25","25","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Ministry of Defence","80","80","33270","33000"
"In post","2022","Asian","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Ministry of Justice","90","90","47930","42710"
"In post","2022","Asian","Digital, Data & Technology","National Crime Agency","National Crime Agency","25","25","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Serious Fraud Office","Attorney General's Departments","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","The Insolvency Service","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","The National Archives","The National Archives","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","UK Debt Management Office","HM Treasury","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","UK Export Finance","UK Export Finance","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","UK Health Security Agency","Department of Health and Social Care","35","35","45730","40070"
"In post","2022","Asian","Digital, Data & Technology","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","UK Statistics Authority","UK Statistics Authority","25","25","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Cabinet Office (excl. agencies)","Cabinet Office","15","15","[c]","[c]"
"In post","2022","Asian","Finance","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Competition and Markets Authority","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Crown Prosecution Service","Attorney General's Departments","10","10","[c]","[c]"
"In post","2022","Asian","Finance","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Defence Equipment and Support","Ministry of Defence","15","15","[c]","[c]"
"In post","2022","Asian","Finance","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","25","25","[c]","[c]"
"In post","2022","Asian","Finance","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","15","15","[c]","[c]"
"In post","2022","Asian","Finance","Department for Education (excl. agencies)","Department for Education","70","70","35840","32300"
"In post","2022","Asian","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","35","35","42190","37870"
"In post","2022","Asian","Finance","Department for International Trade","Department for International Trade","15","15","[c]","[c]"
"In post","2022","Asian","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","15","15","[c]","[c]"
"In post","2022","Asian","Finance","Department for Transport (excl. agencies)","Department for Transport","35","35","50900","54110"
"In post","2022","Asian","Finance","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","130","125","37550","35310"
"In post","2022","Asian","Finance","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","45","45","38140","37540"
"In post","2022","Asian","Finance","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Driver and Vehicle Standards Agency","Department for Transport","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Education and Skills Funding Agency","Department for Education","120","115","39070","36780"
"In post","2022","Asian","Finance","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","FCDO Services","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","20","20","[c]","[c]"
"In post","2022","Asian","Finance","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Government Legal Department","Attorney General's Departments","10","10","[c]","[c]"
"In post","2022","Asian","Finance","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","HM Courts and Tribunals Service","Ministry of Justice","25","25","[c]","[c]"
"In post","2022","Asian","Finance","HM Land Registry","HM Land Registry","5","5","[c]","[c]"
"In post","2022","Asian","Finance","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","220","205","34840","30880"
"In post","2022","Asian","Finance","HM Treasury (excl. agencies)","HM Treasury","15","15","[c]","[c]"
"In post","2022","Asian","Finance","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","15","15","[c]","[c]"
"In post","2022","Asian","Finance","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","85","85","39350","33630"
"In post","2022","Asian","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","80","75","41720","41100"
"In post","2022","Asian","Finance","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","National Savings and Investments","Chancellor's other departments","10","10","[c]","[c]"
"In post","2022","Asian","Finance","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
