"Status","Year","Age","Parent_department","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","25","25","19180","19110"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Devon","Plymouth","5","5","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Derbyshire and Nottinghamshire","Nottingham","10","10","22140","21250"
"In post","2022","16-19","HM Revenue and Customs","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","East Wales","Cardiff and Vale of Glamorgan","15","15","21580","21250"
"In post","2022","16-19","HM Revenue and Customs","Eastern Scotland","City of Edinburgh","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Greater Manchester","Greater Manchester South West","15","15","22090","21250"
"In post","2022","16-19","HM Revenue and Customs","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Inner London - East","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Merseyside","Liverpool","35","35","21540","21250"
"In post","2022","16-19","HM Revenue and Customs","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Northumberland, and Tyne and Wear","Sunderland","10","10","21250","21250"
"In post","2022","16-19","HM Revenue and Customs","Northumberland, and Tyne and Wear","Tyneside","25","25","21890","21250"
"In post","2022","16-19","HM Revenue and Customs","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Southern Scotland","South Lanarkshire","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","West Central Scotland","North Lanarkshire","10","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","West Midlands","Birmingham","10","10","22510","21250"
"In post","2022","16-19","HM Revenue and Customs","West Yorkshire","Bradford","15","15","21250","21250"
"In post","2022","16-19","HM Revenue and Customs","West Yorkshire","Leeds","20","20","22200","21250"
"In post","2022","16-19","HM Treasury","Inner London - West","Westminster","10","10","24000","24300"
"In post","2022","16-19","Home Office","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Kent","East Kent","15","15","22680","21680"
"In post","2022","16-19","Home Office","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Devon","Plymouth","10","10","18710","18030"
"In post","2022","16-19","Ministry of Defence","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","East Wales","Flintshire and Wrexham","10","10","17820","17450"
"In post","2022","16-19","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","95","95","18630","18030"
"In post","2022","16-19","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","20","20","20030","21170"
"In post","2022","16-19","Ministry of Defence","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Hampshire and Isle of Wight","South Hampshire","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Southern Scotland","East Ayrshire and North Ayrshire mainland","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Ministry of Defence","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Derbyshire and Nottinghamshire","Nottingham","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Greater Manchester","Manchester","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
