"Status","Year","Disability","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Communications","South West (England)","25","25","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Wales","75","70","31940","27470"
"In post","2022","Declared disabled","Communications","West Midlands (England)","40","35","30670","28380"
"In post","2022","Declared disabled","Communications","Yorkshire and The Humber","50","50","35760","33370"
"In post","2022","Declared disabled","Counter Fraud","East Midlands (England)","100","90","30490","27570"
"In post","2022","Declared disabled","Counter Fraud","East of England","100","90","29010","28310"
"In post","2022","Declared disabled","Counter Fraud","London","335","310","35870","31880"
"In post","2022","Declared disabled","Counter Fraud","North East (England)","155","140","29980","27570"
"In post","2022","Declared disabled","Counter Fraud","North West (England)","275","255","32670","28920"
"In post","2022","Declared disabled","Counter Fraud","Northern Ireland","45","40","30250","27870"
"In post","2022","Declared disabled","Counter Fraud","Scotland","215","200","28350","27570"
"In post","2022","Declared disabled","Counter Fraud","South East (England)","180","155","29250","27570"
"In post","2022","Declared disabled","Counter Fraud","South West (England)","125","110","30470","27570"
"In post","2022","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Wales","125","110","29510","27570"
"In post","2022","Declared disabled","Counter Fraud","West Midlands (England)","155","140","29940","27570"
"In post","2022","Declared disabled","Counter Fraud","Yorkshire and The Humber","165","150","29440","27570"
"In post","2022","Declared disabled","Debt","East Midlands (England)","70","55","22940","21260"
"In post","2022","Declared disabled","Debt","East of England","25","20","[c]","[c]"
"In post","2022","Declared disabled","Debt","London","55","50","28230","26400"
"In post","2022","Declared disabled","Debt","North East (England)","95","80","22550","21260"
"In post","2022","Declared disabled","Debt","North West (England)","95","85","22870","21260"
"In post","2022","Declared disabled","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Scotland","150","130","23420","21260"
"In post","2022","Declared disabled","Debt","South East (England)","10","5","[c]","[c]"
"In post","2022","Declared disabled","Debt","South West (England)","30","25","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Debt","Wales","50","45","22550","21250"
"In post","2022","Declared disabled","Debt","West Midlands (England)","110","90","22430","21260"
"In post","2022","Declared disabled","Debt","Yorkshire and The Humber","125","105","23050","21260"
"In post","2022","Declared disabled","Digital, Data & Technology","East Midlands (England)","50","50","33290","31860"
"In post","2022","Declared disabled","Digital, Data & Technology","East of England","85","80","34820","33130"
"In post","2022","Declared disabled","Digital, Data & Technology","London","380","370","46230","41750"
"In post","2022","Declared disabled","Digital, Data & Technology","North East (England)","195","185","39240","35870"
"In post","2022","Declared disabled","Digital, Data & Technology","North West (England)","290","275","39710","34330"
"In post","2022","Declared disabled","Digital, Data & Technology","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Scotland","90","85","35000","33080"
"In post","2022","Declared disabled","Digital, Data & Technology","South East (England)","150","145","35000","33300"
"In post","2022","Declared disabled","Digital, Data & Technology","South West (England)","375","355","36560","34210"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Wales","130","125","39190","36840"
"In post","2022","Declared disabled","Digital, Data & Technology","West Midlands (England)","115","110","38000","35170"
"In post","2022","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","135","130","38860","35310"
"In post","2022","Declared disabled","Finance","East Midlands (England)","40","35","34460","33370"
"In post","2022","Declared disabled","Finance","East of England","30","30","34080","30760"
"In post","2022","Declared disabled","Finance","London","250","245","47320","42680"
"In post","2022","Declared disabled","Finance","North East (England)","70","65","36430","31990"
"In post","2022","Declared disabled","Finance","North West (England)","175","160","34270","33080"
"In post","2022","Declared disabled","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Scotland","75","65","27840","22080"
"In post","2022","Declared disabled","Finance","South East (England)","85","80","35210","33630"
"In post","2022","Declared disabled","Finance","South West (England)","120","115","37630","33300"
"In post","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Wales","30","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","West Midlands (England)","75","70","39160","36340"
"In post","2022","Declared disabled","Finance","Yorkshire and The Humber","180","160","33750","30810"
"In post","2022","Declared disabled","Grants Management","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","East of England","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","North East (England)","25","20","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","North West (England)","75","65","23930","21300"
"In post","2022","Declared disabled","Grants Management","South East (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","South West (England)","30","25","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","West Midlands (England)","10","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Yorkshire and The Humber","20","15","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","East Midlands (England)","90","85","34470","33370"
"In post","2022","Declared disabled","Human Resources","East of England","45","40","40750","35470"
"In post","2022","Declared disabled","Human Resources","London","425","410","46410","40910"
"In post","2022","Declared disabled","Human Resources","North East (England)","130","115","30920","27570"
"In post","2022","Declared disabled","Human Resources","North West (England)","225","215","35340","32200"
"In post","2022","Declared disabled","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Scotland","120","110","30530","26820"
"In post","2022","Declared disabled","Human Resources","South East (England)","105","95","34630","31740"
"In post","2022","Declared disabled","Human Resources","South West (England)","150","140","36160","33300"
"In post","2022","Declared disabled","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Wales","85","80","35350","32550"
"In post","2022","Declared disabled","Human Resources","West Midlands (England)","75","70","37220","33370"
"In post","2022","Declared disabled","Human Resources","Yorkshire and The Humber","145","140","38840","36050"
"In post","2022","Declared disabled","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","North East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","North West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","South East (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","South West (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Declared disabled","Legal","East Midlands (England)","80","75","37160","33310"
"In post","2022","Declared disabled","Legal","East of England","60","55","40750","34190"
"In post","2022","Declared disabled","Legal","London","450","420","50640","51990"
"In post","2022","Declared disabled","Legal","North East (England)","50","45","36770","28920"
"In post","2022","Declared disabled","Legal","North West (England)","165","150","37820","32050"
"In post","2022","Declared disabled","Legal","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Scotland","55","55","51070","53000"
"In post","2022","Declared disabled","Legal","South East (England)","95","85","42700","40000"
"In post","2022","Declared disabled","Legal","South West (England)","55","50","43000","40180"
"In post","2022","Declared disabled","Legal","Wales","40","40","41460","40970"
"In post","2022","Declared disabled","Legal","West Midlands (England)","70","65","43730","48080"
"In post","2022","Declared disabled","Legal","Yorkshire and The Humber","90","85","38700","33340"
"In post","2022","Declared disabled","No function","East Midlands (England)","2205","2005","28160","27570"
"In post","2022","Declared disabled","No function","East of England","1795","1620","29120","27570"
"In post","2022","Declared disabled","No function","London","5275","5035","39190","33700"
"In post","2022","Declared disabled","No function","North East (England)","2620","2290","26480","25120"
"In post","2022","Declared disabled","No function","North West (England)","5130","4595","27450","27120"
"In post","2022","Declared disabled","No function","Northern Ireland","160","145","30230","28050"
"In post","2022","Declared disabled","No function","Overseas","130","130","49070","51930"
"In post","2022","Declared disabled","No function","Scotland","2340","2085","28040","27570"
"In post","2022","Declared disabled","No function","South East (England)","2865","2590","29140","27570"
"In post","2022","Declared disabled","No function","South West (England)","2290","2060","29240","27570"
"In post","2022","Declared disabled","No function","Unknown","85","75","29760","27570"
"In post","2022","Declared disabled","No function","Wales","2555","2250","26540","24750"
"In post","2022","Declared disabled","No function","West Midlands (England)","2935","2655","28570","27570"
"In post","2022","Declared disabled","No function","Yorkshire and The Humber","2570","2300","29270","27570"
"In post","2022","Declared disabled","Project Delivery","East Midlands (England)","60","60","37250","33870"
"In post","2022","Declared disabled","Project Delivery","East of England","80","75","39560","40180"
"In post","2022","Declared disabled","Project Delivery","London","425","405","48500","43810"
"In post","2022","Declared disabled","Project Delivery","North East (England)","125","115","39150","35340"
"In post","2022","Declared disabled","Project Delivery","North West (England)","255","240","37910","35310"
"In post","2022","Declared disabled","Project Delivery","Northern Ireland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Overseas","55","55","55240","55060"
"In post","2022","Declared disabled","Project Delivery","Scotland","125","120","38480","33930"
"In post","2022","Declared disabled","Project Delivery","South East (England)","195","180","33610","33300"
"In post","2022","Declared disabled","Project Delivery","South West (England)","1035","995","37340","35630"
"In post","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Wales","65","60","41630","35660"
"In post","2022","Declared disabled","Project Delivery","West Midlands (England)","90","85","36540","34660"
"In post","2022","Declared disabled","Project Delivery","Yorkshire and The Humber","100","90","40150","35650"
"In post","2022","Declared disabled","Property","East Midlands (England)","50","45","37300","33370"
"In post","2022","Declared disabled","Property","East of England","60","55","34280","33300"
"In post","2022","Declared disabled","Property","London","145","140","44780","39530"
"In post","2022","Declared disabled","Property","North East (England)","50","50","30640","26950"
"In post","2022","Declared disabled","Property","North West (England)","65","60","35000","31900"
"In post","2022","Declared disabled","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Overseas","10","10","[c]","[c]"
"In post","2022","Declared disabled","Property","Scotland","35","35","29930","29900"
"In post","2022","Declared disabled","Property","South East (England)","90","85","36640","33300"
"In post","2022","Declared disabled","Property","South West (England)","105","100","32530","27000"
"In post","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Wales","40","35","33430","30450"
"In post","2022","Declared disabled","Property","West Midlands (England)","50","50","35770","32890"
"In post","2022","Declared disabled","Property","Yorkshire and The Humber","80","75","38810","34000"
"In post","2022","Declared disabled","Security","East Midlands (England)","25","25","[c]","[c]"
"In post","2022","Declared disabled","Security","East of England","80","80","33930","33300"
"In post","2022","Declared disabled","Security","London","190","185","41610","38580"
"In post","2022","Declared disabled","Security","North East (England)","15","10","[c]","[c]"
"In post","2022","Declared disabled","Security","North West (England)","30","30","31060","28740"
"In post","2022","Declared disabled","Security","Northern Ireland","20","20","[c]","[c]"
"In post","2022","Declared disabled","Security","Overseas","10","10","[c]","[c]"
"In post","2022","Declared disabled","Security","Scotland","75","70","30330","26670"
"In post","2022","Declared disabled","Security","South East (England)","155","150","31560","30890"
"In post","2022","Declared disabled","Security","South West (England)","110","105","29090","26350"
"In post","2022","Declared disabled","Security","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Wales","20","20","[c]","[c]"
"In post","2022","Declared disabled","Security","West Midlands (England)","35","35","32090","32510"
"In post","2022","Declared disabled","Security","Yorkshire and The Humber","90","90","29820","27470"
"In post","2022","Declared disabled","Unknown","East Midlands (England)","110","105","27220","22330"
"In post","2022","Declared disabled","Unknown","East of England","285","265","27240","24890"
"In post","2022","Declared disabled","Unknown","London","1455","1370","39930","35070"
"In post","2022","Declared disabled","Unknown","North East (England)","165","150","26240","21680"
"In post","2022","Declared disabled","Unknown","North West (England)","730","670","28100","25040"
"In post","2022","Declared disabled","Unknown","Northern Ireland","85","80","25530","22580"
"In post","2022","Declared disabled","Unknown","Overseas","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Scotland","1495","1430","36600","31540"
"In post","2022","Declared disabled","Unknown","South East (England)","630","600","30350","27370"
"In post","2022","Declared disabled","Unknown","South West (England)","380","360","30410","26670"
"In post","2022","Declared disabled","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Wales","460","430","36680","31370"
"In post","2022","Declared disabled","Unknown","West Midlands (England)","245","230","29720","26930"
"In post","2022","Declared disabled","Unknown","Yorkshire and The Humber","505","475","29090","25310"
"In post","2022","Declared non-disabled","Analysis","East Midlands (England)","55","50","37150","33840"
"In post","2022","Declared non-disabled","Analysis","East of England","250","240","33920","30220"
"In post","2022","Declared non-disabled","Analysis","London","2505","2435","50650","47500"
"In post","2022","Declared non-disabled","Analysis","North East (England)","140","135","40260","36320"
"In post","2022","Declared non-disabled","Analysis","North West (England)","355","345","39930","36710"
"In post","2022","Declared non-disabled","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Scotland","110","105","43460","37820"
"In post","2022","Declared non-disabled","Analysis","South East (England)","715","680","40220","38070"
"In post","2022","Declared non-disabled","Analysis","South West (England)","375","360","37660","36000"
"In post","2022","Declared non-disabled","Analysis","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Wales","740","700","38130","36840"
"In post","2022","Declared non-disabled","Analysis","West Midlands (England)","80","75","39920","38000"
"In post","2022","Declared non-disabled","Analysis","Yorkshire and The Humber","345","325","43640","40300"
"In post","2022","Declared non-disabled","Commercial","East Midlands (England)","75","70","38780","36200"
"In post","2022","Declared non-disabled","Commercial","East of England","110","100","40120","38330"
"In post","2022","Declared non-disabled","Commercial","London","805","790","56810","50000"
"In post","2022","Declared non-disabled","Commercial","North East (England)","40","40","44460","37960"
"In post","2022","Declared non-disabled","Commercial","North West (England)","280","275","42130","38730"
"In post","2022","Declared non-disabled","Commercial","Northern Ireland","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Overseas","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Scotland","170","165","37990","34710"
"In post","2022","Declared non-disabled","Commercial","South East (England)","350","335","37440","34800"
"In post","2022","Declared non-disabled","Commercial","South West (England)","1000","965","40990","39050"
"In post","2022","Declared non-disabled","Commercial","Unknown","35","35","45980","49700"
"In post","2022","Declared non-disabled","Commercial","Wales","235","220","34180","31040"
"In post","2022","Declared non-disabled","Commercial","West Midlands (England)","165","160","37000","33370"
"In post","2022","Declared non-disabled","Commercial","Yorkshire and The Humber","210","200","41190","36820"
"In post","2022","Declared non-disabled","Communications","East Midlands (England)","380","370","30840","26820"
"In post","2022","Declared non-disabled","Communications","East of England","50","50","33110","31290"
"In post","2022","Declared non-disabled","Communications","London","1395","1360","48530","43880"
"In post","2022","Declared non-disabled","Communications","North East (England)","955","905","30420","26820"
"In post","2022","Declared non-disabled","Communications","North West (England)","440","425","32810","29270"
"In post","2022","Declared non-disabled","Communications","Northern Ireland","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Overseas","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Scotland","65","65","36800","35740"
"In post","2022","Declared non-disabled","Communications","South East (England)","190","185","35080","33300"
"In post","2022","Declared non-disabled","Communications","South West (England)","235","220","35990","33740"
"In post","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Wales","560","535","31560","26820"
"In post","2022","Declared non-disabled","Communications","West Midlands (England)","325","320","31510","29000"
"In post","2022","Declared non-disabled","Communications","Yorkshire and The Humber","385","370","33260","30330"
"In post","2022","Declared non-disabled","Counter Fraud","East Midlands (England)","620","570","33660","31990"
"In post","2022","Declared non-disabled","Counter Fraud","East of England","455","415","30010","29050"
"In post","2022","Declared non-disabled","Counter Fraud","London","2395","2255","37520","33440"
"In post","2022","Declared non-disabled","Counter Fraud","North East (England)","750","695","30640","27570"
"In post","2022","Declared non-disabled","Counter Fraud","North West (England)","1630","1520","33320","28920"
"In post","2022","Declared non-disabled","Counter Fraud","Northern Ireland","280","270","33470","33080"
"In post","2022","Declared non-disabled","Counter Fraud","Scotland","1310","1195","28970","27570"
"In post","2022","Declared non-disabled","Counter Fraud","South East (England)","855","775","28890","27570"
"In post","2022","Declared non-disabled","Counter Fraud","South West (England)","515","470","32290","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Wales","700","645","29260","27570"
"In post","2022","Declared non-disabled","Counter Fraud","West Midlands (England)","880","795","31150","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","965","885","32390","27570"
"In post","2022","Declared non-disabled","Debt","East Midlands (England)","290","250","22880","21260"
"In post","2022","Declared non-disabled","Debt","East of England","115","100","25760","25110"
"In post","2022","Declared non-disabled","Debt","London","280","250","29230","26400"
"In post","2022","Declared non-disabled","Debt","North East (England)","595","515","22730","21260"
"In post","2022","Declared non-disabled","Debt","North West (England)","500","450","23840","21260"
"In post","2022","Declared non-disabled","Debt","Northern Ireland","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Debt","Scotland","760","680","23580","21250"
"In post","2022","Declared non-disabled","Debt","South East (England)","45","35","28870","28920"
"In post","2022","Declared non-disabled","Debt","South West (England)","110","95","22620","21260"
"In post","2022","Declared non-disabled","Debt","Unknown","55","45","25490","25110"
"In post","2022","Declared non-disabled","Debt","Wales","280","255","24250","21260"
"In post","2022","Declared non-disabled","Debt","West Midlands (England)","595","525","23140","21260"
"In post","2022","Declared non-disabled","Debt","Yorkshire and The Humber","630","540","23950","21260"
"In post","2022","Declared non-disabled","Digital, Data & Technology","East Midlands (England)","275","270","37360","33370"
"In post","2022","Declared non-disabled","Digital, Data & Technology","East of England","535","515","35820","33390"
"In post","2022","Declared non-disabled","Digital, Data & Technology","London","2650","2605","49460","47590"
"In post","2022","Declared non-disabled","Digital, Data & Technology","North East (England)","1635","1570","42000","37870"
"In post","2022","Declared non-disabled","Digital, Data & Technology","North West (England)","1995","1930","41810","37000"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Northern Ireland","50","50","34120","33080"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Overseas","55","55","31920","33070"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Scotland","540","530","38320","33930"
"In post","2022","Declared non-disabled","Digital, Data & Technology","South East (England)","895","865","37720","33370"
"In post","2022","Declared non-disabled","Digital, Data & Technology","South West (England)","2700","2595","39050","38450"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Unknown","40","40","43320","40250"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Wales","1350","1315","40420","38650"
"In post","2022","Declared non-disabled","Digital, Data & Technology","West Midlands (England)","870","845","39580","36050"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Yorkshire and The Humber","1075","1040","42520","38870"
"In post","2022","Declared non-disabled","Finance","East Midlands (England)","210","200","37330","33370"
"In post","2022","Declared non-disabled","Finance","East of England","235","225","38080","36010"
"In post","2022","Declared non-disabled","Finance","London","2005","1955","48940","43900"
"In post","2022","Declared non-disabled","Finance","North East (England)","630","595","39250","35310"
"In post","2022","Declared non-disabled","Finance","North West (England)","965","910","37590","35310"
"In post","2022","Declared non-disabled","Finance","Northern Ireland","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Overseas","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Scotland","635","560","29930","26120"
"In post","2022","Declared non-disabled","Finance","South East (England)","730","695","37090","33300"
"In post","2022","Declared non-disabled","Finance","South West (England)","940","900","39490","35290"
"In post","2022","Declared non-disabled","Finance","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Wales","335","315","36110","32000"
"In post","2022","Declared non-disabled","Finance","West Midlands (England)","590","570","39220","36510"
"In post","2022","Declared non-disabled","Finance","Yorkshire and The Humber","1120","1040","37200","34290"
"In post","2022","Declared non-disabled","Grants Management","East Midlands (England)","90","85","24430","21300"
"In post","2022","Declared non-disabled","Grants Management","East of England","50","50","25000","21300"
"In post","2022","Declared non-disabled","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","North East (England)","370","345","24440","21300"
"In post","2022","Declared non-disabled","Grants Management","North West (England)","800","720","24130","21300"
"In post","2022","Declared non-disabled","Grants Management","South East (England)","160","150","28300","25190"
"In post","2022","Declared non-disabled","Grants Management","South West (England)","220","200","26460","25190"
"In post","2022","Declared non-disabled","Grants Management","Wales","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","West Midlands (England)","160","150","25240","24920"
"In post","2022","Declared non-disabled","Grants Management","Yorkshire and The Humber","225","215","25900","24920"
"In post","2022","Declared non-disabled","Human Resources","East Midlands (England)","390","370","37990","33370"
"In post","2022","Declared non-disabled","Human Resources","East of England","230","215","35160","31780"
"In post","2022","Declared non-disabled","Human Resources","London","1905","1845","47200","42270"
"In post","2022","Declared non-disabled","Human Resources","North East (England)","630","590","31920","28920"
"In post","2022","Declared non-disabled","Human Resources","North West (England)","1170","1100","34830","31990"
"In post","2022","Declared non-disabled","Human Resources","Northern Ireland","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Overseas","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Scotland","710","665","30610","27230"
"In post","2022","Declared non-disabled","Human Resources","South East (England)","465","440","35900","31740"
"In post","2022","Declared non-disabled","Human Resources","South West (England)","795","740","36700","33300"
"In post","2022","Declared non-disabled","Human Resources","Unknown","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Wales","570","535","34880","31100"
"In post","2022","Declared non-disabled","Human Resources","West Midlands (England)","365","345","38850","33300"
"In post","2022","Declared non-disabled","Human Resources","Yorkshire and The Humber","560","525","39400","35310"
"In post","2022","Declared non-disabled","Internal Audit","East Midlands (England)","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","East of England","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","London","160","155","51350","48900"
"In post","2022","Declared non-disabled","Internal Audit","North East (England)","35","30","43410","42550"
"In post","2022","Declared non-disabled","Internal Audit","North West (England)","40","40","43010","41030"
"In post","2022","Declared non-disabled","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Scotland","40","40","42140","38500"
"In post","2022","Declared non-disabled","Internal Audit","South East (England)","50","45","37930","37560"
"In post","2022","Declared non-disabled","Internal Audit","South West (England)","80","80","44600","42580"
"In post","2022","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Wales","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","West Midlands (England)","35","35","50560","45100"
"In post","2022","Declared non-disabled","Internal Audit","Yorkshire and The Humber","45","45","48200","46870"
"In post","2022","Declared non-disabled","Legal","East Midlands (England)","350","320","40100","34480"
"In post","2022","Declared non-disabled","Legal","East of England","370","330","43110","39050"
"In post","2022","Declared non-disabled","Legal","London","3575","3365","53220","52730"
"In post","2022","Declared non-disabled","Legal","North East (England)","295","270","40720","34480"
"In post","2022","Declared non-disabled","Legal","North West (England)","875","810","41120","35980"
"In post","2022","Declared non-disabled","Legal","Northern Ireland","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Overseas","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Scotland","715","680","53520","53490"
