"Status","Year","Function_of_post","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Department of Health and Social Care","London","SCS level","30","30","79730","75070"
"In post","2022","Commercial","Department of Health and Social Care","London","SEO/HEO","105","100","39850","40650"
"In post","2022","Commercial","Department of Health and Social Care","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","Outside London","EO","10","10","24290","24020"
"In post","2022","Commercial","Department of Health and Social Care","Outside London","G6/G7","55","50","56440","53650"
"In post","2022","Commercial","Department of Health and Social Care","Outside London","SCS level","10","10","80140","77240"
"In post","2022","Commercial","Department of Health and Social Care","Outside London","SEO/HEO","65","65","34990","36820"
"In post","2022","Commercial","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Estyn","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Estyn","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Outside London","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","London","G6/G7","15","15","66650","63000"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Outside London","AA/AO","20","20","24340","23250"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Outside London","EO","20","20","26890","26050"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Outside London","G6/G7","35","35","58580","55990"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","60","60","38560","39580"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","Outside London","SEO/HEO","10","10","37530","38550"
"In post","2022","Commercial","HM Revenue and Customs","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","Outside London","EO","30","25","27030","26820"
"In post","2022","Commercial","HM Revenue and Customs","Outside London","G6/G7","20","20","59890","58710"
"In post","2022","Commercial","HM Revenue and Customs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","Outside London","SEO/HEO","85","80","37690","40180"
"In post","2022","Commercial","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Commercial","HM Treasury","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","London","AA/AO","10","10","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","London","EO","10","10","29040","28640"
"In post","2022","Commercial","Ministry of Defence","London","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","London","SEO/HEO","25","25","40400","40320"
"In post","2022","Commercial","Ministry of Defence","Outside London","AA/AO","60","55","22520","21170"
"In post","2022","Commercial","Ministry of Defence","Outside London","EO","295","290","26450","26670"
"In post","2022","Commercial","Ministry of Defence","Outside London","G6/G7","195","190","57490","54670"
"In post","2022","Commercial","Ministry of Defence","Outside London","SCS level","15","15","104430","102220"
"In post","2022","Commercial","Ministry of Defence","Outside London","SEO/HEO","920","885","37420","37960"
"In post","2022","Commercial","Ministry of Defence","Outside London","Unknown","160","160","40420","37450"
"In post","2022","Commercial","Ministry of Defence","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","Overseas","SEO/HEO","25","25","42550","42040"
"In post","2022","Commercial","Ministry of Justice","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","London","EO","10","10","28680","28310"
"In post","2022","Commercial","Ministry of Justice","London","G6/G7","10","10","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","London","SEO/HEO","75","75","41330","41750"
"In post","2022","Commercial","Ministry of Justice","Outside London","AA/AO","25","25","20970","20970"
"In post","2022","Commercial","Ministry of Justice","Outside London","EO","45","45","25550","25120"
"In post","2022","Commercial","Ministry of Justice","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Outside London","SEO/HEO","80","80","35800","36050"
"In post","2022","Commercial","Ministry of Justice","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Government","Outside London","AA/AO","55","50","24640","26160"
"In post","2022","Commercial","Scottish Government","Outside London","EO","15","15","30290","29550"
"In post","2022","Commercial","Scottish Government","Outside London","G6/G7","10","10","60770","58560"
"In post","2022","Commercial","Scottish Government","Outside London","SEO/HEO","25","25","41710","40290"
"In post","2022","Commercial","The National Archives","London","AA/AO","20","20","21910","21660"
"In post","2022","Commercial","The National Archives","London","EO","5","5","[c]","[c]"
"In post","2022","Commercial","The National Archives","London","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","The National Archives","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","London","EO","20","20","29390","29000"
"In post","2022","Commercial","UK Export Finance","London","G6/G7","65","65","65450","63250"
"In post","2022","Commercial","UK Export Finance","London","SCS level","10","10","120870","114560"
"In post","2022","Commercial","UK Export Finance","London","SEO/HEO","95","95","41490","41000"
"In post","2022","Commercial","UK Export Finance","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Outside London","SEO/HEO","20","20","41580","42000"
"In post","2022","Commercial","UK Statistics Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","Outside London","G6/G7","15","15","57310","55700"
"In post","2022","Commercial","UK Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","Outside London","SEO/HEO","15","15","32810","31330"
"In post","2022","Commercial","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","London","EO","10","10","27510","27000"
"In post","2022","Communications","Attorney General's Departments","London","G6/G7","20","20","60140","55380"
"In post","2022","Communications","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","London","SEO/HEO","35","35","35150","32790"
"In post","2022","Communications","Attorney General's Departments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Communications","Cabinet Office","London","EO","30","30","27730","27500"
