"Status","Year","Organisation","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","Male","Unknown","625","615","51650","49700"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Female","Heterosexual / straight","80","75","41350","37190"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Female","Unknown","150","145","33520","29250"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Male","Heterosexual / straight","70","70","42530","37300"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Male","Unknown","150","150","36270","29250"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","Heterosexual / straight","120","110","33370","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","Unknown","175","160","31370","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","Heterosexual / straight","120","120","35700","30220"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","Unknown","180","175","36720","35900"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","Female","Heterosexual / straight","35","30","45890","37910"
"In post","2022","Charity Commission","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Charity Commission","London","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Charity Commission","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Charity Commission","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Outside London","Female","Heterosexual / straight","115","110","32410","29160"
"In post","2022","Charity Commission","Outside London","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Charity Commission","Outside London","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Charity Commission","Outside London","Female","Unknown","100","90","30550","29160"
"In post","2022","Charity Commission","Outside London","Male","Heterosexual / straight","80","80","33640","29160"
"In post","2022","Charity Commission","Outside London","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Charity Commission","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Outside London","Male","Unknown","60","60","31050","29160"
"In post","2022","Charity Commission","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Outside London","Female","Heterosexual / straight","485","435","30330","24900"
"In post","2022","Companies House","Outside London","Female","LGBO","20","15","[c]","[c]"
"In post","2022","Companies House","Outside London","Female","Undeclared","40","35","28580","22740"
"In post","2022","Companies House","Outside London","Female","Unknown","115","95","26950","22740"
"In post","2022","Companies House","Outside London","Male","Heterosexual / straight","320","315","34370","31990"
"In post","2022","Companies House","Outside London","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Companies House","Outside London","Male","Undeclared","55","50","33440","27460"
"In post","2022","Companies House","Outside London","Male","Unknown","120","115","28370","24500"
"In post","2022","Companies House","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","London","Female","Heterosexual / straight","330","315","58740","56090"
"In post","2022","Competition and Markets Authority","London","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Competition and Markets Authority","London","Female","Undeclared","30","30","55920","54190"
"In post","2022","Competition and Markets Authority","London","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Competition and Markets Authority","London","Male","Heterosexual / straight","315","310","63610","59140"
"In post","2022","Competition and Markets Authority","London","Male","LGBO","40","40","63720","58170"
"In post","2022","Competition and Markets Authority","London","Male","Undeclared","30","30","70650","67890"
"In post","2022","Competition and Markets Authority","London","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Competition and Markets Authority","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","Female","Heterosexual / straight","30","30","56730","55860"
"In post","2022","Competition and Markets Authority","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","Female","Heterosexual / straight","120","105","29030","25120"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","Female","Undeclared","15","10","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","Female","Unknown","35","30","25980","21490"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","Male","Heterosexual / straight","75","75","27290","25120"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","Male","Unknown","45","45","25830","25120"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","Female","Heterosexual / straight","310","300","38240","38330"
"In post","2022","Crown Commercial Service","Outside London","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","Female","Unknown","60","55","36560","38330"
"In post","2022","Crown Commercial Service","Outside London","Male","Heterosexual / straight","240","240","40690","38330"
"In post","2022","Crown Commercial Service","Outside London","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","Male","Unknown","65","65","36080","31250"
"In post","2022","Crown Commercial Service","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","Female","Heterosexual / straight","1465","1355","35690","30040"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","Female","LGBO","65","60","30820","27230"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","Female","Undeclared","75","70","38380","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","Female","Unknown","70","65","45350","53490"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","Male","Heterosexual / straight","555","540","37770","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","Male","LGBO","50","50","36170","28460"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","Male","Undeclared","40","40","43890","40940"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","Male","Unknown","35","35","44510","40180"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","Female","Heterosexual / straight","880","825","43020","39750"
"In post","2022","Crown Prosecution Service","London","Female","LGBO","40","35","43790","30110"
"In post","2022","Crown Prosecution Service","London","Female","Undeclared","40","40","47610","53050"
"In post","2022","Crown Prosecution Service","London","Female","Unknown","210","185","43070","35020"
"In post","2022","Crown Prosecution Service","London","Male","Heterosexual / straight","430","425","46980","43630"
"In post","2022","Crown Prosecution Service","London","Male","LGBO","50","50","44170","39750"
"In post","2022","Crown Prosecution Service","London","Male","Undeclared","30","30","41380","32020"
"In post","2022","Crown Prosecution Service","London","Male","Unknown","100","95","46280","38000"
"In post","2022","Crown Prosecution Service","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Outside London","Female","Heterosexual / straight","2635","2410","38160","31770"
"In post","2022","Crown Prosecution Service","Outside London","Female","LGBO","105","100","32010","25690"
"In post","2022","Crown Prosecution Service","Outside London","Female","Undeclared","100","95","34640","28430"
"In post","2022","Crown Prosecution Service","Outside London","Female","Unknown","715","615","41720","38000"
"In post","2022","Crown Prosecution Service","Outside London","Male","Heterosexual / straight","1195","1170","43540","48080"
"In post","2022","Crown Prosecution Service","Outside London","Male","LGBO","95","90","42010","38180"
"In post","2022","Crown Prosecution Service","Outside London","Male","Undeclared","55","50","42160","46800"
"In post","2022","Crown Prosecution Service","Outside London","Male","Unknown","355","345","47000","54200"
"In post","2022","Crown Prosecution Service","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Outside London","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Outside London","Female","Undeclared","40","40","27290","25830"
"In post","2022","Defence Electronics and Components Agency","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Outside London","Male","Heterosexual / straight","120","120","28850","26710"
"In post","2022","Defence Electronics and Components Agency","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Outside London","Male","Undeclared","235","225","30010","29470"
"In post","2022","Defence Electronics and Components Agency","Outside London","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Female","Heterosexual / straight","35","35","26610","22700"
"In post","2022","Defence Equipment and Support","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Male","Heterosexual / straight","120","115","25200","22010"
"In post","2022","Defence Equipment and Support","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Outside London","Female","Heterosexual / straight","2950","2745","34640","32180"
"In post","2022","Defence Equipment and Support","Outside London","Female","LGBO","105","105","30310","28610"
"In post","2022","Defence Equipment and Support","Outside London","Female","Undeclared","375","350","36420","33970"
"In post","2022","Defence Equipment and Support","Outside London","Female","Unknown","235","215","32110","30120"
"In post","2022","Defence Equipment and Support","Outside London","Male","Heterosexual / straight","5415","5320","38340","36440"
"In post","2022","Defence Equipment and Support","Outside London","Male","LGBO","175","175","35060","33100"
"In post","2022","Defence Equipment and Support","Outside London","Male","Undeclared","765","740","40240","39500"
"In post","2022","Defence Equipment and Support","Outside London","Male","Unknown","460","450","34720","32320"
"In post","2022","Defence Equipment and Support","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Male","Heterosexual / straight","40","40","42350","41100"
"In post","2022","Defence Equipment and Support","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
