"Status","Year","Organisation","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Companies House","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","London","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","London","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","Female","Heterosexual / straight","30","[c]","28540","25560"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","Female","Heterosexual / straight","140","[c]","32380","29950"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","Male","Heterosexual / straight","190","[c]","35600","33480"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","Male","Undeclared","35","[c]","38780","37000"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","Male","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","Heterosexual / straight","165","[c]","46590","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","Heterosexual / straight","145","[c]","48860","44450"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","LGBO","30","[c]","46130","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Female","Heterosexual / straight","75","[c]","42040","34510"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Male","Heterosexual / straight","75","[c]","48270","51730"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","Female","Heterosexual / straight","75","[c]","46030","40940"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","Male","Heterosexual / straight","40","[c]","48810","43180"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","Female","Heterosexual / straight","100","[c]","38280","36780"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","Female","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","Male","Heterosexual / straight","65","[c]","40770","37030"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","Heterosexual / straight","95","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","Heterosexual / straight","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","Heterosexual / straight","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","Heterosexual / straight","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","Female","Heterosexual / straight","75","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","Female","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","Male","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","Male","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
