"Status","Year","Age","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","UK Statistics Authority","Social Research","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Statistics Authority","Statistics","London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Statistics Authority","Statistics","Outside London","10","[c]","22700","19610"
"Leaver CS","2022","20-29","UK Supreme Court","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Supreme Court","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Supreme Court","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Water Services Regulation Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Water Services Regulation Authority","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Water Services Regulation Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Water Services Regulation Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Water Services Regulation Authority","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Water Services Regulation Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Welsh Government","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Welsh Government","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Welsh Government","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Welsh Government","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Welsh Government","Operational Delivery","Outside London","10","[c]","24350","22960"
"Leaver CS","2022","20-29","Welsh Government","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Welsh Government","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Welsh Government","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Welsh Government","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Welsh Government","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Attorney General's Departments","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Attorney General's Departments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Attorney General's Departments","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Attorney General's Departments","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Attorney General's Departments","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Attorney General's Departments","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Attorney General's Departments","Legal","London","80","[c]","53130","52250"
"Leaver CS","2022","30-39","Attorney General's Departments","Legal","Outside London","15","[c]","45810","48080"
"Leaver CS","2022","30-39","Attorney General's Departments","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Attorney General's Departments","Operational Delivery","Outside London","15","[c]","21910","22200"
"Leaver CS","2022","30-39","Attorney General's Departments","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Attorney General's Departments","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cabinet Office","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cabinet Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cabinet Office","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cabinet Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cabinet Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cabinet Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cabinet Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cabinet Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cabinet Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cabinet Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cabinet Office","Unknown","London","150","[c]","53550","54700"
"Leaver CS","2022","30-39","Cabinet Office","Unknown","Outside London","25","[c]","43800","37300"
"Leaver CS","2022","30-39","Cabinet Office","Unknown","Unknown","25","[c]","44980","40600"
"Leaver CS","2022","30-39","Chancellor's other departments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Chancellor's other departments","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Chancellor's other departments","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Chancellor's other departments","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Chancellor's other departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Charity Commission","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Charity Commission","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Charity Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Charity Commission","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Competition and Markets Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Competition and Markets Authority","Economics","London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Competition and Markets Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Competition and Markets Authority","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Competition and Markets Authority","Project Delivery","London","15","[c]","55560","57900"
"Leaver CS","2022","30-39","Competition and Markets Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","15","[c]","37880","36070"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Economics","London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","10","[c]","45230","40140"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","25","[c]","27570","24250"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Policy","London","80","[c]","49700","53380"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","Policy","London","30","[c]","41850","37970"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Education","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Education","Communications","London","10","[c]","40390","45250"
"Leaver CS","2022","30-39","Department for Education","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Education","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Education","Digital, Data and Technology","Outside London","15","[c]","41010","36780"
"Leaver CS","2022","30-39","Department for Education","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Education","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Education","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Education","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Education","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Education","Policy","London","15","[c]","42500","40230"
"Leaver CS","2022","30-39","Department for Education","Policy","Outside London","20","[c]","39060","36500"
"Leaver CS","2022","30-39","Department for Education","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Education","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","55","[c]","25310","22430"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Policy","London","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Policy","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Property","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","20","[c]","28500","28720"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","International Trade","London","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities","Policy","London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Digital, Data and Technology","Outside London","15","[c]","35530","31040"
"Leaver CS","2022","30-39","Department for Transport","Digital, Data and Technology","Unknown","15","[c]","39060","33770"
"Leaver CS","2022","30-39","Department for Transport","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Operational Delivery","Outside London","45","[c]","28940","26470"
"Leaver CS","2022","30-39","Department for Transport","Operational Delivery","Unknown","75","[c]","21600","21840"
"Leaver CS","2022","30-39","Department for Transport","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Unknown","London","50","[c]","49210","44030"
"Leaver CS","2022","30-39","Department for Transport","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Digital, Data and Technology","Outside London","55","[c]","48310","49170"
"Leaver CS","2022","30-39","Department for Work and Pensions","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Operational Delivery","London","170","[c]","30430","31060"
"Leaver CS","2022","30-39","Department for Work and Pensions","Operational Delivery","Outside London","745","[c]","25540","27570"
"Leaver CS","2022","30-39","Department for Work and Pensions","Operational Delivery","Unknown","15","[c]","27450","27570"
"Leaver CS","2022","30-39","Department for Work and Pensions","Other","London","25","[c]","31060","31060"
"Leaver CS","2022","30-39","Department for Work and Pensions","Other","Outside London","55","[c]","24760","27570"
"Leaver CS","2022","30-39","Department for Work and Pensions","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions","Unknown","London","25","[c]","35630","31060"
"Leaver CS","2022","30-39","Department for Work and Pensions","Unknown","Outside London","230","[c]","25720","27570"
"Leaver CS","2022","30-39","Department for Work and Pensions","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Commercial","London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Communications","London","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Finance","London","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Human Resources","London","20","[c]","35680","32650"
"Leaver CS","2022","30-39","Department of Health and Social Care","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Knowledge and Information Management","London","20","[c]","36340","36510"
"Leaver CS","2022","30-39","Department of Health and Social Care","Knowledge and Information Management","Outside London","60","[c]","34370","32330"
"Leaver CS","2022","30-39","Department of Health and Social Care","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Medicine","London","15","[c]","58960","53620"
"Leaver CS","2022","30-39","Department of Health and Social Care","Medicine","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Operational Delivery","London","215","[c]","40530","40070"
"Leaver CS","2022","30-39","Department of Health and Social Care","Operational Delivery","Outside London","110","[c]","33950","32320"
"Leaver CS","2022","30-39","Department of Health and Social Care","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Other","London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Policy","London","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Science and Engineering","London","65","[c]","40780","40070"
"Leaver CS","2022","30-39","Department of Health and Social Care","Science and Engineering","Outside London","75","[c]","39830","37830"
"Leaver CS","2022","30-39","Department of Health and Social Care","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Unknown","London","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Estyn","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Food Standards Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Food Standards Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Food Standards Agency","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Food Standards Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Food Standards Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Food Standards Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","10","[c]","34040","33930"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office","Other","Overseas","[c]","[c]","[c]","[c]"
