"Status","Year","Ethnicity","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Outside London","EO","Male","2870","2810","27120","27570"
"In post","2022","Asian","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Outside London","G6","Female","105","100","67600","66610"
"In post","2022","Asian","Outside London","G6","Male","115","115","69800","67910"
"In post","2022","Asian","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Outside London","G7","Female","465","445","53350","52080"
"In post","2022","Asian","Outside London","G7","Male","540","535","54490","54160"
"In post","2022","Asian","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Outside London","HEO","Female","1305","1245","32540","33080"
"In post","2022","Asian","Outside London","HEO","Male","1490","1445","33140","33080"
"In post","2022","Asian","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Outside London","SCS level","Female","45","40","97450","96490"
"In post","2022","Asian","Outside London","SCS level","Male","45","45","92550","90000"
"In post","2022","Asian","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Outside London","SEO","Female","735","705","40260","40180"
"In post","2022","Asian","Outside London","SEO","Male","815","810","41810","40300"
"In post","2022","Asian","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Outside London","Unknown","Female","425","395","28280","24800"
"In post","2022","Asian","Outside London","Unknown","Male","200","185","30910","28200"
"In post","2022","Asian","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","EO","Female","15","15","[c]","[c]"
"In post","2022","Asian","Overseas","EO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","G6","Male","10","10","[c]","[c]"
"In post","2022","Asian","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","G7","Female","15","15","[c]","[c]"
"In post","2022","Asian","Overseas","G7","Male","10","10","[c]","[c]"
"In post","2022","Asian","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","HEO","Female","15","15","[c]","[c]"
"In post","2022","Asian","Overseas","HEO","Male","25","25","[c]","[c]"
"In post","2022","Asian","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Asian","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","SEO","Female","5","5","[c]","[c]"
"In post","2022","Asian","Overseas","SEO","Male","10","10","[c]","[c]"
"In post","2022","Asian","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","AO","Female","45","35","24300","25110"
"In post","2022","Asian","Unknown","AO","Male","5","5","[c]","[c]"
"In post","2022","Asian","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","EO","Female","55","45","30240","30330"
"In post","2022","Asian","Unknown","EO","Male","30","25","[c]","[c]"
"In post","2022","Asian","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","HEO","Female","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","HEO","Male","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","AA","Female","155","140","23730","24080"
"In post","2022","Black","London","AA","Male","135","130","23790","24080"
"In post","2022","Black","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","AO","Female","1205","1095","25580","25110"
"In post","2022","Black","London","AO","Male","710","690","28260","25630"
"In post","2022","Black","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","EO","Female","2505","2380","30280","31060"
"In post","2022","Black","London","EO","Male","1035","1015","30470","31060"
"In post","2022","Black","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","G6","Female","120","120","68740","67630"
"In post","2022","Black","London","G6","Male","65","65","71130","70150"
"In post","2022","Black","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","G7","Female","595","590","56340","54760"
"In post","2022","Black","London","G7","Male","310","310","57430","56560"
"In post","2022","Black","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","HEO","Female","1235","1210","35710","35070"
"In post","2022","Black","London","HEO","Male","585","580","36150","35320"
"In post","2022","Black","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","SCS level","Female","40","40","85010","76960"
"In post","2022","Black","London","SCS level","Male","25","25","[c]","[c]"
"In post","2022","Black","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","SEO","Female","725","715","42750","41970"
"In post","2022","Black","London","SEO","Male","390","385","43630","42430"
"In post","2022","Black","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Unknown","Female","490","480","33150","32090"
"In post","2022","Black","London","Unknown","Male","170","170","34380","33700"
"In post","2022","Black","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Outside London","AA","Female","90","80","20570","20580"
"In post","2022","Black","Outside London","AA","Male","135","130","21670","21050"
"In post","2022","Black","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Outside London","AO","Female","1040","935","22030","21260"
"In post","2022","Black","Outside London","AO","Male","660","635","24220","21300"
"In post","2022","Black","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Outside London","EO","Female","1285","1205","27330","27570"
"In post","2022","Black","Outside London","EO","Male","800","780","27690","27570"
"In post","2022","Black","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Outside London","G6","Female","20","20","[c]","[c]"
"In post","2022","Black","Outside London","G6","Male","25","25","[c]","[c]"
"In post","2022","Black","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Outside London","G7","Female","175","175","52830","52080"
"In post","2022","Black","Outside London","G7","Male","135","135","53580","52070"
"In post","2022","Black","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Outside London","HEO","Female","490","475","32510","32700"
"In post","2022","Black","Outside London","HEO","Male","425","415","33120","33080"
"In post","2022","Black","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Black","Outside London","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Black","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Outside London","SEO","Female","315","305","40260","40060"
"In post","2022","Black","Outside London","SEO","Male","300","295","41440","40180"
"In post","2022","Black","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Outside London","Unknown","Female","345","320","29090","28200"
"In post","2022","Black","Outside London","Unknown","Male","185","175","29480","28200"
"In post","2022","Black","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","EO","Female","5","5","[c]","[c]"
"In post","2022","Black","Overseas","EO","Male","5","5","[c]","[c]"
"In post","2022","Black","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","G7","Female","10","10","[c]","[c]"
"In post","2022","Black","Overseas","G7","Male","10","10","[c]","[c]"
"In post","2022","Black","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","HEO","Female","10","10","[c]","[c]"
"In post","2022","Black","Overseas","HEO","Male","10","10","[c]","[c]"
"In post","2022","Black","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","SEO","Male","5","5","[c]","[c]"
"In post","2022","Black","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","AO","Female","5","5","[c]","[c]"
"In post","2022","Black","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","EO","Female","20","20","[c]","[c]"
"In post","2022","Black","Unknown","EO","Male","10","10","[c]","[c]"
"In post","2022","Black","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","HEO","Female","5","5","[c]","[c]"
"In post","2022","Black","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","AA","Female","20","20","[c]","[c]"
"In post","2022","Mixed","London","AA","Male","20","20","[c]","[c]"
"In post","2022","Mixed","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","AO","Female","220","200","25900","25110"
"In post","2022","Mixed","London","AO","Male","150","150","27350","25630"
"In post","2022","Mixed","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","EO","Female","495","465","29820","30330"
"In post","2022","Mixed","London","EO","Male","270","265","30190","30600"
"In post","2022","Mixed","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","G6","Female","120","115","67940","66230"
"In post","2022","Mixed","London","G6","Male","115","115","67550","66250"
"In post","2022","Mixed","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","G7","Female","400","385","56090","54810"
"In post","2022","Mixed","London","G7","Male","290","285","56370","54710"
"In post","2022","Mixed","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","HEO","Female","460","445","35280","34710"
"In post","2022","Mixed","London","HEO","Male","325","320","35770","35050"
"In post","2022","Mixed","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","SCS level","Female","55","55","82900","79160"
"In post","2022","Mixed","London","SCS level","Male","45","45","88200","79500"
"In post","2022","Mixed","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","SEO","Female","290","280","42850","41950"
"In post","2022","Mixed","London","SEO","Male","195","195","43000","42170"
"In post","2022","Mixed","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","Unknown","Female","105","100","33860","33700"
"In post","2022","Mixed","London","Unknown","Male","25","25","[c]","[c]"
"In post","2022","Mixed","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outside London","AA","Female","70","60","20430","20740"
"In post","2022","Mixed","Outside London","AA","Male","65","65","20640","20480"
"In post","2022","Mixed","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outside London","AO","Female","845","745","22300","21260"
"In post","2022","Mixed","Outside London","AO","Male","620","600","24120","21680"
"In post","2022","Mixed","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outside London","EO","Female","930","865","27280","27570"
"In post","2022","Mixed","Outside London","EO","Male","600","585","27690","27570"
"In post","2022","Mixed","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outside London","G6","Female","55","55","70120","67730"
"In post","2022","Mixed","Outside London","G6","Male","55","50","69830","67910"
"In post","2022","Mixed","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outside London","G7","Female","210","200","53400","52070"
"In post","2022","Mixed","Outside London","G7","Male","185","180","54120","53740"
"In post","2022","Mixed","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outside London","HEO","Female","465","445","32440","32320"
"In post","2022","Mixed","Outside London","HEO","Male","350","345","33330","33300"
"In post","2022","Mixed","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Mixed","Outside London","SCS level","Male","20","20","[c]","[c]"
"In post","2022","Mixed","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outside London","SEO","Female","245","235","40730","40160"
"In post","2022","Mixed","Outside London","SEO","Male","275","270","41510","40180"
"In post","2022","Mixed","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outside London","Unknown","Female","310","290","29600","28200"
"In post","2022","Mixed","Outside London","Unknown","Male","110","105","30840","28200"
"In post","2022","Mixed","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","EO","Male","5","5","[c]","[c]"
"In post","2022","Mixed","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","G6","Female","10","10","[c]","[c]"
"In post","2022","Mixed","Overseas","G6","Male","5","5","[c]","[c]"
"In post","2022","Mixed","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","G7","Female","10","10","[c]","[c]"
"In post","2022","Mixed","Overseas","G7","Male","20","20","[c]","[c]"
"In post","2022","Mixed","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","HEO","Female","20","20","[c]","[c]"
"In post","2022","Mixed","Overseas","HEO","Male","10","10","[c]","[c]"
"In post","2022","Mixed","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Mixed","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","SEO","Female","5","5","[c]","[c]"
"In post","2022","Mixed","Overseas","SEO","Male","10","10","[c]","[c]"
"In post","2022","Mixed","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","EO","Female","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","EO","Male","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","London","AA","Female","10","10","[c]","[c]"
"In post","2022","Other ethnicity","London","AA","Male","10","10","[c]","[c]"
"In post","2022","Other ethnicity","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","London","AO","Female","90","80","25190","25110"
"In post","2022","Other ethnicity","London","AO","Male","75","75","28320","25730"
"In post","2022","Other ethnicity","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","London","EO","Female","230","220","29960","30410"
"In post","2022","Other ethnicity","London","EO","Male","115","115","30100","30750"
"In post","2022","Other ethnicity","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","London","G6","Female","50","45","69040","67820"
"In post","2022","Other ethnicity","London","G6","Male","40","40","73380","68650"
"In post","2022","Other ethnicity","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","London","G7","Female","110","105","56690","54700"
"In post","2022","Other ethnicity","London","G7","Male","100","100","56660","54810"
"In post","2022","Other ethnicity","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","London","HEO","Female","125","120","35650","35070"
"In post","2022","Other ethnicity","London","HEO","Male","100","95","35720","35200"
"In post","2022","Other ethnicity","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","London","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Other ethnicity","London","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Other ethnicity","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","London","SEO","Female","100","95","43010","41750"
"In post","2022","Other ethnicity","London","SEO","Male","70","70","43130","42070"
"In post","2022","Other ethnicity","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","London","Unknown","Female","35","30","33700","33090"
"In post","2022","Other ethnicity","London","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Other ethnicity","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outside London","AA","Female","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Outside London","AA","Male","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outside London","AO","Female","175","155","22240","21260"
"In post","2022","Other ethnicity","Outside London","AO","Male","165","155","24140","21300"
"In post","2022","Other ethnicity","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outside London","EO","Female","195","180","27400","27570"
"In post","2022","Other ethnicity","Outside London","EO","Male","175","170","27460","27570"
"In post","2022","Other ethnicity","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outside London","G6","Female","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Outside London","G6","Male","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outside London","G7","Female","35","35","52910","52030"
"In post","2022","Other ethnicity","Outside London","G7","Male","65","65","54620","53980"
"In post","2022","Other ethnicity","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outside London","HEO","Female","100","95","32200","32560"
"In post","2022","Other ethnicity","Outside London","HEO","Male","95","90","33730","33370"
"In post","2022","Other ethnicity","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outside London","SCS level","Female","5","5","[c]","[c]"
